
[00:00:00.000 --> 00:00:05.000]  那麼我們今天繼續看我們這個專搜聖地遊的講道篇
[00:00:05.000 --> 00:00:08.860]  那麼我們就去到另一個地方叫做西羅亞祠
[00:00:08.860 --> 00:00:10.360]  那麼西羅亞祠是什麼呢?
[00:00:10.360 --> 00:00:14.240]  可能大家在看聖經的時候沒有什麼留意這個地方
[00:00:14.240 --> 00:00:16.880]  是不是一個水池呢?是不是一個泳池呢?
[00:00:16.880 --> 00:00:20.920]  那麼所以今天先跟大家去解釋一下
[00:00:20.920 --> 00:00:23.120]  然後我們會進入經文
[00:00:23.120 --> 00:00:25.720]  經文裡面有提過這個地方叫做Pool of Siloam
[00:00:25.720 --> 00:00:27.360]  或者Siloam Pool
[00:00:27.360 --> 00:00:30.320]  那麼在哪一個經文是跟這些有關的呢?
[00:00:30.320 --> 00:00:34.980]  約翰福音第七章第九章
[00:00:34.980 --> 00:00:39.420]  都是有提到或者跟這個地方是有關的
[00:00:39.420 --> 00:00:42.020]  我們先看經文
[00:00:42.020 --> 00:00:43.840]  第九章第七節
[00:00:43.840 --> 00:00:45.920]  這裡前後發生什麼事呢?
[00:00:45.920 --> 00:00:48.760]  就是一個生下來是失明的
[00:00:48.760 --> 00:00:51.520]  那麼法力賽人就把這個人帶到耶穌面前
[00:00:51.520 --> 00:00:53.120]  問他什麼?
[00:00:53.120 --> 00:00:56.520]  他說這個人生下來就失明
[00:00:56.520 --> 00:00:59.460]  到底是因為他犯罪還是他父母犯罪呢?
[00:00:59.460 --> 00:01:02.600]  他們的神學機器就開始在轉動了
[00:01:02.600 --> 00:01:05.100]  到底這個人落到這樣的田地
[00:01:05.100 --> 00:01:07.340]  有這樣的苦難臨到
[00:01:07.340 --> 00:01:10.440]  到底是誰犯罪?誰做錯事?
[00:01:10.440 --> 00:01:12.960]  那麼耶穌說不是他犯罪
[00:01:12.960 --> 00:01:14.520]  也不是他父母
[00:01:14.520 --> 00:01:19.080]  而是在他身上顯出上帝的榮耀
[00:01:19.080 --> 00:01:25.800]  於是他就將這個生下來的核子
[00:01:25.800 --> 00:01:27.800]  就將它醫治了
[00:01:27.800 --> 00:01:30.480]  醫治的過程就是這樣的其中一步
[00:01:30.480 --> 00:01:32.240]  耶穌就對他說
[00:01:32.240 --> 00:01:34.680]  他就是生下來失明的人
[00:01:34.680 --> 00:01:38.920]  他說你到西羅亞池裡面去洗
[00:01:38.920 --> 00:01:40.440]  西羅亞沙漠
[00:01:40.440 --> 00:01:42.760]  出來的意思就是奉差遣
[00:01:42.760 --> 00:01:44.560]  being sent 的意思
[00:01:44.560 --> 00:01:46.160]  或者可能意思是
[00:01:46.160 --> 00:01:47.360]  那些水
[00:01:47.360 --> 00:01:49.200]  就是西羅亞池的那些水
[00:01:49.200 --> 00:01:52.440]  是在尤薩的積糞泉
[00:01:52.440 --> 00:01:55.040]  流向西羅亞池
[00:01:55.040 --> 00:01:58.320]  藉著上次我們看過的希西加水道
[00:01:58.320 --> 00:01:59.560]  一直流出去
[00:01:59.560 --> 00:02:01.240]  出到外面就是一個水池
[00:02:01.240 --> 00:02:03.480]  可能這個原因
[00:02:03.480 --> 00:02:05.520]  所以就起了這樣的名字
[00:02:05.520 --> 00:02:06.520]  就叫西羅亞池
[00:02:06.520 --> 00:02:08.760]  奉差遣的意思
[00:02:08.760 --> 00:02:10.360]  於是這個人就去了
[00:02:10.360 --> 00:02:12.000]  洗了之後他就回來
[00:02:12.000 --> 00:02:13.400]  看見了
[00:02:13.400 --> 00:02:15.320]  所以這裡很清楚看到
[00:02:15.320 --> 00:02:20.160]  就是聖經約翰福音第九章第七節
[00:02:20.160 --> 00:02:23.240]  就提到西羅亞池
[00:02:23.240 --> 00:02:26.560]  我在這裡今天主要看第七章
[00:02:26.560 --> 00:02:27.320]  約翰福音第七章
[00:02:27.320 --> 00:02:28.520]  因為經文太長
[00:02:28.520 --> 00:02:30.040]  我們不能夠看完所有
[00:02:30.040 --> 00:02:32.320]  但是我就抽了第七章出來看
[00:02:32.320 --> 00:02:34.960]  有三個重點我想今天告訴你
[00:02:34.960 --> 00:02:36.880]  先解釋一下背景
[00:02:36.880 --> 00:02:39.840]  然後就說到耶穌所說的活水的生命
[00:02:39.840 --> 00:02:42.000]  到底是一回什麼事
[00:02:42.000 --> 00:02:44.440]  到底什麼叫做活水的生命
[00:02:44.440 --> 00:02:45.320]  或者應該這麼說
[00:02:45.320 --> 00:02:46.640]  最後我們會說的
[00:02:46.640 --> 00:02:49.160]  就是一個聖靈的生命
[00:02:49.160 --> 00:02:50.840]  如果你是基督徒的話
[00:02:50.840 --> 00:02:53.840]  你就應該有聖靈住在你生命當中
[00:02:53.840 --> 00:02:56.000]  有上帝的生命
[00:02:56.000 --> 00:02:57.560]  你就有聖靈的生命
[00:02:57.560 --> 00:02:59.760]  但是什麼意思呢
[00:02:59.760 --> 00:03:01.280]  為什麼這麼重要
[00:03:01.280 --> 00:03:02.320]  所以有三點
[00:03:02.320 --> 00:03:03.320]  第一點
[00:03:03.320 --> 00:03:05.080]  我們上次提到
[00:03:05.080 --> 00:03:06.720]  就是走西加水道
[00:03:06.720 --> 00:03:10.240]  我都不意識到原來我們沒有出去
[00:03:10.240 --> 00:03:12.120]  就是我在影片上沒有出去
[00:03:12.120 --> 00:03:16.160]  所以我在這裡就想告訴大家
[00:03:16.160 --> 00:03:20.120]  這個西羅亞池其實就是左下角的水池
[00:03:20.120 --> 00:03:23.640]  你記得我們上一次在右邊
[00:03:23.640 --> 00:03:26.320]  最右的藍色的線最右那裡
[00:03:26.320 --> 00:03:28.440]  就是那個基訓全基康Spring的地方
[00:03:28.440 --> 00:03:30.400]  今天仍然是在流水的
[00:03:30.400 --> 00:03:33.000]  在那裡一直有一條人工的水道
[00:03:33.000 --> 00:03:34.240]  叫做西羅亞池
[00:03:34.240 --> 00:03:38.440]  西羅亞水道或者西加水道
[00:03:38.440 --> 00:03:39.680]  就在那裡挖了出來
