
[00:00:00.000 --> 00:00:02.000]  提醒姐妹早晨
[00:00:02.000 --> 00:00:04.000]  讓我們在一開始
[00:00:04.000 --> 00:00:06.000]  我們再次以禱告
[00:00:06.000 --> 00:00:08.000]  預備我們心思 意念
[00:00:08.000 --> 00:00:10.000]  讓我們身心靈
[00:00:10.000 --> 00:00:12.000]  都能夠在聖靈的引導之下
[00:00:12.000 --> 00:00:14.000]  一起去領受主的教導
[00:00:14.000 --> 00:00:16.000]  讓我們一起同心禱告
[00:00:16.000 --> 00:00:21.000]  親愛的天父 多謝祢
[00:00:21.000 --> 00:00:24.000]  讓我們可以回到祢說話的面前
[00:00:24.000 --> 00:00:26.000]  感謝祢 祢給我們有生命
[00:00:26.000 --> 00:00:31.000]  讓我們能夠用於去貼近上帝祢的時間
[00:00:31.000 --> 00:00:35.000]  也讓我們能夠與弟兄姊妹一同有這個團契
[00:00:35.000 --> 00:00:37.000]  圍在上帝祢的說話
[00:00:37.000 --> 00:00:40.000]  來到一起的仰望在祢的跟前
[00:00:40.000 --> 00:00:42.000]  我們再次獻上感恩
[00:00:42.000 --> 00:00:45.000]  求聖靈能夠幫助我們
[00:00:45.000 --> 00:00:47.000]  讓我們每一個屬祢的子民
[00:00:47.000 --> 00:00:50.000]  都能夠隨著祂的啟迪
[00:00:50.000 --> 00:00:52.000]  幫助我們能夠更明白到
[00:00:52.000 --> 00:00:56.000]  祢愛指耶穌基督怎樣去成就祂的救恩
[00:00:56.000 --> 00:01:00.000]  怎樣將上主祢的屬性顯明在我們面前
[00:01:00.000 --> 00:01:02.000]  多謝祢 我們的同心禱告
[00:01:02.000 --> 00:01:05.000]  奉教主耶穌基督得勝的名字而求
[00:01:05.000 --> 00:01:07.000]  阿妹
[00:01:07.000 --> 00:01:09.000]  我想問大家一個問題
[00:01:09.000 --> 00:01:11.000]  一開始說到
[00:01:11.000 --> 00:01:15.000]  就是說基督徒是不是都很喜歡
[00:01:15.000 --> 00:01:17.000]  遵從聖經的教導呢
[00:01:20.000 --> 00:01:23.000]  不一般
[00:01:23.000 --> 00:01:25.000]  但問大部份的基督徒
[00:01:25.000 --> 00:01:27.000]  我相信他們很多時候
[00:01:27.000 --> 00:01:30.000]  如果牧師問到他這個問題
[00:01:30.000 --> 00:01:32.000]  他都會直接說
[00:01:32.000 --> 00:01:35.000]  我當然遵從聖經的教導
[00:01:35.000 --> 00:01:38.000]  但實質的樣子是不是真的呢
[00:01:38.000 --> 00:01:41.000]  可能真的好像李先生這樣說的
[00:01:41.000 --> 00:01:45.000]  那我就問多一個問題
[00:01:45.000 --> 00:01:49.000]  基督徒在吃東西之前
[00:01:49.000 --> 00:01:51.000]  洗隻手
[00:01:51.000 --> 00:01:54.000]  又是不是聖經的律法的要求呢
[00:01:54.000 --> 00:01:58.000]  調轉下個問題去問下吧
[00:01:58.000 --> 00:02:02.000]  當如果祢去預備進食之前
[00:02:02.000 --> 00:02:04.000]  祢會不會是
[00:02:04.000 --> 00:02:06.000]  按照聖經哪裡的教訓
[00:02:06.000 --> 00:02:08.000]  去洗了隻手
[00:02:08.000 --> 00:02:10.000]  然後才去進食呢
[00:02:14.000 --> 00:02:19.000]  似乎吃飯洗手這個規矩
[00:02:19.000 --> 00:02:23.000]  如果我們仔細去查一下聖經的時候
[00:02:23.000 --> 00:02:25.000]  你就會嚇一跳
[00:02:25.000 --> 00:02:28.000]  因為你找不到
[00:02:28.000 --> 00:02:34.000]  吃飯前要洗手這個教導
[00:02:34.000 --> 00:02:38.000]  似乎是母教的一個教導
[00:02:39.000 --> 00:02:44.000]  聖經在整本的啟示裡面
[00:02:44.000 --> 00:02:48.000]  如果你是用一點時間去嘗試去找
[00:02:48.000 --> 00:02:51.000]  究竟是不是上帝有規定
[00:02:51.000 --> 00:02:54.000]  每一個人吃飯之前都要去洗手呢
[00:02:54.000 --> 00:02:56.000]  你就會發現到
[00:02:56.000 --> 00:02:58.000]  不是的
[00:02:58.000 --> 00:03:01.000]  我怎麼找都找不到
[00:03:01.000 --> 00:03:05.000]  那你就可能開始很憑能
[00:03:05.000 --> 00:03:07.000]  然後就會走過來
[00:03:07.000 --> 00:03:09.000]  主信牧師
[00:03:09.000 --> 00:03:12.000]  幫我快點找一個經文
[00:03:12.000 --> 00:03:15.000]  告訴我吃飯前要洗手
[00:03:15.000 --> 00:03:21.000]  如果當有人
[00:03:21.000 --> 00:03:22.000]  特別是基督徒
[00:03:22.000 --> 00:03:26.000]  如果吃飯之前沒有洗手的話
[00:03:26.000 --> 00:03:28.000]  那你是否只是說
[00:03:28.000 --> 00:03:31.000]  他是違反了神的律法
[00:03:31.000 --> 00:03:34.000]  還是沒有違反神的律法呢
[00:03:35.000 --> 00:03:38.000]  還是你說索性不如我坐在墊子上
[00:03:38.000 --> 00:03:42.000]  廣東話叫做做個兩頭蛇
[00:03:42.000 --> 00:03:44.000]  不要出聲
[00:03:44.000 --> 00:03:46.000]  不要去討論
[00:03:46.000 --> 00:03:48.000]  還要引多一句聖經
[00:03:48.000 --> 00:03:49.000]  不要論斷人
[00:03:49.000 --> 00:03:51.000]  是不是這樣想呢
[00:03:51.000 --> 00:03:55.000]  今天我就想和大家透過這段聖經
[00:03:55.000 --> 00:03:59.000]  一起去嘗試看一下
[00:03:59.000 --> 00:04:02.000]  其實今天可能很多的基督徒
[00:04:02.000 --> 00:04:05.000]  包括你和我過著的
[00:04:05.000 --> 00:04:08.000]  所謂基督徒的生命生活
[00:04:08.000 --> 00:04:13.000]  很多去跟從的規矩
[00:04:13.000 --> 00:04:17.000]  其實都不是上帝的規矩來的
[00:04:17.000 --> 00:04:19.000]  很大可能性
[00:04:19.000 --> 00:04:21.000]  只不過是你自己
[00:04:21.000 --> 00:04:24.000]  甚至可能是一個傳統
[00:04:24.000 --> 00:04:28.000]  所遺留下來的一個習俗習慣
[00:04:28.000 --> 00:04:30.000]  你於是乎就以為
[00:04:30.000 --> 00:04:33.000]  是上帝的意思
[00:04:33.000 --> 00:04:35.000]  而結局怎麼樣呢
[00:04:35.000 --> 00:04:37.000]  甚至你的決定
[00:04:37.000 --> 00:04:39.000]  你的選擇是違反
[00:04:39.000 --> 00:04:42.000]  違背上帝原本在我們的
[00:04:42.000 --> 00:04:44.000]  生命生活的要求
[00:04:44.000 --> 00:04:46.000]  你不信的
[00:04:46.000 --> 00:04:47.000]  我們一起去看這段經文
[00:04:47.000 --> 00:04:49.000]  所以今天和大家一起選了
[00:04:49.000 --> 00:04:50.000]  一個這樣的題目
[00:04:50.000 --> 00:04:53.000]  就是憑著什麼去違反
[00:04:53.000 --> 00:05:00.000]  Joe 把經文的問題
[00:05:00.000 --> 00:05:02.000]  用希臘文寫出來
[00:05:02.000 --> 00:05:03.000]  其實是我給他的
[00:05:03.000 --> 00:05:04.000]  他說希臘文的那句說話
[00:05:04.000 --> 00:05:09.000]  Dear Kid Parabaneuosin
