
[00:00:00.000 --> 00:00:04.000]  同心禱告
[00:00:04.000 --> 00:00:06.500]  主呀,我們眾弟兄姊妹們
[00:00:06.500 --> 00:00:09.300]  我們一同要朝見你
[00:00:09.300 --> 00:00:13.900]  懇求你光照我們
[00:00:13.900 --> 00:00:16.400]  光照我們的眼睛
[00:00:16.400 --> 00:00:20.300]  讓我們能夠看見你的面
[00:00:20.300 --> 00:00:23.600]  主呀,求祢讓我們有美好的耳朵
[00:00:23.600 --> 00:00:26.400]  我們有聽得見的耳朵
[00:00:26.400 --> 00:00:28.700]  明白祢的話語
[00:00:28.700 --> 00:00:31.800]  我們能夠信服祢的話語
[00:00:31.800 --> 00:00:34.100]  進行祢的話語
[00:00:34.100 --> 00:00:38.100]  主呀,祢知道我們的信心是不夠的
[00:00:38.100 --> 00:00:40.700]  求祢幫助我們相信
[00:00:40.700 --> 00:00:42.900]  我們有望祢
[00:00:42.900 --> 00:00:46.100]  我們的禱告是奉主耶穌基督名字求
[00:00:46.100 --> 00:00:48.400]  阿們
[00:00:48.400 --> 00:00:50.900]  在上一節我們是講到
[00:00:50.900 --> 00:00:55.200]  雅各和耳掃的關係
[00:00:55.200 --> 00:01:01.800]  一直以來,雅各很多時候是傷害耳掃
[00:01:01.800 --> 00:01:07.300]  雅各的一生就是一個爭鬥的人生
[00:01:07.300 --> 00:01:10.500]  常常透過自己的努力
[00:01:10.500 --> 00:01:12.500]  要將人拉低
[00:01:12.500 --> 00:01:15.500]  然後要走在人的前頭
[00:01:15.500 --> 00:01:17.200]  要快過人家
[00:01:17.200 --> 00:01:20.400]  要勝人一籌
[00:01:20.400 --> 00:01:24.200]  他也要勝過,要贏過哥哥
[00:01:24.200 --> 00:01:26.400]  所以耳掃出生的時候
[00:01:26.400 --> 00:01:30.200]  雅各就拉著耳掃的腳跟
[00:01:30.200 --> 00:01:32.700]  當雅各長大的時候
[00:01:32.700 --> 00:01:39.100]  他就搶,騙哥哥長子的名分
[00:01:39.100 --> 00:01:41.400]  後來他騙爸爸
[00:01:41.400 --> 00:01:43.800]  將爸爸耳撒
[00:01:43.800 --> 00:01:48.000]  是原本給耳掃的祝福
[00:01:48.000 --> 00:01:50.000]  都搶走了
[00:01:50.000 --> 00:01:56.900]  所以耳掃是有很充足的原因去憤怒的
[00:01:56.900 --> 00:02:03.800]  他也有充足的原因去摧毀雅各
[00:02:03.800 --> 00:02:07.700]  事實上耳掃是想殺死雅各
[00:02:07.700 --> 00:02:12.000]  在《創世紀》的二十七章四十一節這樣說
[00:02:12.000 --> 00:02:16.300]  「耳掃因他父親給雅各祝的福
[00:02:16.300 --> 00:02:21.000]  就怨恨雅各心裡說
[00:02:21.000 --> 00:02:24.800]  為我父親居喪的日子近了
[00:02:24.800 --> 00:02:26.600]  到那時候
[00:02:26.600 --> 00:02:31.500]  我要殺死我的兄弟雅各」
[00:02:31.500 --> 00:02:36.400]  所以雅各要逃難到哈蘭
[00:02:36.400 --> 00:02:41.100]  寄居在舅父拉班那裡
[00:02:41.100 --> 00:02:43.600]  時間過得很快
[00:02:43.600 --> 00:02:46.300]  雅各結了婚
[00:02:46.300 --> 00:02:48.300]  有小孩
[00:02:48.300 --> 00:02:50.800]  家庭壯大
[00:02:50.800 --> 00:02:54.500]  很快就二十二年的時間
[00:02:54.500 --> 00:02:56.000]  一直以來
[00:02:56.000 --> 00:02:57.500]  在二十二年間
[00:02:57.500 --> 00:03:01.000]  雅各是想遠離耳掃的
[00:03:01.000 --> 00:03:02.000]  但是
[00:03:02.000 --> 00:03:05.300]  到了某一個時間就沒有辦法
[00:03:05.300 --> 00:03:07.800]  他需要回到嘉南
[00:03:07.800 --> 00:03:13.800]  回到嘉南必須路經耳掃的土地
[00:03:13.800 --> 00:03:16.800]  他的哥哥是戰士
[00:03:16.800 --> 00:03:18.300]  是獵人
[00:03:18.300 --> 00:03:22.200]  所以他是非常擔心的
[00:03:22.200 --> 00:03:25.300]  在回到嘉南的路程當中
[00:03:25.300 --> 00:03:29.700]  他去到雅各渡口
[00:03:29.700 --> 00:03:32.500]  他望著前面的河
[00:03:32.500 --> 00:03:34.200]  他在想
[00:03:34.200 --> 00:03:38.500]  河的另一邊會發生什麼事情呢?
[00:03:38.500 --> 00:03:44.100]  我和我的家人是不是將會成為奴隸
[00:03:44.100 --> 00:03:48.600]  抑或我會被我哥哥殺死
[00:03:48.600 --> 00:03:53.300]  所以雅各是很憂慮、很驚慌
[00:03:53.300 --> 00:03:56.300]  在那個時候他遇見一個神秘人物
[00:03:56.300 --> 00:04:00.400]  他和這個陌生人在晚上在那裡摔交
[00:04:00.400 --> 00:04:05.400]  這個陌生人就在他的大腿上摸了一把
[00:04:05.400 --> 00:04:07.400]  於是他就渴了
[00:04:07.400 --> 00:04:08.900]  雅各就渴了
[00:04:08.900 --> 00:04:12.800]  但是這個陌生人又為雅各祝福
[00:04:12.800 --> 00:04:15.000]  雖然雅各渴了
[00:04:15.000 --> 00:04:16.500]  他得到祝福
[00:04:16.500 --> 00:04:19.700]  能夠重新得力
[00:04:19.700 --> 00:04:21.000]  在那個時候他知道
[00:04:21.000 --> 00:04:25.000]  原來他的對手這個陌生人是神
[00:04:25.000 --> 00:04:27.000]  是全能的神
[00:04:27.000 --> 00:04:31.900]  在那個時候他知道自己真是軟弱的
[00:04:31.900 --> 00:04:35.300]  從今以後他要攜著他
[00:04:35.300 --> 00:04:37.900]  但是只要跟著這位神
[00:04:37.900 --> 00:04:40.400]  他就可以攜著他
[00:04:40.400 --> 00:04:43.200]  去到迦南
[00:04:43.200 --> 00:04:46.100]  雅各變得軟弱
[00:04:46.100 --> 00:04:49.600]  以致能夠被神使用
[00:04:49.600 --> 00:04:53.800]  神以他的愛、以他的恩典降服雅各
[00:04:53.800 --> 00:04:55.700]  所以雅各就說
[00:04:55.700 --> 00:04:58.500]  我面對面見了神
[00:04:58.500 --> 00:05:03.400]  我的性命仍然得到保存
[00:05:03.400 --> 00:05:06.400]  當然事情是沒有結束
[00:05:06.400 --> 00:05:11.100]  雅各經過這個恩典的摔交之後
[00:05:11.100 --> 00:05:14.500]  他還要面對哥哥以素
[00:05:14.500 --> 00:05:16.500]  他知道哥哥以素
[00:05:16.500 --> 00:05:23.500]  是帶著四百個軍人迎面而來
[00:05:23.500 --> 00:05:26.700]  雅各他看見哥哥來了
[00:05:26.700 --> 00:05:31.700]  他開始在哥哥面前跪拜
[00:05:31.700 --> 00:05:33.500]  或者你會說
[00:05:33.500 --> 00:05:37.600]  哎喲,雅各是雅各
[00:05:37.600 --> 00:05:41.300]  他又在演戲了
[00:05:41.300 --> 00:05:44.700]  你們知不知道?
[00:05:44.700 --> 00:05:48.500]  當我們看回《創世紀》三十二章八節的時候
[00:05:48.500 --> 00:05:51.800]  我們看到雅各是很乖巧的
[00:05:51.800 --> 00:05:59.100]  他將他的家人、財產分成兩個組別
[00:05:59.100 --> 00:06:02.500]  最前的組別就是
[00:06:02.500 --> 00:06:08.900]  尼雅、其他的弟弟、其他的東西
[00:06:08.900 --> 00:06:10.500]  他不是最愛的
[00:06:10.500 --> 00:06:16.800]  接著另一個組別就是他所愛的拉結和藥室
[00:06:16.800 --> 00:06:20.900]  接著他就在最後
[00:06:20.900 --> 00:06:22.900]  其實意思就是說
[00:06:22.900 --> 00:06:27.100]  如果真的以素發動襲擊的話
[00:06:27.100 --> 00:06:29.300]  他還有機會逃跑
[00:06:29.300 --> 00:06:35.300]  或者他還有機會帶著拉結和藥室逃跑
[00:06:35.300 --> 00:06:40.400]  這個可以從三十二章八到二十二節
[00:06:40.400 --> 00:06:46.100]  我們看到多多少少雅各有這個動機
[00:06:46.100 --> 00:06:49.000]  但是到了三十三章三節
[00:06:49.000 --> 00:06:53.400]  我們看到雅各是走在前後
[00:06:53.400 --> 00:06:55.400]  他不再是一個懦夫
[00:06:55.400 --> 00:06:57.400]  他是領袖
[00:06:57.400 --> 00:07:01.000]  他自己走在他們的面前
[00:07:01.000 --> 00:07:04.000]  這顯示雅各是改變了
[00:07:04.000 --> 00:07:08.800]  他是勝過了昔日那個驚惶的雅各
[00:07:08.800 --> 00:07:11.100]  更加叫人出奇的就是
[00:07:11.100 --> 00:07:13.200]  雅各一連七次
[00:07:13.200 --> 00:07:17.400]  俯伏在地走近他的哥哥那裡
[00:07:17.400 --> 00:07:20.400]  七次俯伏在地
[00:07:20.400 --> 00:07:22.300]  就表達就是說
[00:07:22.300 --> 00:07:27.900]  凡數是對主人的敬佩、尊重和愛
[00:07:27.900 --> 00:07:29.300]  所以在這裡我們看到
[00:07:29.300 --> 00:07:33.200]  似乎雅各所做的是在回應
[00:07:33.200 --> 00:07:38.700]  先前是以撒對雅各的祝福
[00:07:38.700 --> 00:07:44.600]  原本跪在這裡的應該是以素
[00:07:44.600 --> 00:07:48.100]  因為爸爸以撒就是說
[00:07:48.100 --> 00:07:50.100]  給過雅各的祝福他
[00:07:50.100 --> 00:07:51.300]  那個祝福是什麼呢?
[00:07:51.300 --> 00:07:56.200]  在二十九章九節我們讀過了
[00:07:56.200 --> 00:07:59.400]  以撒對雅各的祝福是
[00:07:59.400 --> 00:08:01.900]  願多民侍奉你
[00:08:01.900 --> 00:08:04.600]  多國跪拜你
[00:08:04.600 --> 00:08:08.000]  願你作你弟兄的主
[00:08:08.000 --> 00:08:12.900]  你母親的兒子向你跪拜
[00:08:12.900 --> 00:08:14.700]  凡咒助你的
[00:08:14.700 --> 00:08:16.400]  願他受咒助
[00:08:16.400 --> 00:08:18.400]  為你祝福的
[00:08:18.400 --> 00:08:21.100]  別願他蒙福
[00:08:21.100 --> 00:08:25.200]  所以當雅各在哥哥面前下拜
[00:08:25.200 --> 00:08:29.000]  這個不單止表達就是說
[00:08:29.000 --> 00:08:32.200]  哥哥以素你是主人
[00:08:32.200 --> 00:08:35.300]  並且其實雅各想說出就是說
[00:08:35.300 --> 00:08:37.400]  我過往去騙你
[00:08:37.400 --> 00:08:39.000]  我和你爭
[00:08:39.000 --> 00:08:42.000]  我傷害你
[00:08:42.000 --> 00:08:45.700]  請求你原諒我
[00:08:45.700 --> 00:08:50.700]  雅各將他所奪得的祝福
[00:08:50.700 --> 00:08:55.700]  還給哥哥
[00:08:55.700 --> 00:08:58.400]  所以跪拜
[00:08:58.400 --> 00:09:00.300]  俯伏下拜
[00:09:00.300 --> 00:09:05.000]  是雅各悔改的一個標記
[00:09:05.000 --> 00:09:07.600]  當雅各跪下來的時候
[00:09:07.600 --> 00:09:13.000]  他所跪盡的是一個不可知的未來
[00:09:13.000 --> 00:09:15.700]  但是奇妙的事情發生了
[00:09:15.700 --> 00:09:19.400]  因為以素脫下他的軍裝
[00:09:19.400 --> 00:09:21.800]  手上沒有兵器
[00:09:21.800 --> 00:09:24.200]  竟然跑過來
[00:09:24.200 --> 00:09:26.800]  雙手充滿著情感
[00:09:26.800 --> 00:09:28.200]  帶著情感
[00:09:28.200 --> 00:09:30.900]  擁抱弟弟雅各
[00:09:30.900 --> 00:09:33.900]  他親弟弟的臉
[00:09:33.900 --> 00:09:37.400]  兩兄弟抱著就哭
[00:09:37.400 --> 00:09:41.200]  以素的手搭著雅各的肩膀
[00:09:41.200 --> 00:09:45.000]  指著駱駝、驢和羊
[00:09:45.000 --> 00:09:47.900]  在那裡咪咪嘴地笑
[00:09:47.900 --> 00:09:53.500]  就說我所遇見的這些群畜
[00:09:53.500 --> 00:09:56.800]  是什麼意思呢?
[00:09:56.800 --> 00:09:58.400]  雅各就說
[00:09:58.400 --> 00:10:02.400]  是要在我主的面前蒙恩的
[00:10:02.400 --> 00:10:03.600]  雅各的意思就是
[00:10:03.600 --> 00:10:08.000]  哥哥啊,這些禮物是交給你,送給你的
[00:10:08.000 --> 00:10:09.400]  以素的回答就是
[00:10:09.400 --> 00:10:12.600]  兄弟啊,我的已經夠了
[00:10:12.600 --> 00:10:15.800]  你的仍歸你吧
[00:10:15.800 --> 00:10:18.200]  以素告訴弟弟
[00:10:18.200 --> 00:10:19.900]  他不需要這些禮物
[00:10:19.900 --> 00:10:22.700]  因為他已經很足夠
[00:10:22.700 --> 00:10:24.700]  有很多了
[00:10:24.700 --> 00:10:29.100]  雅各繼續懇求哥哥收下這些禮物
[00:10:29.100 --> 00:10:30.900]  雅各就說
[00:10:30.900 --> 00:10:35.300]  不然,我若在你的眼前蒙恩
[00:10:35.300 --> 00:10:39.300]  就求你從我手裡收下這禮物
[00:10:39.300 --> 00:10:43.300]  因為我見了你的面
[00:10:43.300 --> 00:10:45.900]  如同見了神的面
[00:10:45.900 --> 00:10:49.900]  並且你容納了我
[00:10:49.900 --> 00:10:53.500]  和合修定本是這樣說的
[00:10:53.500 --> 00:10:57.500]  不,我若在你眼前蒙恩
[00:10:57.500 --> 00:11:01.500]  就請你從我手裡收下這禮物
[00:11:01.500 --> 00:11:05.200]  因為我見了你的面
[00:11:05.200 --> 00:11:07.700]  如同見了神的面
[00:11:07.700 --> 00:11:11.300]  並且你也寬容了我
[00:11:11.300 --> 00:11:13.800]  我就很喜歡和合入本的
[00:11:13.800 --> 00:11:15.300]  寬容
[00:11:15.300 --> 00:11:17.300]  寬容了我
[00:11:17.300 --> 00:11:19.200]  雅各的意思就是說
[00:11:19.200 --> 00:11:21.100]  哥哥,收下吧
[00:11:21.100 --> 00:11:23.200]  因為我看見你的面孔
[00:11:23.200 --> 00:11:26.600]  就看見神的面孔了
[00:11:26.600 --> 00:11:29.200]  用這個文理的版本
[00:11:29.200 --> 00:11:31.200]  文言的版本
[00:11:31.200 --> 00:11:32.800]  是這樣的
[00:11:32.800 --> 00:11:36.200]  就是
[00:11:36.200 --> 00:11:39.800]  「勿以若尖耳恩
[00:11:39.800 --> 00:11:42.400]  請受我禮
[00:11:42.400 --> 00:11:44.800]  蓋我敵耳面
[00:11:44.800 --> 00:11:46.600]  蒙耳閱立
[00:11:46.600 --> 00:11:50.800]  如敵上帝面言」
[00:11:50.800 --> 00:11:54.700]  如敵上帝面言
[00:11:54.700 --> 00:11:57.200]  如同見了神的面
[00:11:57.200 --> 00:12:00.300]  這一句話是很特別的
[00:12:00.300 --> 00:12:02.700]  是什麼意思呢?
[00:12:02.700 --> 00:12:05.400]  在上個月我已經做了一些解釋
[00:12:05.400 --> 00:12:08.700]  我想你們繼續去記得
[00:12:08.700 --> 00:12:12.000]  聽多一次應該記得吧
[00:12:12.000 --> 00:12:14.100]  蒼西基的說法就是
