
[00:00:00.000 --> 00:00:02.000]  Hallelujah
[00:00:02.000 --> 00:00:10.000]  這個如果你去Google
[00:00:10.000 --> 00:00:12.000]  666
[00:00:12.000 --> 00:00:14.000]  可能很
[00:00:14.000 --> 00:00:16.000]  也許有一些新來的朋友
[00:00:16.000 --> 00:00:18.000]  你不知道什麼叫666
[00:00:18.000 --> 00:00:20.000]  你去Google一下的話
[00:00:20.000 --> 00:00:22.000]  大概會得到
[00:00:22.000 --> 00:00:24.000]  5億
[00:00:24.000 --> 00:00:28.000]  5.43億條的結果
[00:00:28.000 --> 00:00:32.000]  那表示這是一個很熱門的題目對不對
[00:00:32.000 --> 00:00:35.000]  那666
[00:00:35.000 --> 00:00:37.000]  這個是跟末世的
[00:00:37.000 --> 00:00:40.000]  這個迪基督有關係的
[00:00:40.000 --> 00:00:42.000]  等一下我們會講
[00:00:42.000 --> 00:00:45.000]  所以我們今天要繼續講到
[00:00:45.000 --> 00:00:48.000]  在這個末世的時候
[00:00:48.000 --> 00:00:50.000]  撒旦
[00:00:50.000 --> 00:00:52.000]  還記得我們上次講到說
[00:00:52.000 --> 00:00:54.000]  那個海裡上來的獸
[00:00:54.000 --> 00:00:55.000]  是不是
[00:00:55.000 --> 00:00:57.000]  那個就是迪基督
[00:00:57.000 --> 00:00:59.000]  那今天我們講的另外一個獸
[00:00:59.000 --> 00:01:01.000]  他是從地中上來的
[00:01:01.000 --> 00:01:03.000]  這個撒旦
[00:01:03.000 --> 00:01:05.000]  還有這個海獸
[00:01:05.000 --> 00:01:07.000]  地獸三個呢
[00:01:07.000 --> 00:01:09.000]  其實好像是三位一體一樣
[00:01:09.000 --> 00:01:11.000]  他們就是
[00:01:11.000 --> 00:01:13.000]  用不同的形式聯合起來
[00:01:13.000 --> 00:01:15.000]  最終的目的
[00:01:15.000 --> 00:01:17.000]  就是要抵擋基督
[00:01:17.000 --> 00:01:20.000]  最終的目的就是要反對基督
[00:01:20.000 --> 00:01:22.000]  他最後的目的就是要
[00:01:22.000 --> 00:01:25.000]  把我們帶向滅亡的道路
[00:01:25.000 --> 00:01:27.000]  所以你看見我一開始在講
[00:01:27.000 --> 00:01:28.000]  這個啟示錄就講
[00:01:28.000 --> 00:01:31.000]  啟示錄是非常重要的一卷書
[00:01:31.000 --> 00:01:34.000]  特別當我們在這個
[00:01:34.000 --> 00:01:37.000]  2020年COVID-19之後
[00:01:37.000 --> 00:01:39.000]  我想不管你願意不願意
[00:01:39.000 --> 00:01:41.000]  不管你信不信耶穌
[00:01:41.000 --> 00:01:44.000]  你都被捲入這場世界性的風暴了
[00:01:44.000 --> 00:01:47.000]  直到今天還有人在說
[00:01:47.000 --> 00:01:49.000]  這是一個謊言
[00:01:49.000 --> 00:01:51.000]  這是一個全球的騙局
[00:01:51.000 --> 00:01:53.000]  這個世界在騙我們
[00:01:53.000 --> 00:01:55.000]  這些政府聯合起來
[00:01:55.000 --> 00:01:57.000]  幕後有一個
[00:01:57.000 --> 00:01:59.000]  幕後的一個
[00:01:59.000 --> 00:02:01.000]  好像一個組織一個力量
[00:02:01.000 --> 00:02:03.000]  在全球要迷惑我們
[00:02:03.000 --> 00:02:05.000]  讓我們以為說
[00:02:05.000 --> 00:02:07.000]  這是一個新冠肺炎
[00:02:07.000 --> 00:02:09.000]  這是一個疾病等等
[00:02:09.000 --> 00:02:11.000]  我不知道你有沒有聽過這個說法
[00:02:11.000 --> 00:02:13.000]  有沒有
[00:02:13.000 --> 00:02:15.000]  都沒有感謝主
[00:02:15.000 --> 00:02:17.000]  聽過你可能就不來了
[00:02:17.000 --> 00:02:19.000]  那你會發現
[00:02:21.000 --> 00:02:24.000]  到了末世這個現象一點都不稀奇
[00:02:24.000 --> 00:02:26.000]  聖經上說在了末世的時候
[00:02:26.000 --> 00:02:31.000]  會有越來越多的迷惑人的假基督假先知出來
[00:02:31.000 --> 00:02:33.000]  所以親愛的兄弟妹
[00:02:33.000 --> 00:02:35.000]  你我需要好好讀這本書
[00:02:35.000 --> 00:02:38.000]  你我需要好好地了解神的心意
[00:02:38.000 --> 00:02:40.000]  因為聖經上告訴我們說
[00:02:40.000 --> 00:02:42.000]  讀這本書是怎麼樣
[00:02:42.000 --> 00:02:44.000]  有福了
[00:02:44.000 --> 00:02:46.000]  有福了
[00:02:46.000 --> 00:02:48.000]  這個福不單單只是
[00:02:48.000 --> 00:02:52.000]  我們今天可以在明辨這個世界的情況
[00:02:52.000 --> 00:02:54.000]  另外這個福也表示一件事情
[00:02:54.000 --> 00:02:56.000]  主在末世的心意
[00:02:56.000 --> 00:02:59.000]  神知道他心意的人
[00:02:59.000 --> 00:03:01.000]  你知道怎麼在末世
[00:03:01.000 --> 00:03:03.000]  來按照神的心意而活
[00:03:03.000 --> 00:03:05.000]  這個太重要了
[00:03:05.000 --> 00:03:07.000]  跟你排行別人說
[00:03:07.000 --> 00:03:09.000]  太重要了
[00:03:09.000 --> 00:03:13.000]  再跟他說你要好好聽
[00:03:19.000 --> 00:03:21.000]  好
[00:03:21.000 --> 00:03:26.000]  首先在這段聖經裡面
[00:03:26.000 --> 00:03:28.000]  剛才我們讀的這段聖經裡面
[00:03:28.000 --> 00:03:33.000]  他講到說又出來了一個獸
[00:03:33.000 --> 00:03:36.000]  這個獸
[00:03:36.000 --> 00:03:39.000]  約翰沙說他看到一個獸從地中上來
[00:03:39.000 --> 00:03:41.000]  你要記得
[00:03:41.000 --> 00:03:43.000]  約翰在寫這些當中的時候
[00:03:43.000 --> 00:03:45.000]  都是一種象徵性說法
[00:03:45.000 --> 00:03:48.000]  所以今天為什麼你剛講的666
[00:03:48.000 --> 00:03:50.000]  這種主題很勁爆
[00:03:50.000 --> 00:03:53.000]  為什麼很多人很喜歡這個主題
[00:03:53.000 --> 00:03:55.000]  我在網上面去看了一下
[00:03:55.000 --> 00:03:57.000]  我發現有一些人
[00:03:57.000 --> 00:03:59.000]  他也不是牧師
[00:03:59.000 --> 00:04:00.000]  也不是傳道
[00:04:00.000 --> 00:04:01.000]  也不是長老
[00:04:01.000 --> 00:04:02.000]  也不是執事
[00:04:02.000 --> 00:04:04.000]  他就是一個小弟兄
[00:04:04.000 --> 00:04:05.000]  但是呢
[00:04:05.000 --> 00:04:07.000]  他很網紅
[00:04:07.000 --> 00:04:12.000]  他講那個主題
[00:04:12.000 --> 00:04:14.000]  他是系列性的講
[00:04:14.000 --> 00:04:15.000]  這個主題呢
[00:04:15.000 --> 00:04:17.000]  這個上去看的人
[00:04:17.000 --> 00:04:18.000]  有的都是這個
[00:04:18.000 --> 00:04:20.000]  比如可能是上萬
[00:04:20.000 --> 00:04:22.000]  上萬的什麼什麼
[00:04:22.000 --> 00:04:23.000]  那叫多少
[00:04:23.000 --> 00:04:24.000]  什麼20K
[00:04:24.000 --> 00:04:25.000]  懂嗎
[00:04:25.000 --> 00:04:26.000]  20K
[00:04:26.000 --> 00:04:28.000]  20K就是兩萬
[00:04:28.000 --> 00:04:29.000]  就是這一類的
[00:04:29.000 --> 00:04:31.000]  我看看我們教會的這個
[00:04:31.000 --> 00:04:33.000]  主日信息點擊率還沒有到
[00:04:33.000 --> 00:04:36.000]  1K可能都還沒有
[00:04:36.000 --> 00:04:38.000]  所以你看見
[00:04:38.000 --> 00:04:39.000]  講這個主題
[00:04:39.000 --> 00:04:41.000]  所以我今天在考慮這個主題的時候
[00:04:41.000 --> 00:04:43.000]  我在想說我要講什麼主題
[00:04:43.000 --> 00:04:45.000]  如果按照這裡面
[00:04:45.000 --> 00:04:46.000]  其實今天這一段聖經
[00:04:46.000 --> 00:04:48.000]  主要是在講這個假先知
[00:04:48.000 --> 00:04:50.000]  還有這個666對不對
[00:04:50.000 --> 00:04:51.000]  但是講假先知
[00:04:51.000 --> 00:04:52.000]  坦白說
[00:04:52.000 --> 00:04:53.000]  這個主題不聳動
[00:04:53.000 --> 00:04:55.000]  那講什麼比較聳動呢
[00:04:55.000 --> 00:04:56.000]  666
[00:04:56.000 --> 00:04:58.000]  所以我就決定
[00:04:58.000 --> 00:05:00.000]  加上666
[00:05:00.000 --> 00:05:05.000]  但丟之美
[00:05:05.000 --> 00:05:07.000]  確實這個666也是
[00:05:07.000 --> 00:05:08.000]  這後面
[00:05:08.000 --> 00:05:10.000]  特別是從後面這三節
[00:05:10.000 --> 00:05:11.000]  這三節聖經裡面
[00:05:11.000 --> 00:05:13.000]  十五節
[00:05:13.000 --> 00:05:14.000]  十六節到十八節
[00:05:14.000 --> 00:05:15.000]  這三節聖經
[00:05:15.000 --> 00:05:16.000]  很重要的一個主題
[00:05:16.000 --> 00:05:18.000]  我們等一下花時間來談
[00:05:18.000 --> 00:05:20.000]  但是我們要講的就是說
[00:05:20.000 --> 00:05:23.000]  今天我們所講的這段信息
[00:05:23.000 --> 00:05:26.000]  可以說
[00:05:26.000 --> 00:05:27.000]  魔鬼
[00:05:27.000 --> 00:05:31.000]  他就是化裝成光明的天使
[00:05:31.000 --> 00:05:34.000]  他現在又換了一個面貌
[00:05:34.000 --> 00:05:37.000]  他之前是從海中上來的獸
[00:05:37.000 --> 00:05:39.000]  他現在是什麼呢
[00:05:39.000 --> 00:05:41.000]  他是從地中上來的獸
[00:05:41.000 --> 00:05:43.000]  而且呢
[00:05:43.000 --> 00:05:45.000]  你看這個獸
