
[00:00:00.000 --> 00:00:01.320]  提供姊妹逐日平安
[00:00:01.320 --> 00:00:04.160]  上週是父親節
[00:00:04.160 --> 00:00:07.440]  葛牧師在我們中間分享了有關於家庭
[00:00:07.440 --> 00:00:08.840]  一個喜樂的家庭
[00:00:08.840 --> 00:00:10.040]  一個父親的形象
[00:00:10.040 --> 00:00:11.520]  一個兒女的形象
[00:00:11.520 --> 00:00:12.560]  聖經告訴我們說
[00:00:12.560 --> 00:00:14.400]  兒女對於父母來說
[00:00:14.400 --> 00:00:18.000]  應該像勇士手中射出去的那個利劍一樣
[00:00:18.000 --> 00:00:19.720]  提供姊妹是有戰鬥性的
[00:00:19.720 --> 00:00:21.400]  而且那個父母的形象
[00:00:21.400 --> 00:00:23.400]  也充滿了是一種剛陽的傾向
[00:00:23.400 --> 00:00:24.120]  對不對
[00:00:24.120 --> 00:00:25.520]  今天的世代
[00:00:25.520 --> 00:00:26.800]  今天的社會當中
[00:00:26.800 --> 00:00:29.680]  這種的形象是越來越淡薄了
[00:00:29.680 --> 00:00:31.240]  勇姊妹今天我們要回到真言
[00:00:31.240 --> 00:00:33.400]  回到聖經當中來看
[00:00:33.400 --> 00:00:35.480]  我們這一代和我們的下一代
[00:00:35.480 --> 00:00:37.840]  究竟在聖經當中是怎樣定位
[00:00:37.840 --> 00:00:39.440]  究竟是怎樣一種關係
[00:00:39.440 --> 00:00:42.520]  究竟應當活出一種怎樣的形象
[00:00:42.520 --> 00:00:43.360]  真言
[00:00:43.360 --> 00:00:44.960]  我們最近一直在讀真言
[00:00:44.960 --> 00:00:47.240]  真言是一種人生智慧
[00:00:47.240 --> 00:00:51.000]  處世哲學的一個集合的一本書
[00:00:51.000 --> 00:00:52.840]  許多的智慧的教訓
[00:00:52.840 --> 00:00:54.240]  集合在這裏一起
[00:00:54.240 --> 00:00:56.320]  但是教育兒女
[00:00:56.320 --> 00:00:59.040]  是真言當中非常重要的一個主題
[00:00:59.040 --> 00:01:00.320]  甚至我可以說
[00:01:00.320 --> 00:01:03.440]  這個主題奠定了整本真言書
[00:01:03.440 --> 00:01:06.840]  各樣教訓的一個基礎場景
[00:01:06.840 --> 00:01:07.560]  你如果讀真言
[00:01:07.560 --> 00:01:09.960]  你會發現說真言
[00:01:09.960 --> 00:01:11.520]  讀一讀就來上那麼一句
[00:01:11.520 --> 00:01:12.640]  我兒啊
[00:01:12.640 --> 00:01:13.760]  你要聽
[00:01:13.760 --> 00:01:14.520]  我兒啊
[00:01:14.520 --> 00:01:15.120]  你要聽
[00:01:15.120 --> 00:01:18.320]  整本真言書當中有22次出現
[00:01:18.320 --> 00:01:19.200]  我兒啊
[00:01:19.200 --> 00:01:20.880]  你要聽這個片語
[00:01:20.880 --> 00:01:23.560]  勇姊妹換句話說
[00:01:23.560 --> 00:01:24.480]  這個教育
[00:01:24.480 --> 00:01:26.200]  這個智慧的傳授
[00:01:26.200 --> 00:01:28.040]  不是發生在學校
[00:01:28.040 --> 00:01:30.080]  不是發生在課堂當中的
[00:01:30.080 --> 00:01:32.400]  而是發生在父與子
[00:01:32.400 --> 00:01:33.400]  母與女
[00:01:33.400 --> 00:01:35.640]  這樣的一個生命的權柄
[00:01:35.640 --> 00:01:37.560]  和生命的次序當中的
[00:01:37.560 --> 00:01:40.360]  是發生在一個親子關係當中
[00:01:40.360 --> 00:01:43.440]  纔有所謂的教育
[00:01:43.440 --> 00:01:44.680]  勇姊妹
[00:01:44.680 --> 00:01:46.800]  剛纔我們讀了真言第一章第八節
[00:01:46.800 --> 00:01:50.120]  我兒要聽你父親的教訓
[00:01:50.120 --> 00:01:53.560]  不可離棄你母親的法則
[00:01:53.560 --> 00:01:56.040]  詩篇127篇的第三節說
[00:01:56.040 --> 00:01:59.200]  兒女是耶和華所賜的產業
[00:01:59.200 --> 00:02:01.080]  所懷的胎是他所賞賜
[00:02:01.080 --> 00:02:03.400]  是他所給的賞賜
[00:02:03.400 --> 00:02:04.040]  弟兄姊妹
[00:02:04.040 --> 00:02:07.200]  兒女是耶和華所賜的產業
[00:02:07.200 --> 00:02:10.480]  請問是賜給誰的呢
[00:02:10.480 --> 00:02:11.680]  是給父母的
[00:02:11.680 --> 00:02:13.840]  而且是單單賜給父母的
[00:02:13.840 --> 00:02:14.400]  對不對
[00:02:14.400 --> 00:02:14.840]  弟兄姊妹
[00:02:14.840 --> 00:02:16.240]  請我們牢牢的記住
[00:02:16.240 --> 00:02:20.480]  兒女是耶和華單單賜給父母的產業
[00:02:20.480 --> 00:02:21.360]  爲什麼呢
[00:02:21.360 --> 00:02:24.800]  因爲這個世界正在不斷的剝奪
[00:02:24.800 --> 00:02:31.240]  不斷的削弱父母對兒女的靈魂的一個監護權
[00:02:31.240 --> 00:02:31.840]  弟兄姊妹
[00:02:31.840 --> 00:02:35.160]  兒女不是神賜給爺爺奶奶的
[00:02:35.160 --> 00:02:38.880]  不是神賜給學校的學區的各樣的才藝班
[00:02:38.880 --> 00:02:41.040]  各樣的各樣的培訓班的
[00:02:41.040 --> 00:02:41.960]  不是的
[00:02:41.960 --> 00:02:47.480]  兒女是神賜給你我賜給我們做父母的一個產業
[00:02:47.480 --> 00:02:50.160]  但是今天整個世界的潮流
[00:02:50.160 --> 00:02:51.720]  我們跟着這個世界的潮流
[00:02:51.720 --> 00:02:57.640]  我們越來越多的把這樣一個靈魂的教育權和監護權託付給了這個世界
[00:02:57.640 --> 00:02:59.440]  而且是這個不幸的世界
[00:02:59.440 --> 00:03:02.320]  託付給了學校
[00:03:02.320 --> 00:03:04.040]  託付給了老師
[00:03:04.040 --> 00:03:06.040]  託付給了家教
[00:03:06.040 --> 00:03:06.640]  對不對
[00:03:06.640 --> 00:03:07.680]  而我們父母呢
[00:03:07.680 --> 00:03:13.560]  我們父母的責任就是最大限度的提供給他們一個這樣受教育的機會
[00:03:13.560 --> 00:03:15.120]  我們拼盡了我們的老命
[00:03:15.120 --> 00:03:17.320]  幫助他選一個好的學校
[00:03:17.320 --> 00:03:20.160]  幫助他接受一個好的教育
[00:03:20.160 --> 00:03:20.760]  弟兄姊妹
[00:03:20.760 --> 00:03:24.720]  我們好像是提供了這樣一個資源和機會
[00:03:24.720 --> 00:03:27.880]  而我們不是教育孩子的主體
[00:03:27.880 --> 00:03:28.360]  弟兄姊妹
[00:03:28.360 --> 00:03:30.280]  對於21世紀的基督徒來說
[00:03:30.280 --> 00:03:33.320]  我們和不幸的這個世人一樣
[00:03:33.320 --> 00:03:43.080]  我們越來越難以把家庭把家庭的教育看的本身看作我們自身的一項天職了
[00:03:43.080 --> 00:03:45.480]  我們覺得那是婆婆
[00:03:45.480 --> 00:03:46.320]  那是媽媽
[00:03:46.320 --> 00:03:48.080]  我們覺得那是芝麻綠豆
[00:03:48.080 --> 00:03:49.400]  我們要做事業
[00:03:49.400 --> 00:03:51.520]  我們要打出天地來
[00:03:51.520 --> 00:03:54.400]  然後我們供應他們去接受教育
[00:03:54.400 --> 00:03:54.840]  弟兄姊妹
[00:03:54.840 --> 00:03:56.520]  這不是真言的教導
[00:03:56.520 --> 00:04:01.320]  真言非常強調教育是產生在家庭當中的
[00:04:01.320 --> 00:04:03.080]  是父母的責任
[00:04:03.080 --> 00:04:04.680]  是父母的作業
[00:04:04.680 --> 00:04:07.160]  是父母的功課
[00:04:07.160 --> 00:04:08.080]  弟兄姊妹
[00:04:08.080 --> 00:04:12.440]  教育不但意味着你我的孩子要去學校
[00:04:12.440 --> 00:04:15.080]  老師面前交作業交功課
[00:04:15.080 --> 00:04:20.200]  教育本身就是父母要在耶和華上帝面前交作業
[00:04:20.200 --> 00:04:23.520]  所以從某種意義上來
[00:04:23.520 --> 00:04:24.800]  對於父母而言
[00:04:24.800 --> 00:04:29.960]  這個世界上再也沒有比教育兒女更重要的一件事情了
[00:04:29.960 --> 00:04:31.360]  約翰威斯里說
[00:04:31.360 --> 00:04:33.200]  推動搖籃的手
