
[00:00:00.000 --> 00:00:05.000]  從今天開始我們會在這幾個星期一起看一個舊約人物
[00:00:05.000 --> 00:00:10.400]  從今天開始 接下來幾個星期我們一起來看一個舊約的人物
[00:00:10.400 --> 00:00:11.900]  這個人物是約瑟
[00:00:11.900 --> 00:00:13.600]  這個人物就是約瑟
[00:00:13.600 --> 00:00:16.900]  大家都知道《創世紀》是聖經第一本書
[00:00:16.900 --> 00:00:19.700]  大家都知道《創世紀》是聖經的第一本書
[00:00:19.700 --> 00:00:22.300]  這本書裏面是有五十章的
[00:00:22.300 --> 00:00:24.600]  這本書總共有五十章
[00:00:24.600 --> 00:00:29.900]  而五十章裏面 聖經用了十三章的篇幅來記載約瑟的故事
[00:00:29.900 --> 00:00:36.100]  而這五十章裏面 聖經用了十三章來記載了約瑟的故事
[00:00:36.100 --> 00:00:40.100]  可以說這個篇幅甚至比《創世紀》的故事都要長
[00:00:40.100 --> 00:00:44.100]  甚至說這個篇幅比《創世紀》的篇幅還要長
[00:00:44.100 --> 00:00:48.600]  那究竟為什麼聖經要用這麼長的篇幅記載約瑟的故事呢?
[00:00:48.600 --> 00:00:54.200]  那為什麼聖經要用這麼長的篇幅來記載約瑟的故事呢?
[00:00:54.200 --> 00:01:00.000]  我相信約瑟的故事在以色列的歷史裏面是一個很重要的部份
[00:01:00.000 --> 00:01:05.900]  我相信約瑟在以色列的歷史裏面是一個很重要的部份
[00:01:05.900 --> 00:01:07.700]  或者更加準確地說
[00:01:07.700 --> 00:01:09.700]  或者更準確地說
[00:01:09.700 --> 00:01:11.400]  在約瑟的故事裏面
[00:01:11.400 --> 00:01:13.900]  在約瑟的故事裏面
[00:01:13.900 --> 00:01:16.700]  我們可以看到神用他獨特的方式
[00:01:16.700 --> 00:01:18.700]  神用他獨特的方式
[00:01:18.700 --> 00:01:23.600]  去開始實踐他和阿伯拉罕之間所立的約
[00:01:23.600 --> 00:01:27.400]  去開始實踐他和阿伯拉罕之間所立的約
[00:01:27.400 --> 00:01:34.200]  好,我們會通過四件約瑟的衣服來看約瑟的故事
[00:01:34.200 --> 00:01:38.800]  我們從四個方面,從約瑟的衣服來看一下這個故事
[00:01:38.800 --> 00:01:41.900]  今天第一講我們會看約瑟的彩衣
[00:01:41.900 --> 00:01:45.200]  我們第一講是講約瑟的彩衣
[00:01:45.200 --> 00:01:51.200]  好,我們首先來看一個偏心溺愛的父親雅各
[00:01:51.200 --> 00:01:56.400]  我們來看一下這個偏心又溺愛的父親雅各
[00:01:56.400 --> 00:01:59.400]  中國人說家家有一本難念的經
[00:01:59.400 --> 00:02:02.400]  中國人常說家家有一本難念的經
[00:02:02.400 --> 00:02:06.600]  可以說每一個家庭都有他們的問題
[00:02:06.600 --> 00:02:09.200]  每一個家庭都有他自己的問題
[00:02:09.200 --> 00:02:11.200]  唯一不同的就是問題不同
[00:02:11.200 --> 00:02:14.200]  唯一不同的就是不同的問題
[00:02:14.200 --> 00:02:16.800]  其實原因很簡單
[00:02:16.800 --> 00:02:18.000]  原因是很簡單
[00:02:18.000 --> 00:02:20.600]  因為每一個人都是罪人
[00:02:20.600 --> 00:02:22.400]  因為每一個人都是罪人
[00:02:22.400 --> 00:02:26.400]  我們都是生活在一個被罪所影響所控制的世界裏面
[00:02:26.400 --> 00:02:30.600]  我們都生活在被罪影響和控制的世界裏面
[00:02:30.600 --> 00:02:32.800]  約瑟的家庭也不例外
[00:02:32.800 --> 00:02:34.800]  約瑟的家庭也不例外
[00:02:34.800 --> 00:02:36.200]  如果我們看第三節
[00:02:36.200 --> 00:02:37.600]  我們來看一下第三節
[00:02:37.600 --> 00:02:40.400]  我們看到聖經這樣記載
[00:02:40.400 --> 00:02:41.600]  聖經是這樣記載
[00:02:41.600 --> 00:02:46.200]  以色列原來愛約瑟過於愛他的眾子
[00:02:46.200 --> 00:02:50.400]  以色列原來愛約瑟過於愛他的眾子
[00:02:50.400 --> 00:02:54.200]  以色列這個名字是神賜給雅各的名字
[00:02:54.200 --> 00:02:56.800]  以色列是神賜給雅各的名字
[00:02:56.800 --> 00:03:01.600]  這個父親特別偏愛約瑟這個兒子
[00:03:01.600 --> 00:03:05.600]  這個父親卻特別偏愛約瑟這個兒子
[00:03:05.600 --> 00:03:07.600]  聖經給的原因就是說
[00:03:07.600 --> 00:03:10.400]  約瑟是他年老的時候生的
[00:03:10.400 --> 00:03:12.800]  聖經所說的原因就是說
[00:03:12.800 --> 00:03:15.600]  因為約瑟是他年老的時候生的
[00:03:15.600 --> 00:03:17.000]  不過大家留意一件事
[00:03:17.000 --> 00:03:18.600]  不過大家留意一件事
[00:03:18.600 --> 00:03:22.600]  約瑟並不是雅各的兒子最小的一個
[00:03:22.600 --> 00:03:25.400]  約瑟並不是雅各最小的兒子
[00:03:25.400 --> 00:03:28.000]  雅各最小的兒子叫做辯雅敏
[00:03:28.000 --> 00:03:32.800]  雅各最小的兒子叫做辯雅敏
[00:03:32.800 --> 00:03:37.400]  為什麼雅各不是應該愛最小的兒子辯雅敏
[00:03:37.400 --> 00:03:38.800]  那麼你就會問了
[00:03:38.800 --> 00:03:42.800]  難道不是雅各應該愛他最小的兒子辯雅敏嗎
[00:03:42.800 --> 00:03:45.800]  為什麼反而他愛約瑟多過辯雅敏
[00:03:45.800 --> 00:03:49.600]  為什麼反而他愛約瑟多過辯雅敏
[00:03:49.600 --> 00:03:52.000]  我們來看一段歷史
[00:03:52.000 --> 00:03:54.000]  我們來看一段歷史
[00:03:54.000 --> 00:03:57.600]  原來當辯雅敏出生的時候
[00:03:57.600 --> 00:04:01.400]  原來當辯雅敏出生的時候
[00:04:01.400 --> 00:04:03.400]  父母正在途中
[00:04:03.400 --> 00:04:05.400]  父母正在途中
[00:04:05.400 --> 00:04:10.400]  聖經就說他的母親拉潔生辯雅敏的時候甚是艱難
[00:04:10.400 --> 00:04:15.400]  聖經記載他的母親拉潔生辯雅敏的時候
[00:04:15.400 --> 00:04:16.800]  甚是艱難
[00:04:16.800 --> 00:04:20.600]  在辯雅敏出生之後拉潔就死了
[00:04:20.600 --> 00:04:23.200]  辯雅敏出生以後拉潔就死去
[00:04:23.200 --> 00:04:24.800]  也許是這個原因
[00:04:24.800 --> 00:04:26.600]  也許是因為這個原因
[00:04:26.600 --> 00:04:31.600]  所以雅各作為父親很難去愛這個最小的兒子辯雅敏
[00:04:31.600 --> 00:04:36.200]  所以這個父親就很難去愛這個最小的兒子辯雅敏
[00:04:36.200 --> 00:04:38.800]  而事實上人的本性
[00:04:38.800 --> 00:04:41.400]  這就是人的本性
[00:04:41.400 --> 00:04:45.400]  我們很難說完全平均地
[00:04:45.400 --> 00:04:48.800]  平等地去愛不同的兒女
[00:04:48.800 --> 00:04:52.200]  我們很難平等地去愛每一個不同的兒女
[00:04:52.200 --> 00:04:54.400]  總是有或多或少某些原因
[00:04:54.400 --> 00:04:57.800]  我們愛多一個多過另外一個
[00:04:57.800 --> 00:04:59.400]  或多或少的原因
[00:04:59.400 --> 00:05:03.200]  我們都會愛一個多過另外一個
[00:05:03.200 --> 00:05:07.400]  其實不完全平等的愛不是最重要的問題
[00:05:07.400 --> 00:05:10.600]  不完全平等的愛並不是最重要的問題
[00:05:10.600 --> 00:05:14.600]  最重要的問題就是你把這個不平等的愛顯露出來
[00:05:14.600 --> 00:05:18.000]  最重要的是你把這不平等的愛顯露出來
[00:05:18.000 --> 00:05:20.800]  雅各不單只是顯露了出來
[00:05:20.800 --> 00:05:23.200]  雅各不單是顯露了出來
[00:05:23.200 --> 00:05:26.600]  他用吉西無人知感還弄了一件彩衣來給這個弱勢
[00:05:26.600 --> 00:05:30.800]  他還怕別人不知道他弄了一件彩衣給約瑟
[00:05:30.800 --> 00:05:33.800]  雖然聖經的翻譯這個字是翻譯為彩衣
[00:05:33.800 --> 00:05:38.400]  雖然聖經裡面翻譯為這個字翻成彩衣
[00:05:38.400 --> 00:05:43.000]  有些解經家來看的時候
[00:05:43.000 --> 00:05:45.600]  他原文這個字可能更加貼合
[00:05:45.600 --> 00:05:48.200]  講到一件長袖的外袍
[00:05:48.200 --> 00:05:53.200]  原文來說更貼切的翻譯應該是長袖的外袍
[00:05:53.200 --> 00:05:55.400]  他的袍的長度去到腳跟那裡
[00:05:55.400 --> 00:05:58.400]  他的袍的腳去到腳跟的地方
[00:05:58.400 --> 00:06:00.400]  大家想像一件這樣的外袍
[00:06:00.400 --> 00:06:02.600]  大家想像一下這樣一件外袍
[00:06:02.600 --> 00:06:04.800]  用一個名貴的質料來做
[00:06:04.800 --> 00:06:06.800]  用名貴的衣料去做
[00:06:06.800 --> 00:06:08.800]  一定是不可以拿來開工的
[00:06:08.800 --> 00:06:10.400]  一定不是要來幹活的吧
[00:06:10.400 --> 00:06:12.400]  等於我們如果是地盤工人
[00:06:12.400 --> 00:06:14.600]  如果我們在地盤裡面開工
[00:06:14.600 --> 00:06:19.200]  我們不會穿阿曼尼的西裝去開工的
[00:06:19.200 --> 00:06:22.400]  我們不會穿阿曼尼的西裝去開工的
[00:06:22.400 --> 00:06:27.200]  換言之當雅各做了一件這樣的外袍給弱勢的時候
[00:06:27.200 --> 00:06:31.200]  換言之就是雅各做了這件彩衣給約瑟的時候
[00:06:31.200 --> 00:06:34.800]  其實就是告訴雅各和他的其他的兒子
[00:06:34.800 --> 00:06:37.800]  雅各就是告訴他其他的兒子
[00:06:37.800 --> 00:06:42.400]  弱勢是不需要好像其他的兄弟那樣來做粗重的工夫
[00:06:42.400 --> 00:06:47.200]  弱勢不需要像別的兄弟一樣去做這些粗重的工作
[00:06:47.200 --> 00:06:52.000]  所以當其他的兒子都要去到事件這個地方牧羊的時候
[00:06:52.000 --> 00:06:55.000]  當別的兒子都要到事件去牧羊的時候
[00:06:55.000 --> 00:06:56.000]  弱勢在哪裡呢?
[00:06:56.000 --> 00:06:57.400]  弱勢在哪裡呢?
[00:06:57.400 --> 00:06:59.400]  弱勢在家裡陪著雅各
[00:06:59.400 --> 00:07:01.800]  弱勢在家裡陪著雅各
[00:07:01.800 --> 00:07:05.000]  我在想如果那個時候有上網打機的話呢?
[00:07:05.000 --> 00:07:07.800]  我想那時候如果有上網打機的時候
[00:07:07.800 --> 00:07:10.600]  雅各大概是回房門在打機的
[00:07:10.600 --> 00:07:13.800]  他可能是關起門來在那裡打機
[00:07:13.800 --> 00:07:15.600]  那就是很明顯
[00:07:15.600 --> 00:07:16.800]  那很明顯
[00:07:16.800 --> 00:07:18.600]  不單止那件外袍
[00:07:18.600 --> 00:07:20.800]  不光是那件外袍
[00:07:20.800 --> 00:07:22.800]  甚至是平時的工作
[00:07:22.800 --> 00:07:24.200]  甚至是平時的工作
[00:07:24.200 --> 00:07:29.600]  雅各都很高調的告訴所有人他是愛雅各的
[00:07:29.600 --> 00:07:31.400]  他是愛弱勢的
[00:07:31.400 --> 00:07:35.800]  雅各都很高調的告訴別人他愛弱勢
[00:07:35.800 --> 00:07:37.400]  這個就是偏心偏愛
[00:07:37.400 --> 00:07:39.200]  這就是偏心偏愛
[00:07:39.200 --> 00:07:40.800]  我們可能會問
[00:07:40.800 --> 00:07:43.600]  雅各這樣做的時候自己不知道有問題的嗎?
[00:07:43.600 --> 00:07:45.200]  那麼我們就會問了
[00:07:45.200 --> 00:07:47.400]  雅各這樣做他不知道有問題的嗎?
[00:07:47.400 --> 00:07:49.800]  我們要了解雅各的想法的時候
[00:07:49.800 --> 00:07:53.400]  我們一定要去明白雅各的成長背景
[00:07:53.400 --> 00:07:56.200]  我們要了解雅各的想法的時候
[00:07:56.200 --> 00:07:58.600]  我們要了解他的成長背景
[00:07:58.600 --> 00:08:01.800]  我們知道雅各有一個哥哥叫做以素
[00:08:01.800 --> 00:08:04.000]  雅各有一個哥哥以索
[00:08:04.000 --> 00:08:07.200]  他的父母是以薩和尼伯加
[00:08:07.200 --> 00:08:11.800]  他們的父母是以薩和尼伯加
[00:08:11.800 --> 00:08:17.000]  夫婦二人對待他兩個兒子都有不同的愛好
[00:08:17.000 --> 00:08:21.200]  他們夫婦兩人對他們兩個兒子有不同的喜好
[00:08:21.200 --> 00:08:25.000]  聖經就說以薩愛以素
[00:08:25.000 --> 00:08:28.200]  聖經說以薩愛以索
[00:08:28.200 --> 00:08:30.200]  也許以素喜歡打獵
[00:08:30.200 --> 00:08:31.800]  以索喜歡打獵
[00:08:31.800 --> 00:08:35.400]  以薩喜歡吃野味
[00:08:35.400 --> 00:08:38.200]  以薩也喜歡吃野味
[00:08:38.200 --> 00:08:39.400]  兩個最好的配搭
[00:08:39.400 --> 00:08:41.000]  那就是最好的配搭了
[00:08:41.000 --> 00:08:45.800]  母親尼伯加就是愛小兒子雅各
[00:08:45.800 --> 00:08:49.200]  尼伯加卻愛小兒子雅各
[00:08:49.200 --> 00:08:54.000]  愛到一個地步甚至幫雅各來騙取長子的名分
[00:08:54.000 --> 00:08:59.000]  愛到一個程度是幫助雅各騙取長子的名分
[00:08:59.000 --> 00:09:03.200]  所以從小到大雅各都是在一個偏愛的環境下成長
[00:09:03.200 --> 00:09:07.600]  雅各從小到大都是在一個偏愛的環境下長大的
[00:09:07.600 --> 00:09:09.600]  所以他從來都不覺得偏愛是一個問題
[00:09:09.600 --> 00:09:12.800]  所以他並不覺得偏愛有什麼大問題
[00:09:12.800 --> 00:09:16.000]  在這裡我們看到一個很重要的家庭問題
[00:09:16.000 --> 00:09:18.800]  我們在這裡可以看到一個很重要的家庭問題
[00:09:18.800 --> 00:09:22.000]  很多時候家庭的問題是一代傳給下一代
[00:09:22.000 --> 00:09:26.200]  很多時候家庭的問題是一代傳給下一代
[00:09:26.200 --> 00:09:29.400]  心理學上有一個理論叫做社會學習理論
[00:09:29.400 --> 00:09:35.000]  心理學上有一個理論叫做社會學習理論
[00:09:35.000 --> 00:09:37.800]  那個理論就是說一個人在成長的時候
[00:09:37.800 --> 00:09:39.400]  理論上就是這樣說
[00:09:39.400 --> 00:09:40.800]  人在成長的時候
[00:09:40.800 --> 00:09:45.000]  他周圍的人和事的行為的意識形態
[00:09:45.000 --> 00:09:47.400]  是影響著那個人的成長
[00:09:47.400 --> 00:09:53.400]  他周圍的人和事他的意識形態和對事件的理解
[00:09:53.400 --> 00:09:54.600]  會影響他的成長
[00:09:54.600 --> 00:09:56.600]  一個人的行為和思想模式
[00:09:56.600 --> 00:10:01.600]  會被他成長的時候所眼看到的影響
[00:10:01.600 --> 00:10:03.200]  他在成長的過程當中
[00:10:03.200 --> 00:10:08.200]  他的思想和他的行為都受他周圍的事物所影響
[00:10:08.200 --> 00:10:11.000]  例如一個同性戀的家庭
[00:10:11.000 --> 00:10:13.000]  例如說一個同性戀的家庭
[00:10:13.000 --> 00:10:14.800]  男男女女的父母
