
[00:00:00.000 --> 00:00:04.160]  主明問候頂智慕成安
[00:00:04.160 --> 00:00:13.720]  我們在這裡看完了耶利米在聖殿門口一系列的講道
[00:00:13.720 --> 00:00:18.560]  在我們都已經聽聞了耶利米在聖殿前的一系列講道
[00:00:18.560 --> 00:00:23.320]  八章三節到十章二十五節
[00:00:23.320 --> 00:00:27.240]  由八章第三節到十章二十五節
[00:00:27.240 --> 00:00:33.560]  現在開始這個系列是十一到十三章
[00:00:33.560 --> 00:00:35.440]  十一到第十三章
[00:00:35.440 --> 00:00:38.760]  我給個名字叫做毀約的後果
[00:00:38.760 --> 00:00:40.920]  我給一個名字叫做毀約的後果
[00:00:40.920 --> 00:00:42.880]  所以大家看到現在第一講
[00:00:42.880 --> 00:00:45.040]  所以大家看到現在第一講
[00:00:45.040 --> 00:00:48.920]  今天的題目是比猶大的勸告
[00:00:48.920 --> 00:00:54.640]  提摩斯給猶大的勸告
[00:00:54.640 --> 00:01:01.520]  這一講是解釋了上帝對他的子民的審判
[00:01:01.520 --> 00:01:04.360]  解釋了上帝對他的子民的審判
[00:01:04.360 --> 00:01:10.080]  猶大人毀了他們和上帝在西那山上所立的約
[00:01:10.080 --> 00:01:13.880]  猶大人毀了他們與上帝在西那山之約
[00:01:13.880 --> 00:01:19.200]  這個約神學家給它名稱叫做摩西盟約
[00:01:19.200 --> 00:01:21.040]  摩西盟約
[00:01:21.040 --> 00:01:27.160]  這個約神學家給它名稱叫做摩西盟約
[00:01:27.160 --> 00:01:30.360]  大家聽這些不是摩西與他們立約
[00:01:30.360 --> 00:01:33.040]  大家聽到這不是摩西與他們立約
[00:01:33.040 --> 00:01:36.080]  約永遠是上帝與以色列人立的
[00:01:36.080 --> 00:01:39.120]  約永遠是上帝與以色列人所立的
[00:01:39.120 --> 00:01:43.320]  不過經手人是摩西
[00:01:43.320 --> 00:01:47.120]  所以就說摩西的盟約
[00:01:47.120 --> 00:01:50.240]  所以稱之為摩西盟約
[00:01:50.240 --> 00:01:56.840]  這個約裏面有兩個悲劇
[00:01:56.840 --> 00:02:00.640]  這個約裏面包含兩個悲歌
[00:02:00.640 --> 00:02:04.080]  我想說這個他就是十一到十三
[00:02:04.080 --> 00:02:07.240]  十一章到十三章是有兩個悲歌在裏面的
[00:02:07.240 --> 00:02:10.720]  他是從第十一到第十三章
[00:02:10.720 --> 00:02:12.640]  這包含兩個悲歌
[00:02:12.640 --> 00:02:17.560]  描繪了悲劇的情況
[00:02:17.560 --> 00:02:19.560]  描繪了悲劇的情況
[00:02:19.560 --> 00:02:24.640]  和上帝不願意發出審判
[00:02:24.640 --> 00:02:27.320]  大家聽這句話
[00:02:27.320 --> 00:02:34.760]  這像不像父母小孩子不乖
[00:02:34.760 --> 00:02:36.840]  應該罰的
[00:02:36.840 --> 00:02:39.720]  但是你又不想罰
[00:02:39.720 --> 00:02:43.120]  所以弟兄姊妹
[00:02:43.120 --> 00:02:46.360]  當你讀到聖經的時候
[00:02:46.360 --> 00:02:53.000]  上帝要你陪他
[00:02:53.000 --> 00:02:55.760]  陪他怎麽呢
[00:02:55.760 --> 00:03:00.960]  讓你經歷這些讓你不愉快生氣的事
[00:03:00.960 --> 00:03:04.960]  大家讀不讀到聖經
[00:03:04.960 --> 00:03:08.440]  聽不聽到以色列人
[00:03:08.440 --> 00:03:11.400]  大家讀聖經讀到耶律賓書
[00:03:11.400 --> 00:03:16.880]  激不激上帝
[00:03:16.880 --> 00:03:19.520]  但是上帝很愛他們
[00:03:19.520 --> 00:03:22.160]  那上帝怎麽處理呢
[00:03:22.160 --> 00:03:25.360]  其實當你讀聖經的時候
[00:03:25.360 --> 00:03:29.400]  他給你智慧去教導兒女
[00:03:29.400 --> 00:03:32.120]  那麽有兩個悲歌
[00:03:32.120 --> 00:03:35.680]  另外最後一個環節是包括一個象徵性的行動
[00:03:35.680 --> 00:03:38.640]  最後一個小環節是包含一個象徵性的行動
[00:03:38.640 --> 00:03:41.680]  就是猶大民眾恐怖的罪行
[00:03:41.680 --> 00:03:45.520]  描繪猶大人民恐怖的罪行
[00:03:45.520 --> 00:03:47.920]  這個就是我們在這個系列會看的
[00:03:47.920 --> 00:03:49.840]  這個系列我們會看到的
[00:03:49.840 --> 00:03:52.560]  這個系列有宣講的責備
[00:03:52.560 --> 00:03:54.240]  這系列有宣講責備
[00:03:54.240 --> 00:03:55.200]  有勸諱
[00:03:55.200 --> 00:03:56.120]  有勸諱
[00:03:56.120 --> 00:03:56.840]  警戒
[00:03:56.840 --> 00:03:57.680]  警戒
[00:03:57.680 --> 00:03:59.280]  責備猶太人
[00:03:59.280 --> 00:04:04.240]  這位猶大人為什麽不會在迷途上知反呢
[00:04:04.240 --> 00:04:06.560]  為什麽不會迷途知反
[00:04:06.560 --> 00:04:11.400]  特別是經過約西亞王的靈命復興
[00:04:11.400 --> 00:04:13.880]  特別是這個約西亞王靈命復興
[00:04:13.880 --> 00:04:14.800]  我已經說得很好了
[00:04:14.800 --> 00:04:16.120]  其實是宗教復興
[00:04:16.120 --> 00:04:17.600]  宗教復興
[00:04:17.600 --> 00:04:19.520]  之後又回去拜偶像
[00:04:19.520 --> 00:04:22.240]  然後又回去拜偶像
[00:04:22.240 --> 00:04:25.760]  耶利米這些話幾乎呢
[00:04:25.760 --> 00:04:28.040]  講這番話幾乎使他沒命
[00:04:28.040 --> 00:04:33.040]  耶利米講這番話幾乎使他喪命
[00:04:33.040 --> 00:04:35.000]  要他沒命的那些就是宗教領袖
[00:04:35.000 --> 00:04:37.440]  要他喪命的那些就是宗教領袖
[00:04:37.440 --> 00:04:40.440]  所以耶利米感受到痛苦和憂傷
[00:04:40.440 --> 00:04:42.880]  所以耶利米感受到痛苦與憂傷
[00:04:42.880 --> 00:04:46.600]  不敢反思如何廝殺
[00:04:46.600 --> 00:04:50.400]  為什麽這些惡人是平步青雲
[00:04:50.400 --> 00:04:52.280]  不停地反覆思考
[00:04:52.280 --> 00:04:54.360]  為什麽惡人平步青雲
[00:04:54.360 --> 00:04:57.960]  愚人的命運是多途
[00:04:57.960 --> 00:04:59.280]  這個我自己也不知道
[00:04:59.280 --> 00:05:01.120]  為什麽這麽悲哀這麽坎坷
[00:05:01.120 --> 00:05:06.280]  愚人的命運為什麽這麽坎坷
[00:05:06.280 --> 00:05:09.520]  其實這個對全道人來講
[00:05:09.520 --> 00:05:12.160]  你讀這些書的時候
[00:05:12.160 --> 00:05:16.200]  你會想到為什麽那些講假福音的人
[00:05:16.200 --> 00:05:18.560]  尖尖草草很興旺
[00:05:18.560 --> 00:05:23.760]  為什麽講全假福音的話那麽興旺呢
[00:05:23.760 --> 00:05:30.000]  講真正福音的沒有人喜歡聽
[00:05:30.000 --> 00:05:32.920]  所以最後耶利米不禁追問下去
[00:05:32.920 --> 00:05:36.080]  所以耶利米不停地追問下去
[00:05:36.080 --> 00:05:40.640]  以變壞的腰帶和裝滿酒的酒壇
[00:05:40.640 --> 00:05:44.240]  來比喻上帝施行審判作為結束
[00:05:44.240 --> 00:05:47.520]  以變壞的腰帶與盛滿酒的酒壇
[00:05:47.520 --> 00:05:51.120]  比喻施行審判的結束
[00:05:51.120 --> 00:05:53.520]  這個就是十三章
[00:05:53.520 --> 00:05:54.640]  那個時候再講
[00:05:54.640 --> 00:05:58.240]  這道十三章經文以後再講
[00:05:58.240 --> 00:06:00.560]  接著我們看這個經文
[00:06:00.560 --> 00:06:02.800]  十一章的一到十七節
[00:06:02.800 --> 00:06:05.280]  十一章的一到十七節
[00:06:05.280 --> 00:06:08.240]  不是 我今天讀的只是讀了八節
[00:06:08.240 --> 00:06:11.120]  你看我們今天不是只講八節嗎
[00:06:11.120 --> 00:06:12.640]  因為我一半
[00:06:12.640 --> 00:06:13.760]  你就只講一半
[00:06:13.760 --> 00:06:15.520]  我想你早點散會
[00:06:15.520 --> 00:06:17.680]  我需要早點散會
[00:06:17.680 --> 00:06:20.160]  如果講完很難散 散不了會
[00:06:20.160 --> 00:06:22.640]  要講完的話散不了會了
[00:06:22.640 --> 00:06:30.320]  OK 當然這一系列的經文也是在聖殿那裡講的
[00:06:30.320 --> 00:06:33.520]  這個答案之洪巴也是在聖殿前講的
[00:06:33.520 --> 00:06:38.880]  是記載上帝叫耶利米去勸猶大
[00:06:38.880 --> 00:06:41.840]  上帝叫耶利米勸告猶大
[00:06:41.840 --> 00:06:42.960]  內容呢
[00:06:42.960 --> 00:06:44.640]  內容
[00:06:44.640 --> 00:06:46.960]  就說猶大你毀約了
[00:06:46.960 --> 00:06:49.120]  是指猶大你毀約了
[00:06:49.120 --> 00:06:51.440]  這個一到十七節有五個環節
[00:06:51.440 --> 00:06:54.560]  這一到十七節有五個環節
[00:06:54.560 --> 00:06:56.800]  一到五節
[00:06:56.800 --> 00:06:58.720]  六到八
[00:06:58.720 --> 00:07:00.640]  九至十
[00:07:00.640 --> 00:07:02.720]  十一到十四
[00:07:02.720 --> 00:07:05.120]  十五到十七
[00:07:05.120 --> 00:07:07.920]  就是這五個環節
[00:07:07.920 --> 00:07:09.680]  那很多學者
[00:07:09.680 --> 00:07:10.720]  許多學者
[00:07:10.720 --> 00:07:12.560]  究竟在什麼時候講的
[00:07:12.560 --> 00:07:15.440]  到底是什麼時候講的
[00:07:15.440 --> 00:07:19.280]  大部分的學者都認為是約西亞王十八年
[00:07:19.280 --> 00:07:22.160]  大部分學者認為是約西亞王十八年
[00:07:22.160 --> 00:07:24.880]  大約是主前六二一年的左右
[00:07:24.880 --> 00:07:27.760]  大概主前六二一年左右
[00:07:27.760 --> 00:07:31.760]  你可以參考歷代之下三十四章八到三十三節
[00:07:31.760 --> 00:07:37.360]  可以參考歷代之下三十四章八至十三節
[00:07:37.360 --> 00:07:42.080]  就是大祭司希臘加發現律法書之後
[00:07:42.080 --> 00:07:45.040]  大祭司希臘加發現律法書之後
[00:07:45.040 --> 00:07:48.960]  就是約西亞王開始宗教改革之前
[00:07:48.960 --> 00:07:52.320]  約西亞王開始宗教改革之前
[00:07:52.320 --> 00:07:58.240]  由耶利米勸尤大人去悔改
[00:07:58.240 --> 00:08:05.680]  由耶利米向尤大人勸告悔改
[00:08:05.680 --> 00:08:07.680]  想不想知道上帝的訊息是怎麼樣的
[00:08:07.680 --> 00:08:09.360]  上帝的訊息是怎麼樣的
[00:08:09.360 --> 00:08:13.120]  在王還沒有去宗教改革之前
[00:08:13.120 --> 00:08:16.000]  在王還沒有去宗教改革之前
[00:08:16.000 --> 00:08:18.080]  上帝已經叫了耶利米說話
[00:08:18.080 --> 00:08:21.600]  上帝已經叫了耶利米說話
[00:08:21.600 --> 00:08:29.120]  我們來看耶利米宣講他們毀約的頭兩個環節
[00:08:29.120 --> 00:08:34.320]  我們看耶利米講猶太人北約的前兩個環節
[00:08:34.320 --> 00:08:36.720]  我們看耶利米講猶太人北約的前兩個環節
[00:08:36.720 --> 00:08:37.840]  我們看耶利米講猶太人北約的前兩個環節
[00:08:37.840 --> 00:08:39.040]  我們看耶利米講猶太人北約的前兩個環節
[00:08:39.040 --> 00:08:41.760]  我們看耶利米講猶太人北約的前兩個環節
[00:08:41.760 --> 00:08:45.280]  我們看耶利米講猶太人北約的前兩個環節
[00:08:45.280 --> 00:08:48.160]  環節一和二就是二和三
[00:08:48.160 --> 00:08:52.400]  環節一和二就是二和三
[00:08:52.400 --> 00:08:54.880]  環節二就是三
[00:08:54.880 --> 00:09:04.160]  指出猶太人和耶路撒冷文同謀背叛上帝
[00:09:04.160 --> 00:09:04.320]  指出猶太人和耶路撒冷文同謀背叛上帝
[00:09:04.320 --> 00:09:13.440]  指出猶太人和耶路撒冷文同謀背叛上帝
[00:09:13.440 --> 00:09:17.280]  這是後來第三、四、五個主題
[00:09:17.280 --> 00:09:20.080]  同謀背叛上帝
[00:09:20.080 --> 00:09:23.440]  同謀背叛上帝是我們前面講的
[00:09:23.440 --> 00:09:26.400]  第一、二個主題是講毀約
[00:09:26.400 --> 00:09:28.720]  第二個主題講北約
[00:09:28.720 --> 00:09:32.640]  第三、四、五個環節就是同謀背叛上帝
[00:09:32.640 --> 00:09:35.680]  三、四、五環節是同謀背叛上帝
[00:09:35.680 --> 00:09:41.200]  其實這是第二主題
[00:09:41.200 --> 00:09:48.240]  第二主題是十一至十八節之後的最嚴厲的
[00:09:48.240 --> 00:09:48.400]  第二主題是十一至十八節之後的最嚴厲的
[00:09:48.400 --> 00:09:54.000]  第二主題是十一至十八節之後的最嚴厲的
[00:09:54.000 --> 00:09:58.480]  就是說猶太人你們背叛了上帝
[00:09:58.480 --> 00:10:01.360]  就是說猶太人你們背叛了上帝
[00:10:01.360 --> 00:10:07.920]  猶太人背叛上帝
[00:10:07.920 --> 00:10:09.200]  猶太人背叛上帝
[00:10:09.200 --> 00:10:13.040]  行動上即將謀害先知
[00:10:13.040 --> 00:10:16.640]  行動上即將謀害先知
[00:10:16.640 --> 00:10:17.840]  謀害先知
[00:10:17.840 --> 00:10:18.960]  謀害先知
