
[00:00:00.000 --> 00:00:01.220]  靜姐妹平安
[00:00:01.220 --> 00:00:05.180]  我們很快便去到
[00:00:05.180 --> 00:00:08.940]  彼得前書第三章
[00:00:08.940 --> 00:00:13.180]  今日的題目是夫妻相處關係的渲染
[00:00:13.180 --> 00:00:15.360]  因為上星期
[00:00:15.360 --> 00:00:17.620]  黃牧師跟我們分享關於
[00:00:17.620 --> 00:00:21.560]  公民和政府之間的責任
[00:00:21.560 --> 00:00:25.780]  勞瀑和主人的責任
[00:00:25.780 --> 00:00:29.340]  但其實我們一直在聽的時候
[00:00:29.340 --> 00:00:32.340]  去留心那段經文的內容的時候
[00:00:32.340 --> 00:00:34.680]  我們都知道它有一個基礎
[00:00:34.680 --> 00:00:39.140]  那個基礎是一種叫馴服的基礎
[00:00:39.140 --> 00:00:42.620]  而彼得教導的主線
[00:00:42.620 --> 00:00:44.920]  是在說為何我們要馴服呢
[00:00:44.920 --> 00:00:48.820]  因為其實在我們的身份各方面上都有些改變
[00:00:48.820 --> 00:00:51.000]  我們知道其實
[00:00:51.000 --> 00:00:55.360]  重新來讓大家繼續去查考這段經文的時候
[00:00:55.360 --> 00:00:57.160]  其實彼得前書只有五章
[00:00:57.160 --> 00:01:00.060]  今天我們去到第三章基本上去到一半了
[00:01:00.060 --> 00:01:03.420]  還有兩次跟大家共同分享
[00:01:03.420 --> 00:01:07.900]  你就完成了理解彼得前書這本書是甚麼
[00:01:07.900 --> 00:01:14.120]  這個主題上是講到基督徒要受苦的心志
[00:01:14.120 --> 00:01:15.140]  要勉勵他們
[00:01:15.140 --> 00:01:17.340]  還有傳謙卑馴服的心
[00:01:17.340 --> 00:01:19.460]  因為我們重點要知道
[00:01:19.460 --> 00:01:23.700]  我們是寄居的身份
[00:01:23.700 --> 00:01:27.420]  我們知道末世都是很近
[00:01:27.420 --> 00:01:31.900]  在我們的生活或者周圍環境
[00:01:31.900 --> 00:01:36.180]  苦這件事都不容易你看不到
[00:01:36.180 --> 00:01:39.860]  基本上苦難或者困難
[00:01:39.860 --> 00:01:43.980]  都好像不其然在你身邊都會有出現
[00:01:43.980 --> 00:01:46.500]  但是如果我們抓緊我們的身份
[00:01:46.500 --> 00:01:48.500]  我們一個寄居者的時候
[00:01:48.500 --> 00:01:52.620]  今天我們只是在地上寄居一個客裡的時候
[00:01:52.620 --> 00:01:56.340]  那些事情可能未必再來到的時候
[00:01:56.340 --> 00:01:57.260]  你會這麼著緊
[00:01:57.260 --> 00:01:59.260]  因為你只不過是寄居一個情況
[00:01:59.260 --> 00:02:03.460]  以致在你的生活上面經過了苦難
[00:02:03.460 --> 00:02:07.420]  其實是在幫我們在信心裏面去繼續去建造的
[00:02:07.420 --> 00:02:08.700]  建造到一個地步
[00:02:08.700 --> 00:02:11.420]  上次提過成為一個靈工
[00:02:11.420 --> 00:02:17.100]  意思就是生命好像去彰顯一個見證
[00:02:17.100 --> 00:02:20.980]  這個目標是要讓我們得到天上的基業
[00:02:20.980 --> 00:02:24.900]  就是說我們得到永恆的生命價值
[00:02:24.900 --> 00:02:26.020]  我們還沒得到的時候
