
[00:00:00.000 --> 00:00:03.480]  高層前輩好,讓我們在聽神的說話之前
[00:00:03.480 --> 00:00:06.960]  讓我們一起以禱告,將我們的身心靈交給我們主的愛神
[00:00:06.960 --> 00:00:10.200]  在我們聽神的話語之前
[00:00:10.200 --> 00:00:14.720]  先向我們的心靈全面交給我們神
[00:00:14.720 --> 00:00:17.320]  讓我們同心禱告
[00:00:17.320 --> 00:00:21.800]  高層,多謝祢讓我們能夠繼續在祢的庚前
[00:00:21.800 --> 00:00:26.280]  勇敢地祈求祢與我們同在
[00:00:26.280 --> 00:00:30.960]  讓祢的說話成為我們國前的燈,路上的光
[00:00:30.960 --> 00:00:36.080]  特別當我們讀到在教會聖經的啟示當中
[00:00:36.080 --> 00:00:38.000]  讓我們更加明白
[00:00:38.000 --> 00:00:41.160]  祢如何悉心為我們籌謀
[00:00:41.160 --> 00:00:47.040]  建立這個救主的家族
[00:00:47.040 --> 00:00:49.600]  讓我們能夠得到這份救恩
[00:00:49.600 --> 00:00:51.560]  我們再次獻上感謝
[00:00:51.560 --> 00:00:54.280]  求祢讓我們每一個能夠帶著這份感恩的心
[00:00:54.280 --> 00:00:57.040]  來到祢的庚前,一起聆聽主的說話
[00:00:57.040 --> 00:00:58.440]  我們親愛的父神,感謝祢
[00:00:58.440 --> 00:01:01.760]  讓我們能夠再次勇敢地在祢的庚前
[00:01:01.760 --> 00:01:03.720]  來到打開祢的說話
[00:01:03.720 --> 00:01:06.520]  來到看到祢怎麼為我們籌謀
[00:01:06.520 --> 00:01:12.600]  怎麼把救恩透過祢所安排的這個主谷裡面的發展
[00:01:12.600 --> 00:01:14.280]  使我們能夠看到
[00:01:14.280 --> 00:01:19.560]  上帝祢怎麼樣悉心地為我們得到救恩的事情來到鋪排
[00:01:19.560 --> 00:01:21.480]  我們再次獻上感謝
[00:01:21.480 --> 00:01:23.960]  讓大家這份感恩的心來到祢的庚前
[00:01:23.960 --> 00:01:26.280]  一起聆聽祢的話語
[00:01:26.280 --> 00:01:29.080]  使得我們能夠清楚明白
[00:01:29.080 --> 00:01:30.840]  我們怎麼樣跟著祢走
[00:01:30.840 --> 00:01:33.160]  我們大家奉主耶穌的名堂
[00:01:33.160 --> 00:01:34.160]  Amen
[00:01:34.160 --> 00:01:39.640]  人的人生當中有很多的事情需要做抉擇
[00:01:39.640 --> 00:01:42.600]  人生當中有很多事情需要做決策
[00:01:42.600 --> 00:01:46.000]  但是神的子民更加尤其需要小心
[00:01:46.000 --> 00:01:48.720]  神的子民更加需要小心
[00:01:48.720 --> 00:01:52.400]  因為影響的不單只是影響你個人的問題
[00:01:52.400 --> 00:01:54.640]  因為影響不光是個人的問題
[00:01:54.640 --> 00:02:00.200]  而且甚至是影響到上帝在這個世界上的救恩工作
[00:02:00.200 --> 00:02:03.040]  甚至影響上帝在這個世界上的救恩工作
[00:02:03.040 --> 00:02:06.280]  既然如此重要的話
[00:02:06.280 --> 00:02:10.560]  我們作為神的子民到底應該怎麼樣去做一個合神心理的決定
[00:02:10.560 --> 00:02:13.360]  是非常重要的一個課題
[00:02:13.360 --> 00:02:17.920]  作為神的子民怎麼去做去合神心意的決定
[00:02:17.920 --> 00:02:19.400]  是一個非常重要的課題
[00:02:19.400 --> 00:02:21.320]  是我們每天需要面對和經歷的問題
[00:02:21.320 --> 00:02:23.600]  是我們每天需要面對和經歷的問題
[00:02:23.600 --> 00:02:27.280]  而路德基就給我們在這方面一個很好的學習的機會
[00:02:27.280 --> 00:02:29.680]  而路德基就給我們一個很好的學習機會
[00:02:29.680 --> 00:02:36.800]  而這些決策讓我們可以怎麼樣去參與在上帝整個的拯救工作當中
[00:02:36.800 --> 00:02:40.600]  而路德基教導我們怎麼去參與上帝的救恩當中
[00:02:40.600 --> 00:02:43.520]  但是其實這個對於基督徒是一個很大的挑戰
[00:02:43.520 --> 00:02:45.680]  但是這個對基督徒來講是一個很大的挑戰
[00:02:45.680 --> 00:02:47.200]  因為我們仍然是一個罪人
[00:02:47.200 --> 00:02:48.520]  因為我們仍然是一個罪人
[00:02:48.520 --> 00:02:50.200]  我只知道我們是一個蒙恩的罪人
[00:02:50.200 --> 00:02:51.760]  不過我們是一個蒙恩的罪人
[00:02:51.760 --> 00:02:55.080]  怎麼樣在這個蒙恩的情況之下
[00:02:55.080 --> 00:02:56.960]  怎麼在一個蒙恩的情況之下
[00:02:56.960 --> 00:02:59.400]  我們仍然可以做準確的決定呢
[00:02:59.400 --> 00:03:02.600]  怎麼去拯救其中一件事
[00:03:02.600 --> 00:03:03.360]  其中一件事
[00:03:03.360 --> 00:03:07.320]  我們要去面對的就是我們自身的愛護
[00:03:07.320 --> 00:03:09.120]  我們就是在自身的愛護
[00:03:09.120 --> 00:03:11.200]  就是究竟我喜歡做不喜歡做的事情
[00:03:11.200 --> 00:03:13.000]  當時我喜歡做還是不喜歡做
[00:03:13.000 --> 00:03:14.280]  在這個世界當中
[00:03:14.280 --> 00:03:15.360]  在這個世界當中
[00:03:15.360 --> 00:03:17.200]  高舉個人主義的情況之下
[00:03:17.200 --> 00:03:18.800]  高舉個人主義的情況之下
[00:03:18.800 --> 00:03:20.040]  你喜歡什麼
[00:03:20.040 --> 00:03:21.000]  你喜歡什麼
[00:03:21.000 --> 00:03:22.000]  我喜歡什麼
[00:03:22.000 --> 00:03:22.880]  我喜歡什麼
[00:03:22.880 --> 00:03:24.440]  主導著這個世界的發展
[00:03:24.440 --> 00:03:25.800]  主導著這個世界的發展
[00:03:25.800 --> 00:03:27.520]  而這個世界越來越分化
[00:03:27.520 --> 00:03:28.640]  這個世界越來越分化
[00:03:28.640 --> 00:03:31.040]  也都因為你的喜好和我的喜好
[00:03:31.040 --> 00:03:32.680]  可以互相衝突的
[00:03:32.680 --> 00:03:35.560]  你的喜好和我的喜好可能互相衝突
[00:03:35.560 --> 00:03:41.240]  就好像最近因為全球武漢肺炎的問題
[00:03:41.240 --> 00:03:43.640]  這就是全球武漢肺炎的問題
[00:03:43.640 --> 00:03:46.480]  你不要再跟我說什麼新冥冥
[00:03:46.480 --> 00:03:48.480]  那些多餘的名字
[00:03:48.480 --> 00:03:51.520]  你說講那些新的名字對我來說都是多餘
[00:03:51.520 --> 00:03:52.760]  今天改完明天又改
[00:03:52.760 --> 00:03:53.920]  改完又改
[00:03:53.920 --> 00:03:55.680]  都不知道什麼時候改到定
[00:03:55.680 --> 00:03:57.760]  每天都在改名
[00:03:57.760 --> 00:04:00.120]  總而言之武漢肺炎就是武漢肺炎
[00:04:00.120 --> 00:04:01.960]  武漢肺炎就是武漢肺炎
[00:04:01.960 --> 00:04:03.440]  日本腦炎就是日本腦炎
[00:04:03.440 --> 00:04:04.120]  不要理了
[00:04:04.120 --> 00:04:05.360]  大家知道是什麼事
[00:04:05.360 --> 00:04:06.680]  大家知道什麼事
[00:04:06.680 --> 00:04:09.160]  這些情況都造成很多
[00:04:09.160 --> 00:04:12.480]  大家彼此在對敵的一個分裂的狀態
[00:04:12.480 --> 00:04:14.800]  彼此對敵的一個分裂的狀態
[00:04:14.800 --> 00:04:16.920]  最可怕的我看到有些情況
[00:04:16.920 --> 00:04:18.560]  最可怕的一個情況是什麼
[00:04:18.560 --> 00:04:20.560]  有些人他自己患了病
[00:04:20.560 --> 00:04:22.800]  有的人自己患了病
[00:04:22.800 --> 00:04:23.600]  又要隔離
[00:04:23.600 --> 00:04:24.920]  他又不隔離的
[00:04:24.920 --> 00:04:27.120]  他本身需要隔離他又不隔離
[00:04:27.120 --> 00:04:28.240]  他到處走
[00:04:28.240 --> 00:04:29.320]  他到處走
[00:04:29.320 --> 00:04:31.760]  有空還到處去喝茶吃飯
[00:04:31.760 --> 00:04:32.920]  惹了很多人
[00:04:32.920 --> 00:04:35.880]  他到處喝茶吃飯
[00:04:35.880 --> 00:04:37.040]  我喜歡嘛
[00:04:37.040 --> 00:04:38.000]  你說我喜歡
[00:04:38.000 --> 00:04:40.320]  現在這個世界就是我喜歡說了算
[00:04:40.320 --> 00:04:43.240]  這個時候我喜歡就決定
[00:04:43.240 --> 00:04:44.320]  我們周圍信徒
[00:04:44.320 --> 00:04:48.440]  我們對於一樣我喜歡是一個很大的功課
[00:04:48.440 --> 00:04:50.960]  那麼對於信徒來講
[00:04:50.960 --> 00:04:53.040]  我喜歡是一個很大的一個課題
[00:04:53.040 --> 00:04:56.240]  因為喜歡就等於差不多真理一樣
[00:04:56.240 --> 00:04:59.400]  好像我喜歡就變成了真理
[00:04:59.400 --> 00:05:03.600]  所以有的時候信徒做錯一些決定
[00:05:03.600 --> 00:05:05.160]  真的恨錯難返
[00:05:05.160 --> 00:05:08.600]  有時候信徒做錯一個決定就恨錯難返
[00:05:08.600 --> 00:05:10.560]  我記得我初信主的時候
[00:05:10.560 --> 00:05:12.000]  我知道我初信主的時候
[00:05:12.000 --> 00:05:15.640]  可能等一下對牧師的初信主經驗很有興趣
[00:05:15.640 --> 00:05:16.880]  我講一些給大家聽聽
[00:05:16.880 --> 00:05:20.160]  可能聽起來對牧師的信徒可能很有興趣
[00:05:20.160 --> 00:05:21.040]  我講一點給大家聽聽
