
[00:00:00.000 --> 00:00:05.080]  上次我們看到大衛他很想為神來建殿
[00:00:05.080 --> 00:00:08.280]  但是神阻止他 有幾個原因
[00:00:08.280 --> 00:00:10.900]  最重要的原因就是因為大衛是甚麼呢?
[00:00:10.900 --> 00:00:14.640]  是殺了人 他是一個戰士
[00:00:14.640 --> 00:00:19.100]  甚至是一些無辜的人因為他的緣故而被殺
[00:00:19.100 --> 00:00:22.640]  所以神說不可以 但他帶出一個很重要的信息
[00:00:22.640 --> 00:00:26.000]  就是我們為神工作一定要有生命上很美麗的
[00:00:26.000 --> 00:00:28.980]  潔淨的生命 才可以服侍神的
[00:00:28.980 --> 00:00:33.680]  在這些教導裏面 他該書是很清楚的
[00:00:33.680 --> 00:00:35.240]  有這方面的教導
[00:00:35.240 --> 00:00:38.980]  第二方面就是因為大衛剛剛作王
[00:00:38.980 --> 00:00:46.900]  四景未得平安 國庫也不會有很多錢
[00:00:46.900 --> 00:00:50.840]  所以就不是適當時間 我曾經說
[00:00:50.840 --> 00:00:54.840]  譬如當有一個人 家裏經濟都很大困難
[00:00:54.840 --> 00:00:58.260]  生日的時候 你沒理由跟他大擺筵席
[00:00:58.260 --> 00:01:02.120]  雖然很愛他 但這個是不合適的
[00:01:02.120 --> 00:01:05.820]  因為你不夠錢 一個心意
[00:01:05.820 --> 00:01:08.060]  一個蛋糕都已經很夠了 是不是?
[00:01:08.060 --> 00:01:12.420]  所以如果他在經濟很大壓力底下還亂灌花費
[00:01:12.420 --> 00:01:14.880]  去慶祝某些東西都是沒有意思的
[00:01:14.880 --> 00:01:18.860]  大衛他不能夠遮衛神建殿
[00:01:18.860 --> 00:01:21.260]  但是今晚黑其實是很重要的
[00:01:21.260 --> 00:01:24.560]  就是說為甚麼神會這麼愛大衛呢?
[00:01:24.560 --> 00:01:26.560]  在今天晚上我們找到答案了
[00:01:26.560 --> 00:01:30.680]  有人就說我現在在看《歷代誌》
[00:01:30.680 --> 00:01:34.700]  我就說對了 今天我們看的就是《歷代誌》
[00:01:34.700 --> 00:01:39.000]  我們在上一次看到善非皆行
[00:01:39.000 --> 00:01:40.880]  就是說你很想做一些好事
[00:01:40.880 --> 00:01:45.580]  但是未必一定要你親自參與的
[00:01:45.580 --> 00:01:48.120]  當然祈禱是必然的事
[00:01:48.120 --> 00:01:51.760]  大衛很想為神建殿 但神阻止他
[00:01:51.760 --> 00:01:55.240]  因為大衛的手曾經流過人的血
[00:01:55.240 --> 00:01:58.200]  而且大衛都較為奸詐
[00:01:58.200 --> 00:02:02.100]  我講過 幾百個祭司和他的家屬
[00:02:02.100 --> 00:02:04.680]  都是被大衛連帶去累死人
[00:02:04.680 --> 00:02:08.780]  所以神就阻止了他連帶去獻殿
[00:02:08.780 --> 00:02:12.780]  那就沒得做了 但是大衛都要信服
[00:02:12.780 --> 00:02:14.780]  但是我一直都這麼說
[00:02:14.780 --> 00:02:17.140]  大衛其實有很多不足的地方
[00:02:17.140 --> 00:02:21.420]  特別在人性上面 他有狡猾奸詐的一面
[00:02:21.420 --> 00:02:26.820]  但是為什麼神都會仍然的縱容他 愛他呢
[00:02:26.820 --> 00:02:29.140]  記住我們沒有一個人是完全的
[00:02:29.140 --> 00:02:32.640]  今天的《茶經》就讓我們好心體會到
[00:02:32.640 --> 00:02:35.360]  為什麼神是會愛他
[00:02:35.360 --> 00:02:38.940]  大衛沒辦法連帶去建這個殿
[00:02:38.940 --> 00:02:41.240]  那就算了 就把手伸進去 不用做了
[00:02:41.240 --> 00:02:46.960]  不是的 他竟然為聖殿做了很多前期的工作
[00:02:46.960 --> 00:02:52.180]  他請鎖羅門來為他建聖殿
[00:02:52.180 --> 00:02:55.220]  但是他為鎖羅門預備了很多的事
[00:02:55.220 --> 00:02:59.560]  所以你看看他這一份對神的愛
[00:02:59.560 --> 00:03:01.760]  對神的那份心
[00:03:01.760 --> 00:03:05.160]  就正正得到神的悅納
[00:03:05.160 --> 00:03:06.940]  也得到神的祝福
[00:03:06.940 --> 00:03:09.840]  好了 我們今天就會看
[00:03:09.840 --> 00:03:13.720]  他怎樣來大衛去籌措去建聖殿
[00:03:13.720 --> 00:03:17.720]  很真誠地說 平時我們看《歷代智》或者《靈修》的時候
[00:03:17.720 --> 00:03:20.260]  這些是覺得很悶的經文
[00:03:20.260 --> 00:03:22.180]  其實都是有點悶的
[00:03:22.180 --> 00:03:24.560]  但是我也想和大家一起來分析
[00:03:24.560 --> 00:03:26.260]  第一 我們會好心體會到
[00:03:26.260 --> 00:03:29.300]  一件很偉大的事工
[00:03:29.300 --> 00:03:33.180]  絕對的不會是一個人可以去完成的
[00:03:33.180 --> 00:03:34.560]  獨力難知
[00:03:34.560 --> 00:03:37.700]  大衛定義要為神來建聖殿
[00:03:37.700 --> 00:03:42.400]  他知道這件事絕對不是輕而易舉
[00:03:42.400 --> 00:03:46.160]  絕對不是動不動一會兒就搞定
[00:03:46.160 --> 00:03:50.400]  更加不是朝夕可以完成的工作
[00:03:50.400 --> 00:03:53.340]  因為記住 每一個人
[00:03:53.340 --> 00:03:55.340]  我們為神侍奉
[00:03:55.340 --> 00:03:57.800]  都需要一個很認真的態度
[00:03:57.800 --> 00:04:02.060]  不可以輕率 不可以馬虎 不可以隨便
[00:04:02.060 --> 00:04:04.260]  包括你認為很簡單的事
[00:04:04.260 --> 00:04:08.320]  最簡單 可能你在崇拜這邊負責做私事
[00:04:08.320 --> 00:04:10.420]  派程序表 絕對不可以輕率
[00:04:10.420 --> 00:04:13.140]  我經常這樣說 你是把守第一關的人
[00:04:13.140 --> 00:04:16.360]  有一份很和顏悅色
[00:04:16.360 --> 00:04:19.000]  很好的態度去面對一個人
[00:04:19.000 --> 00:04:22.840]  正如我每一次負責《柴經》講道的時候
[00:04:22.840 --> 00:04:24.760]  我絕對不可以輕率
[00:04:24.760 --> 00:04:28.540]  我會不斷不斷重複去研讀我的講章
[00:04:28.540 --> 00:04:30.900]  要祈禱 求神來幫助的
[00:04:30.900 --> 00:04:33.180]  因為我們更加知道
[00:04:33.180 --> 00:04:34.720]  不是靠這個人
[00:04:34.720 --> 00:04:36.720]  如果教會要有興旺社會
[00:04:36.720 --> 00:04:39.520]  要有好的發展
[00:04:39.520 --> 00:04:41.520]  絕對不只是靠領導人
[00:04:41.520 --> 00:04:43.520]  是要群策群力的
[00:04:43.520 --> 00:04:45.520]  一個偉大的事工
[00:04:45.520 --> 00:04:47.520]  絕對不可以一個人完成
[00:04:47.520 --> 00:04:49.520]  我們看看歷代至上
[00:04:49.520 --> 00:04:51.520]  二十九章第一節
[00:04:51.520 --> 00:04:53.520]  大衛王對惠宗說
[00:04:53.520 --> 00:04:57.520]  我兒子所羅門是神特選的
[00:04:57.520 --> 00:04:59.520]  還年幼嬌嫩
[00:04:59.520 --> 00:05:01.520]  這工程甚大
[00:05:01.520 --> 00:05:04.520]  因這殿不是為人
[00:05:04.520 --> 00:05:07.520]  乃是為耶和神建造的
[00:05:07.520 --> 00:05:09.520]  看到背後的思維很重要
[00:05:09.520 --> 00:05:11.520]  我做這件事
[00:05:11.520 --> 00:05:13.520]  不只是為了人
[00:05:13.520 --> 00:05:15.520]  是為神來擺上
[00:05:15.520 --> 00:05:17.520]  所以要很認真
[00:05:17.520 --> 00:05:19.520]  所以我剛才不斷重複
[00:05:19.520 --> 00:05:21.520]  一個偉大的事工
[00:05:21.520 --> 00:05:23.520]  絕對不是一個人可以完成的
[00:05:23.520 --> 00:05:25.520]  縱使很可能那個領導
[00:05:25.520 --> 00:05:27.520]  天才橫刃
[00:05:27.520 --> 00:05:29.520]  很厲害
[00:05:29.520 --> 00:05:31.520]  但是都不可以憑幾力
[00:05:31.520 --> 00:05:33.520]  可以完成這個工作
[00:05:33.520 --> 00:05:35.520]  我自己很深體會到
[00:05:35.520 --> 00:05:37.520]  冥恩堂在我大令底下
[00:05:37.520 --> 00:05:39.520]  由四個人開始
[00:05:39.520 --> 00:05:41.520]  到我離開時
[00:05:41.520 --> 00:05:43.520]  二千多人
[00:05:43.520 --> 00:05:45.520]  我們有六間教會
[00:05:45.520 --> 00:05:47.520]  絕對不是我一個人
[00:05:47.520 --> 00:05:49.520]  是因為我有很多弟兄姊妹
[00:05:49.520 --> 00:05:51.520]  很有愛心
[00:05:51.520 --> 00:05:53.520]  很願意為生
[00:05:53.520 --> 00:05:55.520]  我們彼此配合
[00:05:55.520 --> 00:05:57.520]  於是建立到教會
[00:05:57.520 --> 00:05:59.520]  所以這個真理
[00:05:59.520 --> 00:06:01.520]  適用在每一間教會上
[00:06:01.520 --> 00:06:03.520]  好了
[00:06:03.520 --> 00:06:05.520]  我可以完成這個工作
[00:06:05.520 --> 00:06:07.520]  因此召集了不同的人來
[00:06:07.520 --> 00:06:09.520]  參與這個事工
[00:06:09.520 --> 00:06:11.520]  我們來看
[00:06:11.520 --> 00:06:13.520]  歷代史上
[00:06:13.520 --> 00:06:15.520]  二十八章的第一節
[00:06:15.520 --> 00:06:17.520]  大王魏昭在以色列
[00:06:17.520 --> 00:06:19.520]  各支派的首領
[00:06:19.520 --> 00:06:21.520]  和倫班士
[00:06:21.520 --> 00:06:23.520]  服侍王的軍長
[00:06:23.520 --> 00:06:25.520]  與千夫長
[00:06:25.520 --> 00:06:27.520]  百夫長
[00:06:27.520 --> 00:06:29.520]  掌管王和王子
[00:06:29.520 --> 00:06:31.520]  產業生畜的並太監
[00:06:31.520 --> 00:06:33.520]  以及大能的勇士
[00:06:33.520 --> 00:06:35.520]  都來耶路撒冷
[00:06:35.520 --> 00:06:37.520]  你留意到
[00:06:37.520 --> 00:06:39.520]  有不同的人
[00:06:39.520 --> 00:06:41.520]  你有沒有留意到有百夫長
[00:06:41.520 --> 00:06:43.520]  有千夫長
[00:06:43.520 --> 00:06:45.520]  但有沒有特別留意到
[00:06:45.520 --> 00:06:47.520]  掌管王和王子
[00:06:47.520 --> 00:06:49.520]  產業生畜的
[00:06:49.520 --> 00:06:51.520]  看著馬匹
[00:06:51.520 --> 00:06:53.520]  牛
[00:06:53.520 --> 00:06:55.520]  驢
[00:06:55.520 --> 00:06:57.520]  我們不可以輕忽這些
[00:06:57.520 --> 00:06:59.520]  因為他來做得好的時候
[00:06:59.520 --> 00:07:01.520]  那些馬匹
[00:07:01.520 --> 00:07:03.520]  才有好的體力
[00:07:03.520 --> 00:07:05.520]  才可以運載一些東西
[00:07:05.520 --> 00:07:07.520]  所以原來每一個人都很重要
[00:07:07.520 --> 00:07:09.520]  我們經常說
[00:07:09.520 --> 00:07:11.520]  和合本聖經經常說太監
[00:07:11.520 --> 00:07:13.520]  我們會想著那些公公
[00:07:13.520 --> 00:07:15.520]  但其實都是指神僕
[00:07:15.520 --> 00:07:17.520]  結果在群策
[00:07:17.520 --> 00:07:19.520]  群力之下
[00:07:19.520 --> 00:07:21.520]  我們就去建造聖殿
[00:07:21.520 --> 00:07:23.520]  我們看看紀錄
[00:07:23.520 --> 00:07:25.520]  大家可不可以估一估
[00:07:25.520 --> 00:07:27.520]  做這個工程
[00:07:27.520 --> 00:07:29.520]  做了多少年
[00:07:29.520 --> 00:07:31.520]  有多少人投入
[00:07:31.520 --> 00:07:33.520]  在這個工程當中
[00:07:33.520 --> 00:07:35.520]  答案立即和大家
[00:07:35.520 --> 00:07:37.520]  去揭曉
[00:07:37.520 --> 00:07:39.520]  第二章
[00:07:39.520 --> 00:07:41.520]  所羅門就挑選
[00:07:41.520 --> 00:07:43.520]  七萬個人
[00:07:43.520 --> 00:07:45.520]  去擔擔台台
[00:07:45.520 --> 00:07:47.520]  八萬個人上山
[00:07:47.520 --> 00:07:49.520]  來做石頭
[00:07:49.520 --> 00:07:51.520]  因為聖殿是用石
[00:07:51.520 --> 00:07:53.520]  基本上是用石來建造
[00:07:53.520 --> 00:07:55.520]  還有只是篤工
[00:07:55.520 --> 00:07:57.520]  是三千六百個篤工
[00:07:57.520 --> 00:07:59.520]  是不是
[00:07:59.520 --> 00:08:01.520]  很多很多人呢
[00:08:01.520 --> 00:08:03.520]  所羅門建造
[00:08:03.520 --> 00:08:05.520]  耶和華的殿和皇宮
[00:08:05.520 --> 00:08:07.520]  要多久完成呢
[00:08:07.520 --> 00:08:09.520]  是二十年才完成
[00:08:09.520 --> 00:08:11.520]  所以我們看到
[00:08:11.520 --> 00:08:13.520]  動員的人手
[00:08:13.520 --> 00:08:15.520]  是非常非常多
[00:08:15.520 --> 00:08:17.520]  是全國的浩大工程
[00:08:17.520 --> 00:08:19.520]  時間
[00:08:19.520 --> 00:08:21.520]  也是很長
[00:08:21.520 --> 00:08:23.520]  是需要的
[00:08:23.520 --> 00:08:25.520]  這是一個很偉大的工程
[00:08:25.520 --> 00:08:27.520]  正如建立教會
[00:08:27.520 --> 00:08:29.520]  也是一個很偉大的工程
[00:08:29.520 --> 00:08:31.520]  絕對不是一下子
[00:08:31.520 --> 00:08:33.520]  可以有很好的成就
[00:08:33.520 --> 00:08:35.520]  我們需要放很多時間
[00:08:35.520 --> 00:08:37.520]  心思 群策 群力之下
[00:08:37.520 --> 00:08:39.520]  才可以完成
[00:08:39.520 --> 00:08:41.520]  建立生命也是這樣
[00:08:41.520 --> 00:08:43.520]  每每一些很重大的工程
[00:08:43.520 --> 00:08:45.520]  是要不同的人
[00:08:45.520 --> 00:08:47.520]  彼此配合的
[00:08:47.520 --> 00:08:49.520]  聖殿不單單有人要做石頭
[00:08:49.520 --> 00:08:51.520]  要搬搬台台
[00:08:51.520 --> 00:08:53.520]  更加怎樣
[00:08:53.520 --> 00:08:55.520]  要很有技巧的
[00:08:55.520 --> 00:08:57.520]  去雕刻
[00:08:57.520 --> 00:08:59.520]  所以
[00:08:59.520 --> 00:09:01.520]  所羅門就需要
[00:09:01.520 --> 00:09:03.520]  輸入專才
[00:09:03.520 --> 00:09:05.520]  是真正的專才
[00:09:05.520 --> 00:09:07.520]  不是那些虛假的文件
