
[00:00:00.000 --> 00:00:02.000]  是你會遇到很多的障礙
[00:00:02.000 --> 00:00:03.260]  很多的挑戰
[00:00:03.260 --> 00:00:05.260]  那請問你會遇到什麼樣的挑戰
[00:00:05.260 --> 00:00:06.560]  遇到了怎麼辦
[00:00:06.560 --> 00:00:08.840]  今天我們就來談論這個話題
[00:00:08.840 --> 00:00:10.200]  那今天我們來看
[00:00:10.200 --> 00:00:11.800]  紀五月聖經的一個人物
[00:00:11.800 --> 00:00:12.800]  叫大衛
[00:00:12.800 --> 00:00:15.920]  他是以色列的第二任的君王
[00:00:15.920 --> 00:00:18.240]  那麼大衛的生平當然很長
[00:00:18.240 --> 00:00:20.000]  也很多很有趣的事情
[00:00:20.000 --> 00:00:21.000]  但是
[00:00:21.000 --> 00:00:23.200]  我們在廣東話
[00:00:23.200 --> 00:00:24.560]  大概好像兩年前
[00:00:24.560 --> 00:00:27.160]  有試過查一個聖經班
[00:00:27.160 --> 00:00:29.200]  就是一個聖經班八堂課
[00:00:29.200 --> 00:00:31.200]  就是查大衛的生平
[00:00:31.200 --> 00:00:33.400]  那今天因為時間的緣故
[00:00:33.400 --> 00:00:37.200]  我們只會看大衛生平的一件事情
[00:00:37.200 --> 00:00:39.800]  那麼這件事情其實大家都很熟悉
[00:00:39.800 --> 00:00:41.400]  基督徒都聽過這件事
[00:00:41.400 --> 00:00:43.000]  甚至不是基督徒的
[00:00:43.000 --> 00:00:44.500]  也聽過這個故事
[00:00:44.500 --> 00:00:46.200]  那就是大衛
[00:00:46.200 --> 00:00:49.900]  大衛跟打敗巨人哥利亞的故事
[00:00:49.900 --> 00:00:53.300]  那麼在還沒有看這個故事之前
[00:00:53.300 --> 00:00:56.000]  我有一段小小的影片給你們看
[00:00:56.000 --> 00:00:58.500]  那這段影片你們看完之後
[00:00:58.500 --> 00:01:00.800]  你會對古時候打仗
[00:01:00.800 --> 00:01:02.600]  應該怎麼樣打的
[00:01:02.600 --> 00:01:04.800]  會有多一點點的印象
[00:01:04.800 --> 00:01:06.400]  那麼因為這個打仗
[00:01:06.400 --> 00:01:08.000]  有一點就像當初
[00:01:08.000 --> 00:01:10.600]  大衛跟巨人哥利亞的對戰
[00:01:10.600 --> 00:01:13.600]  所以讓你們看一段很短的影片
[00:01:28.500 --> 00:01:30.500]  (英文)
[00:01:59.500 --> 00:02:01.500]  (英文)
[00:02:29.500 --> 00:02:31.500]  (英文)
[00:02:59.500 --> 00:03:01.500]  (英文)
[00:03:01.500 --> 00:03:18.900]  不知道你們有沒有看過這個電影
[00:03:18.900 --> 00:03:19.700]  Troy
[00:03:19.700 --> 00:03:20.900]  兩軍對戰
[00:03:20.900 --> 00:03:22.700]  然後以免
[00:03:22.700 --> 00:03:25.500]  為了避免兩軍對戰死傷太多
[00:03:25.500 --> 00:03:27.100]  他們就想出一個辦法
[00:03:27.100 --> 00:03:30.200]  兩軍選出最勇的戰士對打
[00:03:30.200 --> 00:03:33.300]  那對方陣營就突然出現一個彪形大漢
[00:03:33.300 --> 00:03:36.300]  那邊的陣營就沒有人出來敢打
[00:03:36.300 --> 00:03:37.200]  後來他們想一想
[00:03:37.200 --> 00:03:39.200]  我們還有一個戰神叫阿基里
[00:03:39.200 --> 00:03:39.900]  就回去叫他
[00:03:39.900 --> 00:03:40.800]  那就來了
[00:03:40.800 --> 00:03:42.300]  那結果就把他打贏
[00:03:42.300 --> 00:03:47.600]  那麼當時大衛跟打巨人哥利亞的這段事
[00:03:47.600 --> 00:03:50.900]  就記載在《撒木爾紀》上的第十七章
[00:03:50.900 --> 00:03:52.900]  那當時的情形就有點像
[00:03:52.900 --> 00:03:54.900]  你們剛剛看到的那個
[00:03:54.900 --> 00:03:58.500]  就是當初以色列跟費利斯人對戰
[00:03:58.500 --> 00:04:01.500]  就兩邊的戰營選擇了一個山谷
[00:04:01.500 --> 00:04:04.400]  就各方的軍隊各佔一個山頭
[00:04:04.400 --> 00:04:06.600]  然後就在山谷那邊就要開戰
[00:04:06.600 --> 00:04:08.300]  那這時候就費利斯人出來
[00:04:08.300 --> 00:04:10.200]  巨人哥利亞在那邊喊說
[00:04:10.200 --> 00:04:11.500]  誰要跟我打
[00:04:11.500 --> 00:04:12.900]  派一個人出來跟我單挑
[00:04:12.900 --> 00:04:14.000]  一對一PK
[00:04:14.000 --> 00:04:15.200]  如果我打贏了
[00:04:15.200 --> 00:04:16.400]  你們就投降
[00:04:16.400 --> 00:04:17.500]  如果你們打贏了
[00:04:17.500 --> 00:04:19.100]  我們全軍投降
[00:04:19.100 --> 00:04:20.400]  就這樣一個故事
[00:04:20.400 --> 00:04:21.700]  後來大衛沒有人敢出來
[00:04:21.700 --> 00:04:22.600]  後來大衛就說
[00:04:22.600 --> 00:04:24.100]  至高尊嚴我出來
[00:04:24.100 --> 00:04:25.100]  結果大衛出來之後
[00:04:25.100 --> 00:04:27.500]  就像剛剛阿基里那個猛將一樣
[00:04:27.500 --> 00:04:31.200]  就一招就把巨人哥利亞給打趴了
[00:04:31.200 --> 00:04:32.400]  就這麼一個故事
[00:04:32.400 --> 00:04:34.200]  那麼今天我們來看這個故事
[00:04:34.200 --> 00:04:36.300]  看一下這個故事到底
[00:04:36.300 --> 00:04:38.500]  給我們人生有什麼啟發
[00:04:38.500 --> 00:04:39.900]  能夠幫助我們
[00:04:39.900 --> 00:04:41.700]  接下來的路走得更好
[00:04:41.700 --> 00:04:43.400]  我分兩方面跟大家分享
[00:04:43.400 --> 00:04:44.800]  第一方面就是
[00:04:44.800 --> 00:04:46.400]  首先這個故事會告訴我們
[00:04:46.400 --> 00:04:48.100]  怎麼樣去了解
[00:04:48.100 --> 00:04:50.200]  我們要實現一個理想
[00:04:50.200 --> 00:04:52.300]  當中所遇到的障礙
[00:04:52.300 --> 00:04:54.600]  也會遇到一些什麼樣的障礙
[00:04:54.600 --> 00:04:57.600]  大衛要打敗巨人哥利亞
[00:04:57.600 --> 00:05:00.100]  他首先要面對幾重的障礙
[00:05:00.100 --> 00:05:02.500]  那到底是什麼樣的障礙呢
[00:05:02.500 --> 00:05:05.200]  有些障礙是我們人生中也會遇到的
[00:05:05.200 --> 00:05:06.200]  今天我們先看
[00:05:06.200 --> 00:05:08.600]  到底我們會遇到什麼樣的障礙
[00:05:08.600 --> 00:05:09.600]  第一個障礙
[00:05:09.600 --> 00:05:11.100]  想跟大家分享的就是
[00:05:11.100 --> 00:05:13.100]  叫做計畫的延遲
[00:05:13.100 --> 00:05:14.500]  計畫的延遲
[00:05:14.500 --> 00:05:16.200]  英文叫delay
[00:05:16.200 --> 00:05:19.100]  在桑姆爾記上17章12 15節
[00:05:19.100 --> 00:05:20.500]  那邊介紹了大衛
[00:05:20.500 --> 00:05:22.700]  一些的基本的一些資料
[00:05:22.700 --> 00:05:25.700]  他說大衛是猶大的伯利恆城
[00:05:25.700 --> 00:05:28.500]  以法他人耶錫的兒子
[00:05:28.500 --> 00:05:29.900]  耶錫有八個兒子
[00:05:29.900 --> 00:05:31.100]  掃羅做王的時候
[00:05:31.100 --> 00:05:34.300]  耶錫的年紀已經很大了
[00:05:34.300 --> 00:05:37.300]  他的三個大兒子跟掃羅去打仗
[00:05:37.300 --> 00:05:39.900]  最大的叫以利亞
[00:05:39.900 --> 00:05:42.000]  第二個叫雅比拿達
[00:05:42.000 --> 00:05:44.400]  第三個叫沙瑪
[00:05:44.400 --> 00:05:46.100]  大衛是最小的兒子
[00:05:46.100 --> 00:05:49.500]  當這三個哥哥跟掃羅在一起的時候
[00:05:49.500 --> 00:05:54.800]  大衛有時回伯利恆替父親放養
[00:05:54.800 --> 00:05:57.200]  這是大衛所面對第一個
[00:05:57.200 --> 00:05:58.700]  在他人生的路上第一個障礙
[00:05:58.700 --> 00:06:01.100]  就是計畫的延遲
[00:06:01.100 --> 00:06:02.000]  怎麼說呢
[00:06:02.000 --> 00:06:04.700]  其實在桑姆爾記的第16章
[00:06:04.700 --> 00:06:07.100]  神已經差派了桑姆爾
[00:06:07.100 --> 00:06:08.500]  去高大衛做王
[00:06:08.500 --> 00:06:09.800]  就是神說
[00:06:09.800 --> 00:06:11.800]  掃羅大概不行
[00:06:11.800 --> 00:06:13.100]  給我選一個繼承人
[00:06:13.100 --> 00:06:14.800]  繼承掃羅的王位
[00:06:14.800 --> 00:06:16.400]  結果他就去了耶錫家
[00:06:16.400 --> 00:06:18.000]  神說耶錫選個兒子
[00:06:18.000 --> 00:06:20.500]  耶錫就把七個兒子都拿出來
[00:06:20.500 --> 00:06:22.400]  他就說看到大兒子高大威猛
[00:06:22.400 --> 00:06:23.600]  好像很會打仗
[00:06:23.600 --> 00:06:24.500]  他說選他好不好
[00:06:24.500 --> 00:06:25.200]  神說不好
[00:06:25.200 --> 00:06:26.200]  不要看外貌
[00:06:26.200 --> 00:06:28.900]  我要選一個人他的心是向著我的
[00:06:28.900 --> 00:06:29.800]  他懂我的心
[00:06:29.800 --> 00:06:32.300]  也願意拿真心出來跟我相交
[00:06:32.300 --> 00:06:32.900]  這麼一個人
[00:06:32.900 --> 00:06:34.100]  他說他不是
[00:06:34.100 --> 00:06:35.400]  結果他就看完七個兒子
[00:06:35.400 --> 00:06:36.500]  神說都不是
[00:06:36.500 --> 00:06:37.200]  那怎麼辦
[00:06:37.200 --> 00:06:39.200]  他說還有一個
[00:06:39.200 --> 00:06:40.600]  現在不在在放養
[00:06:40.600 --> 00:06:42.900]  然後桑姆爾說把他叫回來
[00:06:42.900 --> 00:06:44.400]  大衛回來之後
