
[00:00:00.000 --> 00:00:06.400]  上個星期我們說到耶穌基督願意成為世人的代罪羔羊
[00:00:06.400 --> 00:00:09.480]  祂用祂的生命償還了世人的罪惡
[00:00:09.480 --> 00:00:14.240]  以致我們每一個認耶穌為主的都可以得著永生
[00:00:14.240 --> 00:00:14.840]  為什麼?
[00:00:14.840 --> 00:00:17.960]  全因耶穌就是神的兒子
[00:00:17.960 --> 00:00:22.040]  所以從神的兒子這個角度來看
[00:00:22.040 --> 00:00:24.280]  我們可以看到神的愛
[00:00:24.280 --> 00:00:24.800]  為什麼?
[00:00:24.800 --> 00:00:27.720]  因為祂願意拆敗祂的獨生兒子
[00:00:27.720 --> 00:00:30.600]  來成為肉身
[00:00:30.600 --> 00:00:32.160]  為世人受苦
[00:00:32.160 --> 00:00:34.320]  為世人死亡
[00:00:34.320 --> 00:00:37.880]  今天我們嘗試從另一個角度來看這個救恩
[00:00:37.880 --> 00:00:38.440]  什麼角度呢?
[00:00:38.440 --> 00:00:43.000]  就是耶穌基督是神所應許的彌賽亞
[00:00:43.000 --> 00:00:44.240]  從這個角度來看
[00:00:44.240 --> 00:00:46.560]  如果我們從這個角度來看的話
[00:00:46.560 --> 00:00:52.120]  耶穌基督願意來到這個世界成就救恩
[00:00:52.120 --> 00:00:56.760]  並不是因為神等世人都沒有回轉
[00:00:56.760 --> 00:00:57.600]  等了這麼久
[00:00:57.600 --> 00:01:00.760]  神說人也解決不了這個問題
[00:01:00.760 --> 00:01:03.320]  神就一時衝動
[00:01:03.320 --> 00:01:04.160]  沒辦法了
[00:01:04.160 --> 00:01:06.000]  就成為肉身來到這個世界
[00:01:06.000 --> 00:01:07.360]  並不是這樣
[00:01:07.360 --> 00:01:10.000]  如果我們從彌賽亞這個角度來看的話
[00:01:10.000 --> 00:01:15.360]  原來耶穌基督來到這個世界上的安排
[00:01:15.360 --> 00:01:18.160]  是千年以上已經計劃好
[00:01:18.160 --> 00:01:22.520]  千年以上已經是神所應許的一件事情
[00:01:22.520 --> 00:01:25.000]  除了愛之外
[00:01:25.000 --> 00:01:28.000]  今天的經文也告訴我們神的信實
[00:01:28.000 --> 00:01:29.920]  神的不變
[00:01:29.920 --> 00:01:32.520]  永恆不變的屬性
[00:01:32.520 --> 00:01:34.800]  以及神給人的恩典
[00:01:34.800 --> 00:01:36.320]  我們來看看
[00:01:36.320 --> 00:01:39.960]  我們今天經文一開始就是次日
[00:01:39.960 --> 00:01:41.560]  次日就是第二天
[00:01:41.560 --> 00:01:42.680]  大家記不記得
[00:01:42.680 --> 00:01:44.560]  在這個次日之前的那一天
[00:01:44.560 --> 00:01:45.640]  發生過什麼事情呢?
[00:01:45.640 --> 00:01:48.040]  就是我們上個星期說到的是什麼信息呢?
[00:01:48.040 --> 00:01:49.280]  記不記得?
[00:01:49.280 --> 00:01:51.440]  上個星期說到耶穌基督
[00:01:51.440 --> 00:01:56.280]  去到約旦河領受施洗約翰的洗禮
[00:01:56.280 --> 00:01:59.400]  這個洗禮
[00:01:59.400 --> 00:02:01.600]  完了之後
[00:02:01.600 --> 00:02:03.160]  神就說
[00:02:03.160 --> 00:02:05.280]  這個就是神的羔羊
[00:02:05.280 --> 00:02:08.440]  祂會除去世人的罪孽
[00:02:08.440 --> 00:02:08.920]  好了
[00:02:08.920 --> 00:02:10.760]  來到今天第二天
[00:02:10.760 --> 00:02:14.760]  這個月又見到耶穌經過
[00:02:14.760 --> 00:02:16.880]  祂就跟祂的門徒說
[00:02:16.880 --> 00:02:20.720]  這個耶穌就是神的羔羊
[00:02:20.720 --> 00:02:21.800]  大家有沒有覺得奇怪?
[00:02:21.800 --> 00:02:23.520]  昨天不是說了神的羔羊
[00:02:23.520 --> 00:02:25.160]  為什麼今天又再說一次呢?
[00:02:25.160 --> 00:02:27.120]  為什麼要重複這句話呢?
[00:02:27.120 --> 00:02:29.120]  如果我們看第37節
[00:02:29.120 --> 00:02:33.960]  經文就告訴我們原因
[00:02:33.960 --> 00:02:36.880]  在第37節這裡說
[00:02:36.880 --> 00:02:40.840]  兩個門徒聽見施洗約翰的話
[00:02:40.840 --> 00:02:44.520]  就跟從了耶穌
[00:02:44.520 --> 00:02:49.400]  我相信施洗約翰這裡的說話相當清楚了
[00:02:49.400 --> 00:02:51.720]  意思就是說
[00:02:51.720 --> 00:02:55.400]  施洗約翰來做耶穌的見證
[00:02:55.400 --> 00:02:56.720]  來說
[00:02:56.720 --> 00:02:59.080]  耶穌就是神的羔羊
[00:02:59.080 --> 00:03:00.880]  由於這個耶穌是神的羔羊
[00:03:00.880 --> 00:03:02.800]  你們不要再跟隨我了
[00:03:02.800 --> 00:03:04.960]  你們跟隨這個耶穌基督吧
[00:03:04.960 --> 00:03:06.760]  施洗約翰很明顯
[00:03:06.760 --> 00:03:09.720]  是樂見他的跟隨者
[00:03:09.720 --> 00:03:12.040]  轉去跟隨耶穌
[00:03:12.040 --> 00:03:13.840]  因為他知道很清楚
[00:03:13.840 --> 00:03:16.800]  神派他來到這個世界上
[00:03:16.800 --> 00:03:18.400]  是要做些什麼呢?
[00:03:18.400 --> 00:03:21.480]  是要將人指向耶穌基督
[00:03:21.480 --> 00:03:23.480]  因為施洗約翰
[00:03:23.480 --> 00:03:24.960]  只不過是一個路標
[00:03:24.960 --> 00:03:26.240]  一個路牌
[00:03:26.240 --> 00:03:27.400]  告訴人
[00:03:27.400 --> 00:03:32.280]  真正的救恩在哪裡
[00:03:32.280 --> 00:03:34.440]  他將人指向耶穌基督
[00:03:34.440 --> 00:03:36.720]  而不是指向自己
[00:03:36.720 --> 00:03:38.520]  這個舉動
[00:03:38.520 --> 00:03:40.360]  告訴我們兩個很重要的事情
[00:03:40.360 --> 00:03:41.720]  第一件事就是告訴我們
[00:03:41.720 --> 00:03:44.760]  我們會不會像這兩個門徒一樣
[00:03:44.760 --> 00:03:46.240]  這兩個門徒怎樣呢?
[00:03:46.240 --> 00:03:54.160]  他聆聽神的見證人的說話
[00:03:54.160 --> 00:03:56.040]  我相信我們在人生路上
[00:03:56.040 --> 00:03:58.000]  神都安排了很多
[00:03:58.000 --> 00:04:00.400]  神的見證在我們身上
[00:04:00.400 --> 00:04:02.560]  在我們周圍
[00:04:02.560 --> 00:04:06.440]  我們有沒有聽這些神的見證人的說話呢?
[00:04:06.440 --> 00:04:08.520]  其次我們需要想的就是
[00:04:08.520 --> 00:04:11.360]  我們有沒有像約翰那樣
[00:04:11.360 --> 00:04:14.960]  願意將人帶到神的面前
[00:04:14.960 --> 00:04:18.560]  而不是圍繞在我們的身邊
[00:04:18.560 --> 00:04:20.960]  一個忠心的見證人
[00:04:20.960 --> 00:04:22.320]  應該謙卑
[00:04:22.320 --> 00:04:23.920]  應該很清晰
[00:04:23.920 --> 00:04:27.400]  以耶穌基督為我們的忠心
[00:04:27.400 --> 00:04:31.400]  所以大家如果看到一些
[00:04:31.400 --> 00:04:33.960]  忠心的神的牧者
[00:04:33.960 --> 00:04:35.080]  當他們離開教會
[00:04:35.080 --> 00:04:36.360]  離開教會的時候
[00:04:36.360 --> 00:04:38.440]  你從來不會見到這群牧者
[00:04:38.440 --> 00:04:41.000]  主動地帶著一群人走
[00:04:41.000 --> 00:04:42.680]  因為這個我們都很清晰
[00:04:42.680 --> 00:04:45.880]  作為神的牧人是需要以基督為忠心
[00:04:45.880 --> 00:04:48.240]  我們只不過是耶穌基督的一個工具
[00:04:48.240 --> 00:04:51.880]  將人帶到耶穌基督面前
[00:04:51.880 --> 00:04:54.520]  這兩個門徒
[00:04:54.520 --> 00:04:58.640]  聽了他的施洗約翰拉比的說話
[00:04:58.640 --> 00:05:00.760]  跟他四個說再見
[00:05:00.760 --> 00:05:03.520]  接著轉身跟了耶穌
[00:05:03.520 --> 00:05:04.560]  耶穌看到他們跟著
[00:05:04.560 --> 00:05:07.040]  轉過來看到他們跟著耶穌的時候
[00:05:07.040 --> 00:05:08.120]  就問了一個問題
[00:05:08.120 --> 00:05:12.680]  「你們要什麼?」
[00:05:12.680 --> 00:05:14.520]  好像是一個很簡單的問題
[00:05:14.520 --> 00:05:15.600]  不過我告訴大家
[00:05:15.600 --> 00:05:19.000]  其實這是一個人類無論是什麼時候
[00:05:19.000 --> 00:05:20.680]  都應該問的問題
[00:05:20.680 --> 00:05:22.880]  「你們要什麼?」
[00:05:22.880 --> 00:05:25.160]  大家有沒有跟自己問過這個問題?
[00:05:25.160 --> 00:05:26.320]  今天我活在世界上
[00:05:26.320 --> 00:05:29.040]  究竟要的是什麼呢?
[00:05:29.040 --> 00:05:34.680]  有一次有一個盲人去德薩斯州旅行
[00:05:34.680 --> 00:05:35.880]  就上飛機了
[00:05:35.880 --> 00:05:38.080]  一坐到飛機的椅子
[00:05:38.080 --> 00:05:40.360]  那張椅子怎麼這麼大呢?
[00:05:40.360 --> 00:05:41.240]  他就很詫異
[00:05:41.240 --> 00:05:42.880]  「嘩!那張椅子這麼大?」
[00:05:42.880 --> 00:05:44.760]  他坐在旁邊的人就跟他說
[00:05:44.760 --> 00:05:47.400]  「德薩斯州什麼東西都大」
[00:05:47.400 --> 00:05:48.800]  「噢!真是棒啊」
[00:05:48.800 --> 00:05:51.400]  下了地之後就進了酒店
[00:05:51.400 --> 00:05:56.640]  去到酒店的時候就去到那個喝酒的地方
[00:05:56.640 --> 00:05:57.480]  叫了一杯啤酒
[00:05:57.480 --> 00:05:58.320]  嘩!來到的時候
[00:05:58.320 --> 00:06:01.080]  「嘩!那杯啤酒這麼大?」
[00:06:01.080 --> 00:06:02.480]  旁邊的人就跟他說
[00:06:02.480 --> 00:06:04.200]  「德薩斯州什麼東西都大」
[00:06:04.200 --> 00:06:06.240]  「嘩!真是印象深刻」
[00:06:06.240 --> 00:06:09.240]  喝了兩三杯之後就要去廁所了
[00:06:09.240 --> 00:06:10.840]  就跟他說「廁所在哪裡?」
[00:06:10.840 --> 00:06:14.440]  酒吧就說「在這方向」
[00:06:14.440 --> 00:06:20.640]  「你去右邊的第二扇門就是廁所了」
[00:06:20.640 --> 00:06:23.480]  這個盲人就跟著他
[00:06:23.480 --> 00:06:25.200]  走著走著的時候就跌倒了
[00:06:25.200 --> 00:06:27.040]  錯過了第二扇門
[00:06:27.040 --> 00:06:30.360]  進去的時候是第三扇門
[00:06:30.360 --> 00:06:32.320]  原來那扇門不是廁所
[00:06:32.320 --> 00:06:34.080]  是一個泳池
[00:06:34.080 --> 00:06:36.360]  一個不小心掉進了水裡
[00:06:36.360 --> 00:06:37.160]  很害怕
[00:06:37.160 --> 00:06:42.920]  「不要衝廁所!不要衝廁所!」
[00:06:42.920 --> 00:06:44.840]  嚇死人了
[00:06:44.840 --> 00:06:46.720]  這個人以為是廁所
[00:06:46.720 --> 00:06:47.560]  原來是一個泳池
[00:06:47.560 --> 00:06:48.800]  「不要衝廁所!」
[00:06:48.800 --> 00:06:50.680]  這是一個笑話
[00:06:50.680 --> 00:06:51.760]  但我想大家想一想
[00:06:51.760 --> 00:06:55.520]  其實很多時候我們都好像一個盲人一樣
[00:06:55.520 --> 00:06:58.560]  我們是按著我們的認知
[00:06:58.560 --> 00:07:02.120]  我們對當時環境的感覺
[00:07:02.120 --> 00:07:05.360]  來理解這個世界
[00:07:05.360 --> 00:07:07.480]  我們追求這個世界
[00:07:07.480 --> 00:07:09.640]  其實就是按著我們當時
[00:07:09.640 --> 00:07:12.560]  不同的生命階段的需要
[00:07:12.560 --> 00:07:15.280]  的認知、感覺
[00:07:15.280 --> 00:07:19.320]  來改變我們對世界的追求
[00:07:19.320 --> 00:07:23.640]  很多時候我們感受不到愛
[00:07:23.640 --> 00:07:25.720]  我們就渴望有男朋友
[00:07:25.720 --> 00:07:27.560]  渴望有女朋友
[00:07:27.560 --> 00:07:29.360]  渴望有戀愛
[00:07:29.360 --> 00:07:31.120]  當我們沒錢的時候
[00:07:31.120 --> 00:07:33.440]  我們很想有一個成功的工作
[00:07:33.440 --> 00:07:34.760]  成功的生意
[00:07:34.760 --> 00:07:37.240]  讓我們賺取很多的金錢
[00:07:37.240 --> 00:07:39.040]  當我們沒健康的時候
[00:07:39.040 --> 00:07:42.600]  我們渴望有好的健康
[00:07:42.600 --> 00:07:43.960]  這些都沒有錯的
[00:07:43.960 --> 00:07:46.520]  不過如果我們將整個人生
[00:07:46.520 --> 00:07:51.400]  建基於當時、當刻的感覺和需要上的時候
[00:07:51.400 --> 00:07:53.800]  其實我們豈不是就是那個盲人嗎?
[00:07:53.800 --> 00:07:57.920]  他按他的感覺來理解周圍發生的事物
[00:07:57.920 --> 00:07:58.920]  我告訴大家
[00:07:58.920 --> 00:08:05.280]  這樣是很容易誤判我們的人生
[00:08:05.280 --> 00:08:09.520]  耶穌基督問了一個永恆的問題
[00:08:09.520 --> 00:08:11.600]  「你要什麼?」
[00:08:11.600 --> 00:08:13.840]  不知道大家的答案是什麼
[00:08:13.840 --> 00:08:15.120]  幾個月之前
[00:08:15.120 --> 00:08:18.600]  香港有一個名人過世
[00:08:18.600 --> 00:08:21.880]  這個名人沒有太太、沒有兒女
[00:08:21.880 --> 00:08:23.840]  他知道離世的日子近了
[00:08:23.840 --> 00:08:26.960]  他說我這麼多錢怎麼花好呢?
[00:08:26.960 --> 00:08:31.000]  每個月豪花50萬
[00:08:31.000 --> 00:08:33.920]  聘請了一個8人的團隊
[00:08:33.920 --> 00:08:36.440]  全天候照顧他的起居飲食
[00:08:36.440 --> 00:08:38.880]  全天候照顧他的健康
[00:08:38.880 --> 00:08:41.240]  直到他離世為止
[00:08:41.240 --> 00:08:45.320]  你說這個名人有這麼多錢
[00:08:45.320 --> 00:08:47.120]  又給了這麼多東西給他用
[00:08:47.120 --> 00:08:48.400]  享受人生
[00:08:48.400 --> 00:08:52.480]  你說這個名人是不是一個成功的人生呢?
[00:08:52.480 --> 00:08:53.280]  他這樣說
[00:08:53.280 --> 00:08:54.760]  他曾經說
[00:08:54.760 --> 00:08:57.320]  「我想做的事我都做過了」
[00:08:57.320 --> 00:09:00.000]  「我想擁有的事我擁有過」
[00:09:00.000 --> 00:09:03.480]  「我想享受的事我都享受過」
[00:09:03.480 --> 00:09:09.120]  「我可以毫無遺憾地離開人間」
[00:09:09.120 --> 00:09:10.920]  「撒手人寰」
[00:09:10.920 --> 00:09:15.840]  大家同不同意他這個人生的觀念嗎?
[00:09:15.840 --> 00:09:17.480]  認同嗎?
[00:09:17.480 --> 00:09:18.680]  很成功吧?
[00:09:18.680 --> 00:09:20.160]  我很同意的
[00:09:20.160 --> 00:09:22.920]  我很同意這個人的看法
[00:09:22.920 --> 00:09:25.360]  有個如果
[00:09:25.360 --> 00:09:28.240]  如果我們都像他一樣
[00:09:28.240 --> 00:09:32.240]  相信整個人生只有今生
[00:09:32.240 --> 00:09:34.760]  而沒有來生
[00:09:34.760 --> 00:09:35.520]  是不是這樣呢?
[00:09:35.520 --> 00:09:36.960]  人生是不是這樣呢?
[00:09:36.960 --> 00:09:38.080]  聖經不是這樣說的
[00:09:38.080 --> 00:09:39.240]  聖經告訴我們
[00:09:39.240 --> 00:09:44.840]  在我們這個世地上的人生完結之後
[00:09:44.840 --> 00:09:48.000]  還有另外一個的來生
[00:09:48.000 --> 00:09:50.520]  我們只不過今天活在的世界
[00:09:50.520 --> 00:09:56.520]  只不過是神所創造的時間與空間裏面來存在
[00:09:56.520 --> 00:09:59.280]  人死了之後
[00:09:59.280 --> 00:10:02.520]  當這個世界完結之後
[00:10:02.520 --> 00:10:03.520]  信耶穌的人
[00:10:03.520 --> 00:10:06.480]  聖經說我們會進入一個世界
[00:10:06.480 --> 00:10:08.960]  那裏和神永遠在一起
[00:10:08.960 --> 00:10:11.000]  也由於有神的同在
[00:10:11.000 --> 00:10:15.640]  所以我們將來會在那裏生活的世界
[00:10:15.640 --> 00:10:20.960]  是有神的美好的豐盛
[00:10:20.960 --> 00:10:24.040]  這個地方我們叫做天堂
[00:10:24.040 --> 00:10:25.840]  對於那些不相信神
[00:10:25.840 --> 00:10:29.720]  或者沒有依靠耶穌基督從罪德釋放的
[00:10:29.720 --> 00:10:34.040]  他們將會在一個沒有神同在的地方
[00:10:34.040 --> 00:10:35.640]  由於沒有神同在
[00:10:35.640 --> 00:10:38.360]  所以那個地方沒有神的良善
[00:10:38.360 --> 00:10:40.040]  沒有神的豐盛
[00:10:40.040 --> 00:10:42.880]  沒有神的一切的美好
[00:10:42.880 --> 00:10:46.440]  我們叫那個地方是地獄
[00:10:46.440 --> 00:10:49.600]  好,究竟我們要些甚麼呢?
[00:10:49.600 --> 00:10:52.840]  人生我們究竟要些甚麼呢?
[00:10:52.840 --> 00:10:54.840]  我覺得要回答這個永恆的問題
[00:10:54.840 --> 00:10:57.640]  我們必須站在永恆的角度
[00:10:57.640 --> 00:11:03.480]  有永恆的視野來嘗試解答這個問題
[00:11:03.480 --> 00:11:04.440]  有時候我在想
[00:11:04.440 --> 00:11:07.680]  剛才我所提到的那個很有錢的人
[00:11:07.680 --> 00:11:10.440]  享受了所有的好東西
[00:11:10.440 --> 00:11:13.840]  他自己覺得離世的時候毫無遺憾
[00:11:13.840 --> 00:11:15.480]  不過我有時候會拗頭
[00:11:15.480 --> 00:11:17.320]  這個人突然之間醒來
[00:11:17.320 --> 00:11:18.320]  睜開眼睛的時候
[00:11:18.320 --> 00:11:21.520]  原來還有東西
[00:11:21.520 --> 00:11:24.840]  那個時候的感覺會是怎樣的呢?
[00:11:24.840 --> 00:11:29.080]  其實我相信都幾像那個盲人
[00:11:29.080 --> 00:11:30.880]  明明打算上廁所
[00:11:30.880 --> 00:11:34.120]  想不到掉進了泳池裏
[00:11:34.120 --> 00:11:36.000]  那個感覺是不是差不多呢?
[00:11:36.000 --> 00:11:40.800]  不過我相信更加的嚴重
[00:11:40.800 --> 00:11:43.400]  我們要甚麼?
[00:11:43.400 --> 00:11:48.560]  我相信當我們在地上追求一切地上美好的東西
[00:11:48.560 --> 00:11:52.640]  愛情、事業、財富、健康、名譽、權力
[00:11:52.640 --> 00:11:54.880]  這些其實都是好的
[00:11:54.880 --> 00:11:56.280]  但是我們要留意一件事
[00:11:56.280 --> 00:11:59.680]  所有地上我們追求的東西
[00:11:59.680 --> 00:12:01.200]  在永恆的角度裏面
[00:12:01.200 --> 00:12:06.240]  並沒有永恆的價值
[00:12:06.240 --> 00:12:08.040]  永恆的耶穌在這裏
[00:12:08.040 --> 00:12:11.200]  和大家問一個永恆的問題
[00:12:11.200 --> 00:12:14.080]  我們要甚麼?
[00:12:14.080 --> 00:12:18.440]  不知道大家有沒有試過「遊車河」呢?
[00:12:18.440 --> 00:12:20.800]  我近幾年很少聽這個字了
[00:12:20.800 --> 00:12:22.200]  不過我相信是差不多一年多
[00:12:22.200 --> 00:12:23.400]  我都聽過這個字的
[00:12:23.400 --> 00:12:24.320]  「遊車河」
[00:12:24.320 --> 00:12:26.400]  大家喜不喜歡「遊車河」呢?
[00:12:26.400 --> 00:12:27.720]  「遊車河」是甚麼意思呢?
[00:12:27.720 --> 00:12:30.520]  「遊車河」是指在路上開車
[00:12:30.520 --> 00:12:32.760]  隨意行駛
[00:12:32.760 --> 00:12:35.520]  目的不是要為了去某一個地方
[00:12:35.520 --> 00:12:38.920]  目的是要享受那個過程
[00:12:38.920 --> 00:12:40.440]  享受沿途的風景
[00:12:40.440 --> 00:12:43.840]  去兜風涼快一下
[00:12:43.840 --> 00:12:48.840]  最近我聽到另外一個演藝界的名人
[00:12:48.840 --> 00:12:51.960]  他在拍完一套關於生死的電影之後
[00:12:51.960 --> 00:12:53.200]  就有人去訪問他
[00:12:53.200 --> 00:12:55.920]  他說你對生死是怎樣看法的呢?
[00:12:55.920 --> 00:12:57.360]  這個名人就說
[00:12:57.360 --> 00:12:58.640]  其實人生很簡單
[00:12:58.640 --> 00:13:01.200]  人生就好像一個旅程一樣
[00:13:01.200 --> 00:13:05.880]  這個旅程其實不太在乎你何時下車
[00:13:05.880 --> 00:13:08.760]  這個人生的旅程最重要的就是
[00:13:08.760 --> 00:13:11.840]  你有沒有享受沿途的風景
