
[00:00:00.000 --> 00:00:01.440]  電影姐妹平安
[00:00:01.440 --> 00:00:10.020]  那幾年前香港有一件案件
[00:00:10.020 --> 00:00:12.240]  就是廉政公署在調查
[00:00:12.240 --> 00:00:15.240]  好像現在還沒有最終的一個結果
[00:00:15.240 --> 00:00:18.620]  就是有位比較出名的名人
[00:00:18.620 --> 00:00:20.420]  他就面對這個審查
[00:00:20.420 --> 00:00:23.360]  然後他在傳媒採訪的過程當中
[00:00:23.360 --> 00:00:25.120]  他說了一句很經典的話
[00:00:25.120 --> 00:00:27.400]  後來變成了一個新聞裡面的
[00:00:27.400 --> 00:00:30.840]  一個報紙裡面的新聞頭條的一個標題
[00:00:30.840 --> 00:00:32.280]  他的題目就是
[00:00:32.280 --> 00:00:36.440]  真的假不了 假的真不了
[00:00:36.440 --> 00:00:38.380]  那我問一下大家
[00:00:38.380 --> 00:00:40.840]  你們覺得現實的世界是這樣的嗎
[00:00:40.840 --> 00:00:44.680]  真的是真假是很分明的嗎
[00:00:44.680 --> 00:00:50.040]  如果我們看《紅樓夢》裡面講到
[00:00:50.040 --> 00:00:52.040]  另外一句話很特別就是
[00:00:52.040 --> 00:00:56.080]  真亦假實 假亦真
[00:00:56.080 --> 00:00:59.880]  現在的世界那我們是怎麼看待這個真跟假
[00:00:59.880 --> 00:01:02.880]  還有我怎麼去做對這個真假
[00:01:02.880 --> 00:01:06.800]  有一個評價 有一個判斷
[00:01:06.800 --> 00:01:09.480]  有時候我們都覺得很迷茫對不對
[00:01:09.480 --> 00:01:10.920]  因為舉個例子
[00:01:10.920 --> 00:01:13.040]  我在內地生活了二十多年
[00:01:13.040 --> 00:01:15.120]  然後過去十年的時間
[00:01:15.120 --> 00:01:16.840]  不斷有報導告訴我們
[00:01:16.840 --> 00:01:19.920]  內地很多的食品都是假的
[00:01:19.920 --> 00:01:23.160]  比如說有毒奶粉事件對不對
[00:01:23.160 --> 00:01:26.240]  比如說有地溝油事件等等
[00:01:26.240 --> 00:01:28.480]  我不敢說我在這二十多年的裡面
[00:01:28.480 --> 00:01:33.080]  我到底吃了多少或者品嚐了多少地溝油
[00:01:33.080 --> 00:01:36.480]  假的東西不單止在實體的商品裡面
[00:01:36.480 --> 00:01:38.960]  甚至現在在網絡的世界裡面
[00:01:38.960 --> 00:01:42.200]  也有很多的假新聞我們需要去面對
[00:01:42.200 --> 00:01:45.080]  你們知道2016年出了一個詞
[00:01:45.080 --> 00:01:50.120]  是成為了一個劉真英文字典裡面是
[00:01:50.120 --> 00:01:53.800]  年度的詞彙就是說這個詞彙很特別
[00:01:53.800 --> 00:01:56.360]  所以這個詞彙變成這一年
[00:01:56.360 --> 00:01:58.480]  2016年的一個詞彙
[00:01:58.480 --> 00:02:00.760]  就是說後真相
[00:02:00.760 --> 00:02:03.160]  它的意思就是說
[00:02:03.160 --> 00:02:08.680]  歲數情感和個人的意念
[00:02:08.680 --> 00:02:11.640]  比較起陳述客觀事實
[00:02:11.640 --> 00:02:15.680]  更能夠影響或者影響輿論的情況
[00:02:15.680 --> 00:02:19.560]  就是說事實並不一定最重要
[00:02:19.560 --> 00:02:22.640]  而是說如果這件事情不斷被說
[00:02:22.640 --> 00:02:23.840]  而且不一定是真的
[00:02:23.840 --> 00:02:26.720]  但是他很多的情感在裡面說著說著
[00:02:26.720 --> 00:02:30.160]  可能他帶出來的影響就很深遠了
[00:02:30.160 --> 00:02:33.560]  當我們知道2016年發生了兩件很特別的事情
[00:02:33.560 --> 00:02:35.400]  兩個黑天鵝的事件
[00:02:35.400 --> 00:02:38.560]  一個英國脫離的歐盟
[00:02:38.560 --> 00:02:41.120]  另外就是美國總統選舉
[00:02:41.120 --> 00:02:46.200]  都是因為這些因素在裡面影響到
[00:02:46.200 --> 00:02:49.760]  那過去在香港裡面發生了一些重大的事件
[00:02:49.760 --> 00:02:53.040]  那頻頻也出現在網絡上面有一些假消息
[00:02:53.040 --> 00:02:55.560]  比如說最經典的就是包括
[00:02:55.560 --> 00:02:56.800]  如果大家還記得的話
[00:02:56.800 --> 00:03:00.320]  佔中的時候有一個新聞是說
[00:03:00.320 --> 00:03:01.560]  因為佔中事件
[00:03:01.560 --> 00:03:08.360]  所以有人就是不能去綠敦治醫院去生孩子
[00:03:08.360 --> 00:03:12.960]  結果被人發現綠敦治醫院根本就沒有產房
[00:03:12.960 --> 00:03:16.800]  所以很多假消息就是這樣出來了
[00:03:16.800 --> 00:03:18.080]  但是很多人相信
[00:03:18.080 --> 00:03:19.680]  因為現在網絡很發達
[00:03:19.680 --> 00:03:22.240]  那whatsapp或者用不同的wechat
[00:03:22.240 --> 00:03:24.000]  然後信息就傳來傳去了
[00:03:24.000 --> 00:03:26.880]  但是是真是假我們怎麼判斷呢
[00:03:26.880 --> 00:03:29.480]  這是變得很重要的一個事情
[00:03:29.480 --> 00:03:32.160]  那在納粹德國的時候
[00:03:32.160 --> 00:03:34.600]  有一位宣傳部長他曾經說過
[00:03:34.600 --> 00:03:35.960]  其實他說的挺有道理
[00:03:35.960 --> 00:03:37.200]  雖然很多年前說的
[00:03:37.200 --> 00:03:41.800]  他說謊言重複一千遍就變成了真理
[00:03:41.800 --> 00:03:43.960]  他是在說一個情況
[00:03:43.960 --> 00:03:46.240]  當然這句話不是真理
[00:03:46.240 --> 00:03:47.920]  這很特別一件事情
[00:03:47.920 --> 00:03:49.760]  那我問大家一個問題是說
[00:03:49.760 --> 00:03:55.040]  我們情願生活在一個真假不分的社會裡面呢
[00:03:55.040 --> 00:03:59.840]  還是希望寧願生活在一個真假分明
[00:03:59.840 --> 00:04:01.360]  或者說真的假不了
[00:04:01.360 --> 00:04:04.480]  假的真不了的一個環境當中
[00:04:04.480 --> 00:04:05.760]  特別在信仰的裡面
[00:04:05.760 --> 00:04:07.320]  在信仰的層面裡面
[00:04:07.320 --> 00:04:09.760]  我們需要懂得分辨真假
[00:04:09.760 --> 00:04:13.400]  那是我們所有信徒必須關注的一件事情
[00:04:13.400 --> 00:04:16.360]  所以今天我們從約翰一書這段的經文裡面
[00:04:16.360 --> 00:04:18.600]  去探討這個主題
[00:04:18.600 --> 00:04:24.680]  那我們這一兩個月開始就有不同的講道過程當中
[00:04:24.680 --> 00:04:26.960]  我們會涉及約翰一書
[00:04:26.960 --> 00:04:28.840]  那今天是第三講
[00:04:28.840 --> 00:04:31.680]  那我們也會講到這是使徒約翰
[00:04:31.680 --> 00:04:37.080]  在第一世紀末寫給小亞細亞宗教會的一封的書信
[00:04:37.080 --> 00:04:39.920]  重點是當時面對的一個很大的背景就是
[00:04:39.920 --> 00:04:42.840]  之前也講過就是面對他們弱私底主義
[00:04:42.840 --> 00:04:44.880]  他們對教會的影響
[00:04:44.880 --> 00:04:47.800]  那我們之前也會說到弱私底主義到底是什麼呢
[00:04:47.800 --> 00:04:49.800]  這裡講到我重複再講就是說
[00:04:49.800 --> 00:04:52.560]  他們認為物質是一個低層次的東西
[00:04:52.560 --> 00:04:54.880]  跟精神層面的東西不一樣
[00:04:54.880 --> 00:04:57.560]  兩分法把它分開
[00:04:57.560 --> 00:05:00.120]  然後是罪惡的 是痛苦的源頭
[00:05:00.120 --> 00:05:04.920]  所以認為肉身是屬物質的
[00:05:04.920 --> 00:05:07.240]  那帶出一個結論就是說
[00:05:07.240 --> 00:05:09.920]  神絕對不可以成為肉身
[00:05:09.920 --> 00:05:13.480]  那基督的肉身是靈界的幻影
[00:05:13.480 --> 00:05:15.520]  或者另外一種說法就是說
[00:05:15.520 --> 00:05:20.200]  基督成為神的時候是因為他洗禮的時候
[00:05:20.200 --> 00:05:22.960]  那聖靈降在他身上的時候他是神
[00:05:22.960 --> 00:05:26.040]  然後當他離去的時候他就不是神了
[00:05:26.040 --> 00:05:29.160]  當他去世的時候他就不是神了
[00:05:29.160 --> 00:05:32.200]  那這個雖然是神學的一個
[00:05:32.200 --> 00:05:34.600]  或者是一個異端的一個思潮
[00:05:34.600 --> 00:05:38.080]  但是對基督教卻是帶來很多的影響
[00:05:38.080 --> 00:05:42.760]  特別是對基督徒的一個屬靈生命帶來很多的影響
[00:05:42.760 --> 00:05:48.560]  所以約翰就是藉著約翰一書來回應這些異端的思想
[00:05:48.560 --> 00:05:52.600]  那約翰一書裡面我們上次說過有兩大的主題
[00:05:52.600 --> 00:05:54.440]  一個是講到神是光
[00:05:54.440 --> 00:05:56.400]  一個大的方向講到神是光
[00:05:56.400 --> 00:05:58.960]  另外是講到神是慈愛的
[00:05:58.960 --> 00:06:01.960]  就是慈父這一方面 神是愛這方面
[00:06:01.960 --> 00:06:05.040]  所以通過兩個神的屬性為基礎
[00:06:05.040 --> 00:06:08.320]  要慢慢帶出基督徒應該只能在信仰上
[00:06:08.320 --> 00:06:10.720]  在生活上與神同行
[00:06:10.720 --> 00:06:14.480]  有一個很好的一個的傳契的生活
[00:06:14.480 --> 00:06:17.480]  那在神是光這裡我再重複一下
[00:06:17.480 --> 00:06:19.560]  上次講到的我們講到是
[00:06:19.560 --> 00:06:24.240]  神是光他從第一章到第二章結尾分開了四部分
