
[00:00:00.000 --> 00:00:01.600]  各位靚智媒員平安
[00:00:01.600 --> 00:00:02.840]  平安
[00:00:02.840 --> 00:00:06.240]  很開心也很感恩見到靚智媒員一齊
[00:00:06.240 --> 00:00:09.320]  我們回到教會同敬拜
[00:00:09.320 --> 00:00:12.040]  這段時間疫情都是反覆
[00:00:12.040 --> 00:00:15.120]  能夠可以繼續可以實體地來崇拜
[00:00:15.120 --> 00:00:17.400]  我們是充滿感恩
[00:00:17.400 --> 00:00:20.280]  我們都祈求神保守我們個人的健康
[00:00:20.280 --> 00:00:23.000]  我們在一切的情況之下
[00:00:23.000 --> 00:00:25.640]  我們仍然可以同心
[00:00:25.640 --> 00:00:28.760]  到神的殿中來敬拜
[00:00:28.760 --> 00:00:31.760]  今天我們會繼續再思想關於差泉的訊息
[00:00:31.760 --> 00:00:34.680]  請大家和我在一起先動心
[00:00:34.680 --> 00:00:36.800]  我們再一起祈禱
[00:00:36.800 --> 00:00:45.680]  主要我們抬頭仰望祢
[00:00:45.680 --> 00:00:48.800]  我們的主我們的神
[00:00:48.800 --> 00:00:51.240]  我們一生一世
[00:00:51.240 --> 00:00:53.360]  蒙你的引導
[00:00:53.360 --> 00:00:56.400]  我們每一天蒙你的帶領
[00:00:56.400 --> 00:01:01.280]  每一天在你的愛中主我們感謝你
[00:01:01.280 --> 00:01:03.520]  主啊今天我們到你面前來
[00:01:03.520 --> 00:01:08.200]  再一次同心合意獻上我們對你的敬拜
[00:01:08.200 --> 00:01:11.000]  承認你是我們生命的主宰
[00:01:11.000 --> 00:01:13.560]  承認你是我們的王
[00:01:13.560 --> 00:01:16.160]  主啊願你保守我們
[00:01:16.160 --> 00:01:18.920]  讓我們每一天所行所作的事情
[00:01:18.920 --> 00:01:21.760]  都成為對你的敬拜
[00:01:21.760 --> 00:01:24.040]  都按照你的心意來行
[00:01:24.040 --> 00:01:27.200]  按照你所喜悅的來作
[00:01:27.200 --> 00:01:29.160]  如今我們到你面前來
[00:01:29.160 --> 00:01:31.560]  主我們向你尋求
[00:01:31.560 --> 00:01:35.000]  求主賜下你自己聖經的恩言
[00:01:35.000 --> 00:01:38.520]  因為主啊你的說話何等的寶貴
[00:01:38.520 --> 00:01:40.400]  是我們生命的糧食
[00:01:40.400 --> 00:01:42.520]  是天上的瑪拿
[00:01:42.520 --> 00:01:44.560]  求你賜下你的恩言
[00:01:44.560 --> 00:01:46.760]  讓我們心靈得飽足
[00:01:46.760 --> 00:01:50.360]  也都更加知道為何你會跟隨
[00:01:50.360 --> 00:01:53.560]  求你與我們同在似乎這段時間
[00:01:53.560 --> 00:01:55.680]  我們仰望你
[00:01:55.680 --> 00:01:56.640]  同心祈禱
[00:01:56.640 --> 00:01:57.560]  奉耶穌基督
[00:01:57.560 --> 00:01:58.720]  聖名求
[00:01:58.720 --> 00:02:02.040]  阿們
[00:02:02.040 --> 00:02:03.320]  今日同大家思想的
[00:02:03.320 --> 00:02:08.040]  是二剎書第五十六章的一段經文
[00:02:08.040 --> 00:02:10.160]  開始的時候我想提一件事情
[00:02:10.160 --> 00:02:14.600]  亦都是早前我自己看到的一個故事
[00:02:14.600 --> 00:02:17.640]  這個故事是講到一個在美國的青年
[00:02:17.640 --> 00:02:22.680]  這個青年他是有耳朵是永久失聰的
[00:02:22.680 --> 00:02:26.200]  是因為他過去曾經有一個意外的情況下
[00:02:26.200 --> 00:02:28.520]  去救一個人
[00:02:28.520 --> 00:02:31.080]  而之後他就失蹤了
[00:02:31.080 --> 00:02:33.200]  有人就曾經問他
[00:02:33.200 --> 00:02:38.600]  如果你當時知道你救人之後有這樣的結果
[00:02:38.600 --> 00:02:42.600]  你會不會仍然做這件事呢
[00:02:42.600 --> 00:02:44.800]  這位青年很快就回覆他
[00:02:44.800 --> 00:02:48.560]  他說我一定會再做
[00:02:48.560 --> 00:02:52.040]  這件事情是講到很多年前他跟他的弟弟
[00:02:52.040 --> 00:02:54.240]  當時他年輕的時候
[00:02:54.240 --> 00:02:57.760]  在他們所住的地區有一個湖泊
[00:02:57.760 --> 00:03:00.280]  這個湖當時冬天是結冰
[00:03:00.280 --> 00:03:03.280]  因此他跟弟弟在冰面上來玩
[00:03:03.280 --> 00:03:04.920]  很開心
[00:03:04.920 --> 00:03:08.000]  但是因為弟弟去了一個地方很薄的冰
[00:03:08.000 --> 00:03:12.200]  就不小心整個人掉進冰湖裡面
[00:03:12.200 --> 00:03:15.560]  在冰湖掉進去的時候哥哥在旁邊看到
[00:03:15.560 --> 00:03:16.880]  很驚慌
[00:03:16.880 --> 00:03:19.360]  也不知所措
[00:03:19.360 --> 00:03:21.920]  但當時他想起一件事情就是
[00:03:21.920 --> 00:03:26.080]  這個弟弟媽媽很疼愛他
[00:03:26.080 --> 00:03:29.800]  而他也體會到自己其實很疼愛自己的媽媽
[00:03:29.800 --> 00:03:32.680]  知道如果媽媽沒有了弟弟
[00:03:32.680 --> 00:03:35.480]  他一定很悲痛
[00:03:35.480 --> 00:03:38.720]  當他想到這個時候他就有一種勇氣
[00:03:38.720 --> 00:03:43.160]  他就跳下湖去救他的弟弟
[00:03:43.160 --> 00:03:44.520]  後來經過一段時間之後
[00:03:44.520 --> 00:03:47.360]  把弟弟帶回到岸邊
[00:03:47.360 --> 00:03:49.640]  弟弟得到拯救
[00:03:49.640 --> 00:03:52.720]  但是他自己因為長時間在冰湖裡面
[00:03:52.720 --> 00:03:57.200]  他耳朵就永久失聰
[00:03:57.200 --> 00:03:59.400]  這個故事當我自己讀的時候
[00:03:59.400 --> 00:04:02.480]  我就想什麼動力
[00:04:02.480 --> 00:04:09.280]  給一個青年願意去救他的弟弟
[00:04:09.280 --> 00:04:12.200]  那個環境是很凶險
[00:04:12.200 --> 00:04:14.960]  但是他仍然這麼做
[00:04:14.960 --> 00:04:20.720]  因為他好知道他媽媽愛的弟弟
[00:04:20.720 --> 00:04:24.800]  也都好知道如果弟弟離開
[00:04:24.800 --> 00:04:27.880]  媽媽會極度的傷痛
[00:04:27.880 --> 00:04:29.920]  他體貼媽媽的心
[00:04:29.920 --> 00:04:32.760]  所以他願意付上代價
[00:04:32.760 --> 00:04:36.120]  來去救他的弟弟
[00:04:36.120 --> 00:04:39.520]  我就想到我們常常講差傳
[00:04:39.520 --> 00:04:43.120]  在教會裡面我們很多年都講一件事情
[00:04:43.120 --> 00:04:48.400]  我們說怎麼能夠可以滿足神的心呢
[00:04:48.400 --> 00:04:50.760]  要能夠滿足神的心
[00:04:50.760 --> 00:04:53.520]  就是你關心差傳
[00:04:53.520 --> 00:04:57.200]  因為神的心在差傳
[00:04:57.200 --> 00:04:58.560]  神的心在差傳
[00:04:58.560 --> 00:05:02.440]  他的心顧念到很多未曾認識他的人
[00:05:02.440 --> 00:05:05.120]  因此他的心上上來到去
[00:05:05.120 --> 00:05:07.840]  向我們發出一個呼喚
[00:05:07.840 --> 00:05:10.080]  也都是當主耶穌離開世界的時候
[00:05:10.080 --> 00:05:13.840]  最後一句說話 最後一段的說話
[00:05:13.840 --> 00:05:18.640]  將他心裡面深切的渴慕提出來
[00:05:18.640 --> 00:05:19.400]  吩咐我們
[00:05:19.400 --> 00:05:24.840]  所以你們要去使萬民作惡的門徒
[00:05:24.840 --> 00:05:29.360]  將他自己的心願來向我們去表明
[00:05:29.360 --> 00:05:32.680]  因此什麼時候我們要體貼神的心
[00:05:32.680 --> 00:05:35.240]  我們關心差傳
[00:05:35.240 --> 00:05:37.720]  或者說什麼時候我們關心差傳
[00:05:37.720 --> 00:05:42.760]  我們就可以滿足主的心
[00:05:42.760 --> 00:05:45.080]  當我們想到差傳的事情的時候
[00:05:45.080 --> 00:05:46.560]  海外宣教的事情的時候
[00:05:46.560 --> 00:05:48.480]  有時候會想起很多工作
[00:05:48.480 --> 00:05:49.960]  很多事情要做
[00:05:49.960 --> 00:05:51.040]  但其實最重要的
[00:05:51.040 --> 00:05:53.680]  都不單單是一些外在的工作
[00:05:53.680 --> 00:05:55.040]  而是你的內心
[00:05:55.040 --> 00:05:57.920]  你會體貼到神自己的心腸
[00:05:57.920 --> 00:06:03.080]  而你去與他同心 與他同工
[00:06:03.080 --> 00:06:05.760]  當我們讀到《二叉書》的時候
[00:06:05.760 --> 00:06:08.360]  你會更加體會到上帝這一種的心
[00:06:08.360 --> 00:06:10.840]  來向我們表達出來
[00:06:10.840 --> 00:06:15.600]  所以今天我們讀到的《二叉書》第五十六章
[00:06:15.600 --> 00:06:17.160]  五十六章之前
[00:06:17.160 --> 00:06:20.320]  如果你留意到五十五章的時候
[00:06:20.320 --> 00:06:21.880]  你就會體會到一件事情
[00:06:21.880 --> 00:06:24.600]  就是神是很急切的呼喚人
[00:06:24.600 --> 00:06:26.520]  要歸向他的
[00:06:26.520 --> 00:06:29.880]  在五十五章裡面就提到
[00:06:29.880 --> 00:06:39.520]  (英語)
[00:06:39.520 --> 00:06:41.560]  表達出一種很明顯的
[00:06:41.560 --> 00:06:44.480]  神自己救贖的目標
[00:06:44.480 --> 00:06:47.040]  是讓那些不認識他
[00:06:47.040 --> 00:06:48.680]  各國各族的人
[00:06:48.680 --> 00:06:52.760]  能夠可以奔向上帝 認識著
[00:06:52.760 --> 00:06:53.960]  所以你知道神的心意
[00:06:53.960 --> 00:06:57.040]  不單單是華人信仰數
[00:06:57.040 --> 00:07:00.240]  不單單是美國 英國人信仰數
[00:07:00.240 --> 00:07:02.440]  更加是萬國的人
[00:07:02.440 --> 00:07:05.680]  能夠去奔向上帝
[00:07:05.680 --> 00:07:06.800]  你會再讀的時候
[00:07:06.800 --> 00:07:09.560]  在《英國經文》裡面下再提
[00:07:09.560 --> 00:07:12.520]  它說當趁耶和華可尋找的時候
[00:07:12.520 --> 00:07:14.520]  尋找他
[00:07:14.520 --> 00:07:16.640]  也意味著有些時候
[00:07:16.640 --> 00:07:20.800]  你是想尋找 都尋找不到
[00:07:20.800 --> 00:07:22.280]  是在救贖的計劃裡面
[00:07:22.280 --> 00:07:25.120]  神容許人能夠歸向他
[00:07:25.120 --> 00:07:27.400]  但是當主再回來的時候
[00:07:27.400 --> 00:07:30.680]  那個已經不再是機會
[00:07:30.680 --> 00:07:31.920]  因此主呼籲我們
[00:07:31.920 --> 00:07:34.400]  當趁耶和華可尋找的時候
[00:07:34.400 --> 00:07:36.000]  尋找他
[00:07:36.000 --> 00:07:37.600]  在他接近的時候
[00:07:37.600 --> 00:07:40.080]  來求告他
[00:07:40.080 --> 00:07:41.920]  所以在這段經文之後
[00:07:41.920 --> 00:07:43.440]  第五十六章一開始
[00:07:43.440 --> 00:07:45.320]  第一第二節
[00:07:45.320 --> 00:07:46.760]  整天就繼續說
[00:07:46.760 --> 00:07:51.320]  (英語)
[00:07:51.320 --> 00:07:58.200]  (英語)
[00:07:58.200 --> 00:07:59.360]  在讀完這經文的時候
[00:07:59.360 --> 00:08:03.280]  你會感受到一份迫切的感覺
[00:08:03.280 --> 00:08:04.560]  是主告訴我們知道
[00:08:04.560 --> 00:08:07.040]  我的救恩臨近
[00:08:07.040 --> 00:08:08.920]  很快就來到
[00:08:08.920 --> 00:08:12.720]  我的公義將要顯現出來
[00:08:12.720 --> 00:08:13.840]  順便告訴我們知道
[00:08:13.840 --> 00:08:15.800]  就是救恩將要臨近
[00:08:15.800 --> 00:08:17.560]  把握這個機會
[00:08:17.560 --> 00:08:20.080]  人令人到祂的面前
[00:08:20.080 --> 00:08:21.520]  把握這個時間
[00:08:21.520 --> 00:08:23.880]  來歸向我
[00:08:23.880 --> 00:08:25.000]  當你在讀這次聖經的時候
[00:08:25.000 --> 00:08:25.880]  或者你會想起
[00:08:25.880 --> 00:08:28.600]  當主耶穌來到地上的時候
[00:08:28.600 --> 00:08:31.800]  一開始祂就不斷宣告一件事情
[00:08:31.800 --> 00:08:34.080]  這句話你一定記得的
[00:08:34.080 --> 00:08:36.600]  主說天國近了
[00:08:36.600 --> 00:08:38.480]  你們什麼
[00:08:38.480 --> 00:08:40.880]  應當悔改
[00:08:40.880 --> 00:08:42.680]  天國近了
[00:08:42.680 --> 00:08:44.400]  你們要把握時間
[00:08:44.400 --> 00:08:48.160]  快快悔改轉向主
[00:08:48.160 --> 00:08:50.000]  通聖裡面說到主說
[00:08:50.000 --> 00:08:51.160]  天國近了
[00:08:51.160 --> 00:08:53.440]  和我們剛才所讀到的
[00:08:53.440 --> 00:08:57.760]  我的公義將要顯現
