
[00:00:00.000 --> 00:00:06.600]  我們再次同心祈禱
[00:00:06.600 --> 00:00:09.400]  願僕人口中的言語
[00:00:09.400 --> 00:00:12.200]  弟兄姊妹的心思意念
[00:00:12.200 --> 00:00:14.000]  蒙聖靈的啟迪
[00:00:14.000 --> 00:00:15.400]  蒙主的月立
[00:00:15.400 --> 00:00:18.100]  禱告藉主耶穌基督的聖名而求
[00:00:18.100 --> 00:00:25.900]  阿門
[00:00:25.900 --> 00:00:28.100]  無論是個人
[00:00:28.100 --> 00:00:29.500]  團體
[00:00:29.500 --> 00:00:32.400]  或者是世界的轉變
[00:00:32.400 --> 00:00:35.800]  總會有一個關鍵的時刻
[00:00:35.800 --> 00:00:40.200]  以及關鍵的人物在當中
[00:00:40.200 --> 00:00:42.700]  一個人的轉變
[00:00:42.700 --> 00:00:45.900]  最近我在一個聚會裏面
[00:00:45.900 --> 00:00:50.400]  聽到一位社福機構的負責人
[00:00:50.400 --> 00:00:52.300]  他在準備之前
[00:00:52.300 --> 00:00:58.000]  和大家分享他自己一個生命轉變的經歷
[00:00:58.000 --> 00:01:02.100]  他和我們分享他由一個非常不認真的人
[00:01:02.100 --> 00:01:04.700]  變成一個非常認真的人
[00:01:04.700 --> 00:01:06.800]  當然他不是謙虛的
[00:01:06.800 --> 00:01:09.800]  他說他本來是一個怎樣不認真的人呢
[00:01:09.800 --> 00:01:12.000]  就是他用了九年的時間
[00:01:12.000 --> 00:01:14.900]  完成了小一至小六
[00:01:14.900 --> 00:01:16.800]  所以大家可以想像
[00:01:16.800 --> 00:01:18.400]  本來讀六年
[00:01:18.400 --> 00:01:20.000]  結果讀了九年
[00:01:20.000 --> 00:01:23.300]  才完成了他的小學
[00:01:23.300 --> 00:01:28.400]  除了他用時間來告訴我們
[00:01:28.400 --> 00:01:31.000]  他也給了我們一些東西看
[00:01:31.000 --> 00:01:32.500]  他說他讀小學的時候
[00:01:32.500 --> 00:01:34.600]  他的字跡是怎樣的呢
[00:01:34.600 --> 00:01:35.700]  厲害了
[00:01:35.700 --> 00:01:37.300]  他是書法家
[00:01:37.300 --> 00:01:40.000]  沒有人可以看到他寫甚麼
[00:01:40.000 --> 00:01:42.400]  字的大小
[00:01:42.400 --> 00:01:43.300]  方向
[00:01:43.300 --> 00:01:47.200]  全部都很難辨認出是甚麼字
[00:01:47.200 --> 00:01:49.000]  所以從小到大
[00:01:49.000 --> 00:01:52.200]  他都會被老師罰他
[00:01:52.200 --> 00:01:53.300]  做甚麼呢
[00:01:53.300 --> 00:01:55.000]  重抄一次
[00:01:55.000 --> 00:01:56.000]  他真的很厲害
[00:01:56.000 --> 00:01:56.900]  他全部都保存了
[00:01:56.900 --> 00:01:59.600]  他全部都拍出來給我們看
[00:01:59.600 --> 00:02:01.700]  真的老師寫著重抄一次
[00:02:01.700 --> 00:02:03.100]  再抄一次
[00:02:03.100 --> 00:02:07.400]  都還是寫得一塌糊塗
[00:02:07.400 --> 00:02:09.400]  好了 接著他就說
[00:02:09.400 --> 00:02:11.800]  到了他四年級的時候
[00:02:11.800 --> 00:02:15.300]  他遇到一位中文老師
[00:02:15.300 --> 00:02:17.100]  給他很大的鼓勵
[00:02:17.100 --> 00:02:19.500]  告訴他 你行的
[00:02:19.500 --> 00:02:22.300]  他其實都不知為甚麼
[00:02:22.300 --> 00:02:25.100]  對於這位老師的說話非常受落
[00:02:25.100 --> 00:02:26.600]  他真的很認真
[00:02:26.600 --> 00:02:31.200]  開始很認真去練習他的中文字
[00:02:31.200 --> 00:02:33.200]  接著他給我們看
[00:02:33.200 --> 00:02:35.500]  一年一年很奇怪
[00:02:35.500 --> 00:02:38.300]  那些字我們開始看到了
[00:02:38.300 --> 00:02:40.200]  還未特別
[00:02:40.200 --> 00:02:42.200]  到了上中學的時候
[00:02:42.200 --> 00:02:43.700]  由於他因為用了九年時間
[00:02:43.700 --> 00:02:46.000]  才完成了六年級
[00:02:46.000 --> 00:02:47.100]  所以到了中學
[00:02:47.100 --> 00:02:51.300]  他其實已經比所有中一的同學都大了
[00:02:51.300 --> 00:02:52.800]  接著我們發現
[00:02:52.800 --> 00:02:56.400]  他的字真的像書法家
[00:02:56.400 --> 00:02:58.800]  有行氣
[00:02:58.800 --> 00:03:01.700]  每一個字的大小
[00:03:01.700 --> 00:03:03.500]  也都非常整齊
[00:03:03.500 --> 00:03:05.700]  接著再一路上去
