
[00:00:00.000 --> 00:00:02.660]  Good morning 早晨
[00:00:02.660 --> 00:00:05.660]  Do you want to get straight into it? Yeah, yeah
[00:00:05.660 --> 00:00:11.660]  If we were having a talk this morning on how to secure a financial future
[00:00:11.660 --> 00:00:14.660]  or being an effective parent
[00:00:14.660 --> 00:00:18.660]  I think topics like that grab our interest
[00:00:18.660 --> 00:00:20.660]  如果我們今天講到的主題
[00:00:20.660 --> 00:00:26.660]  是怎樣為未來做一個更加穩妥的財務安排
[00:00:26.660 --> 00:00:28.660]  或者怎樣做一個更好的父母
[00:00:28.660 --> 00:00:33.660]  可能這些題目是比較引起濃厚的興趣的
[00:00:33.660 --> 00:00:34.660]  The good news is though
[00:00:34.660 --> 00:00:38.660]  today we are not looking at anything as mundane as that
[00:00:38.660 --> 00:00:42.660]  Today Paul lays out some of the most brilliant guidance
[00:00:42.660 --> 00:00:44.660]  for how to win at the Christian life
[00:00:44.660 --> 00:00:47.660]  但我們今天的題目是更加好
[00:00:47.660 --> 00:00:48.660]  更加重要
[00:00:48.660 --> 00:00:50.660]  不是那些那麼普通的題目
[00:00:50.660 --> 00:00:51.660]  就是我們要思想
[00:00:51.660 --> 00:00:54.660]  保羅是怎樣教導我們
[00:00:54.660 --> 00:00:57.660]  怎樣去活出一個得勝的基督徒的人生
[00:00:57.660 --> 00:01:00.660]  In the verses just before this letter
[00:01:00.660 --> 00:01:01.660]  Paul declares
[00:01:01.660 --> 00:01:03.660]  I want to know Christ
[00:01:03.660 --> 00:01:05.660]  I want to know Jesus completely
[00:01:05.660 --> 00:01:07.660]  and consider everything else
[00:01:07.660 --> 00:01:08.660]  My pedigree
[00:01:08.660 --> 00:01:10.660]  My fantastic family tree
[00:01:10.660 --> 00:01:13.660]  as a big pile of rubbish
[00:01:13.660 --> 00:01:17.660]  在今天所讀過的肥羅比書的經文前面
[00:01:17.660 --> 00:01:19.660]  保羅說我要認識基督
[00:01:19.660 --> 00:01:21.660]  我從前所有的東西
[00:01:21.660 --> 00:01:22.660]  我的家族
[00:01:22.660 --> 00:01:23.660]  我的血統
[00:01:23.660 --> 00:01:24.660]  我的背景
[00:01:24.660 --> 00:01:26.660]  全部都只不過是垃圾
[00:01:26.660 --> 00:01:28.660]  我要完全的認識基督
[00:01:28.660 --> 00:01:29.660]  He says
[00:01:29.660 --> 00:01:32.660]  I want to trust Jesus alone for my salvation
[00:01:32.660 --> 00:01:34.660]  and as a child saved by Jesus
[00:01:34.660 --> 00:01:37.660]  I want to live like Him
[00:01:37.660 --> 00:01:38.660]  die like Him
[00:01:38.660 --> 00:01:41.660]  and rise again to be with Him
[00:01:41.660 --> 00:01:44.660]  從前保羅可能是靠他的背景
[00:01:44.660 --> 00:01:46.660]  或者行善去和上帝和好的
[00:01:46.660 --> 00:01:49.660]  但現在他是要靠恩
[00:01:49.660 --> 00:01:53.660]  只是單單靠相信耶穌而來得救
[00:01:53.660 --> 00:01:55.660]  他要成為上帝的孩子
[00:01:55.660 --> 00:01:57.660]  要活得好像基督
[00:01:57.660 --> 00:01:59.660]  他要死得好像耶穌一樣
[00:01:59.660 --> 00:02:01.660]  也要和耶穌同日復活
[00:02:01.660 --> 00:02:12.660]  保羅邀請肥羅比的信徒和我們
[00:02:12.660 --> 00:02:15.660]  我們願不願意加入他的團隊
[00:02:15.660 --> 00:02:18.660]  一起學習他呢
[00:02:23.660 --> 00:02:25.660]  我們從上帝的說話
[00:02:25.660 --> 00:02:27.660]  從上帝的智慧來學習
[00:02:27.660 --> 00:02:28.660]  怎樣可以活出一個
[00:02:28.660 --> 00:02:31.660]  得勝的基督徒人生
[00:02:31.660 --> 00:02:39.660]  第一樣東西他就提到
[00:02:39.660 --> 00:02:41.660]  我們要不斷的努力
[00:02:41.660 --> 00:02:44.660]  和要抓緊抓緊
[00:02:44.660 --> 00:02:51.660]  我們成為基督徒
[00:02:51.660 --> 00:02:53.660]  我們要有一個正確的姿態
[00:02:53.660 --> 00:02:56.660]  來做一個基督徒的生活
[00:02:56.660 --> 00:03:06.660]  在第十二節到第十四節
[00:03:06.660 --> 00:03:08.660]  我們看到保羅的態度
[00:03:08.660 --> 00:03:12.660]  是用一個很專業的運動員的態度
[00:03:12.660 --> 00:03:14.660]  來看基督徒的人生
[00:03:21.660 --> 00:03:24.660]  他將他的身體靈魂
[00:03:24.660 --> 00:03:29.660]  一直追求一個很重要的目標
[00:03:29.660 --> 00:03:39.660]  他每天操練自己
[00:03:39.660 --> 00:03:42.660]  好像一個人預備去參加奧運會一樣
[00:03:42.660 --> 00:03:44.660]  他不是為了名氣
[00:03:44.660 --> 00:03:45.660]  不是為了錢財
[00:03:45.660 --> 00:03:48.660]  不是為了一個更舒適的退休生活
[00:03:51.660 --> 00:03:54.660]  耶穌基督已經贏得了保羅的心
[00:03:54.660 --> 00:03:57.660]  現在保羅就自己要更加專注的
[00:03:57.660 --> 00:04:01.660]  向著耶穌基督那裡衝過去
[00:04:22.660 --> 00:04:27.660]  他要贏得的目標就是
[00:04:27.660 --> 00:04:31.660]  要去到耶穌基督那裡
[00:04:31.660 --> 00:04:33.660]  因為耶穌基督已經贏了他
[00:04:33.660 --> 00:04:35.660]  獎品就是耶穌基督
[00:04:35.660 --> 00:04:37.660]  可以永恆的和耶穌基督在一起
[00:04:37.660 --> 00:04:48.660]  耶穌就是我們今生的生命的一個意義
[00:04:48.660 --> 00:04:51.660]  也是將來永生的獎品
[00:04:51.660 --> 00:04:59.660]  對保羅來說沒有任何其他獎品
[00:04:59.660 --> 00:05:02.660]  比耶穌是更加有意義的
[00:05:02.660 --> 00:05:16.660]  在我們現在生存的時代
[00:05:16.660 --> 00:05:20.660]  很多人其實都沒有什麼特別的盼望或者目標
[00:05:20.660 --> 00:05:23.660]  或者他們都好像小孩子一樣
[00:05:23.660 --> 00:05:26.660]  一味的追求擁有更多
[00:05:26.660 --> 00:05:41.660]  在這種沒有什麼盼望的時候
[00:05:41.660 --> 00:05:42.660]  我們作為一個基督徒
[00:05:42.660 --> 00:05:44.660]  我們要記得耶穌基督是萬事的開始
[00:05:44.660 --> 00:05:46.660]  也是萬事的終結
[00:05:46.660 --> 00:05:56.660]  除了為自己要記得這件事之外
[00:05:56.660 --> 00:05:58.660]  我們也要記得這件事
[00:05:58.660 --> 00:06:00.660]  讓我們可以將這個盼望
[00:06:00.660 --> 00:06:02.660]  去和世界的人分享
[00:06:14.660 --> 00:06:17.660]  上帝創造我們的目的
[00:06:17.660 --> 00:06:19.660]  是未曾完成的
[00:06:19.660 --> 00:06:22.660]  直到救恩是完全的實現
[00:06:22.660 --> 00:06:24.660]  就是我們在永恆裡面
[00:06:24.660 --> 00:06:27.660]  是和祂可以完全的聯合
[00:06:27.660 --> 00:06:38.660]  保羅不是說只是在他年輕的時候
[00:06:38.660 --> 00:06:40.660]  一時熱心信主
[00:06:40.660 --> 00:06:44.660]  信了主之後就隨波逐流地走
[00:06:44.660 --> 00:06:54.660]  他也不會停滯在一個地方
[00:06:54.660 --> 00:06:59.660]  然後等到基督贏得的天國來到
[00:07:07.660 --> 00:07:10.660]  他知道有一個永恆的快樂在等候他
[00:07:10.660 --> 00:07:13.660]  他現在就盡他最大的能力
[00:07:13.660 --> 00:07:15.660]  去幫助更多人認識基督
[00:07:15.660 --> 00:07:24.660]  我們作為基督徒
[00:07:24.660 --> 00:07:28.660]  我們的生活有沒有像保羅那樣的熱心
[00:07:28.660 --> 00:07:32.660]  熱情來帶人信耶穌呢
[00:07:37.660 --> 00:07:40.660]  我們會不會像一個專業的運動員那樣
[00:07:40.660 --> 00:07:43.660]  很努力的去贏得基督
[00:07:43.660 --> 00:07:44.660]  作為我們的獎品呢
[00:07:44.660 --> 00:07:46.660]  給我們的獎品呢
[00:07:46.660 --> 00:07:58.660]  當我們時時心存感恩為基督而活
[00:07:58.660 --> 00:08:01.660]  和盼望將來有一天可以見到他的時候
[00:08:01.660 --> 00:08:02.660]  那個快樂的生命
[00:08:02.660 --> 00:08:05.660]  其實在我們現在也可以很快樂
[00:08:07.660 --> 00:08:16.660]  例如說我們好像一些沒什麼精力的老人家那樣
[00:08:16.660 --> 00:08:19.660]  早上起床穿著拖鞋慢慢去買報紙
[00:08:19.660 --> 00:08:21.660]  就這樣過了這輩子
[00:08:21.660 --> 00:08:28.660]  有些獎品就滿足了
[00:08:28.660 --> 00:08:32.660]  但是完全不會覺得很興奮
[00:08:38.660 --> 00:08:44.660]  保羅說要向著標竿直奔
[00:08:44.660 --> 00:08:46.660]  為了要得到獎賞
[00:08:46.660 --> 00:08:49.660]  這個獎賞就是屬天的新生命
[00:08:49.660 --> 00:08:54.660]  是上帝藉著基督耶穌呼召我們去領受的
[00:08:54.660 --> 00:09:02.660]  作為一個基督徒是一個團隊
[00:09:02.660 --> 00:09:05.660]  好像參加了一個團隊那樣
[00:09:08.660 --> 00:09:13.660]  不只是我們一個人去跟隨耶穌
[00:09:13.660 --> 00:09:17.660]  而是我們一群人一齊去跟隨耶穌
[00:09:17.660 --> 00:09:27.660]  保羅鼓勵我們要繼續去活出我們已經得到的東西
[00:09:35.660 --> 00:09:38.660]  保羅也很強調在我們這個群體生活裡面
[00:09:38.660 --> 00:09:43.660]  我們要怎樣活出一個和諧的群體生活
[00:09:43.660 --> 00:09:47.660]  我們好像一隊足球隊一樣
[00:09:47.660 --> 00:09:50.660]  都是大家在一起的,同一隊的
[00:09:50.660 --> 00:10:03.660]  我們要一起活出一個已經被耶穌拯救了的群體生活作為見證
[00:10:06.660 --> 00:10:14.660]  我們一起努力找耶穌基督已經為我們成就了的事
[00:10:14.660 --> 00:10:20.660]  我們繼續努力,也在捉緊
[00:10:20.660 --> 00:10:30.660]  第二件事就是我們有了正確的思想
[00:10:30.660 --> 00:10:34.660]  一定會引導出一個正確的生活
[00:10:36.660 --> 00:10:40.660]  保羅明白到基督徒的知識的重要性
[00:10:40.660 --> 00:10:45.660]  他也知道只有正確的思想才能夠引導出一個正確的生活
[00:10:45.660 --> 00:10:58.660]  在第十七節,保羅看到信徒
[00:10:58.660 --> 00:11:00.660]  由一方面去跟隨耶穌
[00:11:00.660 --> 00:11:06.660]  在一個課室裡面學習,然後也在一個真實世界裡面活出來
[00:11:06.660 --> 00:11:22.660]  保羅鼓勵那些在菲律賓的人,學習那些效法我們的人
[00:11:30.660 --> 00:11:35.660]  保羅鼓勵那些弟兄姊妹,你們要繼續效法我
[00:11:35.660 --> 00:11:40.660]  我們已經為你立了榜樣,你們要學習那些效法我們的人
[00:11:40.660 --> 00:11:50.660]  正確的思想,是引導出正確的生活
[00:12:01.660 --> 00:12:07.660]  在這方面,可以說有兩方面是我們都可以應用的
[00:12:07.660 --> 00:12:20.660]  第一點就是我們要繼續讀聖經,來看看保羅是怎樣生活的
[00:12:27.660 --> 00:12:34.660]  作為一個學生,我們要讓上主的說話去塑造我們的思想和生活
[00:12:34.660 --> 00:12:47.660]  你自己個人當然要讀經,但是我們也參加團契
[00:12:47.660 --> 00:12:53.660]  甚至星期日的時候,來到教會一同學習上帝的說話
[00:12:58.660 --> 00:13:05.660]  我們要接受挑戰,也要學習聖經裡面那些信心人物給我們的榜樣
[00:13:05.660 --> 00:13:24.660]  第二方面就是我們要刻意的留心學習那些資深的基督徒
[00:13:24.660 --> 00:13:28.660]  他們信了讓我們做一些人的榜樣
[00:13:28.660 --> 00:13:34.660]  找一個現在本地的保羅來效法
[00:13:34.660 --> 00:13:46.660]  我們可以看他們的生活,效法他們的生活
