
[00:00:00.000 --> 00:00:03.800]  我哋過往講咗以色列書關於一到十二章
[00:00:03.800 --> 00:00:05.800]  講緊係聖潔嘅主
[00:00:05.800 --> 00:00:08.800]  呢位聖潔嘅主係我哋唯一嘅倚靠
[00:00:08.800 --> 00:00:11.800]  我哋唯一所敬拜嘅嗰位主
[00:00:11.800 --> 00:00:15.600]  如果咁嘅時候我哋見到十三章到二十三章
[00:00:15.600 --> 00:00:17.800]  以色列書我哋唔能夠逐章逐字去講
[00:00:17.800 --> 00:00:20.000]  係以色列就提出咗
[00:00:20.000 --> 00:00:25.600]  係以色列人唔應該信靠驕傲嘅外邦國家
[00:00:25.600 --> 00:00:30.200]  你知道啦上帝將以色列人放喺呢個迦南地
[00:00:30.200 --> 00:00:32.400]  呢個迦南地係一個好特別嘅地方
[00:00:32.400 --> 00:00:37.800]  佢嘅東北面係喺歷史上出現咗兩個好強大嘅國家
[00:00:37.800 --> 00:00:40.800]  一個係亞述一個係巴比倫
[00:00:40.800 --> 00:00:43.800]  但係喺佢嘅西南面
[00:00:43.800 --> 00:00:47.800]  有另一個文明嘅古國非常之古舊
[00:00:47.800 --> 00:00:54.000]  而係好有歷史同埋呢個嘅軍備嘅埃及
[00:00:54.000 --> 00:00:56.600]  佢哋都係埃及出嚟嘅以色列民
[00:00:56.600 --> 00:00:59.600]  往往以色列人唔需要打仗
[00:00:59.600 --> 00:01:02.400]  都仍然牽涉喺戰爭裏面
[00:01:02.400 --> 00:01:05.800]  當亞述國或者巴比倫國
[00:01:05.800 --> 00:01:08.000]  南下要打埃及嘅時候
[00:01:08.000 --> 00:01:10.800]  以色列呢個地方就係必經之路
[00:01:10.800 --> 00:01:14.800]  當南面嘅埃及要北上攻打巴比倫
[00:01:14.800 --> 00:01:17.800]  或者係亞述王朝嘅時候
[00:01:17.800 --> 00:01:20.800]  亦都會踐踏呢個以色列國嘅地方
[00:01:20.800 --> 00:01:26.200]  成為咗一個好重要嘅要塞
[00:01:26.200 --> 00:01:28.800]  係其中一個地方叫做吉多頓
[00:01:28.800 --> 00:01:31.600]  我哋新約聖經叫做哈米吉多頓
[00:01:31.600 --> 00:01:32.800]  如果咁嘅時候
[00:01:32.800 --> 00:01:36.000]  以色列就有兩個嘅選擇喺歷史上面
[00:01:36.000 --> 00:01:41.000]  第一就係要依附或者信靠呢個嘅亞述國
[00:01:41.000 --> 00:01:44.600]  或者巴比倫帝國去對付埃及
[00:01:44.600 --> 00:01:49.400]  又或者去依附埃及去對抗巴比倫同埋亞述
[00:01:49.400 --> 00:01:53.200]  但係喺歷史上面因為同埃及嘅淵源比較深
[00:01:53.200 --> 00:01:55.000]  同埋地理上比較近
[00:01:55.000 --> 00:01:59.200]  往往佢哋就好容易會依靠埃及嘅王朝
[00:01:59.200 --> 00:02:03.600]  以色列嘅歷史上面係多次出現咁種情況
[00:02:03.600 --> 00:02:10.200]  但先知話如果係我哋唯一可以依靠嘅嗰位嘅時候
[00:02:10.200 --> 00:02:15.200]  我哋就唔應該去依靠嗰啲驕傲嘅外邦國家
[00:02:15.200 --> 00:02:21.400]  二十四到二十七章我反而要信靠嗰個長官傳遞嘅至高之主
[00:02:21.400 --> 00:02:24.800]  但係整個亞述講到二十七章嘅裏面
[00:02:24.800 --> 00:02:30.400]  我仲係覺得信靠呢兩個字係一個虛詞嚟㗎
[00:02:30.400 --> 00:02:32.400]  乜嘢叫信靠呢
[00:02:32.400 --> 00:02:35.400]  我哋聽到啲基督徒我哋基督徒與基督徒之間
[00:02:35.400 --> 00:02:37.800]  成日講說話好多虛詞㗎
[00:02:37.800 --> 00:02:40.600]  例如話如果有突然之會遇到困難
[00:02:40.600 --> 00:02:43.400]  遇到問題嘅時候我哋會常常同佢講
[00:02:43.400 --> 00:02:47.000]  你要信靠上帝你要依靠上帝
[00:02:47.000 --> 00:02:50.800]  講起上嚟幾好㗎聽起上嚟都幾好㗎
[00:02:50.800 --> 00:02:55.200]  但問題係點為之信靠點為之依靠呢
[00:02:55.200 --> 00:02:58.800]  我講一啲好熟齡但係好抽象嘅說話
[00:02:58.800 --> 00:03:04.400]  究竟聖經有冇實質講緊形容緊信靠係咩回事呢
[00:03:04.400 --> 00:03:07.000]  透過二十二十八章到三十三章
[00:03:07.000 --> 00:03:10.600]  就好迫切嘅係提到一個嘅定義
[00:03:10.600 --> 00:03:15.400]  呢個定義亦都係今日我哋要去評估
[00:03:15.400 --> 00:03:18.200]  我哋熟齡生命係咪真係信靠上帝
[00:03:18.200 --> 00:03:19.800]  定係話喺我哋生命裏面
[00:03:19.800 --> 00:03:23.200]  呢啲只不過係一個熟齡嘅虛詞
[00:03:23.200 --> 00:03:25.300]  喺咁嘅時候第一樣嘢
[00:03:25.300 --> 00:03:28.200]  伊塞俠就提出信靠嘅對象
[00:03:28.200 --> 00:03:32.800]  係必需要嗰位穩固嘅基礎嘅上面
[00:03:32.800 --> 00:03:35.200]  當然啦我哋睇伊塞俠書二十八章
[00:03:35.200 --> 00:03:36.600]  十四到二十二節裏面
[00:03:36.600 --> 00:03:38.600]  伊塞俠就提到兩種嘅根基
[00:03:38.600 --> 00:03:40.600]  成為一個強烈嘅對比
[00:03:40.600 --> 00:03:43.600]  一種係同死亡納藥嘅根基
[00:03:43.600 --> 00:03:45.600]  第二個就係神所建立嘅根基
[00:03:45.600 --> 00:03:46.800]  二十八章十六節
[00:03:46.800 --> 00:03:48.400]  所以主耶和華予說
[00:03:48.400 --> 00:03:52.400]  看下我在石安放一塊石頭作根基
[00:03:52.400 --> 00:03:54.000]  是試驗過嘅石頭
[00:03:54.000 --> 00:03:55.400]  是穩固根基
[00:03:55.400 --> 00:03:56.800]  寶貴嘅防割石
[00:03:56.800 --> 00:03:59.400]  信靠人必不著急
[00:03:59.400 --> 00:04:01.400]  當然啦喺近呢幾年
[00:04:01.400 --> 00:04:05.200]  即係差唔多係七至八年嘅期間
[00:04:05.200 --> 00:04:07.400]  香港有好多嘅機構
[00:04:07.400 --> 00:04:11.200]  有好多嘅人引進咗一啲叫猶太拉比
[00:04:11.200 --> 00:04:13.400]  嚟香港係舉人講座
[00:04:13.400 --> 00:04:17.000]  甚至識經嘅查經嘅聚會
[00:04:17.000 --> 00:04:19.000]  參加嘅人係唔少嘅
[00:04:19.000 --> 00:04:22.000]  為數成五至六百人嘅每一個禮拜
[00:04:22.000 --> 00:04:25.000]  但係弟子妹我唔可以攔阻你去參加外面嘅聚會
[00:04:25.000 --> 00:04:26.600]  當然反而相反
[00:04:26.600 --> 00:04:31.400]  我鼓勵你多啲去參與一啲嘅聖經嘅講座
[00:04:31.400 --> 00:04:35.400]  係多聽多學多睇
[00:04:35.400 --> 00:04:40.400]  不過我必須有智慧去分辨我所聽嘅嘢
[00:04:40.400 --> 00:04:42.000]  喺《願經文》你睇吓
[00:04:42.000 --> 00:04:45.200]  如果猶太拉比一個唔信耶穌嘅人
[00:04:45.200 --> 00:04:49.400]  佢嘅解釋同我嘅解釋一定係自然不同
[00:04:49.400 --> 00:04:52.400]  猶太拉比係唔相信
[00:04:52.400 --> 00:04:55.000]  耶穌基督就係嗰位嘅尼塞亞
[00:04:55.000 --> 00:04:56.600]  如果佢相信嘅話
[00:04:56.600 --> 00:04:58.200]  佢就相信耶穌啦
[00:04:58.200 --> 00:04:59.600]  就唔係猶太拉比啦
[00:04:59.600 --> 00:05:01.600]  你聽得清楚我講嗎
[00:05:01.600 --> 00:05:06.200]  而且猶太拉比係冇新約聖經嘅基礎下
[00:05:06.200 --> 00:05:08.000]  去了解舊約
[00:05:08.000 --> 00:05:11.000]  今日我哋必須要從新約嘅啟示
[00:05:11.000 --> 00:05:12.200]  去了解舊約
[00:05:12.200 --> 00:05:13.600]  多過舊約
[00:05:13.600 --> 00:05:15.200]  點樣解釋舊約
[00:05:15.200 --> 00:05:17.400]  第二我哋相信
[00:05:17.400 --> 00:05:20.200]  嗰位尼塞亞就係主耶穌基督
[00:05:20.200 --> 00:05:22.400]  所以我哋嘅解釋喺一段經文裏面
[00:05:22.400 --> 00:05:23.800]  呢一塊石頭
[00:05:23.800 --> 00:05:26.200]  呢一塊可靠嘅石頭
[00:05:26.200 --> 00:05:28.400]  成為咗信仰嘅根基
[00:05:28.400 --> 00:05:29.800]  信靠嘅根基
[00:05:29.800 --> 00:05:32.000]  喺新約裏面一定指向
[00:05:32.000 --> 00:05:34.400]  就係嗰位主耶穌基督
[00:05:34.400 --> 00:05:36.000]  無論俾啲前後書提到
[00:05:36.000 --> 00:05:37.600]  呢個石頭
[00:05:37.600 --> 00:05:39.800]  我哋嘅防國石
[00:05:39.800 --> 00:05:41.600]  係何等重要嘅
[00:05:41.600 --> 00:05:43.400]  係呢位主耶穌基督
[00:05:43.400 --> 00:05:45.000]  所以同你隔離者要講一聲
[00:05:45.000 --> 00:05:49.400]  你要信靠呢位主耶穌基督
[00:05:49.400 --> 00:05:50.200]  普羅話
[00:05:50.200 --> 00:05:52.000]  我唔再納別的根基
[00:05:52.000 --> 00:05:53.800]  除咗耶穌以外
[00:05:53.800 --> 00:05:57.000]  所以今日究竟我哋信靠緊人嘅學說
[00:05:57.000 --> 00:05:58.600]  人嘅解經
[00:05:58.600 --> 00:06:00.400]  定係信靠緊基督
[00:06:00.400 --> 00:06:03.000]  幾時會知呢? 鄧英姐妹
[00:06:03.000 --> 00:06:05.000]  危難嚟嘅時候
[00:06:05.000 --> 00:06:07.200]  我哋再唔可以攞住識經書
[00:06:07.200 --> 00:06:08.400]  去講說話
[00:06:08.400 --> 00:06:10.200]  危難嚟嘅時候
[00:06:10.200 --> 00:06:12.000]  再唔係查經嘅時候
[00:06:12.000 --> 00:06:13.600]  危難嚟嘅時候
[00:06:13.600 --> 00:06:17.800]  正係生命自然反應嘅時候
[00:06:17.800 --> 00:06:19.600]  喺生命自然反應嘅時候
[00:06:19.600 --> 00:06:22.000]  我作出咗咩行動
[00:06:22.000 --> 00:06:24.600]  係證明咗我哋今日係信靠啲咩
[00:06:24.600 --> 00:06:26.200]  所以以下就提出
[00:06:26.200 --> 00:06:28.800]  我哋喺三十章三十一章裏面佢話
[00:06:28.800 --> 00:06:31.200]  信靠唔係結盟
[00:06:31.200 --> 00:06:33.200]  但係人好自然就結盟
[00:06:33.200 --> 00:06:35.200]  我哋會有遇到危難嘅時候
[00:06:35.200 --> 00:06:36.600]  望外側跟個朋友
[00:06:36.600 --> 00:06:38.800]  有邊啲人係我哋靠得住
[00:06:38.800 --> 00:06:42.200]  有邊啲人我哋可以去倚靠佢
[00:06:42.200 --> 00:06:44.200]  所以喺三十章一到二節
[00:06:44.200 --> 00:06:45.400]  聖經話疑何話說
[00:06:45.400 --> 00:06:48.200]  禍災者撥逆的兒女
[00:06:48.200 --> 00:06:51.000]  他們同謀起身下埃及去
[00:06:51.000 --> 00:06:52.400]  三十一章第一節
[00:06:52.400 --> 00:06:55.200]  禍災那些下埃及求幫助嘅
[00:06:55.200 --> 00:06:57.000]  係因為仗賴馬匹
[00:06:57.000 --> 00:06:59.400]  倚靠甚多嘅車輛
[00:06:59.400 --> 00:07:02.400]  並倚靠強壯嘅馬兵
[00:07:02.400 --> 00:07:06.000]  你見到當整個國家面到危難嘅時候
[00:07:06.000 --> 00:07:07.600]  好自然我哋會睇一個
[00:07:07.600 --> 00:07:10.800]  喺軍事實力上面邊個國家可以幫到我哋
[00:07:10.800 --> 00:07:12.800]  當我哋個人遇到危難嘅時候
[00:07:12.800 --> 00:07:15.000]  我哋必然會睇外側跟有邊啲人物
[00:07:15.000 --> 00:07:17.400]  係可以去倚靠嘅
[00:07:17.400 --> 00:07:20.000]  佢有啲咩嘢嘅網絡
[00:07:20.000 --> 00:07:21.600]  有啲咩嘅財力
[00:07:21.600 --> 00:07:23.000]  有啲咩嘅智慧
[00:07:23.000 --> 00:07:24.400]  可以幫到我哋
[00:07:24.400 --> 00:07:26.400]  但係聖經話
