
[00:00:00.000 --> 00:00:06.000]  有個童工每一次崇拜就將隻狗綁喺禮堂出面
[00:00:06.000 --> 00:00:14.000]  久而久之,過咗五年,十年,負責嘅童工都開始轉變,有人事嘅調動
[00:00:14.000 --> 00:00:25.000]  新嘅童工嚟到佢就知道,每一次崇拜嘅時候就要將隻狗仔綁喺禮堂出面
[00:00:25.000 --> 00:00:30.000]  去到一日,啲隻狗仔都老啦,咁佢呢就離開咗世界啦
[00:00:30.000 --> 00:00:35.000]  咁到崇拜嘅時候,個負責嘅童工就發現,哦,冇咗隻狗呀
[00:00:35.000 --> 00:00:40.000]  我唔能夠將隻狗綁喺禮堂出面喎,咁點算呢?佢就好醒嘅
[00:00:40.000 --> 00:00:45.000]  佢呢就去領養一隻狗,將佢綁喺禮堂出面
[00:00:45.000 --> 00:00:50.000]  每一次崇拜,佢就將隻狗綁喺禮堂出面
[00:00:50.000 --> 00:00:55.000]  好明顯,呢個負責嘅童工,佢完全唔知道綁隻狗喺禮堂出面
[00:00:55.000 --> 00:00:59.000]  原先係為咗唔好俾佢騷擾啲弟兄姊妹呀嘛
[00:00:59.000 --> 00:01:03.000]  佢都已經離開咗世界囉,點解仲要領養一隻狗返嚟呢?
[00:01:03.000 --> 00:01:09.000]  我哋聽嘅時候可能覺得,好無稽呀,有咩可能呀,咁無厘頭嘅
[00:01:09.000 --> 00:01:16.000]  不過我哋諗下,會唔會我哋都有啲習慣,冇意義地做咗好多年呢?
[00:01:16.000 --> 00:01:21.000]  我呢度講嘅係一啲冇意義嘅習慣,即係你唔好轉個頭同人講話
[00:01:21.000 --> 00:01:24.000]  傳道人叫我唔好靈修呀,佢話冇意義,唔係咁嘅意思
[00:01:24.000 --> 00:01:29.000]  啲有意義嘅習慣,嗰啲傳統,梗係要去傳承落去啦
[00:01:29.000 --> 00:01:35.000]  呢啲冇意義嘅習慣,我哋去思考,係我哋生活上會唔會需要更新呢?
[00:01:35.000 --> 00:01:40.000]  我又分享一個例子,話說呢,我耐唔耐都會去我外母屋企食飯
[00:01:40.000 --> 00:01:48.000]  即係我老婆個媽咪啦,Anna嘅媽咪啦,咁佢就會大時大節都會煮大餐俾我哋食嘅
[00:01:48.000 --> 00:01:54.000]  咁佢有一個理念,一個價值觀,一個信念,就係佢一定要煮八樣餸嘅
[00:01:54.000 --> 00:01:59.000]  我想問我哋有冇啲家庭都係咁樣㗎,唔知點解佢一定要煮八樣餸嘅
[00:01:59.000 --> 00:02:03.000]  佢覺得八樣餸係一個好好嘅事啦,咁有幾次喎,真係唔係講笑
[00:02:03.000 --> 00:02:10.000]  有幾次呢食嘅時候真係咁啱得七碟餸呀嘛,咁即係臭唔夠餸嘛,咁我又落街買㗎嘛
[00:02:10.000 --> 00:02:15.000]  佢點樣做呢?佢就喺廚房攞多隻碟出嚟,將嗰碟菜夾一半擺喺嗰隻碟度
[00:02:15.000 --> 00:02:23.000]  咁就有八碟餸啦,大家覺得佢都好有智慧喎,但係又諗究竟佢咁樣做係為乜嘢㗎呢?
[00:02:23.000 --> 00:02:31.000]  我哋生活可能都有一啲根深蒂固嘅習慣,我哋唔察覺嘅,唔自覺嘅
[00:02:31.000 --> 00:02:36.000]  但係我哋禱告聖靈去更新我哋,所以我哋開始前一齊有個祈禱
[00:02:36.000 --> 00:02:44.000]  齊住我求你,與我哋同在喺今日崇拜嘅時候,我哋去聽神尼嘅話語
[00:02:44.000 --> 00:02:48.000]  叫我哋好似彼得,被更新,改變
[00:02:48.000 --> 00:02:52.000]  聽我哋強行禱告,奉主耶穌,得聖名字祈求,阿門
[00:02:52.000 --> 00:02:57.000]  今日會講《仕途行轉》入面,戈利留同埋彼得嘅經歷
[00:02:57.000 --> 00:02:59.000]  唔知你記唔記得係一個咩故事啦
[00:02:59.000 --> 00:03:02.000]  咁講之前呢,會講啲背景嘅
[00:03:02.000 --> 00:03:07.000]  《仕途行轉》係路加醫生所寫啦,亦都真係路加福音嘅作者啦
[00:03:07.000 --> 00:03:13.000]  其中有兩個寫作目的呢,我覺得係對我哋睇今日嘅經文好有幫助嘅
[00:03:13.000 --> 00:03:17.000]  咁所以想同大家分享第一個《仕途行轉》嘅寫作目的
[00:03:17.000 --> 00:03:24.000]  係為咗去證明基督徒運動係正統合法,並且唔會危及羅馬嘅和平
[00:03:24.000 --> 00:03:30.000]  正統合法係咩意思呢?係意思即係話,使徒所傳講嘅耶穌
[00:03:30.000 --> 00:03:35.000]  就係舊約二塞亞書摩西五經所指向嗰個彌塞亞囉
[00:03:35.000 --> 00:03:39.000]  其實就係猶太教佢哋等緊嗰個拯救者
[00:03:39.000 --> 00:03:43.000]  係一個正統嘅延續,係猶太教正統嘅延伸
[00:03:43.000 --> 00:03:47.000]  當時嘅門徒被宗教領袖逼巴
[00:03:47.000 --> 00:03:52.000]  因為嗰啲宗教領袖認為呢班基督徒呀,呢班跟隨耶穌嘅人
[00:03:52.000 --> 00:03:57.000]  係非正統嘅,係旁枝嚟嘅,甚至可能係異端嚟嘅
[00:03:57.000 --> 00:04:01.000]  路加就刻意記載咗好多篇《仕途行轉》嘅講道
[00:04:01.000 --> 00:04:06.000]  包括斯提反、彼得、保羅,佢哋講道就係重複強調
[00:04:06.000 --> 00:04:09.000]  耶穌就係嗰個正統嘅彌塞亞
[00:04:09.000 --> 00:04:13.000]  耶穌就係嗰個猶太教佢哋等緊嘅拯救者
[00:04:13.000 --> 00:04:18.000]  除咗佢哋被宗教領袖逼巴之外,佢哋亦都被羅馬政權逼巴喎
[00:04:18.000 --> 00:04:23.000]  點解呢?因為你都想像到嘅,突然之間有三千人信耶穌
[00:04:23.000 --> 00:04:28.000]  有三千人無啦聚集,行常聚會,好齊心咁做一啲事
[00:04:28.000 --> 00:04:33.000]  個政權擔心都好正常嘅,佢唔知道佢哋搞咩事㗎嘛
[00:04:33.000 --> 00:04:37.000]  會唔會係要推返去呢,佢控制唔到啲幾千人
[00:04:37.000 --> 00:04:41.000]  所以呢佢哋就有啲方法去介入佢哋
[00:04:41.000 --> 00:04:47.000]  保羅就用佢嘅羅馬公民身份去嘗試說服啲在位者
[00:04:47.000 --> 00:04:51.000]  所以第一個試圖行轉嘅重點,即係一個寫作目的
[00:04:51.000 --> 00:04:58.000]  就係要去證明基督徒運動係正統合法,唔會危及羅馬和平
[00:04:58.000 --> 00:05:04.000]  面對逼巴係試圖行轉當時嘅大環境,有人咁樣講喎
[00:05:04.000 --> 00:05:09.000]  當私提犯殉道之後呢,教會就得返兩類人
[00:05:09.000 --> 00:05:13.000]  一類係好熱心冒死跟隨主嘅人
[00:05:13.000 --> 00:05:19.000]  另一類人就係冷淡遠離主嘅人,唔會再有中間嗰啲不冷不熱嘅人
[00:05:19.000 --> 00:05:25.000]  點解呢?因為從前嗰啲懶懶閒嘅,得閒返下唔返下嘅
[00:05:25.000 --> 00:05:29.000]  去到當私提犯殉道之後,佢要做一個選擇
[00:05:29.000 --> 00:05:33.000]  佢一係就返教會,代表佢會冒住畀人拉嘅危險
[00:05:33.000 --> 00:05:35.000]  一係佢就唔返教會
[00:05:35.000 --> 00:05:41.000]  所以冇再中間嘅人,只有一係熱心,一係冷淡嘅人
[00:05:41.000 --> 00:05:45.000]  試圖行轉另一個目的,即係寫作目的
[00:05:45.000 --> 00:05:48.000]  就係記載神救贖計劃
[00:05:48.000 --> 00:05:53.000]  呢個都好重要嘅,靠住聖靈嘅能力,試圖將福音傳遍地極
[00:05:53.000 --> 00:05:58.000]  而且係包括嗰啲佢哋曾經視為不潔淨嘅外邦人
[00:05:58.000 --> 00:06:02.000]  呢個亦都係今日講到嘅重點,咁陣間會再講多啲嘅
[00:06:02.000 --> 00:06:06.000]  而今日經文,頭先主席Ester都讀得好詳細
[00:06:06.000 --> 00:06:11.000]  今日經文之前,有兩段相關嘅記載都好重要
[00:06:11.000 --> 00:06:14.000]  我哋今日讀嘅係試圖行轉第十章
[00:06:14.000 --> 00:06:19.000]  但係試圖行轉第八至十章,即係八、九、十三章裏面
[00:06:19.000 --> 00:06:24.000]  分別記載咗三個人信耶穌嘅故事
[00:06:24.000 --> 00:06:28.000]  作者路加連續記載咗三個信主嘅故事
[00:06:28.000 --> 00:06:31.000]  你諗下當時有三千人信耶穌
[00:06:31.000 --> 00:06:34.000]  點解佢淨係記載呢三個呢?
[00:06:34.000 --> 00:06:39.000]  因為有啲原因,就有啲相似嘅地方,有啲意思佢想帶出
[00:06:39.000 --> 00:06:42.000]  所以今日我會首先講下,啲三個人
[00:06:42.000 --> 00:06:47.000]  包括有古實人太監,包括有迫害信徒嘅掃羅
[00:06:47.000 --> 00:06:50.000]  同埋今日經文頭先講嘅哥利留
[00:06:50.000 --> 00:06:54.000]  所以我少少重溫,因為大家都應該熟嘅
[00:06:54.000 --> 00:06:58.000]  第一個掃羅,應該最熟嘅,即係之後嘅保羅
[00:06:58.000 --> 00:07:01.000]  上年Haste傳道都有講過嘅
[00:07:01.000 --> 00:07:05.000]  掃羅係邊位呢?就係嗰個專迫害基督徒嘅壞人
