
[00:00:00.000 --> 00:00:03.800]  讓我們再一起祈禱仰望上帝的帶領
[00:00:03.800 --> 00:00:12.800]  德性死亡又復活的耶穌基督
[00:00:12.800 --> 00:00:14.800]  我們敬拜你
[00:00:14.800 --> 00:00:16.100]  我們尊崇你
[00:00:16.100 --> 00:00:19.900]  我們很樂意以詩歌去衆贊你
[00:00:19.900 --> 00:00:21.700]  我們也樂意
[00:00:21.700 --> 00:00:23.500]  靠着聖靈的帶領
[00:00:23.500 --> 00:00:24.600]  我們順服
[00:00:24.600 --> 00:00:27.800]  聆聽你透過聖經對我們的教導
[00:00:27.800 --> 00:00:29.600]  願真理的聖靈
[00:00:29.700 --> 00:00:31.500]  帶領我們進入真理
[00:00:31.500 --> 00:00:33.800]  讓我們像聖經所說
[00:00:33.800 --> 00:00:35.900]  我們因此得以自由
[00:00:35.900 --> 00:00:37.300]  因爲我們復活
[00:00:37.300 --> 00:00:38.700]  我們被你釋放
[00:00:38.700 --> 00:00:41.300]  願主耶穌你釋放你自己的話
[00:00:41.300 --> 00:00:43.000]  我們同心仰望你
[00:00:43.000 --> 00:00:45.100]  奉耶穌基督聖名祈求
[00:00:45.100 --> 00:00:46.100]  阿們
[00:00:46.100 --> 00:00:51.700]  今天是復活節
[00:00:51.700 --> 00:00:53.800]  我們剛纔由
[00:00:53.800 --> 00:00:55.100]  宣召
[00:00:55.100 --> 00:00:56.600]  由罪惡
[00:00:56.600 --> 00:00:58.100]  去到詩歌
[00:00:58.700 --> 00:01:01.000]  一如過往我們都是會
[00:01:01.000 --> 00:01:02.000]  聚焦在
[00:01:02.000 --> 00:01:03.700]  耶穌基督的復活上面
[00:01:03.700 --> 00:01:04.300]  是不是
[00:01:04.300 --> 00:01:06.300]  復活節
[00:01:06.300 --> 00:01:08.100]  不說耶穌基督復活
[00:01:08.100 --> 00:01:09.500]  一定有問題
[00:01:09.500 --> 00:01:14.900]  不過今天當你剛纔聽主席讀那段經文
[00:01:14.900 --> 00:01:17.100]  你留心一下你發覺
[00:01:17.100 --> 00:01:17.900]  咦
[00:01:17.900 --> 00:01:19.700]  好像沒怎麼說
[00:01:19.700 --> 00:01:21.300]  耶穌基督復活
[00:01:21.300 --> 00:01:25.400]  是第一節開始
[00:01:25.400 --> 00:01:26.700]  提過一下
[00:01:26.700 --> 00:01:27.600]  所以
[00:01:27.900 --> 00:01:29.800]  你們既然與基督
[00:01:29.800 --> 00:01:31.600]  一同復活了
[00:01:31.600 --> 00:01:37.000]  如果再看一看
[00:01:37.000 --> 00:01:39.900]  原本文字的表達其實差不多的
[00:01:39.900 --> 00:01:41.900]  不過你看到用
[00:01:41.900 --> 00:01:42.900]  橙色
[00:01:42.900 --> 00:01:45.900]  去映照了你們
[00:01:45.900 --> 00:01:49.000]  其實原來這個部分哥羅西書
[00:01:49.000 --> 00:01:50.500]  我們剛纔讀的經文
[00:01:50.500 --> 00:01:52.200]  今天所選的
[00:01:52.200 --> 00:01:55.500]  似乎重點不是說基督復活
[00:01:55.500 --> 00:01:57.500]  他是說
[00:01:57.900 --> 00:01:58.600]  如果
[00:01:58.600 --> 00:01:59.500]  若然
[00:01:59.500 --> 00:02:00.400]  你們
[00:02:00.400 --> 00:02:02.600]  哥羅西的信徒
[00:02:02.600 --> 00:02:04.200]  我們今天的基督徒
[00:02:04.200 --> 00:02:06.400]  如果你們如果我們
[00:02:06.400 --> 00:02:07.600]  是同基督
[00:02:07.600 --> 00:02:09.600]  一同復活了的話
[00:02:09.600 --> 00:02:11.900]  那就是說
[00:02:11.900 --> 00:02:13.600]  今天我們要領受的信息
[00:02:13.600 --> 00:02:16.300]  不單單是耶穌基督復活那麼簡單
[00:02:16.300 --> 00:02:19.000]  而是耶穌基督復活這個事實
[00:02:19.000 --> 00:02:20.000]  這個生命
[00:02:20.000 --> 00:02:21.900]  和我們有些什麼關係
[00:02:21.900 --> 00:02:25.000]  或者說我們怎麼活出這個復活的生命
[00:02:27.900 --> 00:02:30.300]  你們有沒有和耶穌基督一同復活
[00:02:30.300 --> 00:02:34.800]  有沒有
[00:02:34.800 --> 00:02:37.700]  有人入頭
[00:02:37.700 --> 00:02:41.200]  有人不敢入頭因爲通常敢問肯定是有些東西的
[00:02:41.200 --> 00:02:49.500]  在哥羅西書上文裏面有一句
[00:02:49.500 --> 00:02:51.100]  很類近的表達
[00:02:51.100 --> 00:02:54.600]  既然你們與基督一同死了
[00:02:54.600 --> 00:02:56.700]  那我問你了
[00:02:57.000 --> 00:02:58.800]  你和基督是否一同死了
[00:02:58.800 --> 00:03:03.000]  我聽到肯定的聲音說是
[00:03:03.000 --> 00:03:05.600]  但是今天大家剛剛坐在這裏
[00:03:05.600 --> 00:03:07.600]  你明白嗎
[00:03:07.600 --> 00:03:08.800]  我們說的死了
[00:03:08.800 --> 00:03:10.100]  甚至我們說的復活了
[00:03:10.100 --> 00:03:13.200]  我們說的生命不是純粹我們肉體的生命
[00:03:13.200 --> 00:03:15.700]  我們的死是說我們那個
[00:03:15.700 --> 00:03:17.700]  我不應該說屬靈的生命
[00:03:17.700 --> 00:03:19.600]  屬靈的生命沒有死是活了的
[00:03:19.600 --> 00:03:21.300]  我們那個舊友是吧
[00:03:21.300 --> 00:03:22.400]  老一輩的
[00:03:22.400 --> 00:03:25.000]  牧者會說老阿當的生命是吧
[00:03:25.100 --> 00:03:27.500]  我們遺傳阿當最壞都是他
[00:03:27.500 --> 00:03:30.000]  搞得我們今天要死在罪惡過犯當中
[00:03:30.000 --> 00:03:32.900]  幸好死在罪惡過犯當中
[00:03:32.900 --> 00:03:35.000]  因爲我們這個生命死了
[00:03:35.000 --> 00:03:37.300]  纔有一個從天而來的生命
[00:03:37.300 --> 00:03:39.400]  復活的生命和我們一起
[00:03:39.400 --> 00:03:40.300]  是吧
[00:03:40.300 --> 00:03:43.800]  所以如果我們從這個我們肯定的
[00:03:43.800 --> 00:03:47.100]  其實我們是否和耶穌基督一同復活呢
[00:03:47.100 --> 00:03:49.500]  答案是yes and no
[00:03:49.500 --> 00:03:52.800]  yes 大家開始明白了
[00:03:52.800 --> 00:03:55.000]  我們肯定是和耶穌基督一同復活
[00:03:55.000 --> 00:03:57.500]  不過這件事不是將來發生的嗎
[00:03:57.500 --> 00:04:03.000]  但我們現在這個生命
[00:04:03.000 --> 00:04:04.800]  有沒有和耶穌基督復活
[00:04:04.800 --> 00:04:06.000]  又是沒有
[00:04:06.000 --> 00:04:08.900]  因爲真是將來當耶穌再來的時候
[00:04:08.900 --> 00:04:11.400]  保羅都是他說的是吧
[00:04:11.400 --> 00:04:13.100]  哥林當詞宣第十五章說
[00:04:13.100 --> 00:04:15.100]  我們有個復活的形體
[00:04:15.100 --> 00:04:16.300]  更新的形體
[00:04:16.300 --> 00:04:17.800]  我們有個復活的生命
[00:04:17.800 --> 00:04:19.400]  那所以我們明白了
[00:04:19.400 --> 00:04:20.900]  保羅死的事是這麼深奧的
[00:04:20.900 --> 00:04:21.900]  有幾層的
[00:04:22.400 --> 00:04:23.200]  當我們說
[00:04:23.200 --> 00:04:24.700]  或者當他這麼說
