
[00:00:00.000 --> 00:00:05.000]  今天是什麼日子啊?
[00:00:05.000 --> 00:00:08.000]  PALM SUNDAY 中宿主日
[00:00:08.000 --> 00:00:11.000]  中宿主日到底是有什麼意義?
[00:00:11.000 --> 00:00:14.000]  它真實的意義是什麼呢?
[00:00:14.000 --> 00:00:16.000]  今天我跟各位來分享
[00:00:16.000 --> 00:00:18.000]  因爲您知道
[00:00:18.000 --> 00:00:21.000]  我們下個禮拜天就是復活節
[00:00:21.000 --> 00:00:23.000]  復活主日
[00:00:23.000 --> 00:00:26.000]  按照一直來的傳統
[00:00:26.000 --> 00:00:28.000]  甚至於我們過去幾年
[00:00:28.000 --> 00:00:30.000]  我們就這麼做
[00:00:30.000 --> 00:00:34.000]  就是從復活主日往前算四十天
[00:00:34.000 --> 00:00:36.000]  不包括禮拜天
[00:00:36.000 --> 00:00:38.000]  那叫做四旬節
[00:00:38.000 --> 00:00:40.000]  The Lent
[00:00:40.000 --> 00:00:43.000]  那麼我們一般都會禁食禱告
[00:00:43.000 --> 00:00:45.000]  連鎖禁食禱告
[00:00:45.000 --> 00:00:48.000]  這個The Lent就是叫做四旬節
[00:00:48.000 --> 00:00:50.000]  或者大災節
[00:00:50.000 --> 00:00:54.000]  是天主教做的最多
[00:00:54.000 --> 00:00:56.000]  基督教也常常做
[00:00:56.000 --> 00:00:59.000]  今天這個機會我們刻骨以心
[00:00:59.000 --> 00:01:01.000]  我們專心在神的面前
[00:01:01.000 --> 00:01:03.000]  禁食禱告
[00:01:03.000 --> 00:01:06.000]  在等候耶穌的復活
[00:01:06.000 --> 00:01:08.000]  是的
[00:01:08.000 --> 00:01:09.000]  最後一個禮拜
[00:01:09.000 --> 00:01:11.000]  就是從今天開始一路來
[00:01:11.000 --> 00:01:13.000]  最後一個禮拜
[00:01:13.000 --> 00:01:16.000]  就是叫做受難周
[00:01:16.000 --> 00:01:19.000]  禮拜五叫做受難日
[00:01:19.000 --> 00:01:21.000]  英文叫做Good Friday
[00:01:21.000 --> 00:01:22.000]  好禮拜五
[00:01:22.000 --> 00:01:24.000]  我不知道有什麼好的
[00:01:24.000 --> 00:01:27.000]  是受難的禮拜五叫做Good Friday
[00:01:27.000 --> 00:01:29.000]  這一個禮拜
[00:01:29.000 --> 00:01:33.000]  是充滿了戲劇性的一個禮拜
[00:01:33.000 --> 00:01:34.000]  怎麼說
[00:01:34.000 --> 00:01:37.000]  尤其在主後三十三年的時候
[00:01:37.000 --> 00:01:41.000]  主耶穌就是在最後一個禮拜
[00:01:41.000 --> 00:01:43.000]  他進入了聖城
[00:01:43.000 --> 00:01:47.000]  他是在中宿主日Psalm Sunday的時候
[00:01:47.000 --> 00:01:48.000]  聖經說
[00:01:48.000 --> 00:01:51.000]  騎着驪駒進入聖城
[00:01:51.000 --> 00:01:52.000]  進入聖城的時候
[00:01:52.000 --> 00:01:55.000]  老百姓夾道歡呼
[00:01:55.000 --> 00:01:57.000]  口唱和善納
[00:01:57.000 --> 00:01:59.000]  手拿中樹枝
[00:01:59.000 --> 00:02:01.000]  歡迎耶穌基督
[00:02:01.000 --> 00:02:04.000]  大聲的宣揚
[00:02:04.000 --> 00:02:06.000]  接着禮拜一
[00:02:06.000 --> 00:02:09.000]  耶穌就潔淨聖殿
[00:02:09.000 --> 00:02:10.000]  接着禮拜二
[00:02:10.000 --> 00:02:13.000]  耶穌就登山保訓教訓人
[00:02:13.000 --> 00:02:15.000]  接着禮拜三
[00:02:15.000 --> 00:02:17.000]  聖經沒有講他幹什麼
[00:02:17.000 --> 00:02:19.000]  但是我們相信
[00:02:19.000 --> 00:02:21.000]  他去禱告
[00:02:21.000 --> 00:02:24.000]  因爲耶穌是一個禱告的人
[00:02:24.000 --> 00:02:26.000]  我們也要這樣子看
[00:02:26.000 --> 00:02:29.000]  我們不要每天忙着做這個做那個
[00:02:29.000 --> 00:02:31.000]  但是沒有了禱告
[00:02:31.000 --> 00:02:34.000]  耶穌在這一個禮拜再忙
[00:02:34.000 --> 00:02:35.000]  他要有一天
[00:02:35.000 --> 00:02:37.000]  他要分別爲聖
[00:02:37.000 --> 00:02:39.000]  出來禱告
[00:02:39.000 --> 00:02:40.000]  是的
[00:02:40.000 --> 00:02:42.000]  禮拜四的時候
[00:02:42.000 --> 00:02:45.000]  就是一月節 Passover
[00:02:45.000 --> 00:02:50.000]  這個一月節就是當初出埃及的時候
[00:02:50.000 --> 00:02:52.000]  聽小魚猶太人說
[00:02:52.000 --> 00:02:54.000]  你們要整裝待發
[00:02:54.000 --> 00:02:56.000]  準備要離開埃及
[00:02:56.000 --> 00:02:58.000]  下曠野
[00:02:58.000 --> 00:03:00.000]  最終到迦南美地
[00:03:00.000 --> 00:03:02.000]  牛奶隱祕之地
[00:03:02.000 --> 00:03:05.000]  但是會有滅命天使
[00:03:05.000 --> 00:03:08.000]  要來殺投身的長子
[00:03:08.000 --> 00:03:12.000]  所以你們要在門內上塗上羊血
[00:03:12.000 --> 00:03:15.000]  滅命天使就會越過去
[00:03:15.000 --> 00:03:17.000]  就會Passover
[00:03:17.000 --> 00:03:20.000]  所以因此而稱作一月節
[00:03:20.000 --> 00:03:23.000]  禮拜五就是壽難節
[00:03:23.000 --> 00:03:25.000]  拜六是安息日
[00:03:25.000 --> 00:03:27.000]  耶穌安息在墓穴裏面
[00:03:27.000 --> 00:03:30.000]  禮拜天就復活了
[00:03:30.000 --> 00:03:31.000]  是的
[00:03:31.000 --> 00:03:33.000]  我們是這麼看
[00:03:33.000 --> 00:03:35.000]  但是您知道嗎
[00:03:35.000 --> 00:03:39.000]  在祖前祖後甚至於上百年
[00:03:39.000 --> 00:03:42.000]  沒有復活節這個名字
[00:03:42.000 --> 00:03:44.000]  也沒有壽難日這個名字
[00:03:44.000 --> 00:03:46.000]  而是不同的名字
[00:03:46.000 --> 00:03:48.000]  禮拜四叫做Past Sunday
[00:03:48.000 --> 00:03:49.000]  禮拜天
[00:03:49.000 --> 00:03:51.000]  然後禮拜四Passover
[00:03:51.000 --> 00:03:52.000]  一月節
[00:03:52.000 --> 00:03:54.000]  然後禮拜五叫做除孝節
[00:03:54.000 --> 00:03:56.000]  禮拜六叫做Sabbath Day
[00:03:56.000 --> 00:03:57.000]  安息日
[00:03:57.000 --> 00:04:01.000]  禮拜天叫做出首節
[00:04:01.000 --> 00:04:03.000]  就是正好主後三十三年
[00:04:03.000 --> 00:04:07.000]  幾個節日統統集中在那個禮拜
[00:04:07.000 --> 00:04:10.000]  哇 神的安排是多麼的偉大
[00:04:10.000 --> 00:04:12.000]  多麼的奇妙
[00:04:12.000 --> 00:04:13.000]  讓這一個周
[00:04:13.000 --> 00:04:15.000]  讓這一個禮拜
[00:04:15.000 --> 00:04:17.000]  在世界上最後一個禮拜
[00:04:17.000 --> 00:04:22.000]  完完全全的成就了神的工作
[00:04:22.000 --> 00:04:26.000]  我要把幾件事情統統連在一起
[00:04:26.000 --> 00:04:28.000]  這個禮拜天Past Sunday
[00:04:28.000 --> 00:04:29.000]  中式主日
[00:04:29.000 --> 00:04:31.000]  下個禮拜天復活節
[00:04:31.000 --> 00:04:32.000]  順便做個廣告
[00:04:32.000 --> 00:04:33.000]  禮拜六
[00:04:33.000 --> 00:04:36.000]  我們在緒中他們的公寓
[00:04:36.000 --> 00:04:37.000]  我們會有壽喜典禮
[00:04:37.000 --> 00:04:39.000]  兩點到六點
[00:04:39.000 --> 00:04:42.000]  順便我們會慶祝復活節
[00:04:42.000 --> 00:04:45.000]  我們會有茶水點心招待
[00:04:45.000 --> 00:04:48.000]  或者一些交通的時間等等
[00:04:48.000 --> 00:04:50.000]  但是我們看到的是
[00:04:50.000 --> 00:04:52.000]  這個幾樣事情
[00:04:52.000 --> 00:04:54.000]  統統要連在一起
[00:04:54.000 --> 00:04:57.000]  這纔是神的奇妙偉大
[00:04:57.000 --> 00:05:01.000]  先讓我們說神與人的約
[00:05:01.000 --> 00:05:04.000]  如果我們看創世紀第十五章的時候
[00:05:04.000 --> 00:05:08.000]  他講到說亞伯蘭信耶和華
[00:05:08.000 --> 00:05:12.000]  耶和華就以此爲他的義
[00:05:12.000 --> 00:05:14.000]  這是聖經第一次講到
[00:05:14.000 --> 00:05:16.000]  因性稱義
[00:05:16.000 --> 00:05:17.000]  因性稱義
[00:05:17.000 --> 00:05:20.000]  我們在座很多弟兄姐妹
[00:05:20.000 --> 00:05:22.000]  都是因性稱的義的
[00:05:22.000 --> 00:05:24.000]  因性稱義不是表示說
[00:05:24.000 --> 00:05:26.000]  你就是義人了
[00:05:26.000 --> 00:05:28.000]  因爲因性稱義就是
[00:05:28.000 --> 00:05:30.000]  算你爲有義
[00:05:30.000 --> 00:05:32.000]  你知道嗎
[00:05:32.000 --> 00:05:34.000]  其實我們裏面
[00:05:34.000 --> 00:05:35.000]  壽喜前一天
[00:05:35.000 --> 00:05:36.000]  壽喜後一天
[00:05:36.000 --> 00:05:38.000]  沒有多大差別
[00:05:38.000 --> 00:05:40.000]  會偷的還是會偷
[00:05:40.000 --> 00:05:42.000]  會罵人的還是會罵人
[00:05:42.000 --> 00:05:44.000]  貪喫的還是貪喫
[00:05:44.000 --> 00:05:48.000]  但是我們神算我們有義
[00:05:48.000 --> 00:05:51.000]  我們就成爲神的兒女
[00:05:51.000 --> 00:05:53.000]  哈利路亞誕美神
[00:05:53.000 --> 00:05:56.000]  耶和華又對亞伯蘭說
[00:05:56.000 --> 00:05:59.000]  我領你出了迦勒底的吾爾
[00:05:59.000 --> 00:06:01.000]  將這地賜你爲因
[00:06:01.000 --> 00:06:04.000]  現在亞伯蘭說
[00:06:04.000 --> 00:06:06.000]  我怎麼知道你會給我
[00:06:06.000 --> 00:06:07.000]  那神說那好
[00:06:07.000 --> 00:06:08.000]  你獻祭給我
[00:06:08.000 --> 00:06:10.000]  然後我們來立約
[00:06:10.000 --> 00:06:14.000]  所以取了三年的牛
[00:06:14.000 --> 00:06:16.000]  三年的綿羊
[00:06:16.000 --> 00:06:17.000]  三年的公山羊
[00:06:17.000 --> 00:06:19.000]  還有班鳩鴿子
[00:06:19.000 --> 00:06:22.000]  亞伯蘭就預備獻祭
[00:06:22.000 --> 00:06:24.000]  就殺了牲畜
[00:06:24.000 --> 00:06:25.000]  就流了血
[00:06:25.000 --> 00:06:27.000]  切爲兩半
[00:06:27.000 --> 00:06:29.000]  然後左右擺
[00:06:29.000 --> 00:06:31.000]  好像祭壇
[00:06:31.000 --> 00:06:33.000]  這樣子擺在那邊
[00:06:33.000 --> 00:06:35.000]  天大黑壓下來
[00:06:35.000 --> 00:06:37.000]  亞伯蘭沉沉地睡去
[00:06:37.000 --> 00:06:39.000]  忽然間
[00:06:39.000 --> 00:06:41.000]  有這個英文是講
[00:06:41.000 --> 00:06:44.000]  smoking fire pot
[00:06:44.000 --> 00:06:47.000]  就是發煙的爐
[00:06:47.000 --> 00:06:52.000]  還有火把照亮
