
[00:00:00.000 --> 00:00:04.720]  我們每天都生活在充滿壓力的世界裏面
[00:00:04.720 --> 00:00:07.560]  就好像在氣壓鍋裏面生活一樣
[00:00:07.560 --> 00:00:11.820]  工作的有老闆和經濟的壓力
[00:00:11.820 --> 00:00:14.560]  做生意的有關稅的壓力
[00:00:14.560 --> 00:00:17.400]  已經結婚的有夫妻關係的壓力
[00:00:17.400 --> 00:00:22.000]  還沒有結婚的單身的丁紅姐妹有從父母親來的壓力
[00:00:22.000 --> 00:00:25.160]  那請問你是如何能夠消除你的壓力
[00:00:25.160 --> 00:00:26.960]  減輕你的壓力呢
[00:00:26.960 --> 00:00:29.320]  我建議你每天早上起來的時候
[00:00:29.320 --> 00:00:31.280]  對鏡子笑一笑
[00:00:31.280 --> 00:00:33.440]  然後說喜樂的心乃是良藥
[00:00:33.440 --> 00:00:35.560]  憂傷的靈使骨枯乾
[00:00:35.560 --> 00:00:37.960]  阿妹
[00:00:37.960 --> 00:00:40.080]  其實我有個瀟灑的發現
[00:00:40.080 --> 00:00:43.080]  當你笑的時候是你最漂亮的時候
[00:00:43.080 --> 00:00:45.640]  笑笑吧
[00:00:45.640 --> 00:00:48.680]  當你笑的時候真的是你最美的時候
[00:00:48.680 --> 00:00:50.880]  這是爲什麼每一次在主日講道的時候
[00:00:50.880 --> 00:00:53.680]  我都會精心爲你預備一個笑話
[00:00:53.680 --> 00:00:55.280]  讓你能夠放輕鬆
[00:00:55.280 --> 00:00:57.160]  讓你能夠笑一笑
[00:00:57.160 --> 00:00:59.280]  今天也不例外
[00:00:59.280 --> 00:01:04.200]  有一天老張和他太太爲了芝麻綠豆的小事大吵一架
[00:01:04.200 --> 00:01:07.520]  然後太太就想起過去種種的委屈
[00:01:07.520 --> 00:01:10.680]  不由自主的哭了起來說
[00:01:10.680 --> 00:01:12.680]  有誰可憐我啊
[00:01:12.680 --> 00:01:16.800]  我就好像一朵鮮花插在牛糞上
[00:01:16.800 --> 00:01:19.080]  老張聽了以後不但沒有生氣
[00:01:19.080 --> 00:01:21.200]  而且還理直氣壯地說
[00:01:21.200 --> 00:01:24.360]  你要謝謝我這堆牛糞啊
[00:01:24.360 --> 00:01:25.960]  因爲營養這麼豐富
[00:01:25.960 --> 00:01:30.680]  你這種鮮花才長得那麼年輕漂亮
[00:01:30.680 --> 00:01:32.600]  太太因此破地而笑
[00:01:32.600 --> 00:01:35.480]  一場糾紛就因此得化解了
[00:01:35.480 --> 00:01:36.240]  阿們
[00:01:36.240 --> 00:01:38.480]  在各位旁邊說你是鮮花我是牛糞
[00:01:38.480 --> 00:01:41.040]  不是
[00:01:41.040 --> 00:01:45.480]  各位旁邊的人說喜樂的心乃是良藥
[00:01:45.480 --> 00:01:48.480]  喜樂的心乃是良藥
[00:01:48.480 --> 00:01:50.560]  這是爲什麼今天早上跟他分享
[00:01:50.560 --> 00:01:54.880]  跟從耶穌可以不流淚
[00:01:54.880 --> 00:01:58.600]  我們跟從耶穌是可以喜樂的來跟隨他
[00:01:58.600 --> 00:02:01.640]  因爲主耶穌其實要我們喜樂的跟隨他
[00:02:01.640 --> 00:02:03.320]  當然每一次呼召門徒的時候
[00:02:03.320 --> 00:02:06.560]  都告訴門徒說你們來跟從我
[00:02:06.560 --> 00:02:08.360]  不是要我們苦哈哈地跟從他
[00:02:08.360 --> 00:02:10.200]  乃是要我們喜樂的跟從他
[00:02:10.200 --> 00:02:11.200]  怎麼知道呢
[00:02:11.200 --> 00:02:13.560]  從耶穌基督自己的應許就告訴我們
[00:02:13.560 --> 00:02:16.480]  我們一起來看約翰福音第十五章第十一節
[00:02:16.480 --> 00:02:17.880]  約翰福音第十五章第十一節
[00:02:17.880 --> 00:02:18.880]  耶穌說什麼呢
[00:02:18.880 --> 00:02:21.480]  這些事我已經對你們說了
[00:02:21.480 --> 00:02:26.400]  是要叫我的喜樂存在你們心裏
[00:02:26.400 --> 00:02:30.320]  並叫你們的喜樂可以滿足
[00:02:30.320 --> 00:02:31.840]  非常重要的兩個詞句
[00:02:31.840 --> 00:02:36.000]  一個是我的喜樂存在你們心裏
[00:02:36.000 --> 00:02:41.360]  然後呢叫你們的喜樂可以滿足
[00:02:41.360 --> 00:02:44.200]  其實從約翰福音第十四章十五章十六章
[00:02:44.200 --> 00:02:48.200]  是耶穌基督臨別門徒的一段非常重要的對話
[00:02:48.200 --> 00:02:49.600]  那時候他已經告訴我們
[00:02:49.600 --> 00:02:52.040]  他將會被出賣然後審判受難
[00:02:52.040 --> 00:02:53.920]  並且釘死在十字架上
[00:02:53.920 --> 00:02:55.760]  第三天從世裏復活
[00:02:55.760 --> 00:02:59.320]  你可以想象這些跟隨耶穌三年半的門徒
[00:02:59.320 --> 00:03:01.280]  肯定面帶愁容
[00:03:01.280 --> 00:03:03.440]  不知該如何是好
[00:03:03.440 --> 00:03:06.480]  所以耶穌說我把這些事情告訴你們
[00:03:06.480 --> 00:03:07.760]  不需要你們憂愁
[00:03:07.760 --> 00:03:09.200]  因爲我的喜樂怎麼樣
[00:03:09.200 --> 00:03:12.640]  已經存在你們心裏了
[00:03:12.640 --> 00:03:17.200]  並且要叫你們的喜樂可以滿足
[00:03:17.200 --> 00:03:20.400]  非常重要的耶穌說我的喜樂存在你們心裏
[00:03:20.400 --> 00:03:22.880]  然後你們的喜樂怎麼可以滿足呢
[00:03:22.880 --> 00:03:24.720]  當我第三天從世裏復活以後
[00:03:24.720 --> 00:03:27.840]  你們的喜樂就可以滿足了
[00:03:27.840 --> 00:03:31.800]  換句話說耶穌基督真是要我們喜樂的來跟從祂
[00:03:31.800 --> 00:03:34.160]  所以跟從耶穌是可以不流淚的
[00:03:34.160 --> 00:03:37.200]  接着在約翰福音第十六章第二十節
[00:03:37.200 --> 00:03:39.120]  耶穌怎麼來解釋這段話呢
[00:03:39.120 --> 00:03:41.200]  他說我實實在在的告訴你們
[00:03:41.200 --> 00:03:43.680]  每次你看到實實在在就放下所有的一切
[00:03:43.680 --> 00:03:45.120]  關掉手機速決了
[00:03:45.120 --> 00:03:47.440]  然後就放下所有的一切關掉手機
[00:03:47.440 --> 00:03:48.720]  豎起耳朵來聽
[00:03:48.720 --> 00:03:51.040]  他說你們將要痛哭哀號
[00:03:51.040 --> 00:03:51.840]  爲什麼呢
[00:03:51.840 --> 00:03:53.920]  因爲耶穌將會被出賣被釘死
[00:03:53.920 --> 00:03:54.960]  當然也愛哭
[00:03:54.960 --> 00:03:56.720]  他有痛哭跟哀號
[00:03:56.720 --> 00:03:57.680]  喫人但要喜樂
[00:03:57.680 --> 00:03:59.200]  因爲他們也做了一些好事
[00:03:59.200 --> 00:04:00.880]  你們將要憂愁
[00:04:00.880 --> 00:04:03.120]  爲什麼因爲他們釘死了
[00:04:03.120 --> 00:04:05.440]  然而你們的憂愁要怎麼樣
[00:04:05.440 --> 00:04:08.080]  要變爲喜樂
[00:04:08.080 --> 00:04:09.760]  你們的憂愁要變爲喜樂
[00:04:09.760 --> 00:04:10.960]  爲什麼憂愁變爲喜樂呢
[00:04:10.960 --> 00:04:12.800]  因爲耶穌基督第三天怎麼樣
[00:04:12.800 --> 00:04:14.720]  從世裏復活了
[00:04:14.720 --> 00:04:17.280]  因此我的喜樂存在你們心裏
[00:04:17.280 --> 00:04:19.600]  叫你們的喜樂可以怎麼樣
[00:04:19.600 --> 00:04:21.120]  滿足啊
[00:04:21.120 --> 00:04:23.680]  當我第三天從世裏復活又戰勝
[00:04:23.680 --> 00:04:26.000]  黑暗死亡魔鬼一切的全並
[00:04:26.000 --> 00:04:28.800]  你們的喜樂就可以滿足了
[00:04:28.800 --> 00:04:33.680]  你們的憂愁要變爲喜樂
[00:04:33.680 --> 00:04:35.200]  親愛的英雄姐妹
[00:04:35.200 --> 00:04:36.000]  你知道嗎
[00:04:36.000 --> 00:04:39.760]  主的心意是要你我喜樂的過生活
[00:04:39.760 --> 00:04:40.960]  不是憂愁的過日子
[00:04:40.960 --> 00:04:42.080]  一起講一遍來
[00:04:42.080 --> 00:04:44.160]  主要你喜樂的生活
[00:04:44.160 --> 00:04:47.440]  不是憂愁的過日子
[00:04:47.440 --> 00:04:48.880]  我常常覺得基督徒
[00:04:48.880 --> 00:04:50.640]  應該是世上最快樂的人
[00:04:50.640 --> 00:04:52.080]  最喜樂的人
[00:04:52.080 --> 00:04:53.360]  因爲你所敬拜的時候
[00:04:53.360 --> 00:04:55.440]  師父的主乃是幼真幼活
[00:04:55.440 --> 00:04:57.680]  永遠活在你心中的救主
[00:04:57.680 --> 00:04:59.200]  因此我們知道主的心意
[00:04:59.200 --> 00:05:00.960]  是要你喜樂的生活
[00:05:00.960 --> 00:05:04.560]  不是要你憂愁的過日子
[00:05:04.560 --> 00:05:06.080]  接下來在約翰福音第十六章
[00:05:06.080 --> 00:05:07.600]  二十二節到二十四節
[00:05:07.600 --> 00:05:09.680]  耶穌進一步來跟我們解釋說
[00:05:09.680 --> 00:05:11.920]  祂說你們現在也是憂愁
[00:05:11.920 --> 00:05:14.240]  當然耶穌要死了
[00:05:14.240 --> 00:05:16.880]  但我要再見你們
[00:05:16.880 --> 00:05:18.160]  就復活再見你們
[00:05:18.160 --> 00:05:19.200]  你們心怎麼樣
[00:05:19.200 --> 00:05:20.480]  就喜樂了
[00:05:20.480 --> 00:05:21.760]  很寶貴的是什麼
[00:05:21.760 --> 00:05:28.720]  這喜樂也沒有人能奪去
[00:05:28.720 --> 00:05:30.400]  當我在見你們的時候
[00:05:30.400 --> 00:05:31.680]  你們就喜樂了
[00:05:31.680 --> 00:05:32.080]  爲什麼
[00:05:32.080 --> 00:05:32.960]  因爲復活的時候
[00:05:32.960 --> 00:05:34.480]  就住在你們心中
[00:05:34.480 --> 00:05:35.840]  而且這種喜樂
[00:05:35.840 --> 00:05:38.960]  是沒有任何人能夠奪去的
[00:05:38.960 --> 00:05:40.160]  到那日
[00:05:40.160 --> 00:05:42.160]  就是耶穌進入復活的那一日
[00:05:42.160 --> 00:05:44.000]  你們什麼都不必問我了
[00:05:44.000 --> 00:05:45.760]  一切都一清二楚了
[00:05:45.760 --> 00:05:47.680]  我實實在在的告訴你們
[00:05:47.680 --> 00:05:48.880]  你們如果想復求什麼
[00:05:48.880 --> 00:05:51.040]  他會因我的名賜給你們
[00:05:51.040 --> 00:05:53.360]  非常寶貴的二十四節
[00:05:53.360 --> 00:05:55.200]  我們爲什麼奉耶穌的名禱告
[00:05:55.200 --> 00:05:57.360]  向來你們沒有奉我的名求什麼
[00:05:57.360 --> 00:06:01.840]  但如今你們求就必得着叫什麼
[00:06:01.840 --> 00:06:05.280]  你們的喜樂可以滿足
[00:06:05.280 --> 00:06:06.880]  你們的喜樂可以完全
[00:06:06.880 --> 00:06:08.320]  英文說complete
[00:06:08.320 --> 00:06:09.600]  沒有joy be complete
[00:06:09.600 --> 00:06:12.400]  讓你的喜樂可以滿足
[00:06:12.400 --> 00:06:13.680]  換句話說
[00:06:13.680 --> 00:06:15.760]  耶穌從死裏復活以後
[00:06:15.760 --> 00:06:19.120]  得勝的權柄都已經施在祂的身上
[00:06:19.120 --> 00:06:21.120]  所以祂說你們奉我的名
[00:06:21.120 --> 00:06:23.680]  無論求什麼就必得着
[00:06:23.680 --> 00:06:24.960]  叫你們的喜樂可以滿足
[00:06:24.960 --> 00:06:26.880]  換句話說我們可以透過禱告
[00:06:26.880 --> 00:06:28.800]  這是取神給我們的喜樂
[00:06:28.800 --> 00:06:29.760]  透過禱告
[00:06:29.760 --> 00:06:30.960]  神所成就的一切
[00:06:30.960 --> 00:06:32.480]  我們能夠喜樂起來
[00:06:32.480 --> 00:06:36.320]  而且這個喜樂是世人所不能夠奪去的
[00:06:36.320 --> 00:06:38.560]  其實我們的神在我們人的時候
[00:06:38.560 --> 00:06:40.720]  是有三個部分
[00:06:40.720 --> 00:06:42.560]  靈、魂、體
[00:06:42.560 --> 00:06:46.480]  我們的體是指我們的肉體的享樂跟享福
[00:06:46.480 --> 00:06:48.960]  我們的魂是講到我們的情感
[00:06:48.960 --> 00:06:51.440]  我們的意志講到我們的快樂
[00:06:51.440 --> 00:06:53.520]  因爲環境所帶來這些感受
[00:06:53.520 --> 00:06:58.000]  我們的靈乃是與這位創造我們祖的靈相交
[00:06:58.000 --> 00:06:59.120]  連結在一起的時候
[00:06:59.120 --> 00:07:01.840]  這個靈我們才活過來成爲有靈的活人
[00:07:01.840 --> 00:07:05.680]  我們的靈纔會在祖裏面有喜樂
[00:07:05.680 --> 00:07:09.440]  因此我們知道說喜樂和快樂是不一樣的
[00:07:09.440 --> 00:07:13.680]  快樂可是是因爲外在的環境所帶給你的
[00:07:13.680 --> 00:07:15.680]  而且這個環境是會改變
