
[00:00:00.000 --> 00:00:04.420]  今天很高興可以跟大家一起繼續《茶考神》的華語
[00:00:04.420 --> 00:00:08.760]  今天的題目叫做《恩典沉重》
[00:00:08.760 --> 00:00:11.820]  後來看到圈子裡面有一首歌大家都很熟悉的
[00:00:11.820 --> 00:00:13.800]  就是《恩典太美麗》
[00:00:13.800 --> 00:00:20.440]  我試過有一次有機會跟校園樂作曲者
[00:00:20.440 --> 00:00:22.340]  他叫Bobo
[00:00:22.340 --> 00:00:24.240]  一起來侍奉
[00:00:24.240 --> 00:00:26.540]  我跟他說這首歌真的很好聽
[00:00:26.540 --> 00:00:28.740]  不過有些錯誤
[00:00:28.740 --> 00:00:30.480]  有什麼錯誤?
[00:00:30.480 --> 00:00:33.120]  我說《恩典》不僅僅是《太美麗》
[00:00:33.120 --> 00:00:37.080]  其實《恩典》是很沉重的
[00:00:37.080 --> 00:00:38.840]  你越多《恩典》
[00:00:38.840 --> 00:00:43.380]  你就要面對更沉重的壓力
[00:00:43.380 --> 00:00:44.380]  為什麼呢?
[00:00:44.380 --> 00:00:48.420]  我們今天會看《瑪達福音》二十五章十四到三十節
[00:00:48.420 --> 00:00:50.200]  如果我們很熟悉聖經的話
[00:00:50.200 --> 00:00:52.040]  就知道《瑪達福音》二十四章
[00:00:52.040 --> 00:00:57.280]  就是耶穌說他再回來之前會有什麼預兆
[00:00:57.280 --> 00:01:00.420]  接著就會說出
[00:01:00.420 --> 00:01:04.420]  他再回來的時候不是以救贖主的身份回來
[00:01:04.420 --> 00:01:07.060]  而是以審判者的身份
[00:01:07.060 --> 00:01:12.640]  接著《瑪達福音》二十五章說了三個比喻
[00:01:12.640 --> 00:01:15.300]  提醒信徒要警醒
[00:01:15.300 --> 00:01:18.520]  要不然我們同樣要面對審判
[00:01:18.520 --> 00:01:21.500]  聖經很清楚地說
[00:01:21.500 --> 00:01:26.220]  他說審判是先從神的家開始的
[00:01:26.220 --> 00:01:31.100]  這就在彼得前書第四章第十七節記載
[00:01:31.100 --> 00:01:33.400]  所以我們千萬不要以為我信了耶穌
[00:01:33.400 --> 00:01:34.220]  我已經得救了
[00:01:34.220 --> 00:01:35.340]  我就不需要受審
[00:01:35.340 --> 00:01:36.520]  當然我們得救
[00:01:36.520 --> 00:01:39.820]  但是我們要面對我們有沒有好好的去服侍神
[00:01:39.820 --> 00:01:42.600]  我們在地上生活有沒有好好的見證神
[00:01:42.600 --> 00:01:44.020]  這是很重要的
[00:01:44.020 --> 00:01:47.020]  我們有沒有為主而活
[00:01:47.020 --> 00:01:49.680]  有沒有為主而擺上呢?
[00:01:49.680 --> 00:01:52.780]  神真的會論功行賞
[00:01:52.780 --> 00:01:55.320]  第一個比喻是十個同類
[00:01:55.320 --> 00:01:56.840]  就是有沒有柔的比喻
[00:01:56.840 --> 00:02:01.400]  另外一個比喻就是綿羊山羊的比喻
[00:02:01.400 --> 00:02:05.240]  但是我稍後才會跟大家分享這兩個比喻
[00:02:05.240 --> 00:02:07.900]  今天我們會特別的來這裡講
[00:02:07.900 --> 00:02:14.000]  因為主人按照他那些僕人的才幹
[00:02:14.000 --> 00:02:17.420]  來這裡給你們錢去做事
[00:02:17.420 --> 00:02:20.940]  結果後來這三個人
[00:02:20.940 --> 00:02:25.000]  怎樣來這裡得到主人的獎賞或者懲罰呢?
[00:02:25.000 --> 00:02:27.240]  我們大家都很熟悉的了
[00:02:27.240 --> 00:02:33.060]  但是也想跟大家深入一點去研究這個比喻
[00:02:33.060 --> 00:02:35.140]  我們會從主人
[00:02:35.140 --> 00:02:39.540]  善僕惡僕這三個角度
[00:02:39.540 --> 00:02:41.580]  去看這一段經文
[00:02:41.580 --> 00:02:42.640]  記不記得我說過
[00:02:42.640 --> 00:02:47.080]  我們看比喻的時候一定要明白那個比喻的背景
[00:02:47.080 --> 00:02:49.960]  如果我們不明白那個比喻的背景
[00:02:49.960 --> 00:02:53.420]  我們就不是很清楚說什麼了
[00:02:53.420 --> 00:02:57.000]  正如我們現在在英國下雪
[00:02:57.000 --> 00:02:59.120]  有些人在花園種菜
[00:02:59.120 --> 00:03:01.040]  哎呀!要割韭菜啊
[00:03:01.040 --> 00:03:03.380]  你想想割韭菜這一句話
[00:03:03.380 --> 00:03:05.200]  就很簡單而已
[00:03:05.200 --> 00:03:09.480]  但是原來割韭菜現在在香港或者特別是中國
[00:03:09.480 --> 00:03:11.880]  就有另外一個意思的
[00:03:11.880 --> 00:03:15.480]  你如果不知道的時候就以為很普通了
[00:03:15.480 --> 00:03:18.060]  你睡覺就麻煩你不要躲在身上
[00:03:18.060 --> 00:03:20.080]  你躺平一點
[00:03:20.080 --> 00:03:23.340]  躺平原來又是另外一個意思
[00:03:23.340 --> 00:03:25.520]  所以我們解釋比喻的時候
[00:03:25.520 --> 00:03:29.340]  就一定要明白當時的處境是怎麼樣的
[00:03:29.340 --> 00:03:34.200]  耶穌那個年代就是羅馬帝國來管轄著他們
[00:03:34.200 --> 00:03:37.660]  大家知道羅馬的疆土是非常非常大的
[00:03:37.660 --> 00:03:40.100]  邊陲裡面又多了省份
[00:03:40.100 --> 00:03:40.840]  好了
[00:03:40.840 --> 00:03:43.720]  如果那些做生意的人
[00:03:43.720 --> 00:03:46.020]  營商的人或者領袖
[00:03:46.020 --> 00:03:51.440]  他們當然可能是住在首都羅馬
[00:03:51.440 --> 00:03:54.120]  但是如果他做生意的時候
[00:03:54.120 --> 00:03:56.360]  就要去不同的地方了
[00:03:56.360 --> 00:03:59.660]  就好像香港那些人做生意要回國內
[00:03:59.660 --> 00:04:02.520]  要去越南、要去緬甸
[00:04:02.520 --> 00:04:03.960]  但是不要忘記
[00:04:03.960 --> 00:04:05.440]  雖然我們有一句話
[00:04:05.440 --> 00:04:07.820]  條條大路通羅馬
[00:04:07.820 --> 00:04:12.380]  但是當時的交通仍然是很不發達的
[00:04:12.380 --> 00:04:14.220]  所以我自己很深感受
[00:04:14.220 --> 00:04:16.400]  當我們有機會去以色列旅行的時候
[00:04:16.400 --> 00:04:18.380]  不過現在剛好以色列封關
[00:04:18.380 --> 00:04:20.720]  就是鎖關完全不讓人進出
[00:04:20.720 --> 00:04:23.360]  這時候你就會看到
[00:04:23.360 --> 00:04:26.820]  原來耶穌走遍各城各鄉
[00:04:26.820 --> 00:04:29.560]  是何等辛苦的一件事
[00:04:29.560 --> 00:04:30.620]  好了
[00:04:30.620 --> 00:04:33.260]  當時雖然條條大路通羅馬
[00:04:33.260 --> 00:04:35.840]  但是你要去另外一個地方的時候
[00:04:35.840 --> 00:04:38.580]  也需要一段較長的時間
[00:04:38.580 --> 00:04:41.960]  所以如果有一個做生意的人
[00:04:41.960 --> 00:04:46.560]  或者那些很有錢、有地位的人要去外地的時候
[00:04:46.560 --> 00:04:48.160]  可能是一段很長時間
[00:04:48.160 --> 00:04:49.560]  然後寄回來的
[00:04:49.560 --> 00:04:51.760]  所以他就會怎樣呢?
[00:04:51.760 --> 00:04:56.840]  他就會找他信任的一些工人
[00:04:56.840 --> 00:05:00.560]  將責任交給他們
[00:05:00.560 --> 00:05:06.140]  叫他繼續去維持他現在的運作
[00:05:06.140 --> 00:05:08.880]  當他有生意在羅馬首都
[00:05:08.880 --> 00:05:11.120]  就要繼續維持這個運作
[00:05:11.120 --> 00:05:12.860]  然後他就會出去了
[00:05:12.860 --> 00:05:17.300]  主耶穌就用他們很熟悉的一些經歷
[00:05:17.300 --> 00:05:19.000]  來做出這個比喻
[00:05:19.000 --> 00:05:21.360]  就跟我們說
[00:05:21.360 --> 00:05:26.040]  因為耶穌基督現在很快就要面對死亡
[00:05:26.040 --> 00:05:27.700]  要被釘十字架
[00:05:27.700 --> 00:05:29.200]  但是祂知道自己會復活
[00:05:29.200 --> 00:05:30.300]  升天的
[00:05:30.300 --> 00:05:35.060]  所以雖然門徒興奮了一段日子
[00:05:35.060 --> 00:05:37.620]  因為耶穌騎驢進耶路撒冷的時候
[00:05:37.620 --> 00:05:39.720]  受著群眾的歡迎
[00:05:39.720 --> 00:05:41.780]  但是祂已經講得很清楚
[00:05:41.780 --> 00:05:43.000]  祂會死
[00:05:43.000 --> 00:05:44.720]  但是祂會復活
[00:05:44.720 --> 00:05:46.440]  但是當祂復活之後
[00:05:46.440 --> 00:05:54.180]  祂就會將這個責任交給一些祂所信任的門徒
[00:05:54.180 --> 00:05:57.220]  但是耶穌基督就很清楚
[00:05:57.220 --> 00:06:02.400]  什麼時候會完成這個使命呢?
[00:06:02.400 --> 00:06:02.900]  好了
[00:06:02.900 --> 00:06:06.660]  我們請大家一起來看《萬曆福音》二十四章第十四節
[00:06:06.660 --> 00:06:07.360]  好嗎?
[00:06:07.360 --> 00:06:09.920]  我請榮安郎讀出
[00:06:09.920 --> 00:06:14.060]  天國的福音要傳遍天下
[00:06:14.060 --> 00:06:15.740]  對萬民作見證
[00:06:15.740 --> 00:06:17.620]  然後末期快來到
[00:06:17.620 --> 00:06:21.240]  你有沒有留意到主耶穌很清楚祂會再回來
[00:06:21.240 --> 00:06:23.320]  但是祂再回來的時候
[00:06:23.320 --> 00:06:25.660]  是要贖祂的人跟祂配合的
[00:06:25.660 --> 00:06:29.940]  就是要將這個福音傳遍天下之後
[00:06:29.940 --> 00:06:33.180]  每一個民族都有機會聽到福音
[00:06:33.180 --> 00:06:36.020]  然後這個末期才來到
[00:06:36.020 --> 00:06:36.520]  好了
[00:06:36.520 --> 00:06:38.440]  我們就從三個角度去看
[00:06:38.440 --> 00:06:41.160]  首先我們看看主人的託付
[00:06:41.160 --> 00:06:43.560]  我們先看《萬曆福音》二十五章
[00:06:43.560 --> 00:06:46.020]  十四到十五節
[00:06:46.020 --> 00:06:49.660]  天國又好比一個人要往外國去
[00:06:49.660 --> 00:06:51.340]  就叫了僕人來
[00:06:51.340 --> 00:06:53.960]  把他的家業交給他們
[00:06:53.960 --> 00:06:55.860]  按照各人的才幹
[00:06:55.860 --> 00:06:57.660]  給他們銀紙
[00:06:57.660 --> 00:07:00.880]  這裡就很清楚講到天國好像一個人
[00:07:00.880 --> 00:07:02.760]  這是很厲害的人
[00:07:02.760 --> 00:07:03.880]  他要去外國
[00:07:03.880 --> 00:07:05.900]  於是就叫了僕人來
[00:07:05.900 --> 00:07:07.420]  將家業交給他們
[00:07:07.420 --> 00:07:10.120]  按照他們的才幹給錢他們
[00:07:10.120 --> 00:07:11.420]  要他們去運作
[00:07:11.420 --> 00:07:16.260]  剛剛已經解釋了那個比喻的背景
[00:07:16.260 --> 00:07:18.700]  就是他們會去外地一段較長時間
[00:07:18.700 --> 00:07:20.860]  這個主人很清楚
[00:07:20.860 --> 00:07:22.620]  就是代表主耶穌
[00:07:22.620 --> 00:07:26.660]  主耶穌完成了救恩、復活、升天之後
[00:07:26.660 --> 00:07:30.260]  祂就將大使命交給每一個人
[00:07:30.260 --> 00:07:31.760]  大家都非常熟悉
