
[00:00:00.000 --> 00:00:04.460]  信啊 求您與我們同在
[00:00:04.460 --> 00:00:09.200]  讓祢的話語成為我們生命的糧
[00:00:09.200 --> 00:00:14.200]  讓我們在真理裏得到自由
[00:00:14.200 --> 00:00:17.120]  啟示的靈
[00:00:17.120 --> 00:00:21.220]  來到我們每一個弟兄姊妹當中
[00:00:21.220 --> 00:00:24.720]  不只是在腦海裏明白
[00:00:24.720 --> 00:00:27.440]  而是在我們心裏
[00:00:27.440 --> 00:00:33.280]  將祢要與我們講的說話打轉過去
[00:00:33.280 --> 00:00:36.240]  主啊 祝福我們
[00:00:36.240 --> 00:00:38.520]  禱告奉主名頭
[00:00:38.520 --> 00:00:40.120]  Amen
[00:00:40.120 --> 00:00:41.200]  請坐
[00:00:41.200 --> 00:00:43.440]  亦都很多謝
[00:00:43.440 --> 00:00:51.840]  勁大隊三堂的服侍
[00:00:51.840 --> 00:01:01.600]  其實我是一個和我爸爸關係很生疏的人
[00:01:01.600 --> 00:01:04.200]  我和我爸爸沒什麼關係
[00:01:04.200 --> 00:01:09.560]  因為我從小都沒試過和他一起住
[00:01:09.560 --> 00:01:10.760]  我又是一個女人
[00:01:10.760 --> 00:01:14.400]  我又做不到一個爸爸
[00:01:14.400 --> 00:01:19.520]  所以由這個人去講一個
[00:01:19.520 --> 00:01:22.960]  父親節的道好像不太應節
[00:01:22.960 --> 00:01:24.560]  對我來說是一個難題
[00:01:24.560 --> 00:01:25.360]  有什麼好講呢
[00:01:25.360 --> 00:01:26.600]  我和我爸爸又沒什麼好講
[00:01:26.600 --> 00:01:28.240]  我又不能說我是一個爸爸
[00:01:28.240 --> 00:01:30.320]  那怎樣教養我兒子
[00:01:30.320 --> 00:01:31.480]  那我就想
[00:01:31.480 --> 00:01:33.720]  不如我去聖經裏面
[00:01:33.720 --> 00:01:36.920]  選一個聖經人物
[00:01:36.920 --> 00:01:39.000]  講一下怎樣父慈子孝
[00:01:39.000 --> 00:01:40.760]  讓大家有個榜樣
[00:01:40.760 --> 00:01:43.000]  都可以的
[00:01:43.000 --> 00:01:47.080]  我就由《創世紀》一直看到啟示錄
[00:01:47.080 --> 00:01:48.960]  想找一個故事和大家分享
[00:01:48.960 --> 00:01:51.200]  我想講一個人物
[00:01:51.200 --> 00:01:54.400]  怎知我找不到一個故事
[00:01:54.400 --> 00:01:56.920]  你一定說有呀
[00:01:56.920 --> 00:01:59.120]  一想就想到
[00:01:59.120 --> 00:02:01.960]  浪子的故事就可以了
[00:02:01.960 --> 00:02:04.400]  很適合講父親節
[00:02:04.400 --> 00:02:05.800]  是
[00:02:05.800 --> 00:02:09.600]  但是那個是耶穌講的故事
[00:02:09.600 --> 00:02:11.160]  是一個比喻
[00:02:11.160 --> 00:02:13.960]  告訴我們天父的愛是怎樣的
[00:02:13.960 --> 00:02:14.880]  我的意思是
[00:02:14.880 --> 00:02:19.720]  我找不到一個聖經裏面真實出現過的人物
[00:02:19.720 --> 00:02:21.880]  我真的有找的
[00:02:21.880 --> 00:02:24.160]  父就一想就想到信心之父
[00:02:24.160 --> 00:02:25.240]  阿伯拉罕
[00:02:25.240 --> 00:02:26.920]  不如講阿伯拉罕
[00:02:26.920 --> 00:02:28.480]  我就想阿伯拉罕有沒有兒子
[00:02:28.480 --> 00:02:29.880]  有,有兩個
[00:02:29.880 --> 00:02:31.760]  一個叫以撒瑪利
[00:02:31.760 --> 00:02:33.720]  一個就叫做以撒
[00:02:33.720 --> 00:02:40.400]  以撒瑪利和阿伯拉罕的關係好不好呢
[00:02:40.400 --> 00:02:41.360]  如果你有讀聖經
[00:02:41.360 --> 00:02:44.880]  你就知道以撒瑪利在他十多歲的時候
[00:02:44.880 --> 00:02:50.440]  他和他媽媽被阿伯拉罕趕出了他的家門
[00:02:50.440 --> 00:02:52.280]  所以我想
[00:02:52.280 --> 00:02:55.440]  以撒瑪利的故事不能講
[00:02:55.440 --> 00:02:57.800]  那以撒呢
[00:02:57.800 --> 00:02:58.560]  不錯呀
[00:02:58.560 --> 00:03:00.840]  阿伯拉罕很愛他的
[00:03:00.840 --> 00:03:03.080]  我又想想
[00:03:03.080 --> 00:03:05.840]  以撒很小的時候
[00:03:05.840 --> 00:03:08.000]  被爸爸帶了上山
[00:03:08.000 --> 00:03:09.560]  還要綁著他
[00:03:09.560 --> 00:03:10.880]  還要放了他的祭壇
[00:03:10.880 --> 00:03:12.280]  還要拿著一把刀
[00:03:12.280 --> 00:03:15.720]  幸好天使趕得及
[00:03:15.720 --> 00:03:18.440]  這件事是一件很聖潔的事
[00:03:18.440 --> 00:03:21.040]  在聖經裏面有很深的含義
[00:03:21.040 --> 00:03:24.080]  但是從兒子的角度去看
[00:03:24.080 --> 00:03:26.400]  都很恐怖
[00:03:26.400 --> 00:03:28.120]  其實以撒有一點抑鬱
[00:03:28.120 --> 00:03:28.960]  經常都不開心
[00:03:28.960 --> 00:03:30.560]  你看他聖經裏面見到
[00:03:30.560 --> 00:03:31.960]  其實我想想
[00:03:31.960 --> 00:03:35.000]  他會不會有創傷後壓力症呢
[00:03:35.000 --> 00:03:36.160]  因為那件事之後
[00:03:36.160 --> 00:03:39.400]  因為被爸爸帶了上山那件事之後
[00:03:39.400 --> 00:03:41.760]  所以也不是很好說
[00:03:41.760 --> 00:03:42.600]  那說以撒吧
[00:03:42.600 --> 00:03:44.360]  以撒自己也做爸爸的
[00:03:44.360 --> 00:03:46.480]  但是以撒偏心
[00:03:46.480 --> 00:03:47.680]  生了兩個兒子
[00:03:47.680 --> 00:03:49.080]  媽兒子
[00:03:49.080 --> 00:03:50.000]  因為他偏心
[00:03:50.000 --> 00:03:51.560]  弄得他兄弟不和
[00:03:51.560 --> 00:03:54.320]  弄得瓦國要離家出走
[00:03:54.320 --> 00:03:55.800]  又不能說
[00:03:55.800 --> 00:03:56.840]  那說瓦國吧
[00:03:56.840 --> 00:03:58.360]  瓦國那麼多兒子
[00:03:58.360 --> 00:04:00.560]  他也是偏心
[00:04:00.560 --> 00:04:01.880]  弄得自己的兒子
[00:04:01.880 --> 00:04:04.040]  其中一個藥室
[00:04:04.040 --> 00:04:06.480]  被人賣了去埃及
[00:04:06.480 --> 00:04:08.960]  很難說他們是父慈子孝
[00:04:08.960 --> 00:04:10.080]  一家團聚
[00:04:10.080 --> 00:04:13.800]  沒有這樣的故事
[00:04:13.800 --> 00:04:14.800]  那我就想
[00:04:14.800 --> 00:04:17.640]  會不會找一些屬靈偉人
[00:04:17.640 --> 00:04:19.920]  那麼容易說呢
[00:04:19.920 --> 00:04:21.160]  撒姆爾吧
[00:04:21.160 --> 00:04:23.880]  撒姆爾是最偉大的先知
[00:04:23.880 --> 00:04:24.560]  然後
[00:04:24.560 --> 00:04:26.080]  是不是最偉大我再說
[00:04:26.080 --> 00:04:27.640]  總之是一個很厲害的先知
[00:04:27.640 --> 00:04:30.840]  他最偉大的事先
[00:04:30.840 --> 00:04:33.240]  撒姆爾有沒有兒子呢
[00:04:33.240 --> 00:04:35.240]  有的
[00:04:35.240 --> 00:04:38.120]  那他和兒子的關係如何呢
[00:04:38.120 --> 00:04:39.640]  我們來看一段聖經
[00:04:39.640 --> 00:04:40.720]  很短的
[00:04:40.720 --> 00:04:43.000]  就是形容撒姆爾的兒子
[00:04:43.000 --> 00:04:44.120]  他有兩個
[00:04:44.120 --> 00:04:46.200]  聖經上是這樣形容
[00:04:46.200 --> 00:04:49.080]  說他貪圖財利
[00:04:49.080 --> 00:04:50.720]  羞愁賄賂
[00:04:50.720 --> 00:04:53.800]  屈枉正直
[00:04:53.800 --> 00:04:56.440]  是奸人
[00:04:56.440 --> 00:04:58.960]  那你覺得撒姆爾是不是一個好爸爸呢
[00:04:58.960 --> 00:05:01.680]  教了兩個兒子
[00:05:01.680 --> 00:05:04.480]  聖經這樣形容他們
[00:05:04.480 --> 00:05:06.080]  雖然又是很賤
[00:05:06.080 --> 00:05:10.560]  撒姆爾是一個屬靈上很厲害的人
[00:05:10.560 --> 00:05:12.320]  但是作為一個爸爸
[00:05:12.320 --> 00:05:15.240]  他好像不是很賤
[00:05:15.240 --> 00:05:18.560]  強如大衛
[00:05:18.560 --> 00:05:20.400]  一個領袖
[00:05:20.400 --> 00:05:21.880]  一個戰士
[00:05:21.880 --> 00:05:24.480]  最合神心意的人
[00:05:24.480 --> 00:05:30.280]  一個好皇帝
[00:05:30.280 --> 00:05:35.680]  但是大衛是不是一個好爸爸呢
[00:05:35.680 --> 00:05:37.840]  你覺得是不是
[00:05:37.840 --> 00:05:41.000]  但是很多的兒女
[00:05:41.000 --> 00:05:44.200]  就是因為大衛沒有處理一些事情
[00:05:44.200 --> 00:05:50.440]  令到他的兒子謀殺
[00:05:50.440 --> 00:05:52.520]  報仇
[00:05:52.520 --> 00:05:55.600]  然後他和其中一個兒子亞沙隆
[00:05:55.600 --> 00:05:58.960]  最後翻臉
[00:05:58.960 --> 00:06:02.800]  亞沙隆推翻自己的爸爸
[00:06:02.800 --> 00:06:05.360]  他要自己做皇帝
[00:06:05.360 --> 00:06:07.360]  其實在大衛的家族裡
[00:06:07.360 --> 00:06:11.640]  有很多很悲慘的事情發生
[00:06:11.640 --> 00:06:13.960]  一個很合神心意
[00:06:13.960 --> 00:06:15.720]  作很多詩歌
[00:06:15.720 --> 00:06:16.920]  打仗很厲害
[00:06:16.920 --> 00:06:19.360]  是一個很好的領袖
[00:06:19.360 --> 00:06:21.400]  但是回看
[00:06:21.400 --> 00:06:23.800]  我真的說不出
[00:06:23.800 --> 00:06:27.920]  他是一個很好的爸爸
[00:06:27.920 --> 00:06:32.160]  我就想為什麼這麼難呢
[00:06:32.160 --> 00:06:34.880]  為什麼做爸爸這麼難
[00:06:34.880 --> 00:06:36.120]  媽媽有的
[00:06:36.120 --> 00:06:39.800]  媽媽的故事在聖經裡找到
[00:06:39.800 --> 00:06:41.320]  但是爸爸呢
[00:06:41.320 --> 00:06:43.600]  我怎麼找都找不到
[00:06:43.600 --> 00:06:44.520]  保羅呢
[00:06:44.520 --> 00:06:45.240]  他有沒有結婚
[00:06:45.240 --> 00:06:46.040]  有沒有生孩子
[00:06:46.040 --> 00:06:46.680]  沒得說
[00:06:46.680 --> 00:06:47.840]  可能是有的
[00:06:47.840 --> 00:06:48.760]  不過聖經沒有說
[00:06:48.760 --> 00:06:51.920]  就是沒有了
[00:06:51.920 --> 00:06:54.520]  我就想
[00:06:54.520 --> 00:06:58.480]  究竟出了什麼問題呢
[00:06:58.480 --> 00:07:00.800]  現實生活
[00:07:00.800 --> 00:07:05.760]  你覺得你周圍有沒有好的爸爸
[00:07:05.760 --> 00:07:08.840]  有 當然有
[00:07:08.840 --> 00:07:11.040]  我家裡也有一個
[00:07:11.040 --> 00:07:13.160]  挺好的
[00:07:13.160 --> 00:07:14.400]  不要告訴他
[00:07:14.400 --> 00:07:16.520]  免得他驕傲
[00:07:16.520 --> 00:07:19.160]  繼續讓他做個好爸爸
[00:07:19.160 --> 00:07:21.760]  我看到我周圍都有很多很好的弟兄
[00:07:21.760 --> 00:07:23.360]  很疼愛家裡
[00:07:23.360 --> 00:07:24.880]  很疼愛他們的子女
[00:07:24.880 --> 00:07:28.360]  好爸爸
