
[00:00:00.000 --> 00:00:04.680]  各位聽眾我們繼續在今天研讀《約書亞記》的系列
[00:00:04.680 --> 00:00:06.200]  來到這一講
[00:00:06.200 --> 00:00:12.780]  我覺得對我們的信仰和認識上帝是很重要的一個訊息
[00:00:12.780 --> 00:00:15.760]  我的名字是「祝福宇宙座」
[00:00:15.760 --> 00:00:20.640]  經文是來自《約書亞記》八章三十至三十五節
[00:00:20.640 --> 00:00:25.520]  當然我們也會看一些舊約其他的經文
[00:00:25.520 --> 00:00:30.760]  我們首先讀一讀八章三十至三十五節這段經文
[00:00:55.520 --> 00:00:59.680]  一般對著基里森山 一般對著以巴盧山
[00:00:59.680 --> 00:01:07.200]  為以色列民祝福正如耶和華僕人摩西先前所吩咐的
[00:01:07.200 --> 00:01:12.640]  隨後《約書亞記》將律法和基督教的法律
[00:01:12.640 --> 00:01:16.280]  並列入了《約書亞記》六章三十五節
[00:01:16.280 --> 00:01:20.040]  並列入了《約書亞記》八章三十五節
[00:01:20.040 --> 00:01:26.120]  耶和華僕人摩西先前所吩咐的 隨後《約書亞記》將律法上
[00:01:26.120 --> 00:01:30.080]  祝福宙座的話照著律法書上一切所寫的
[00:01:30.080 --> 00:01:31.960]  都宣讀了一篇
[00:01:31.960 --> 00:01:33.920]  摩西所吩咐的一切話
[00:01:33.920 --> 00:01:38.120]  約書亞在以色列傳會眾和婦女孩子
[00:01:38.120 --> 00:01:41.060]  並他們中間寄居的外人面前
[00:01:41.060 --> 00:01:44.240]  沒有一句不宣讀的
[00:01:44.240 --> 00:01:52.480]  頂智慧我們今天的訊息是特別說到我們應該怎樣看待我們的上帝
[00:01:52.480 --> 00:01:55.900]  有時候頂智慧也會有一個疑惑
[00:01:55.900 --> 00:01:58.880]  究竟我們的上帝是怎樣的上帝呢?
[00:01:58.880 --> 00:02:04.560]  在舊約裏面有人說舊約的上帝是很惡、很公義的
[00:02:04.560 --> 00:02:08.440]  新約的上帝是很慈愛的
[00:02:08.440 --> 00:02:16.320]  但在舊約裏面我們也明白到我們的上帝並非舊約和新約完全不同的上帝
[00:02:16.320 --> 00:02:20.020]  可能我們看聖經時只能感覺到
[00:02:20.020 --> 00:02:25.260]  上帝在舊約裏面寫的是惡、寫的是公義
[00:02:25.260 --> 00:02:29.980]  但在舊約裏面我們也看到上帝有很多慈愛的例子
[00:02:29.980 --> 00:02:34.780]  例如亞當夏娃、戈隱
[00:02:34.780 --> 00:02:36.060]  上帝仍然保護他們
[00:02:36.060 --> 00:02:37.260]  雖然他們犯罪
[00:02:37.260 --> 00:02:40.420]  而我們也看到上帝愛人的緣故
[00:02:40.420 --> 00:02:45.620]  也叫羅亞做方舟去拯救人類
[00:02:45.620 --> 00:02:47.660]  而到了新約裏面的時候
[00:02:47.660 --> 00:02:50.100]  我們不僅看到上帝慈過一面
[00:02:50.100 --> 00:02:53.980]  如果我們看上帝如何懲罰希律王
[00:02:53.980 --> 00:02:57.180]  一條小蟲也可以把他咬死
[00:02:57.180 --> 00:03:02.940]  我們也看到新約教會初期的時候
[00:03:02.940 --> 00:03:07.380]  亞納尼亞和撒菲拉這對夫婦因為欺騙信徒的緣故
[00:03:07.380 --> 00:03:10.220]  而受到上帝即時的懲罰
[00:03:10.220 --> 00:03:12.580]  所以我們有時候也想不通
[00:03:12.580 --> 00:03:15.380]  究竟上帝是怎樣的上帝
[00:03:15.380 --> 00:03:16.740]  他又是公義
[00:03:16.740 --> 00:03:19.460]  但公義裏面又是有慈愛
[00:03:19.460 --> 00:03:22.500]  如何去解釋這件事呢?
[00:03:22.500 --> 00:03:24.740]  所以在最初的時候
[00:03:24.740 --> 00:03:27.460]  上帝也知道人面對這個困難
[00:03:27.460 --> 00:03:33.140]  在文數記十四章裏面
[00:03:33.140 --> 00:03:40.820]  耶和華親自向人表明了他的屬性是怎樣
[00:03:40.820 --> 00:03:42.060]  我們看看聖經裏面怎樣說
[00:03:42.060 --> 00:03:43.900]  耶和華對以色列人這樣說
[00:03:43.900 --> 00:03:47.900]  第一次上帝告訴人他的屬性是怎樣的
[00:03:47.900 --> 00:03:50.180]  耶和華是不輕而發牢
[00:03:50.180 --> 00:03:51.860]  並有豐盛的慈愛
[00:03:51.860 --> 00:03:54.380]  赦免罪孽和過分
[00:03:54.380 --> 00:03:56.540]  萬不以有罪的為無罪
[00:03:56.540 --> 00:03:58.060]  必追討他的罪
[00:03:58.060 --> 00:04:01.700]  至父及子,直到三、四代
[00:04:01.700 --> 00:04:02.940]  上帝告訴我們
[00:04:02.940 --> 00:04:04.540]  他不輕而發牢
[00:04:04.540 --> 00:04:06.620]  並有豐盛的慈愛
[00:04:06.620 --> 00:04:09.820]  赦免罪孽和過分
[00:04:09.820 --> 00:04:11.220]  聽到也很好
[00:04:11.220 --> 00:04:13.180]  神有慈愛,不輕而發牢
[00:04:13.180 --> 00:04:16.420]  但是他又萬不以有罪為無罪
[00:04:16.420 --> 00:04:17.940]  必追討他的罪
[00:04:17.940 --> 00:04:19.980]  至父及子,直到三、四代
[00:04:19.980 --> 00:04:24.860]  大家知道這不是說父債子還
[00:04:24.860 --> 00:04:27.620]  而是上帝的一個形容
[00:04:27.620 --> 00:04:30.060]  就是上帝不會輕易放過你
[00:04:30.060 --> 00:04:31.820]  如果你犯罪的話
[00:04:31.820 --> 00:04:33.300]  他必定要追討你
[00:04:33.300 --> 00:04:37.540]  這是更加令我們很惆悵
[00:04:37.540 --> 00:04:38.540]  很疑惑
[00:04:38.540 --> 00:04:44.580]  究竟上帝是慈愛還是公義呢?
[00:04:44.580 --> 00:04:47.140]  對於以色列人來說
[00:04:47.140 --> 00:04:49.540]  更加是當時的以色列人
[00:04:49.540 --> 00:04:51.460]  他們更加疑惑一件事
[00:04:51.460 --> 00:04:52.500]  大家知道
[00:04:52.500 --> 00:04:55.420]  這群葛約旦河宮取耶利哥
[00:04:55.420 --> 00:04:57.340]  在艾城中跌倒
[00:04:57.340 --> 00:05:04.140]  但是上星期重新站起來的時候
[00:05:04.140 --> 00:05:06.940]  這群以色列人是以色列人的下一代
[00:05:06.940 --> 00:05:08.740]  他們從未經歷過
[00:05:08.740 --> 00:05:11.620]  出埃及的上帝民主火柱
[00:05:11.620 --> 00:05:15.620]  和慈愛的帶領
[00:05:15.620 --> 00:05:16.620]  但另一方面
[00:05:16.620 --> 00:05:20.140]  他們亦沒有經歷過
[00:05:20.140 --> 00:05:24.700]  上一代以色列人在抗疫中如何活躍上帝
[00:05:24.700 --> 00:05:27.060]  如何欣著上帝
[00:05:27.060 --> 00:05:28.580]  激怒上帝的緣故
[00:05:28.580 --> 00:05:31.220]  而大部分死在抗疫當中
[00:05:31.220 --> 00:05:33.500]  當然艾城都是那幾十人
[00:05:33.500 --> 00:05:40.380]  在這群新一代第二代的以色列人來說
[00:05:40.380 --> 00:05:42.980]  他們對上帝是很疑惑的
[00:05:42.980 --> 00:05:46.860]  究竟我們應該如何看待上帝呢?
[00:05:46.860 --> 00:05:48.660]  所以上帝用了很多方法
[00:05:48.660 --> 00:05:51.820]  讓他們過約旦河經歷神蹟之後
[00:05:51.820 --> 00:05:55.940]  在吉格宮取耶利哥
[00:05:55.940 --> 00:05:57.300]  然後去到艾城
[00:05:57.300 --> 00:05:58.380]  他們的失敗
[00:05:58.380 --> 00:06:04.860]  就是因為有些人不聽上帝的話
[00:06:04.860 --> 00:06:06.580]  我們知道在艾城
[00:06:06.580 --> 00:06:14.220]  今天1995年在聖經研究協會的一位博士
[00:06:14.220 --> 00:06:15.180]  Brian Wood
[00:06:15.180 --> 00:06:18.940]  1995年就在以色列發掘到艾城
[00:06:18.940 --> 00:06:19.900]  一直以來
[00:06:19.900 --> 00:06:21.100]  幾千年前
[00:06:21.100 --> 00:06:22.860]  人們都覺得不可能
[00:06:22.860 --> 00:06:24.860]  這只是一個神話
[00:06:24.860 --> 00:06:26.460]  艾城的戰役
[00:06:26.460 --> 00:06:29.620]  一直都發掘不到這些考古的證據出來
[00:06:29.620 --> 00:06:31.500]  但是到了1995年
[00:06:31.500 --> 00:06:33.620]  我們近代信徒越來越有福
[00:06:33.620 --> 00:06:37.340]  因為很多聖經裡面記載到的這些地方
[00:06:37.340 --> 00:06:38.500]  都被發掘了出來
[00:06:38.500 --> 00:06:42.860]  也看到照片裡面的Brian Wood這個博士
[00:06:42.860 --> 00:06:44.900]  以及發掘到的艾城
[00:06:44.900 --> 00:06:47.500]  在聖經裡面記載的位置
[00:06:47.500 --> 00:06:50.140]  以及裡面的一些工藝
[00:06:50.140 --> 00:06:52.540]  一些古物都被發掘了出來
[00:06:52.540 --> 00:06:59.980]  再一次見證到這個城是在1406年左右
[00:06:59.980 --> 00:07:02.060]  就是在主前的
[00:07:02.060 --> 00:07:04.540]  距離現在三千多年的時間
[00:07:04.540 --> 00:07:05.780]  是被毀滅的
[00:07:05.780 --> 00:07:09.620]  也跟聖經裡面所記載的很相同
[00:07:09.620 --> 00:07:11.860]  在艾城這個戰役裡面
[00:07:11.860 --> 00:07:13.380]  他們經歷了一次失敗
[00:07:13.380 --> 00:07:15.220]  所以很多以色列的下一代
[00:07:15.220 --> 00:07:17.580]  這一群的新生代
[00:07:17.580 --> 00:07:21.700]  他們覺得我應該怎麼看上帝呢?
[00:07:21.700 --> 00:07:23.020]  因為很害怕
[00:07:23.020 --> 00:07:25.620]  隨時行七立錯又會失敗
[00:07:25.620 --> 00:07:27.540]  但是上帝又說要會愛我們
[00:07:27.540 --> 00:07:30.780]  現在又說繼續應許他們的福氣我們
[00:07:30.780 --> 00:07:32.380]  我們應該怎麼看呢?
[00:07:32.380 --> 00:07:35.060]  我們看看約書亞
[00:07:35.060 --> 00:07:37.220]  上帝帶領約書亞
[00:07:37.220 --> 00:07:41.340]  叫以色列人去明白他的屬性是什麼
[00:07:41.340 --> 00:07:43.220]  如果我們看這幅圖
[00:07:43.220 --> 00:07:46.820]  明白到當在艾城再被攻佔
[00:07:46.820 --> 00:07:49.780]  於是約書亞帶領以色列人
[00:07:49.780 --> 00:07:53.300]  去到士堅這個地方
[00:07:53.300 --> 00:07:56.900]  在士堅外面的平原
[00:07:56.900 --> 00:07:58.740]  約書亞帶領以色列人
[00:07:58.740 --> 00:08:01.660]  去面對兩座很重要的山
[00:08:01.660 --> 00:08:04.100]  一座叫以巴魯山
[00:08:04.100 --> 00:08:05.700]  一座叫基里森山
[00:08:05.700 --> 00:08:09.100]  這兩座山的中間一個很廣闊的平原裡面
[00:08:09.100 --> 00:08:10.700]  這幾百萬的以色列人
