
[00:00:00.000 --> 00:00:05.560]  我們看到尼希米雖然是在外地成長和生活
[00:00:05.560 --> 00:00:07.560]  身居高位要職
[00:00:07.560 --> 00:00:10.940]  但是他有沒有忘記自己民族的苦楚
[00:00:10.940 --> 00:00:17.380]  當他知道原來自己昔日的國家已經滅亡了
[00:00:17.380 --> 00:00:20.480]  但是住在耶路撒冷的人
[00:00:20.480 --> 00:00:22.640]  都是受著很多的苦楚
[00:00:22.640 --> 00:00:25.640]  所以他立刻很難過
[00:00:25.640 --> 00:00:27.640]  他向神禱告
[00:00:27.640 --> 00:00:29.640]  我們看過他的禱告很簡單
[00:00:29.640 --> 00:00:31.640]  他拿回神的應許
[00:00:31.640 --> 00:00:33.640]  然後跟神說
[00:00:33.640 --> 00:00:35.640]  你要按你的應許成就
[00:00:35.640 --> 00:00:39.640]  他都代表了他的先祖所犯的錯
[00:00:39.640 --> 00:00:41.640]  求神來赦免
[00:00:41.640 --> 00:00:43.640]  他的禱告內容很簡單
[00:00:43.640 --> 00:00:48.640]  神求你使我在王的面前去亨通
[00:00:48.640 --> 00:00:52.640]  這就是我們上一次所看到的經文
[00:00:52.640 --> 00:00:55.640]  所以你留意到最後那一節
[00:00:55.640 --> 00:00:56.640]  是很簡單的
[00:00:56.640 --> 00:00:58.640]  使你獨人現今亨通
[00:00:58.640 --> 00:01:00.640]  在王面前蒙恩
[00:01:00.640 --> 00:01:03.640]  我們也看到不單單他自己祈禱
[00:01:03.640 --> 00:01:05.640]  還要跟弟兄姊妹
[00:01:05.640 --> 00:01:09.640]  他相熟的人有相同信任的人一起禱告
[00:01:09.640 --> 00:01:11.640]  現在我們看第二章
[00:01:11.640 --> 00:01:16.640]  第二章就會看到尼希米其實是一個很美麗的生命
[00:01:16.640 --> 00:01:18.640]  為什麼呢?
[00:01:18.640 --> 00:01:22.640]  尼希米繼續在王的面前侍酒
[00:01:22.640 --> 00:01:26.640]  但是因為他都記掛著他家鄉的事
[00:01:26.640 --> 00:01:28.640]  所以他就面帶仇容
[00:01:28.640 --> 00:01:31.640]  我很相信他不是故意裝的
[00:01:31.640 --> 00:01:33.640]  不要介意
[00:01:33.640 --> 00:01:35.640]  我只是編出來的
[00:01:35.640 --> 00:01:37.640]  可能有些女士
[00:01:37.640 --> 00:01:39.640]  她看對了一件事
[00:01:39.640 --> 00:01:41.640]  她很想買
[00:01:41.640 --> 00:01:43.640]  但是她當然不想自己出錢買
[00:01:43.640 --> 00:01:45.640]  就很想丈夫買
[00:01:45.640 --> 00:01:49.640]  於是在丈夫面前就好像很不開心煮飯
[00:01:49.640 --> 00:01:51.640]  丈夫就問她
[00:01:51.640 --> 00:01:53.640]  你為什麼不開心?
[00:01:53.640 --> 00:01:55.640]  沒有什麼
[00:01:55.640 --> 00:01:57.640]  她就說
[00:01:57.640 --> 00:01:59.640]  我看對了某些事
[00:01:59.640 --> 00:02:01.640]  我又很喜歡
[00:02:01.640 --> 00:02:03.640]  但是我不捨得買
[00:02:03.640 --> 00:02:05.640]  這樣
[00:02:05.640 --> 00:02:07.640]  會做的丈夫就做這件事
[00:02:07.640 --> 00:02:10.640]  但是你絕對不要以為尼希米是這樣
[00:02:10.640 --> 00:02:12.640]  因為大家記得
[00:02:12.640 --> 00:02:14.640]  伴君如伴虎
[00:02:14.640 --> 00:02:16.640]  你在王面前侍酒
[00:02:16.640 --> 00:02:18.640]  王是很開心的
[00:02:18.640 --> 00:02:20.640]  你打嘴打臉的時候
[00:02:20.640 --> 00:02:22.640]  你隨時觸動到王
[00:02:22.640 --> 00:02:25.640]  令到很生氣的時候你生命不保
[00:02:25.640 --> 00:02:29.640]  所以絕對不是他故意裝出來
[00:02:29.640 --> 00:02:31.640]  而是怎麼樣呢?
[00:02:31.640 --> 00:02:34.640]  是他自己不小心生命流露
[00:02:34.640 --> 00:02:36.640]  第二章第一節怎麼說呢?
[00:02:36.640 --> 00:02:40.640]  我素來在王面前沒有仇容
[00:02:40.640 --> 00:02:42.640]  他原來以往一直都是
[00:02:42.640 --> 00:02:44.640]  很開心
[00:02:44.640 --> 00:02:45.640]  很開朗
[00:02:45.640 --> 00:02:47.640]  充滿了陽光
[00:02:47.640 --> 00:02:49.640]  但是現在他不知道自己
[00:02:49.640 --> 00:02:51.640]  有不開心的表現
[00:02:51.640 --> 00:02:53.640]  就引起了王的注意
[00:02:53.640 --> 00:02:56.640]  我們一起來看第二章第二節
[00:02:56.640 --> 00:02:58.640]  我請Doris和我們讀出
[00:02:58.640 --> 00:03:00.640]  王對我說
[00:03:00.640 --> 00:03:02.640]  你既沒有病
[00:03:02.640 --> 00:03:04.640]  為什麼面帶仇容呢?
[00:03:04.640 --> 00:03:07.640]  這不是別的必是你心中受罰
[00:03:07.640 --> 00:03:09.640]  於是我甚懼怕
[00:03:09.640 --> 00:03:10.640]  看得到嗎?
[00:03:10.640 --> 00:03:12.640]  當王問她的時候她很害怕
[00:03:12.640 --> 00:03:14.640]  就是說她自己都不小心流露了
[00:03:14.640 --> 00:03:16.640]  這種仇容出來
[00:03:16.640 --> 00:03:17.640]  王就說
[00:03:17.640 --> 00:03:19.640]  我看你又不像有病
[00:03:19.640 --> 00:03:21.640]  又擦了臉
[00:03:21.640 --> 00:03:24.640]  由此可見尼希米平日的生活
[00:03:24.640 --> 00:03:26.640]  和生命是很好
[00:03:26.640 --> 00:03:28.640]  很樂觀很認真
[00:03:28.640 --> 00:03:30.640]  所以當她憂愁的時候
[00:03:30.640 --> 00:03:33.640]  就馬上被王察覺到了
[00:03:33.640 --> 00:03:36.640]  當她去到王的時候
[00:03:36.640 --> 00:03:38.640]  怎麼辦呢?
[00:03:38.640 --> 00:03:40.640]  於是她就馬上
[00:03:40.640 --> 00:03:43.640]  跟王分享一些事情
[00:03:43.640 --> 00:03:45.640]  因為這個分享就引出了
[00:03:45.640 --> 00:03:47.640]  歷史新的一頁
[00:03:47.640 --> 00:03:50.640]  就是因為她平日的生命
[00:03:50.640 --> 00:03:52.640]  的見證是很好
[00:03:52.640 --> 00:03:53.640]  這個美好的見證
[00:03:53.640 --> 00:03:56.640]  原來是一點一滴累積過來的
[00:03:56.640 --> 00:03:57.640]  你要得到一個人尊敬
[00:03:57.640 --> 00:03:59.640]  不只是做一件好事就可以了
[00:03:59.640 --> 00:04:01.640]  可能你要很恆常地
[00:04:01.640 --> 00:04:03.640]  不斷地去做一些很好的事情
[00:04:03.640 --> 00:04:05.640]  很認真的侍奉
[00:04:05.640 --> 00:04:07.640]  於是你得到人的尊敬
[00:04:07.640 --> 00:04:09.640]  這不是一次兩次
[00:04:09.640 --> 00:04:10.640]  所以
[00:04:10.640 --> 00:04:13.640]  這些美好的生命
[00:04:13.640 --> 00:04:15.640]  就在關鍵的時刻
[00:04:15.640 --> 00:04:18.640]  就產生了很重要的果效
[00:04:18.640 --> 00:04:19.640]  很簡單
[00:04:19.640 --> 00:04:21.640]  你一直都很樂意去幫人
[00:04:21.640 --> 00:04:23.640]  去輔助人
[00:04:23.640 --> 00:04:25.640]  到你有一些困難
[00:04:25.640 --> 00:04:27.640]  你找人幫忙
[00:04:27.640 --> 00:04:29.640]  人家都很樂意幫你的
[00:04:29.640 --> 00:04:31.640]  所以原來那個回報
[00:04:31.640 --> 00:04:32.640]  是你過去所做的
[00:04:32.640 --> 00:04:33.640]  做得多少
[00:04:33.640 --> 00:04:34.640]  做得多好呢?
[00:04:34.640 --> 00:04:35.640]  求神的幫助
[00:04:35.640 --> 00:04:37.640]  我們第一點就要反省
[00:04:37.640 --> 00:04:39.640]  我們平日的生命是怎樣
[00:04:39.640 --> 00:04:40.640]  如果我們有一個
[00:04:40.640 --> 00:04:42.640]  很美麗的生命
[00:04:42.640 --> 00:04:44.640]  如果有什麼困難的時候
[00:04:44.640 --> 00:04:47.640]  我們都容易得到人給我們的支援
[00:04:47.640 --> 00:04:50.640]  第二方面就是要把握機會
[00:04:50.640 --> 00:04:53.640]  在第二章的第三到第八節
[00:04:53.640 --> 00:04:54.640]  我們就會看到
[00:04:54.640 --> 00:04:57.640]  尼希米之前已經向神禱告
[00:04:57.640 --> 00:04:59.640]  但是請你記住
[00:04:59.640 --> 00:05:02.640]  有祈禱不代表我們不需要計劃
[00:05:02.640 --> 00:05:03.640]  酬算
[00:05:03.640 --> 00:05:05.640]  和採取行動
[00:05:05.640 --> 00:05:07.640]  如果不是的時候
[00:05:07.640 --> 00:05:09.640]  尼希米他沒有好一點的酬算計劃
[00:05:09.640 --> 00:05:10.640]  待會你會看到
[00:05:10.640 --> 00:05:12.640]  當我問他一些事情的時候
