
[00:00:00.000 --> 00:00:01.200]  丁師妹,早晨
[00:00:01.200 --> 00:00:04.040]  我們再次回到神的說話面前
[00:00:04.040 --> 00:00:05.840]  一起細心念讀
[00:00:05.840 --> 00:00:08.160]  讓我們在崇拜耳先、聽道耳先
[00:00:08.160 --> 00:00:11.360]  再次透過禱告一同將我們身心靈
[00:00:11.360 --> 00:00:14.560]  交在我們主神的手裡
[00:00:14.560 --> 00:00:17.200]  用同心的禱告
[00:00:17.200 --> 00:00:18.200]  慈悲的父神,多謝祢
[00:00:18.200 --> 00:00:19.960]  讓我們能夠再次回來
[00:00:19.960 --> 00:00:23.400]  在祢寶貴的說話裡學習
[00:00:23.400 --> 00:00:26.960]  求祢的道能夠成為我們生命的一部分
[00:00:26.960 --> 00:00:29.640]  好想我們在祢的孕育之下
[00:00:29.640 --> 00:00:31.640]  能夠更加像祢
[00:00:31.640 --> 00:00:33.480]  求祢也繼續帶領我們
[00:00:33.480 --> 00:00:36.040]  能夠在這個屬靈的道路上
[00:00:36.040 --> 00:00:39.920]  能夠更加學會怎樣依靠祢
[00:00:39.920 --> 00:00:41.080]  讓我們有智慧
[00:00:41.080 --> 00:00:42.800]  走在祢面前的屬靈的道路
[00:00:42.800 --> 00:00:44.120]  更加認識祢
[00:00:44.120 --> 00:00:46.920]  是怎樣的主、怎樣的神
[00:00:46.920 --> 00:00:48.080]  我們親愛的父神,多謝祢
[00:00:48.080 --> 00:00:51.440]  讓我們再次來到祢的說話的面前
[00:00:51.440 --> 00:00:53.720]  讓祢的話語成為我們
[00:00:53.720 --> 00:00:55.960]  屬於生命上面的栽培
[00:00:55.960 --> 00:00:59.400]  使我們能夠一起來到
[00:00:59.400 --> 00:01:01.000]  被祢來謀奏
[00:01:01.000 --> 00:01:03.520]  使我們能夠成為一個真正
[00:01:03.520 --> 00:01:07.240]  來到順服神祢的兒女
[00:01:07.240 --> 00:01:08.560]  求祢的幫助
[00:01:08.560 --> 00:01:11.360]  讓我們在讀祢的話語的過程當中
[00:01:11.360 --> 00:01:13.680]  更認識祢是一位怎樣的主
[00:01:13.680 --> 00:01:14.680]  我們的神
[00:01:14.680 --> 00:01:16.880]  我們這一段時間恭敬交上
[00:01:16.880 --> 00:01:18.080]  求祢的帶領
[00:01:18.080 --> 00:01:20.640]  我們禱告封主耶穌的名臣
[00:01:20.640 --> 00:01:21.640]  Amen
[00:01:21.640 --> 00:01:24.040]  好,今天會跟大家一起
[00:01:24.040 --> 00:01:27.200]  再返回去在《路德記》裡面
[00:01:27.200 --> 00:01:31.960]  細心的去看看上帝怎樣去帶領祂的僕人
[00:01:31.960 --> 00:01:35.920]  或者祂的兒女怎樣去成就上帝的救恩
[00:01:35.920 --> 00:01:39.160]  今天我們所看的經文是出自於《路德記》
[00:01:39.160 --> 00:01:42.000]  第二章從第十節的開始
[00:01:42.000 --> 00:01:44.160]  其實我們今天主要會去看
[00:01:44.160 --> 00:01:47.360]  《路德記》第二章第十節至第十三節
[00:01:47.360 --> 00:01:49.800]  不過其實第十節至十三節
[00:01:49.800 --> 00:01:53.840]  其實是屬於第十節至十七節的其中一部分
[00:01:53.840 --> 00:01:59.080]  我今天的講題是「從付出看純全侍奉的資格」
[00:01:59.080 --> 00:02:01.240]  我們會分為兩堂的時間
[00:02:01.240 --> 00:02:03.480]  今天會先看第十節至十三節
[00:02:03.480 --> 00:02:07.240]  然後我們下一堂會從十四節看到第十七節
[00:02:07.240 --> 00:02:09.360]  讓大家一起弟兄姊妹
[00:02:09.360 --> 00:02:12.840]  再一次有機會可以更明白上帝的話
[00:02:12.840 --> 00:02:14.840]  不如我們再次打開聖經
[00:02:14.840 --> 00:02:17.840]  我會為大家讀出這段聖經
[00:02:17.840 --> 00:02:19.040]  短短的幾節而已
[00:02:19.040 --> 00:02:21.840]  第十節至第十三節
[00:02:21.840 --> 00:02:24.840]  讓我們先明白上帝的說話
[00:02:24.840 --> 00:02:32.080]  《路德記》第二章第十節
[00:02:32.080 --> 00:02:36.280]  「路德就苦服在地叩拜對她說
[00:02:36.280 --> 00:02:41.160]  我幾時愛幫人怎麼蒙你的恩
[00:02:41.160 --> 00:02:44.360]  這樣顧恤我呢?
[00:02:44.360 --> 00:02:46.040]  波亞茲回答說
[00:02:46.040 --> 00:02:48.320]  自從你丈夫死後
[00:02:48.320 --> 00:02:51.000]  凡你向婆婆所行的
[00:02:51.000 --> 00:02:54.400]  並你離開父母和本地
[00:02:54.400 --> 00:02:56.920]  到數不認識的民眾
[00:02:56.920 --> 00:03:01.200]  這事人全都告訴我了
[00:03:01.200 --> 00:03:04.840]  願耶和華照你所行的賞賜你
[00:03:04.840 --> 00:03:10.040]  你來投靠耶和華以色列神的賜旁下
[00:03:10.040 --> 00:03:13.320]  願你滿得他的賞賜
[00:03:13.320 --> 00:03:15.480]  路德說:我主啊
[00:03:15.480 --> 00:03:17.800]  願在你眼前蒙恩
[00:03:17.800 --> 00:03:21.120]  我雖然不及你的一個侍女
[00:03:21.120 --> 00:03:26.520]  你還用慈愛的話安慰我的心」
[00:03:26.520 --> 00:03:29.360]  《路德記》第二章第十節
[00:03:29.360 --> 00:03:33.560]  「路德就苦服在地叩拜對她說
[00:03:33.560 --> 00:03:38.480]  我幾時愛幫人怎麼蒙你的恩
[00:03:38.480 --> 00:03:41.280]  這樣顧恤我呢?
[00:03:41.280 --> 00:03:43.560]  波亞茲回答說
[00:03:43.560 --> 00:03:46.120]  自從你丈夫死後
[00:03:46.120 --> 00:03:48.720]  凡你向婆婆所行的
[00:03:48.720 --> 00:03:51.600]  並你離開父母和本地
[00:03:51.600 --> 00:03:54.160]  到數不認識的民眾
[00:03:54.160 --> 00:03:57.840]  這事人全都告訴我了
[00:03:57.840 --> 00:04:01.160]  願耶和華照你所行的賞賜你
[00:04:01.160 --> 00:04:06.160]  你來投靠耶和華以色列神的賜旁下
[00:04:06.160 --> 00:04:09.160]  願你滿得他的賞賜
[00:04:09.160 --> 00:04:11.280]  路德說:我主啊
[00:04:11.280 --> 00:04:14.040]  願在你眼前蒙恩
[00:04:14.040 --> 00:04:17.280]  我雖然不及你的一個侍女
[00:04:17.280 --> 00:04:22.600]  你還是慈愛的話安慰我的心」
[00:04:22.600 --> 00:04:26.040]  這是上帝的說話
[00:04:26.040 --> 00:04:29.560]  在我做牧者二十多年的當中
[00:04:29.560 --> 00:04:32.600]  其實都發現到一個很特別的現象
[00:04:32.600 --> 00:04:35.640]  就是很多弟兄姊妹對牧師
[00:04:35.640 --> 00:04:39.680]  他奉獻和他對讀神學的事情
[00:04:39.680 --> 00:04:41.600]  都很有興趣的
[00:04:41.600 --> 00:04:46.000]  因為他很想知道為何牧師會做了傳道人
[00:04:46.000 --> 00:04:49.280]  甚至願意全時間去侍奉主
[00:04:49.280 --> 00:04:51.280]  其實我記得有一次
[00:04:51.280 --> 00:04:54.280]  我去到宣教的時候
[00:04:54.280 --> 00:04:57.840]  有些弟兄姊妹也很主動地來問我
[00:04:57.840 --> 00:05:02.040]  或者是因為做短宣的緣故
[00:05:02.040 --> 00:05:04.960]  所以去的時間很有限
[00:05:04.960 --> 00:05:06.240]  而弟兄姊妹覺得
[00:05:06.240 --> 00:05:08.440]  既然牧師這麼有限的時間
[00:05:08.440 --> 00:05:11.760]  都不要緊了 直接將問題拋給牧師
[00:05:11.760 --> 00:05:14.720]  問了不好意思 很快就不見牧師了
[00:05:14.720 --> 00:05:16.200]  或者是這樣
[00:05:16.200 --> 00:05:18.920]  或者他們是很想知道
[00:05:18.920 --> 00:05:21.240]  牧師為何會去讀神學
[00:05:21.240 --> 00:05:23.720]  於是他們就這樣走來問我
[00:05:23.720 --> 00:05:25.880]  而且問得很深入
[00:05:25.880 --> 00:05:29.640]  那次弟兄姊妹就走來跟我這樣說
[00:05:29.640 --> 00:05:34.400]  「牧師 最初我很想知道
[00:05:34.400 --> 00:05:38.400]  你為何會去奉獻並且去讀神學呢?」
[00:05:38.400 --> 00:05:41.680]  因為其實我也認識不少弟兄姊妹
[00:05:41.680 --> 00:05:43.160]  他們走去說讀神學
[00:05:43.160 --> 00:05:46.240]  其實讀神學也挺貴的
[00:05:46.240 --> 00:05:48.480]  而且讀神學沒有什麼市場
[00:05:48.480 --> 00:05:50.640]  不像你讀其他行業
[00:05:50.640 --> 00:05:52.560]  有很多飯菜可以去做
[00:05:52.560 --> 00:05:55.920]  但是讀神學只是去做教會的事情
[00:05:55.920 --> 00:05:58.640]  或者頂多可以去教神學
[00:05:58.640 --> 00:06:01.800]  其實你可以多說一點給我們聽
[00:06:01.800 --> 00:06:04.920]  尤其是當你讀完神學之後出來侍奉
[00:06:04.920 --> 00:06:06.680]  我們聽過你一兩次講道
[00:06:06.680 --> 00:06:08.600]  其實你講道也很入獄的
[00:06:08.600 --> 00:06:10.440]  毫無忌諱的
[00:06:10.440 --> 00:06:13.400]  我們相信你讀完神學花這麼多錢
[00:06:13.400 --> 00:06:16.960]  去讀完神學之後也挺難翻本的
[00:06:16.960 --> 00:06:18.760]  你還去讀神學
[00:06:18.760 --> 00:06:20.200]  那為什麼呢?
[00:06:20.200 --> 00:06:21.360]  你可不可以告訴我
[00:06:21.360 --> 00:06:23.800]  其實是不是有人給了你很多錢
[00:06:23.800 --> 00:06:25.640]  或者教會給了你很多錢
[00:06:25.640 --> 00:06:26.720]  然後去讀神學呢?
[00:06:26.720 --> 00:06:31.080]  因為讀神學的確是很昂貴的一件事
[00:06:31.080 --> 00:06:33.040]  當他問完我這些問題的時候
[00:06:33.040 --> 00:06:34.400]  我也覺得很有意思
[00:06:34.400 --> 00:06:36.440]  因為這位弟兄姊妹
[00:06:36.440 --> 00:06:38.280]  他走來跟我這樣問
