
[00:00:00.000 --> 00:00:01.000]  丹丹姐妹平安
[00:00:01.000 --> 00:00:03.500]  讓我們再次同心祈禱
[00:00:03.500 --> 00:00:04.500]  請祈禱
[00:00:04.500 --> 00:00:07.500]  天父上帝我們獻上感恩
[00:00:07.500 --> 00:00:10.500]  特別當我們看到這麼美的陽光
[00:00:10.500 --> 00:00:13.500]  雖然在寒冷的冬天我們有溫暖
[00:00:13.500 --> 00:00:16.500]  有這麼舒服的環境在你的殿裡面
[00:00:16.500 --> 00:00:18.500]  經歷了能在那份美好
[00:00:18.500 --> 00:00:19.500]  我們獻上感謝
[00:00:19.500 --> 00:00:21.000]  祂讓我們珍惜
[00:00:21.000 --> 00:00:23.000]  並且好好地去專心
[00:00:23.000 --> 00:00:24.000]  去到你面前
[00:00:24.000 --> 00:00:25.000]  開我們耳朵
[00:00:25.000 --> 00:00:27.000]  讓我們能夠細心聆聽你的話語
[00:00:27.000 --> 00:00:28.000]  開我們眼睛
[00:00:28.500 --> 00:00:31.000]  讓我們能夠看到、瞻仰到你的榮光
[00:00:31.000 --> 00:00:34.000]  更以我們的手腳成為回應你的活祭
[00:00:34.000 --> 00:00:35.500]  好好地去換每一天
[00:00:35.500 --> 00:00:37.000]  回應你的大愛
[00:00:37.000 --> 00:00:38.000]  有願無仁口中的言語
[00:00:38.000 --> 00:00:39.500]  丹丹姐妹之間的心思、意念
[00:00:39.500 --> 00:00:41.000]  蒙聖靈的啟迪、蒙主的月立
[00:00:41.000 --> 00:00:43.500]  禱告奉耶穌基督的名求
[00:00:43.500 --> 00:00:44.500]  阿們
[00:00:44.500 --> 00:00:49.500]  丹丹姐妹剛剛新年去到過了生十五
[00:00:49.500 --> 00:00:50.500]  我們叫做
[00:00:50.500 --> 00:00:53.000]  在新年當中可能你都經歷了很多
[00:00:53.000 --> 00:00:54.500]  和家人一起生活
[00:00:54.500 --> 00:00:57.500]  可能吃多了要減一下
[00:00:58.000 --> 00:00:59.500]  又或者你斗了很多利是
[00:00:59.500 --> 00:01:01.500]  可能當中有些年輕人或者學生
[00:01:01.500 --> 00:01:04.500]  新年我們經常都說福氣
[00:01:04.500 --> 00:01:05.500]  會祝福
[00:01:05.500 --> 00:01:06.500]  今年是蛇年
[00:01:06.500 --> 00:01:11.000]  新春很多祝賀的說話
[00:01:11.000 --> 00:01:13.000]  不同的表達
[00:01:13.000 --> 00:01:14.000]  很有趣
[00:01:14.000 --> 00:01:15.500]  今天經課你會發現
[00:01:15.500 --> 00:01:16.500]  如果留心聽
[00:01:16.500 --> 00:01:20.000]  剛才幾段經課都提到福氣這件事
[00:01:20.000 --> 00:01:21.000]  提到什麼呢
[00:01:21.000 --> 00:01:23.500]  提到原來晝夜思想是有福的
[00:01:23.500 --> 00:01:25.500]  提到上帝要賜福的
[00:01:26.000 --> 00:01:28.500]  更有趣的是在新約的福音書裡面
[00:01:28.500 --> 00:01:30.500]  耶穌和門徒是說到福氣
[00:01:30.500 --> 00:01:33.500]  想起上帝的福氣
[00:01:33.500 --> 00:01:35.500]  可能你很容易就想起熟悉的
[00:01:35.500 --> 00:01:37.000]  馬太福音第五章
[00:01:37.000 --> 00:01:39.500]  耶穌在山上補份說的八福
[00:01:39.500 --> 00:01:41.000]  可能拿頂著家裡
[00:01:41.000 --> 00:01:43.000]  寫著八福就好了
[00:01:43.000 --> 00:01:44.000]  八福臨門
[00:01:44.000 --> 00:01:47.500]  今天我跟大家看路加福音這段聖經
[00:01:47.500 --> 00:01:49.500]  這段聖經裡面都說到福氣
[00:01:49.500 --> 00:01:52.500]  不過描述的面有些特別
[00:01:52.500 --> 00:01:53.500]  我們又想想
[00:01:54.000 --> 00:01:56.500]  如何得到上帝給我們這些福氣
[00:01:56.500 --> 00:01:59.500]  大家可以看回手上的聖經
[00:01:59.500 --> 00:02:02.000]  或者在赤頭影都可以看到
[00:02:02.000 --> 00:02:04.500]  路加福音第六章十七節開始
[00:02:04.500 --> 00:02:07.000]  聖經裡面說到一個很有趣的狀態
[00:02:07.000 --> 00:02:09.000]  我們又先進入一次
[00:02:09.000 --> 00:02:10.000]  每一次在福音書
[00:02:10.000 --> 00:02:11.000]  我經常跟頂姐妹說
[00:02:11.000 --> 00:02:13.000]  就不只是坐著聽
[00:02:13.000 --> 00:02:14.500]  你要想像進入
[00:02:14.500 --> 00:02:16.000]  如果你是當時的群眾
[00:02:16.000 --> 00:02:18.000]  和耶穌一起
[00:02:18.000 --> 00:02:21.000]  並且聽著耶穌親口說的時候
[00:02:21.000 --> 00:02:22.000]  有什麼感受呢
[00:02:22.500 --> 00:02:25.500]  我們就一起去想像一下
[00:02:25.500 --> 00:02:27.500]  當時裡面說到耶穌
[00:02:27.500 --> 00:02:29.000]  和他們下了山
[00:02:29.000 --> 00:02:31.500]  就站在一塊平地上
[00:02:31.500 --> 00:02:35.000]  很多同站的門徒一起
[00:02:35.000 --> 00:02:36.500]  又有很多百姓
[00:02:36.500 --> 00:02:37.500]  即是很多人
[00:02:37.500 --> 00:02:38.500]  同不同的地方
[00:02:38.500 --> 00:02:40.500]  猶太傳遞耶路撒冷
[00:02:40.500 --> 00:02:42.000]  去到泰爾西頓
[00:02:42.000 --> 00:02:43.500]  泰爾西頓即是很邊的
[00:02:43.500 --> 00:02:44.500]  去到海邊
[00:02:44.500 --> 00:02:46.500]  快離開猶太人地方的海邊
[00:02:46.500 --> 00:02:47.500]  都來到
[00:02:47.500 --> 00:02:50.500]  為了要聽耶穌說道
[00:02:51.000 --> 00:02:52.500]  可能就好像我們一樣
[00:02:52.500 --> 00:02:53.500]  來到不同地方
[00:02:53.500 --> 00:02:55.500]  來到耶穌的面前
[00:02:55.500 --> 00:02:56.500]  還有
[00:02:56.500 --> 00:02:59.500]  又指望醫治他們的病
[00:02:59.500 --> 00:03:03.500]  還有被污靈纏綁的得祖醫治
[00:03:03.500 --> 00:03:05.500]  眾人都想要摸耶穌
[00:03:05.500 --> 00:03:08.500]  因為有能力從祂身上出來
[00:03:08.500 --> 00:03:10.500]  醫好了他們
[00:03:10.500 --> 00:03:11.500]  當時的環境就是
[00:03:11.500 --> 00:03:13.000]  很多人來到耶穌面前
[00:03:13.000 --> 00:03:14.500]  其實這個我都很相熟的
[00:03:14.500 --> 00:03:16.500]  很多耶穌行的神蹟騎士
[00:03:16.500 --> 00:03:17.500]  都是先說
[00:03:17.500 --> 00:03:19.500]  很多群眾來到耶穌這一處
[00:03:20.000 --> 00:03:21.000]  都為了什麼呢?
[00:03:21.000 --> 00:03:22.500]  為了聽道
[00:03:22.500 --> 00:03:24.000]  為了得到醫治
[00:03:24.000 --> 00:03:26.500]  這個醫治可能是身體的
[00:03:26.500 --> 00:03:28.500]  可能是心靈的
[00:03:28.500 --> 00:03:30.000]  還可能是屬靈的事
[00:03:30.000 --> 00:03:31.000]  有污靈的纏繞
[00:03:31.000 --> 00:03:33.500]  以致他需要得到醫治
[00:03:33.500 --> 00:03:37.500]  並且是在耶穌身上得到能力的
[00:03:37.500 --> 00:03:39.000]  頂智媒在新年裡面
[00:03:39.000 --> 00:03:41.000]  我們都求很多不常的福氣
[00:03:41.000 --> 00:03:42.500]  你有沒有期望
[00:03:42.500 --> 00:03:44.000]  去到上帝面前祈求
[00:03:44.000 --> 00:03:45.500]  上帝賜福你呢?
[00:03:45.500 --> 00:03:47.500]  可能這一群人圍住耶穌
[00:03:48.000 --> 00:03:50.000]  我想像的畫面像不像新年
[00:03:50.000 --> 00:03:51.000]  那些人圍住我
[00:03:51.000 --> 00:03:52.000]  那一晚
