
[00:00:00.000 --> 00:00:02.440]  大概三個月之前
[00:00:02.440 --> 00:00:06.320]  我如常在家中剪指甲
[00:00:06.320 --> 00:00:07.560]  剪著剪著的時候
[00:00:07.560 --> 00:00:10.460]  因為我喜歡把指甲的邊
[00:00:10.460 --> 00:00:11.920]  剪得深一點
[00:00:11.920 --> 00:00:14.240]  以及剪得很圓
[00:00:14.240 --> 00:00:17.120]  所以我很多時候都要放得很近
[00:00:17.120 --> 00:00:18.200]  來剪
[00:00:18.200 --> 00:00:20.040]  大概三個月前
[00:00:20.040 --> 00:00:21.560]  當我剪指甲的時候
[00:00:21.560 --> 00:00:23.060]  我又覺得
[00:00:23.060 --> 00:00:26.340]  怎麼看都好像對不到焦點
[00:00:26.340 --> 00:00:27.560]  再放近一點
[00:00:27.560 --> 00:00:29.080]  希望看得清楚一點
[00:00:29.080 --> 00:00:31.080]  又更加看不清楚
[00:00:31.080 --> 00:00:31.840]  怎樣呢?
[00:00:31.840 --> 00:00:34.120]  嘗試放遠一點
[00:00:34.120 --> 00:00:36.120]  清楚了
[00:00:36.120 --> 00:00:38.320]  唉
[00:00:38.320 --> 00:00:41.520]  笑得出來的人就知道什麼事了
[00:00:41.520 --> 00:00:43.720]  我眼睛開始模糊了
[00:00:43.720 --> 00:00:45.920]  又老花了
[00:00:45.920 --> 00:00:50.440]  今天我們聖經這兩個男主角
[00:00:50.440 --> 00:00:53.160]  經文都說他們眼睛模糊了
[00:00:53.160 --> 00:00:56.680]  大大個老師耶穌基督出現在他們面前
[00:00:56.680 --> 00:00:58.520]  他們都竟然認不出
[00:00:58.520 --> 00:00:59.920]  直到某一刻
[00:00:59.920 --> 00:01:02.200]  聖經說他眼睛開了
[00:01:02.200 --> 00:01:03.200]  明亮了
[00:01:03.200 --> 00:01:05.400]  就看到原來眼前這個
[00:01:05.400 --> 00:01:08.240]  就是已經復活的主耶穌
[00:01:08.240 --> 00:01:10.720]  不過當他們認出的時候
[00:01:10.720 --> 00:01:12.440]  耶穌就消失了
[00:01:12.440 --> 00:01:16.680]  今天我們會再看一看這段經文
[00:01:16.680 --> 00:01:20.240]  這個以馬五師的事件
[00:01:20.240 --> 00:01:21.480]  當中
[00:01:21.480 --> 00:01:26.320]  就是這兩位被耶穌稱為信德太遲鈍的門徒
[00:01:26.320 --> 00:01:30.720]  究竟最後怎樣能夠開眼
[00:01:30.720 --> 00:01:32.280]  認得出耶穌
[00:01:32.280 --> 00:01:35.240]  以致他們的生命被更新
[00:01:35.240 --> 00:01:36.240]  被改變
[00:01:36.240 --> 00:01:39.200]  從此不再一樣的故事
[00:01:39.200 --> 00:01:42.960]  這段是路加福音獨有的片段
[00:01:42.960 --> 00:01:45.920]  盼望我們中毒的時候
[00:01:45.920 --> 00:01:49.520]  我們再一次給聖靈激勵和提醒
[00:01:49.520 --> 00:01:52.800]  幫助我們每一個去反思
[00:01:52.800 --> 00:01:56.320]  我們的心有沒有像這兩個門徒一樣
[00:01:56.320 --> 00:01:59.080]  信德太遲鈍呢?
[00:01:59.080 --> 00:02:01.160]  如果我們真的信德太遲的話
[00:02:01.160 --> 00:02:04.160]  我們的原因又是甚麼呢?
[00:02:04.160 --> 00:02:06.560]  我盼望大家知道了之後
[00:02:06.560 --> 00:02:09.840]  能夠立志用行動來回應
[00:02:09.840 --> 00:02:14.720]  以致我們的心不會信德太遲鈍
[00:02:14.720 --> 00:02:17.400]  讓我們一起祈禱
[00:02:17.400 --> 00:02:22.000]  所以我們很需要你自己的話語的滋潤和提醒
[00:02:22.000 --> 00:02:26.240]  以致我們不會信德太遲鈍
[00:02:26.240 --> 00:02:29.320]  主下求聖靈幫助我們能夠同感一靈
[00:02:29.320 --> 00:02:32.360]  無論聽的講的都能夠同得益處
[00:02:32.360 --> 00:02:33.800]  我們祈禱感恩
[00:02:33.800 --> 00:02:37.400]  是直賴救主耶穌基督得聖名次祈求
[00:02:37.400 --> 00:02:39.760]  阿門
[00:02:39.760 --> 00:02:43.960]  好了,當大家看回路加福音第24章
[00:02:43.960 --> 00:02:48.760]  這個二馬五司事件其實是由第十三節開始的
[00:02:48.760 --> 00:02:54.720]  第十三節的第一句就是「同一天」
[00:02:54.720 --> 00:02:56.960]  究竟和哪一天是同一天?
[00:02:56.960 --> 00:02:59.320]  究竟是甚麼時間?
[00:02:59.320 --> 00:03:02.880]  原來這天的早上清早
[00:03:02.880 --> 00:03:05.400]  還未天未亮的時候
[00:03:05.400 --> 00:03:08.400]  原來莫大拉瑪利亞
[00:03:08.400 --> 00:03:11.680]  或者如果我們看馬賽福音和路加福音
[00:03:11.680 --> 00:03:14.000]  除了莫大拉瑪利亞之外
[00:03:14.000 --> 00:03:15.760]  還有一些其他的婦女
[00:03:15.760 --> 00:03:17.600]  總之就是一群婦女
[00:03:17.600 --> 00:03:20.960]  去到耶穌的墳墓前面
[00:03:20.960 --> 00:03:24.400]  但是發現耶穌的墳墓是空的
[00:03:24.400 --> 00:03:25.840]  沒有人的
[00:03:25.840 --> 00:03:27.760]  接著天使就告訴她
[00:03:27.760 --> 00:03:29.440]  耶穌已經復活了
[00:03:29.440 --> 00:03:31.240]  祂已經不在這裡了
[00:03:31.240 --> 00:03:37.760]  於是這群婦女就跑去通知其他躲藏的使徒
[00:03:37.760 --> 00:03:39.920]  有些人聽到婦女說
[00:03:39.920 --> 00:03:41.840]  耶穌基督復活,不是吧?
[00:03:41.840 --> 00:03:45.040]  他們覺得這些婦女一派胡言
[00:03:45.040 --> 00:03:46.760]  完全沒有理會
[00:03:46.760 --> 00:03:49.480]  不過當中有兩個
[00:03:49.480 --> 00:03:51.800]  就是彼得和約翰
[00:03:51.800 --> 00:03:55.640]  他們卻是馬上起來跑去空墳墓前面
[00:03:55.640 --> 00:04:00.320]  他們果然看不到他們的夫子耶穌復活了
[00:04:00.320 --> 00:04:05.280]  只看到細麻布和果頭根獨在一處
[00:04:05.280 --> 00:04:10.320]  之後他們就回到糾室裡躲藏了
[00:04:10.320 --> 00:04:14.680]  但是留在空墳墓前的莫大拉瑪利亞
[00:04:14.680 --> 00:04:17.240]  卻是因為留在這裡
[00:04:17.240 --> 00:04:24.920]  她就能成為第一個耶穌顯現在她面前的人
[00:04:24.920 --> 00:04:28.200]  當然她最初也認不出這位是耶穌
[00:04:28.200 --> 00:04:30.240]  她以為是康元子
[00:04:30.240 --> 00:04:35.760]  直到耶穌叫她瑪利亞
[00:04:35.760 --> 00:04:37.800]  她就覺得很親切
[00:04:37.800 --> 00:04:40.960]  就認得出原來這位就是耶穌
[00:04:40.960 --> 00:04:43.120]  這件事發生之後
[00:04:43.120 --> 00:04:47.840]  沒多久就出現了我們今天看的這段經文
[00:04:47.840 --> 00:04:50.320]  「爾瑪五斯事件」
[00:04:50.320 --> 00:04:53.960]  同一天就說原來早上發生這樣的事
[00:04:53.960 --> 00:04:55.800]  但是到了中午下午
[00:04:55.800 --> 00:04:58.560]  「爾瑪五斯事件」就發生了
[00:04:58.560 --> 00:05:00.560]  我們看看第十三節
[00:05:00.560 --> 00:05:04.480]  他說在門徒中有兩個人一起去那個村
[00:05:04.480 --> 00:05:07.760]  而那個村的名字就是「爾瑪五斯」
[00:05:07.760 --> 00:05:10.800]  他說距離耶路撒冷大概有25里
[00:05:10.800 --> 00:05:14.520]  那些人朝聖上山去到耶路撒冷
[00:05:14.520 --> 00:05:18.200]  朝聖之後他們就過了雨節
[00:05:18.200 --> 00:05:20.760]  當然那一次就是耶穌被釘死
[00:05:20.760 --> 00:05:22.160]  然後他們下山
[00:05:22.160 --> 00:05:27.520]  原來從耶路撒冷去到爾瑪五斯這25里
[00:05:27.520 --> 00:05:31.120]  大概是由觀塘走到尖沙咀
[00:05:31.120 --> 00:05:34.960]  大概這樣的距離
[00:05:34.960 --> 00:05:37.240]  在走這個漫漫長路的途中
[00:05:37.240 --> 00:05:38.880]  他們兩個在聊天
