
[00:00:00.000 --> 00:00:01.020]  各位網友 早安
[00:00:01.020 --> 00:00:03.320]  今天是復活節的主日
[00:00:03.320 --> 00:00:07.420]  對很多人來說 復活節等於是假期
[00:00:07.420 --> 00:00:10.240]  很多人都會趁機會四處去
[00:00:10.240 --> 00:00:11.520]  不過很可惜
[00:00:11.520 --> 00:00:14.580]  我相信在現在這個疫情的影響下
[00:00:14.580 --> 00:00:17.140]  大部分都要留在家裏
[00:00:17.140 --> 00:00:18.680]  不論你在哪裏
[00:00:18.680 --> 00:00:23.540]  復活節對基督教來說是一個相當重要的日子
[00:00:23.540 --> 00:00:26.880]  因為我們所信的耶穌
[00:00:27.140 --> 00:00:28.160]  祂在這一天
[00:00:28.160 --> 00:00:30.200]  從死裡復活
[00:00:30.200 --> 00:00:31.740]  祂的復活
[00:00:31.740 --> 00:00:35.320]  將基督教和其他的宗教可以說是分別出來
[00:00:35.320 --> 00:00:37.640]  基督教不單是一些
[00:00:37.640 --> 00:00:39.940]  我們所謂人類的智者
[00:00:39.940 --> 00:00:42.240]  通過他的前修
[00:00:42.240 --> 00:00:44.040]  或者是一些尋道
[00:00:44.040 --> 00:00:45.820]  得出來的人生智慧
[00:00:45.820 --> 00:00:48.120]  聖經裏面所說
[00:00:48.120 --> 00:00:49.920]  我們所相信的基督教
[00:00:49.920 --> 00:00:53.000]  不單止是一種宗教學說或者理論
[00:00:53.000 --> 00:00:55.560]  而是一個真實的信仰
[00:00:56.060 --> 00:00:59.900]  今天我們就通過我們剛才所讀的經文
[00:00:59.900 --> 00:01:01.700]  來看看
[00:01:01.700 --> 00:01:04.260]  耶穌基督復活這個故事
[00:01:04.260 --> 00:01:06.560]  讓我們知道的三個
[00:01:06.560 --> 00:01:09.640]  相當重要的基督教的真理
[00:01:09.640 --> 00:01:13.480]  我們先來看看第一個我們所能夠學到的功課
[00:01:13.480 --> 00:01:15.780]  首先我們需要明白
[00:01:15.780 --> 00:01:21.660]  在當時耶穌離開世界之後 教會剛剛成立的時候
[00:01:21.660 --> 00:01:24.740]  基本上教會裏面的信徒是分兩大類
[00:01:25.240 --> 00:01:26.520]  第一類就是猶太人
[00:01:26.520 --> 00:01:28.560]  第二類就是非猶太人
[00:01:28.560 --> 00:01:31.900]  聖經形容非猶太人就是外邦人
[00:01:31.900 --> 00:01:35.480]  這兩類的信徒可以說
[00:01:35.480 --> 00:01:37.280]  無論他們在語言
[00:01:37.280 --> 00:01:40.340]  還是文化上其實都有很大的分別
[00:01:40.340 --> 00:01:42.140]  不單止是這樣
[00:01:42.140 --> 00:01:47.260]  當時猶太人的信徒他有一種很根深蒂固的觀念
[00:01:47.260 --> 00:01:50.080]  他們覺得他們是特別一點的
[00:01:50.080 --> 00:01:55.200]  因為他們是神在萬民萬族當中
[00:01:55.460 --> 00:01:56.480]  揀選他們出來
[00:01:56.480 --> 00:01:58.520]  成為他們的子民
[00:01:58.520 --> 00:02:03.380]  所以猶太人的觀念就是他比其他的民族
[00:02:03.380 --> 00:02:05.180]  更加的聖潔
[00:02:05.180 --> 00:02:06.960]  更加的公義
[00:02:06.960 --> 00:02:10.560]  所以他們其他的民族
[00:02:10.560 --> 00:02:12.080]  如果他們想
[00:02:12.080 --> 00:02:14.140]  像猶太人那樣得到
[00:02:14.140 --> 00:02:16.960]  神的恩典
[00:02:16.960 --> 00:02:19.260]  神的福分的時候
[00:02:19.260 --> 00:02:20.280]  他們首先
[00:02:20.280 --> 00:02:21.560]  要成為猶太人
[00:02:21.820 --> 00:02:27.700]  這是他們的根深蒂固的思想
[00:02:27.700 --> 00:02:31.280]  我們看看第十三節
[00:02:31.280 --> 00:02:32.560]  第十三節
[00:02:32.560 --> 00:02:34.360]  講到
[00:02:34.360 --> 00:02:37.940]  神和阿伯拉罕 他們的祖宗
[00:02:37.940 --> 00:02:38.700]  立約
[00:02:38.700 --> 00:02:40.240]  他們立什麼約呢?
[00:02:40.240 --> 00:02:41.520]  約就是講到
[00:02:41.520 --> 00:02:43.820]  神應許阿伯拉罕
[00:02:43.820 --> 00:02:45.620]  將來他的子孫
[00:02:45.620 --> 00:02:46.900]  他的後代
[00:02:46.900 --> 00:02:49.720]  人數多得好像天上的星星
[00:02:50.480 --> 00:02:52.520]  海邊的沙一樣
[00:02:52.520 --> 00:02:53.560]  還有
[00:02:53.560 --> 00:02:55.340]  他的後裔
[00:02:55.340 --> 00:02:59.180]  也可以承受神所應許的地圖
[00:02:59.180 --> 00:03:00.720]  所以
[00:03:00.720 --> 00:03:03.280]  在猶太人來說他們覺得
[00:03:03.280 --> 00:03:06.360]  神的應許是單單臨到
[00:03:06.360 --> 00:03:08.140]  阿伯拉罕的後裔
[00:03:08.140 --> 00:03:12.500]  所以在這樣的觀念下
[00:03:12.500 --> 00:03:14.040]  他們覺得他們特別一點
[00:03:14.040 --> 00:03:15.320]  他們更加的聖潔
[00:03:15.320 --> 00:03:16.600]  更加的公義
[00:03:16.600 --> 00:03:17.360]  不過
[00:03:17.620 --> 00:03:23.500]  保羅在這一段經文裏面指出他們這個錯誤的觀念
[00:03:23.500 --> 00:03:26.840]  第十三節講到人承受世界
[00:03:26.840 --> 00:03:28.120]  不是因律法
[00:03:28.120 --> 00:03:31.180]  乃是因信而得的義
[00:03:31.180 --> 00:03:32.720]  意思就是說
[00:03:32.720 --> 00:03:36.560]  人是否能夠得到神的公義
[00:03:36.560 --> 00:03:40.140]  並不在乎我們是不是有律法
[00:03:40.140 --> 00:03:42.200]  或者我們是不是完全
[00:03:42.200 --> 00:03:43.720]  遵守到律法
[00:03:43.720 --> 00:03:47.560]  而是在乎我們對神有沒有這個信心
[00:03:48.080 --> 00:03:49.620]  保羅在第十四節
[00:03:49.620 --> 00:03:50.640]  這樣說
[00:03:50.640 --> 00:03:53.200]  若是屬乎律法的人
[00:03:53.200 --> 00:03:54.740]  才得為後裔
[00:03:54.740 --> 00:03:55.760]  信
[00:03:55.760 --> 00:03:58.320]  就歸於虛空
[00:03:58.320 --> 00:04:00.380]  為什麼保羅這樣說呢
[00:04:00.380 --> 00:04:03.200]  我們看看主耶穌自己怎麼說
[00:04:03.200 --> 00:04:04.460]  主耶穌說
[00:04:04.460 --> 00:04:06.260]  神愛世人
[00:04:06.260 --> 00:04:08.300]  甚至將他的獨生子
[00:04:08.300 --> 00:04:09.840]  賜給他們
[00:04:09.840 --> 00:04:12.920]  叫一切信他的不至滅亡
[00:04:12.920 --> 00:04:14.460]  反得永生
