
[00:00:00.000 --> 00:00:06.600]  保羅在加拿大書上次我們講到說
[00:00:06.600 --> 00:00:10.440]  保羅又再提
[00:00:10.440 --> 00:00:13.640]  你看整個加拿大書六章的聖經裏面
[00:00:13.640 --> 00:00:18.400]  他花了五章的聖經裏面一直在反覆的講
[00:00:18.400 --> 00:00:20.680]  反覆的講這件事情
[00:00:20.680 --> 00:00:22.280]  也許對你我來講
[00:00:22.280 --> 00:00:27.720]  今天陰性稱義這件事情是一個好像是理所當然的事情
[00:00:27.720 --> 00:00:29.920]  但是我想今天我也會告訴你
[00:00:29.920 --> 00:00:32.200]  他已經不是理所當然
[00:00:32.200 --> 00:00:36.560]  因爲在整個的特別是西方基督教世界裏面
[00:00:36.560 --> 00:00:39.480]  這已經是被衝擊的到一個地步
[00:00:39.480 --> 00:00:45.040]  現在很多的教會要怎麼樣能夠守得住
[00:00:45.040 --> 00:00:47.280]  這都變成是一個挑戰
[00:00:47.280 --> 00:00:51.240]  今天我們華人教會面對在特別是美國
[00:00:51.240 --> 00:00:54.120]  這個所謂的基督教的大本營
[00:00:54.120 --> 00:00:58.640]  我們更是需要能夠在真理上面能夠站得住
[00:00:58.640 --> 00:01:00.520]  所以保羅在這邊一再的講
[00:01:00.520 --> 00:01:03.200]  因爲當時候這些猶太的基督徒
[00:01:03.200 --> 00:01:11.160]  他們爲了受到他們自己的猶太教的影響
[00:01:11.160 --> 00:01:13.680]  所以他就勸那些外邦的信徒
[00:01:13.680 --> 00:01:15.480]  外邦就是非猶太人
[00:01:15.480 --> 00:01:17.600]  勸這些外邦的信徒說
[00:01:17.600 --> 00:01:23.840]  你們必須要受割離才能夠得救
[00:01:23.840 --> 00:01:28.840]  割離是猶太人男孩子生出來第八天之後
[00:01:28.840 --> 00:01:30.920]  就必須接受的一個割離
[00:01:30.920 --> 00:01:33.160]  瞭解這意思嗎
[00:01:33.160 --> 00:01:35.000]  懂嗎
[00:01:35.000 --> 00:01:37.960]  可能有一些還剛來的或不太清楚
[00:01:37.960 --> 00:01:44.680]  就是以色列的男孩生出來第八天就要割包皮
[00:01:44.680 --> 00:01:46.120]  這個叫做割離
[00:01:46.120 --> 00:01:50.720]  這是上帝對以色列人所立的一個約
[00:01:50.720 --> 00:01:56.120]  用這個約來代表着神跟他們之間的關係
[00:01:56.120 --> 00:01:59.760]  所以猶太人有這種很強烈的觀念
[00:01:59.760 --> 00:02:03.800]  認爲這是上帝在舊約裏面跟他們所立的這一個約
[00:02:03.800 --> 00:02:09.280]  因此世世代代我們都要去遵守這個約
[00:02:09.280 --> 00:02:11.040]  可是他不曉得
[00:02:11.040 --> 00:02:12.960]  因爲他們今天也不相信
[00:02:12.960 --> 00:02:17.440]  耶穌基督這一位他們所盼望的彌賽亞已經來了
[00:02:17.440 --> 00:02:21.720]  這就是今天我們所謂的基督教
[00:02:21.720 --> 00:02:26.200]  我們相信耶穌基督使我們能夠得救
[00:02:26.200 --> 00:02:28.200]  Amen
[00:02:28.200 --> 00:02:28.640]  好
[00:02:28.640 --> 00:02:31.200]  那麼保羅基亞也講到這件事情之後
[00:02:31.200 --> 00:02:38.960]  接下來第五章第七到十二節
[00:02:38.960 --> 00:02:40.640]  保羅基亞提到了
[00:02:40.640 --> 00:02:44.360]  他說你們向來跑得很好啊
[00:02:44.360 --> 00:02:51.000]  有誰攔阻你們 叫你們不順從真理呢
[00:02:51.000 --> 00:02:54.360]  這樣的勸導不是出於那招你們的
[00:02:54.360 --> 00:02:59.520]  在第七節第八節保羅就繼續的講到
[00:02:59.520 --> 00:03:02.840]  他說你們過去向來跑得好
[00:03:02.840 --> 00:03:04.240]  什麼意思
[00:03:04.240 --> 00:03:08.600]  保羅在這裏把我們走這條天路
[00:03:08.600 --> 00:03:11.360]  好像是我們在跑天路一樣
[00:03:11.360 --> 00:03:17.280]  還記得保羅也曾經用賽跑來形容我們今天在人生道路當中
[00:03:17.280 --> 00:03:18.320]  是不是
[00:03:18.320 --> 00:03:21.240]  我們要向着標杆怎麼樣
[00:03:21.240 --> 00:03:23.440]  直跑
[00:03:23.440 --> 00:03:25.080]  是不是
[00:03:25.080 --> 00:03:27.040]  所以保羅提醒我們
[00:03:27.040 --> 00:03:29.240]  他說你這些
[00:03:29.240 --> 00:03:31.640]  他說這一家的基督徒
[00:03:31.640 --> 00:03:34.920]  他說你們過去向來跑得好
[00:03:34.920 --> 00:03:35.960]  跑得好
[00:03:35.960 --> 00:03:40.680]  這個字在原文裏面的詞態
[00:03:40.680 --> 00:03:43.200]  它是所謂的過去不完成式
[00:03:43.200 --> 00:03:44.280]  什麼意思
[00:03:44.280 --> 00:03:46.440]  在希臘文裏面這個意思就是講說
[00:03:46.440 --> 00:03:49.560]  在過去的一段時間裏面
[00:03:49.560 --> 00:03:51.480]  他持續的一個動作
[00:03:51.480 --> 00:03:54.440]  所以保羅講說你們過去跑得好的意思就是說
[00:03:54.440 --> 00:03:57.480]  他說你們向來跑得好的意思就是說
[00:03:57.480 --> 00:03:59.560]  你們過去一直跑得很好
[00:03:59.560 --> 00:04:00.760]  懂這意思吧
[00:04:00.760 --> 00:04:02.240]  你們過去信仰
[00:04:02.240 --> 00:04:04.080]  你們過去從受洗之後
[00:04:04.080 --> 00:04:05.160]  你們信耶穌之後
[00:04:05.160 --> 00:04:07.160]  你們一直都跑得很好
[00:04:07.160 --> 00:04:11.000]  他說加勒泰人他鼓勵他們
[00:04:11.000 --> 00:04:14.520]  但是接着他說什麼
[00:04:14.520 --> 00:04:17.120]  他說有誰攔阻你們
[00:04:17.120 --> 00:04:22.320]  叫你們不順從真理呢
[00:04:22.320 --> 00:04:25.440]  所以在這個地方他提醒
[00:04:25.440 --> 00:04:28.680]  他說有誰攔阻你們呢
[00:04:28.680 --> 00:04:30.840]  你們過去一直跑得很好
[00:04:30.840 --> 00:04:33.480]  是誰攔阻了你們呢
[00:04:33.480 --> 00:04:38.560]  剛纔我們講到美國的教會
[00:04:38.560 --> 00:04:40.720]  美國的教會 西方的教會
[00:04:40.720 --> 00:04:43.200]  從歐洲的教會開始
[00:04:43.200 --> 00:04:47.720]  受到新派神學 自由派神學的影響
[00:04:47.720 --> 00:04:49.560]  帶來的影響非常的大
[00:04:49.560 --> 00:04:51.520]  直到今天
[00:04:51.520 --> 00:04:56.840]  我們來看看
[00:04:56.840 --> 00:05:00.680]  自由派的神學
[00:05:00.680 --> 00:05:04.000]  我等一下會跟大家一起解釋
[00:05:04.000 --> 00:05:07.920]  什麼叫做自由派的神學
[00:05:07.920 --> 00:05:09.920]  這邊是一把自由派的神學
[00:05:09.920 --> 00:05:12.520]  跟福音派的神學做了一個對比
[00:05:12.520 --> 00:05:13.600]  一個有七項對比
[00:05:13.600 --> 00:05:14.920]  我沒有時間整個講
[00:05:14.920 --> 00:05:15.920]  我就highlight幾個
[00:05:15.920 --> 00:05:19.160]  第一個 比如說關於聖經的權威
[00:05:19.160 --> 00:05:20.880]  自由派的神學呢
[00:05:20.880 --> 00:05:26.480]  他們認爲這個聖經是一個記錄
[00:05:26.480 --> 00:05:31.000]  記載古代的這些人的一個記錄
[00:05:31.000 --> 00:05:34.680]  你看 當這樣講的時候
[00:05:34.680 --> 00:05:40.600]  那麼所以聖經就不是一個絕對性的東西了
[00:05:40.600 --> 00:05:41.800]  懂我意思嗎
[00:05:41.800 --> 00:05:44.920]  那跟我們今天所謂福音派的教會
[00:05:44.920 --> 00:05:47.360]  我們所強調的是什麼
[00:05:47.360 --> 00:05:50.720]  聖經是無誤的
[00:05:50.720 --> 00:05:53.840]  聖經是神的啓示
[00:05:53.840 --> 00:05:55.720]  是上帝的話語
[00:05:55.720 --> 00:05:58.200]  聖經不會改變
[00:05:58.200 --> 00:05:59.960]  從過去一直到永遠
[00:05:59.960 --> 00:06:03.520]  神的話永遠不改變
[00:06:03.520 --> 00:06:05.920]  你相信這件事情嗎 弟兄姊妹
[00:06:05.920 --> 00:06:08.040]  當你在讀聖經的時候
[00:06:08.040 --> 00:06:10.840]  你是把它當作一本歷史的記載
[00:06:10.840 --> 00:06:13.480]  還是把它當作是上帝的話語
[00:06:13.480 --> 00:06:15.000]  是神的啓示
[00:06:15.000 --> 00:06:17.360]  這是非常非常重要一件事情 對不對
[00:06:17.360 --> 00:06:18.320]  對我們福音派來講
[00:06:18.320 --> 00:06:19.840]  這是沒有改變的餘地
[00:06:19.840 --> 00:06:21.600]  馬丁路德改教的時候
[00:06:21.600 --> 00:06:24.000]  就把這件事情清楚地講下來
[00:06:24.000 --> 00:06:27.440]  是不是 改變天主教會
[00:06:27.440 --> 00:06:30.640]  教宗也好 或者這些天主的主教也好
[00:06:30.640 --> 00:06:33.560]  他們用自己的方式來解釋聖經
[00:06:33.560 --> 00:06:36.280]  甚至不按照聖經的本意
[00:06:36.280 --> 00:06:38.240]  那所以馬丁路德改教
[00:06:38.240 --> 00:06:40.480]  讓我們看見聖經是沒有錯誤的
[00:06:40.480 --> 00:06:41.760]  OK 好 那弟兄姊妹
[00:06:41.760 --> 00:06:49.240]  第二個 關於耶穌基督的神性
[00:06:49.240 --> 00:06:53.960]  自由派他們認爲什麼
[00:06:53.960 --> 00:06:57.000]  耶穌是一個在歷史上面
