
[00:00:00.000 --> 00:00:01.600]  電影姊妹早晨
[00:00:01.600 --> 00:00:02.600]  電影姊妹早
[00:00:02.600 --> 00:00:06.960]  都盼望你現在你在家裏的
[00:00:06.960 --> 00:00:09.460]  你都坐定定這樣聽到
[00:00:09.460 --> 00:00:12.240]  盼望你又說在家裏讓你做得好好的
[00:00:12.240 --> 00:00:13.500]  聽清楚
[00:00:13.500 --> 00:00:15.820]  有一次同一班的小朋友
[00:00:15.820 --> 00:00:17.460]  有一次跟一群的小朋友
[00:00:17.460 --> 00:00:20.240]  用一張毛布板講關於
[00:00:20.240 --> 00:00:22.920]  鄧麗麗和她的朋友的事情
[00:00:22.920 --> 00:00:24.680]  用一張毛布板
[00:00:24.680 --> 00:00:27.220]  就是講鄧麗麗跟她朋友的一個事情
[00:00:27.220 --> 00:00:31.540]  她的朋友被扔到一個火窯裏面
[00:00:31.540 --> 00:00:34.280]  她跟她的朋友被丟到一個火窯裏面
[00:00:34.280 --> 00:00:36.840]  但這班小朋友就覺得很出奇
[00:00:36.840 --> 00:00:38.960]  但這群小朋友就覺得很奇怪
[00:00:38.960 --> 00:00:40.680]  明明三個的
[00:00:40.680 --> 00:00:42.420]  她說明明當時只有三個人
[00:00:42.420 --> 00:00:43.800]  為甚麼會變成四個人
[00:00:43.800 --> 00:00:45.020]  為甚麼會變成四個人呢
[00:00:45.020 --> 00:00:48.060]  原來有一個天使在其中保護他們
[00:00:48.060 --> 00:00:50.520]  原來有一個天使在其中去保護他們
[00:00:50.520 --> 00:00:52.740]  曾經提到鄧麗麗和她的朋友
[00:00:52.740 --> 00:00:55.080]  經歷到一場的挑戰
[00:00:55.080 --> 00:00:57.580]  曾經提到鄧麗麗和她的朋友
[00:00:57.580 --> 00:00:59.260]  經歷到一場的挑戰
[00:00:59.260 --> 00:01:01.500]  就是當時尼布甲尼撒王
[00:01:01.500 --> 00:01:03.500]  就是當時尼布甲尼撒王
[00:01:03.500 --> 00:01:06.020]  要求他們拜那個金像
[00:01:06.020 --> 00:01:07.740]  就要求他們拜那個金像
[00:01:07.740 --> 00:01:09.180]  誰不拜呢
[00:01:09.180 --> 00:01:10.700]  誰不拜這個金像呢
[00:01:10.700 --> 00:01:12.820]  就要丟到那個火窯裏面
[00:01:12.820 --> 00:01:14.820]  誰不拜就要丟到那個火窯裏面
[00:01:14.820 --> 00:01:16.860]  面對火燒的死亡
[00:01:16.860 --> 00:01:18.340]  面對火燒的死亡
[00:01:18.340 --> 00:01:20.180]  這三個人決定
[00:01:20.180 --> 00:01:21.300]  這三個人決定
[00:01:21.300 --> 00:01:23.360]  她說告訴王爺知道
[00:01:23.360 --> 00:01:24.980]  我們已經選擇了
[00:01:24.980 --> 00:01:25.960]  她說告訴王爺知道
[00:01:25.960 --> 00:01:26.900]  我們已經選擇了
[00:01:26.900 --> 00:01:28.700]  爺爺說是我們的神
[00:01:28.700 --> 00:01:29.940]  因華是我們的神
[00:01:29.940 --> 00:01:31.900]  他一定會保守我們
[00:01:31.900 --> 00:01:32.940]  他一定會保守我們
[00:01:32.940 --> 00:01:34.420]  救我們脫離你的手
[00:01:34.420 --> 00:01:35.780]  救我們脫離你的手
[00:01:35.780 --> 00:01:37.700]  就算他不救也好
[00:01:37.700 --> 00:01:39.100]  就算他不救也好
[00:01:39.100 --> 00:01:41.380]  我們都決不侍奉其他的神
[00:01:41.380 --> 00:01:43.380]  我們也不會侍奉別的神
[00:01:43.380 --> 00:01:45.740]  所以有一句很出名的金句
[00:01:45.740 --> 00:01:48.340]  所以有一句很出名的金句
[00:01:48.340 --> 00:01:49.980]  即或不言
[00:01:49.980 --> 00:01:51.180]  即或不言
[00:01:51.180 --> 00:01:53.060]  我們也決不侍奉你的神
[00:01:53.060 --> 00:01:54.820]  我們也決不侍奉你的神
[00:01:54.820 --> 00:01:56.420]  他們很清楚
[00:01:56.420 --> 00:01:57.620]  他們很清楚
[00:01:57.620 --> 00:02:00.140]  將他們決定的事情說出來
[00:02:00.140 --> 00:02:01.740]  將他們決定的事情說出來
[00:02:01.740 --> 00:02:03.060]  而大家就知道了
[00:02:03.060 --> 00:02:04.020]  而大家就知道了
[00:02:04.020 --> 00:02:05.460]  因為神的保護
[00:02:05.460 --> 00:02:06.460]  因為神的保護
[00:02:06.460 --> 00:02:09.100]  他們最終沒有被火燒死
[00:02:09.100 --> 00:02:11.420]  他們最終沒有被火燒死
[00:02:11.420 --> 00:02:12.980]  因此整個國家
[00:02:12.980 --> 00:02:14.140]  因此整個國家
[00:02:14.140 --> 00:02:15.940]  都尊崇耶和華
[00:02:15.940 --> 00:02:17.220]  也都尊崇耶和華
[00:02:17.220 --> 00:02:18.460]  因為他們的決定
[00:02:18.460 --> 00:02:19.460]  也因為他們的決定
[00:02:19.460 --> 00:02:20.380]  他們的堅持
[00:02:20.380 --> 00:02:21.500]  也因為他們的堅持
[00:02:21.500 --> 00:02:24.020]  就算他們面對這麼大的挑戰
[00:02:24.020 --> 00:02:25.660]  就算他們面對這麼大的挑戰
[00:02:25.660 --> 00:02:27.620]  他們仍然堅持他們的抉擇
[00:02:27.620 --> 00:02:29.540]  他們仍然堅持他們的抉擇
[00:02:29.540 --> 00:02:31.020]  其實在我們的生活裏面
[00:02:31.020 --> 00:02:32.260]  其實在我們生活裏面
[00:02:32.260 --> 00:02:33.820]  也有不斷不同的挑戰
[00:02:33.820 --> 00:02:35.300]  也有不同生活上的挑戰
[00:02:35.300 --> 00:02:37.900]  令我們有時會搖動我們的抉擇
[00:02:37.900 --> 00:02:39.700]  有時會搖動我們的抉擇
[00:02:39.700 --> 00:02:41.100]  生命記告訴我們
[00:02:41.100 --> 00:02:42.300]  生命記告訴我們
[00:02:42.300 --> 00:02:45.980]  怎樣去堅持我們的抉擇
[00:02:45.980 --> 00:02:47.700]  怎樣去堅持我們的抉擇
[00:02:47.700 --> 00:02:49.660]  為甚麼要堅持我們的抉擇呢
[00:02:49.660 --> 00:02:51.180]  為甚麼要堅持我們的抉擇呢
[00:02:51.180 --> 00:02:53.620]  生命記十一章一到十七節
[00:02:53.620 --> 00:02:55.780]  生命記十一章一到十七節裏面
[00:02:55.780 --> 00:02:57.700]  李銓經文曾經三次
[00:02:57.700 --> 00:02:59.700]  這邊有經文曾經講了三遍
[00:02:59.700 --> 00:03:01.860]  提出要求我們要去愛神
[00:03:01.860 --> 00:03:03.860]  提出要求我們要去愛我們的神
[00:03:03.860 --> 00:03:06.060]  第一節 第八節和第十三節
[00:03:06.060 --> 00:03:08.380]  在第一節 第八節和第十三節
[00:03:08.380 --> 00:03:10.140]  都是提醒我們要愛神
[00:03:10.140 --> 00:03:11.700]  都是提醒我們要去愛神
[00:03:11.700 --> 00:03:14.340]  每一節都要求之後
[00:03:14.340 --> 00:03:16.620]  就會提及那個原因
[00:03:16.620 --> 00:03:19.460]  每一次講完以後就會提到那個原因
[00:03:19.460 --> 00:03:22.020]  從多個角度去看
[00:03:22.020 --> 00:03:23.820]  從不同的角度去看
[00:03:23.820 --> 00:03:26.180]  為甚麼我們要去愛神
[00:03:26.180 --> 00:03:27.780]  生命記十一章一節
[00:03:27.780 --> 00:03:30.140]  生命記第十一章第一節
[00:03:30.140 --> 00:03:34.380]  你要愛耶和華你的神
[00:03:34.380 --> 00:03:37.300]  常守他的吩咐
[00:03:37.300 --> 00:03:40.980]  律例 典章 誡命
[00:03:40.980 --> 00:03:43.940]  一開始聖經就提醒我們要愛神
[00:03:43.940 --> 00:03:46.620]  一開始聖經就提醒我們要愛神
[00:03:46.620 --> 00:03:49.260]  常守他的吩咐
[00:03:49.260 --> 00:03:52.260]  在過往的日子中 可以提醒大家
[00:03:52.260 --> 00:03:54.860]  我們要愛神和守神的吩咐
[00:03:54.860 --> 00:03:58.180]  在過往的時間我們也提醒大家
[00:03:58.180 --> 00:04:00.220]  我們要愛神還要守祂的吩咐
[00:04:00.220 --> 00:04:03.220]  愛神和守祂的吩咐是分不開的
[00:04:03.220 --> 00:04:05.220]  愛神和守祂的吩咐是分不開的
[00:04:05.220 --> 00:04:08.340]  當耶穌在這個世界的時候
[00:04:08.340 --> 00:04:10.620]  祂也經常問祂的門徒
[00:04:10.620 --> 00:04:12.620]  「你愛不愛我呢?」
[00:04:12.620 --> 00:04:17.660]  然後耶穌就說「有了我的誡命」
[00:04:17.660 --> 00:04:19.660]  又要遵守的
[00:04:19.660 --> 00:04:21.660]  「那個人就是愛我」
[00:04:21.660 --> 00:04:26.660]  我們愛神不單止是停留在言語和舌頭上
[00:04:26.660 --> 00:04:29.060]  不單止是停留在言語和舌頭上
[00:04:29.060 --> 00:04:33.460]  俗語說「只有嘴巴說說」
[00:04:33.460 --> 00:04:39.460]  我們愛神是透過我們遵守神的話
[00:04:39.460 --> 00:04:44.460]  在行為、在生活當中實行出來
[00:04:44.460 --> 00:04:50.660]  因此愛神的人必定會實行神的話語
[00:04:50.660 --> 00:04:54.860]  真心去守神的誡命
[00:04:54.860 --> 00:04:57.060]  是一個愛神的人
[00:04:57.060 --> 00:05:00.260]  兩者之間不能夠分開的
[00:05:00.260 --> 00:05:04.260]  這是聖經經常提醒我們
[00:05:04.260 --> 00:05:06.460]  一個很重要的原則
[00:05:06.460 --> 00:05:10.860]  跟著《生命紀》的十一章第二節
[00:05:10.860 --> 00:05:15.060]  「你們今天當知道
[00:05:15.060 --> 00:05:19.260]  我本不是和你們的兒女說話
[00:05:19.260 --> 00:05:21.260]  因為他們不知道
[00:05:21.260 --> 00:05:28.260]  也沒有看見耶華你們神的管教和威嚴
[00:05:28.260 --> 00:05:32.060]  大能的手和伸出的膀臂」
[00:05:32.060 --> 00:05:35.660]  跟著聖經提出了一個原因
[00:05:35.660 --> 00:05:37.660]  為什麼我們要愛神?
[00:05:37.660 --> 00:05:43.260]  原因就是神曾經在歷史裏面去管教我們
[00:05:43.260 --> 00:05:47.260]  這個管教有正面也有反面
[00:05:47.260 --> 00:05:52.660]  所以翻譯另一個意思就是教育
[00:05:52.660 --> 00:05:56.660]  神透過過去的經驗
[00:05:56.660 --> 00:06:03.060]  是提醒教育我們很多關於神的事情
[00:06:03.060 --> 00:06:06.660]  因此我們需要去愛神
[00:06:06.660 --> 00:06:08.660]  有哪幾方面的教育?
[00:06:08.660 --> 00:06:10.260]  有哪幾方面的教育?
[00:06:10.260 --> 00:06:11.460]  有哪幾方面的管教?
[00:06:11.460 --> 00:06:12.660]  有哪幾方面的管教?
[00:06:12.660 --> 00:06:16.060]  下面的《生命紀》十一章三到七節
[00:06:16.060 --> 00:06:17.660]  就有三方面的提出
[00:06:17.660 --> 00:06:20.260]  下面《生命紀》十一章三到第七節
[00:06:20.260 --> 00:06:21.260]  就有三方面的提出
[00:06:21.260 --> 00:06:23.860]  我請阿威幫我讀出第三和第四節
