
[00:00:00.000 --> 00:00:02.920]  我們一同低頭再次禱告
[00:00:02.920 --> 00:00:06.000]  天父上帝我們一同聚集
[00:00:06.000 --> 00:00:08.000]  求祢在我們中間
[00:00:08.000 --> 00:00:10.320]  藉著聖靈給我們的感動
[00:00:10.320 --> 00:00:12.320]  祢自己話語的光照
[00:00:12.320 --> 00:00:14.840]  讓我們能夠看到祢的榮耀
[00:00:14.840 --> 00:00:16.560]  求主隨聽我們的禱告
[00:00:16.560 --> 00:00:17.840]  讓我們這一刻間
[00:00:17.840 --> 00:00:20.280]  無論心思意念口裡言語
[00:00:20.280 --> 00:00:21.800]  都蒙月立
[00:00:21.800 --> 00:00:23.600]  奉耶穌名字祈求
[00:00:23.600 --> 00:00:25.600]  阿們
[00:00:25.600 --> 00:00:27.400]  我們一講榮耀
[00:00:27.400 --> 00:00:29.000]  差不多講了一整年了
[00:00:29.000 --> 00:00:31.680]  加上一月就快今年要結束
[00:00:31.680 --> 00:00:33.200]  榮臣益人
[00:00:33.200 --> 00:00:35.960]  你猜哪一樣容易做一點呢?
[00:00:35.960 --> 00:00:40.520]  益人容易一點
[00:00:40.520 --> 00:00:42.240]  榮臣容易一點
[00:00:42.240 --> 00:00:45.400]  我想你的答案是
[00:00:45.400 --> 00:00:48.520]  兩樣都這麼難
[00:00:48.520 --> 00:00:49.440]  其實
[00:00:49.440 --> 00:00:50.920]  如果在生活中間
[00:00:50.920 --> 00:00:53.400]  益人真的比較容易做
[00:00:53.400 --> 00:00:55.400]  是看得到的
[00:00:55.400 --> 00:00:56.600]  用一句俗語說
[00:00:56.600 --> 00:00:59.080]  你抵撚一點也能益人
[00:00:59.080 --> 00:01:01.880]  做人最怕不抵撚
[00:01:01.880 --> 00:01:03.640]  事實上是
[00:01:03.640 --> 00:01:05.640]  我初出道的時候
[00:01:05.640 --> 00:01:08.760]  有些導師教我們
[00:01:08.760 --> 00:01:10.040]  沒什麼可討厭的
[00:01:10.040 --> 00:01:11.160]  你快畢業了
[00:01:11.160 --> 00:01:12.040]  給你兩個字
[00:01:12.040 --> 00:01:13.720]  抵撚一點
[00:01:13.720 --> 00:01:18.760]  抵撚一點就做了一輩子了
[00:01:18.760 --> 00:01:22.120]  抵撚就別人得益處
[00:01:22.120 --> 00:01:25.000]  但榮臣這件事看來很容易
[00:01:25.000 --> 00:01:26.040]  名詞
[00:01:26.040 --> 00:01:29.640]  但是難的地方就是
[00:01:29.640 --> 00:01:33.320]  益人人可以馬上給你回應
[00:01:33.320 --> 00:01:36.280]  但榮臣這件事
[00:01:36.280 --> 00:01:38.120]  如果人給你回應
[00:01:38.120 --> 00:01:39.640]  也很糟糕
[00:01:39.640 --> 00:01:40.920]  因為是臣
[00:01:40.920 --> 00:01:43.240]  所以回應之後從臣而來
[00:01:43.240 --> 00:01:46.120]  從臣而來的榮耀
[00:01:46.120 --> 00:01:48.600]  這件事是我們分分鐘
[00:01:48.600 --> 00:01:52.120]  我們是想榮耀臣
[00:01:52.120 --> 00:01:55.640]  不過我們做是難的
[00:01:55.640 --> 00:01:56.920]  為什麼?
[00:01:56.920 --> 00:01:59.400]  因為這個人活著
[00:01:59.400 --> 00:02:01.720]  如果人不活著
[00:02:01.720 --> 00:02:03.560]  當然做不到榮耀臣的事
[00:02:03.560 --> 00:02:06.760]  也不會有會規諸臣的榮耀
[00:02:06.760 --> 00:02:10.120]  在耶穌基督約翰福音十七章的祈禱
[00:02:10.120 --> 00:02:12.360]  這是耶穌的真正祈禱
[00:02:12.360 --> 00:02:14.280]  祂從一至十節裡面
[00:02:14.280 --> 00:02:18.120]  說了六次的榮耀
[00:02:18.120 --> 00:02:19.560]  這六次的榮耀裡面
[00:02:19.560 --> 00:02:20.840]  說到最後一句的時候
[00:02:20.840 --> 00:02:23.160]  凡是我的都是你的
[00:02:23.160 --> 00:02:25.160]  你的也是我的
[00:02:25.160 --> 00:02:29.000]  並且我因他們得了榮耀
[00:02:29.000 --> 00:02:32.760]  這個他們是指當時跟隨祂的門徒
[00:02:32.760 --> 00:02:36.520]  也是指以後聽祂的話
[00:02:36.520 --> 00:02:38.360]  相信祂的人
[00:02:38.360 --> 00:02:39.400]  換句話說
[00:02:39.400 --> 00:02:46.440]  耶穌是在我們這群人的身上得到榮耀
[00:02:46.440 --> 00:02:49.640]  做臣的兒女
[00:02:49.640 --> 00:02:51.400]  有幸地臣的恩典
[00:02:51.400 --> 00:02:55.240]  從小在家庭在環境裡面長大
[00:02:55.240 --> 00:02:58.440]  都是跟信仰有關的
[00:02:58.440 --> 00:03:00.600]  長輩常常提一點
[00:03:00.600 --> 00:03:02.760]  你做什麼都好
[00:03:02.760 --> 00:03:05.960]  不要丟上帝的架
[00:03:05.960 --> 00:03:08.840]  不要令上帝的名受羞辱
[00:03:08.840 --> 00:03:11.880]  這一點常常成為自己很大的提醒
[00:03:11.880 --> 00:03:16.040]  所以極力想去爭取做得好一點
[00:03:16.040 --> 00:03:21.800]  以致不會讓上帝的名受羞辱
[00:03:21.800 --> 00:03:26.200]  若然這裡可以一步步跨過的話
[00:03:26.200 --> 00:03:27.240]  我用跨過這個字
[00:03:27.240 --> 00:03:30.120]  即是很僥倖地經過的話
[00:03:30.120 --> 00:03:34.360]  到底神有沒有在我們身上得榮耀呢?
[00:03:34.360 --> 00:03:36.520]  因為人是被造的
[00:03:36.520 --> 00:03:39.720]  創造者才有榮耀
[00:03:39.720 --> 00:03:41.880]  如果你畫一幅畫
[00:03:41.880 --> 00:03:44.920]  那幅畫被人稱讚的時候
[00:03:44.920 --> 00:03:47.080]  你猜是畫被人稱讚
[00:03:47.080 --> 00:03:51.800]  還是畫家被人稱讚呢?
[00:03:51.800 --> 00:03:53.240]  你做手工藝
[00:03:53.240 --> 00:03:56.760]  現在很流行去地方旅遊
[00:03:56.760 --> 00:04:00.280]  自己做杯、碟、花瓶
[00:04:00.280 --> 00:04:01.640]  你做了那樣東西出來之後
[00:04:01.640 --> 00:04:02.920]  是那樣東西有榮耀
[00:04:02.920 --> 00:04:06.680]  還是你的手有榮耀呢?
[00:04:06.680 --> 00:04:08.200]  這是基本的道理
[00:04:08.200 --> 00:04:10.120]  但是我們卻在這方面
[00:04:10.120 --> 00:04:11.960]  很多時候忽略了
[00:04:11.960 --> 00:04:15.480]  我想從聖經上兩個人物來看一看
[00:04:15.480 --> 00:04:19.880]  第一處看看《大義理書》第四章
[00:04:19.880 --> 00:04:21.320]  《大義理書》第四章
[00:04:21.320 --> 00:04:23.160]  講到尼泊格尼撒王
[00:04:23.160 --> 00:04:25.560]  經文稍為長一點
[00:04:25.560 --> 00:04:29.000]  不過既然星期天回到教會聚會
[00:04:29.000 --> 00:04:31.160]  就多看一點經文
[00:04:31.160 --> 00:04:34.680]  「這時都臨到尼泊格尼撒王
[00:04:34.680 --> 00:04:36.920]  過了十二個月
[00:04:36.920 --> 00:04:41.240]  他遊行在巴比倫王宮裡」
[00:04:41.240 --> 00:04:47.320]  這些我相信是他的成就、成績
[00:04:47.320 --> 00:04:54.200]  有人說巴比倫四大文明古國裡面的古蹟
[00:04:54.200 --> 00:04:57.400]  巴比倫的空中花園是很出名的
[00:04:57.400 --> 00:04:59.480]  他說「這大巴比倫
[00:04:59.480 --> 00:05:04.760]  不是我用大能大力建為京都」
[00:05:04.760 --> 00:05:07.080]  我相信尼泊格尼撒王在這裡
[00:05:07.080 --> 00:05:09.800]  並沒有說任何大話
