
[00:00:00.000 --> 00:00:03.240]  我一直和大家分享彼得前書
[00:00:03.240 --> 00:00:08.880]  上一次很好,時間剛好給我很好,配合得
[00:00:08.880 --> 00:00:12.880]  就是《警醒禱告後主臨》
[00:00:12.880 --> 00:00:17.000]  上個月十二月的時候,很多人都在說
[00:00:17.000 --> 00:00:19.400]  耶穌應該是十二月會回來的
[00:00:19.400 --> 00:00:22.640]  大家都知道東方閃電教都很厲害
[00:00:22.640 --> 00:00:26.560]  甚至有一間教會的堂主任
[00:00:26.560 --> 00:00:28.520]  大家都知道是宣教會的
[00:00:28.520 --> 00:00:30.520]  他有兩個神學位
[00:00:30.520 --> 00:00:33.840]  但竟然他都信了東方閃電教
[00:00:33.840 --> 00:00:36.240]  這間教會都很動盪
[00:00:36.240 --> 00:00:40.400]  那個牧者還帶著一班執事和一些資深會友
[00:00:40.400 --> 00:00:44.680]  參與那些東方閃電教的聚會
[00:00:44.680 --> 00:00:46.920]  後來總會知道的時候
[00:00:46.920 --> 00:00:51.280]  就馬上開除了他的職位
[00:00:51.280 --> 00:00:55.080]  最近這個堂主任有反省了
[00:00:55.080 --> 00:00:59.320]  他自己在網上和接受羅錫為牧師的訪問
[00:00:59.320 --> 00:01:00.600]  就說他悔改了
[00:01:00.600 --> 00:01:03.920]  因為原來過了十月二十一日,耶穌沒有回來
[00:01:03.920 --> 00:01:07.280]  還有東方閃電教是會講雷基督的
[00:01:07.280 --> 00:01:09.080]  我上次已經講了
[00:01:09.080 --> 00:01:11.840]  末日是什麼意思呢?
[00:01:11.840 --> 00:01:14.000]  還有我們上次看到
[00:01:14.000 --> 00:01:17.520]  原來當耶穌要回來,在這個末世的日子裡
[00:01:17.520 --> 00:01:22.400]  我們個人怎樣去操守呢?
[00:01:22.400 --> 00:01:27.080]  大家記得就是「警醒禱告候主臨」
[00:01:27.080 --> 00:01:30.640]  很清楚講到,在末世的日子的時候
[00:01:30.640 --> 00:01:34.920]  我們要謹慎自守,警醒禱告
[00:01:34.920 --> 00:01:37.760]  這是我們上次所探討的
[00:01:37.760 --> 00:01:42.440]  這也是我們今年很著重的主題
[00:01:42.440 --> 00:01:44.800]  就是我們會著重禱告
[00:01:44.800 --> 00:01:46.560]  因為在這個末世的日子裡
[00:01:46.560 --> 00:01:48.840]  很多東西很容易在迷惑我們
[00:01:48.840 --> 00:01:52.200]  如果我們個人和神有一個好的關係
[00:01:52.200 --> 00:01:54.800]  我們就容易了解到神的心意
[00:01:54.800 --> 00:01:57.960]  我們不容易受迷惑
[00:01:57.960 --> 00:02:02.280]  耶穌基督當日都勉勵信徒和他的跟從者
[00:02:02.280 --> 00:02:05.960]  你要警醒禱告,免得你入了迷惑
[00:02:05.960 --> 00:02:09.760]  但是謹慎自守,警醒禱告
[00:02:09.760 --> 00:02:12.960]  這是個人之間和神的關係
[00:02:12.960 --> 00:02:14.600]  但是不足夠的
[00:02:14.600 --> 00:02:18.080]  接著彼得就講群體裡面
[00:02:18.080 --> 00:02:23.840]  怎樣一起互相守望去迎接主耶穌再回來
[00:02:23.840 --> 00:02:26.080]  我們一起來帶大家去看彼得前書
[00:02:26.080 --> 00:02:28.480]  第四章的第八、第九兩節
[00:02:28.480 --> 00:02:30.080]  我們一起來帶大家去讀出
[00:02:30.080 --> 00:02:32.840]  然後我們就會逐節逐句的來帶大家去解釋
[00:02:32.840 --> 00:02:36.080]  我們一起來讀第四章的第八、第九兩節
[00:02:36.080 --> 00:02:40.080]  「最要緊的是彼此切實相愛
[00:02:40.080 --> 00:02:43.480]  因為愛能遮掩許多的罪
[00:02:43.480 --> 00:02:47.360]  你們要互相款待,不發怨言」
[00:02:47.360 --> 00:02:49.360]  這裡很清楚
[00:02:49.360 --> 00:02:52.880]  兩句的說話,但是其實裡面有很深的含義
[00:02:52.880 --> 00:02:55.360]  接著上文就是講
[00:02:55.360 --> 00:02:59.080]  末世的日子近了,所以你們要謹慎自守,警醒禱告
[00:02:59.080 --> 00:03:01.080]  接著他就說到怎樣呢
[00:03:01.080 --> 00:03:03.680]  就是你要帶大家去切實相愛
[00:03:03.680 --> 00:03:06.480]  所以原來我們要有整體的配合
[00:03:06.480 --> 00:03:09.880]  我們整體的配合就是要切實相愛
[00:03:09.880 --> 00:03:12.880]  為什麼在末世的日子裡面要切實相愛呢?
[00:03:12.880 --> 00:03:14.880]  兩個的原因
[00:03:14.880 --> 00:03:17.880]  第一,末世的日子就有很多誘惑
[00:03:17.880 --> 00:03:19.880]  很多人會偏離正道
[00:03:19.880 --> 00:03:21.880]  很多人會放縱
[00:03:21.880 --> 00:03:26.680]  如果能夠有一班弟兄姊妹互相守望提醒的時候
[00:03:26.680 --> 00:03:28.680]  我們不是那麼容易會跌倒,是不是?
[00:03:28.680 --> 00:03:32.280]  但更加重要的是什麼?如果你堅守你的信仰
[00:03:32.280 --> 00:03:34.880]  往往會面對很多的衝擊
[00:03:34.880 --> 00:03:38.080]  別人對你的挑戰,別人對你的誣蔑
[00:03:38.080 --> 00:03:40.080]  別人對你的誤解
[00:03:40.080 --> 00:03:43.880]  如果你孤身走這條路的時候
[00:03:43.880 --> 00:03:46.880]  你很容易跌倒,而沒有人理會
[00:03:46.880 --> 00:03:51.280]  所以傳道書都很清楚地給我們有這個教導
[00:03:51.280 --> 00:03:56.480]  我們一起來帶大家去看傳道書第四章的第九到第十節
[00:03:56.480 --> 00:03:58.880]  還有第十二節,我們一起來讀出
[00:03:58.880 --> 00:04:01.880]  「兩個人總比一個人好
[00:04:01.880 --> 00:04:06.280]  因為二人勞碌,同得美好的果效
[00:04:06.280 --> 00:04:10.880]  若是跌倒,這人可以扶起他的同伴
[00:04:10.880 --> 00:04:17.480]  若是孤身跌倒,沒有別人扶起他來,這人就有禍了
[00:04:17.480 --> 00:04:24.080]  有人孤身一人,若有二人便能抵擋他
[00:04:24.080 --> 00:04:28.280]  三股合成的繩子不容易截斷」
[00:04:28.280 --> 00:04:31.280]  傳道書裡面很清楚講到這段經文
[00:04:31.280 --> 00:04:34.280]  我中間跳了第十一節,為什麼呢?
[00:04:34.280 --> 00:04:37.480]  我不是說聖經是真理錯,但是有一點點矛盾
[00:04:37.480 --> 00:04:39.280]  大家知道第十一節講什麼嗎?
[00:04:39.280 --> 00:04:42.280]  兩個人一起睡覺的時候是暖和的
[00:04:42.280 --> 00:04:44.480]  未必有人會捲起你的被子
[00:04:44.480 --> 00:04:46.880]  你一個人自己睡覺的時候會好一點
[00:04:46.880 --> 00:04:49.480]  所以我特意跳了這一節
[00:04:49.480 --> 00:04:51.480]  事實上這個是很真實的
[00:04:51.480 --> 00:04:54.480]  他說你孤身一人的時候是很危險的
[00:04:54.480 --> 00:04:59.080]  大家住大埔的都會記得幾年前有一個空姐
[00:04:59.080 --> 00:05:02.480]  在太和那裡晚上十一點到十二點回來
[00:05:02.480 --> 00:05:05.880]  後來按機拿錢,然後走一條路
[00:05:05.880 --> 00:05:07.880]  那條路其實我經常都會走的
[00:05:07.880 --> 00:05:11.280]  就是在臨川河邊
[00:05:11.280 --> 00:05:15.480]  結果被人打劫,把她殺了,扔到坑裡
[00:05:15.480 --> 00:05:18.280]  還繼續拿了錢不止
[00:05:18.280 --> 00:05:21.480]  還去騙她的男朋友
[00:05:21.480 --> 00:05:24.280]  說你的女朋友在我手上
[00:05:24.280 --> 00:05:25.680]  結果最後抓了這個人
[00:05:25.680 --> 00:05:27.680]  告了謀殺罪,判了案
[00:05:27.680 --> 00:05:29.680]  那條路是很靜
[00:05:29.680 --> 00:05:32.680]  特別是以前未發生這件事的時候是很暗的
[00:05:32.680 --> 00:05:35.480]  但是很真,我和師母或者我和我的女兒的時候
[00:05:35.480 --> 00:05:37.480]  我們一定會走這條路,因為很浪漫
[00:05:37.480 --> 00:05:41.080]  但是我警告他們,你們兩個人或者單獨一個女孩子
[00:05:41.080 --> 00:05:44.080]  千萬不要走這條路,因為太幽暗
[00:05:44.080 --> 00:05:46.080]  孤身跌倒
[00:05:46.080 --> 00:05:49.080]  在末世的日子裡面往往有很多衝擊
[00:05:49.080 --> 00:05:52.080]  如果在壓力裡面,在痛苦當中
[00:05:52.080 --> 00:05:55.080]  沒有人扶持的時候,你很容易會放棄
[00:05:55.080 --> 00:05:58.080]  很簡單,在四川的地震裡面
[00:05:58.080 --> 00:06:02.080]  地震就會砰一聲,可以幫我按一張看看嗎?
