
[00:00:00.000 --> 00:00:03.520]  今天很高興再一次在港台跟大家見面
[00:00:03.520 --> 00:00:06.540]  今天很高興再一次在講台上跟大家見面
[00:00:06.540 --> 00:00:08.540]  今天其實是特別高興的
[00:00:08.540 --> 00:00:10.200]  今天是特別高興的
[00:00:10.200 --> 00:00:12.200]  所以來之前有弟兄提醒我
[00:00:12.200 --> 00:00:14.200]  雖然來之前有弟兄提醒我
[00:00:14.200 --> 00:00:16.500]  我和我太太很久沒有來這間教會
[00:00:16.500 --> 00:00:18.500]  我和我太太很久沒有來這間會了
[00:00:18.500 --> 00:00:21.000]  你們好像很普通,當我們透明就可以了
[00:00:21.000 --> 00:00:24.000]  你們就好像普通,當我們透明一樣就可以了
[00:00:24.000 --> 00:00:25.000]  不要這麼高調
[00:00:25.000 --> 00:00:26.500]  不要這麼高調的
[00:00:26.500 --> 00:00:29.000]  但我們真的要將榮耀歸給我們的上帝
[00:00:29.000 --> 00:00:31.500]  但我們真的要將榮耀歸給我們的上帝
[00:00:31.500 --> 00:00:35.500]  有姊妹她患病一段很長的時間
[00:00:35.500 --> 00:00:38.500]  有姊妹她患病一段很長的時間
[00:00:38.500 --> 00:00:40.500]  一直睡在床上
[00:00:40.500 --> 00:00:42.000]  一直睡在床上
[00:00:42.000 --> 00:00:44.000]  早期都不知道可不可以下床
[00:00:44.000 --> 00:00:46.500]  早期也不知道可不可以起床
[00:00:46.500 --> 00:00:48.500]  更加不要說能不能回家
[00:00:48.500 --> 00:00:50.500]  更加不要說能不能回家
[00:00:50.500 --> 00:00:52.000]  也不要說能不能坐飛機
[00:00:52.000 --> 00:00:54.000]  也不要說能不能坐飛機
[00:00:54.000 --> 00:00:56.000]  可不可以再一次回到我們的教會
[00:00:56.000 --> 00:00:58.000]  可不可以再一次回到我們的教會
[00:00:58.000 --> 00:01:00.000]  但今天我們見到她
[00:01:00.000 --> 00:01:01.000]  但今天我們見到她
[00:01:01.000 --> 00:01:03.000]  她是站著崇拜的
[00:01:03.000 --> 00:01:04.000]  她是站著崇拜的
[00:01:04.000 --> 00:01:05.000]  她是站著崇拜的
[00:01:05.000 --> 00:01:06.000]  她是站著崇拜的
[00:01:06.000 --> 00:01:07.000]  她是站著崇拜的
[00:01:07.000 --> 00:01:08.000]  她是站著崇拜的
[00:01:08.000 --> 00:01:09.000]  她是站著崇拜的
[00:01:09.000 --> 00:01:10.000]  她是站著崇拜的
[00:01:10.000 --> 00:01:11.000]  她是站著崇拜的
[00:01:11.000 --> 00:01:12.000]  她是站著崇拜的
[00:01:12.000 --> 00:01:13.000]  她是站著崇拜的
[00:01:13.000 --> 00:01:14.000]  她是站著崇拜的
[00:01:14.000 --> 00:01:15.000]  她是站著崇拜的
[00:01:15.000 --> 00:01:16.000]  她是站著崇拜的
[00:01:16.000 --> 00:01:17.000]  她是站著崇拜的
[00:01:17.000 --> 00:01:18.000]  她是站著崇拜的
[00:01:18.000 --> 00:01:19.000]  她是站著崇拜的
[00:01:19.000 --> 00:01:20.000]  她是站著崇拜的
[00:01:20.000 --> 00:01:21.000]  她是站著崇拜的
[00:01:21.000 --> 00:01:22.000]  她是站著崇拜的
[00:01:22.000 --> 00:01:28.000]  她是站著崇拜的
[00:01:28.000 --> 00:01:29.000]  她是站著崇拜的
[00:01:29.000 --> 00:01:30.000]  她是站著崇拜的
[00:01:30.000 --> 00:01:31.000]  她是站著崇拜的
[00:01:31.000 --> 00:01:32.000]  她是站著崇拜的
[00:01:32.000 --> 00:01:33.000]  她是站著崇拜的
[00:01:33.000 --> 00:01:34.000]  她是站著崇拜的
[00:01:34.000 --> 00:01:35.000]  她是站著崇拜的
[00:01:35.000 --> 00:01:36.000]  她是站著崇拜的
[00:01:36.000 --> 00:01:37.000]  她是站著崇拜的
[00:01:37.000 --> 00:01:38.000]  她是站著崇拜的
[00:01:38.000 --> 00:01:39.000]  她是站著崇拜的
