
[00:00:00.000 --> 00:00:04.320]  那我們一起低頭祈禱吧
[00:00:04.320 --> 00:00:05.720]  天父我們多謝你
[00:00:05.720 --> 00:00:10.160]  讓我們一起在你面前聚會
[00:00:10.160 --> 00:00:11.400]  七天的第一天
[00:00:11.400 --> 00:00:14.400]  你是崇拜的主
[00:00:14.400 --> 00:00:17.440]  你也是我們生命的主
[00:00:17.440 --> 00:00:20.680]  今天我求你在我們中間教導我們
[00:00:20.680 --> 00:00:22.600]  跟我們講說話
[00:00:22.600 --> 00:00:25.240]  在我們中間思想
[00:00:25.240 --> 00:00:27.760]  你給我們獨特的性格的時候
[00:00:27.760 --> 00:00:30.160]  不單止只看到我們自己
[00:00:30.160 --> 00:00:35.080]  我們更加看到是你的恩典
[00:00:35.080 --> 00:00:37.200]  你的奇妙
[00:00:37.200 --> 00:00:39.160]  你的救贖的偉大
[00:00:39.160 --> 00:00:40.560]  以致我們的眼目
[00:00:40.560 --> 00:00:41.600]  雖然我們想自己
[00:00:41.600 --> 00:00:44.000]  但卻不是注目著自己
[00:00:44.000 --> 00:00:46.720]  因為我們只是注目著是你自己
[00:00:46.720 --> 00:00:48.680]  以致我們想自己的時候
[00:00:48.680 --> 00:00:49.880]  我們都是想到
[00:00:49.880 --> 00:00:51.600]  我們怎樣可以榮耀你
[00:00:51.600 --> 00:00:53.160]  我們願你的名得到榮耀
[00:00:53.160 --> 00:00:54.640]  奉耶穌基督的名祈求
[00:00:54.640 --> 00:00:55.520]  阿們
[00:00:57.080 --> 00:01:01.800]  今天很快就來到第五講
[00:01:01.800 --> 00:01:03.520]  就是講到個性
[00:01:03.520 --> 00:01:08.360]  SHAPE的「P」就是個性
[00:01:08.360 --> 00:01:11.960]  很明顯神造我們每個人的個性
[00:01:11.960 --> 00:01:13.040]  是很不同的
[00:01:13.040 --> 00:01:17.960]  如果你結了婚
[00:01:17.960 --> 00:01:23.200]  你就會發覺你的配偶是你選擇的
[00:01:23.200 --> 00:01:26.720]  但是在磨合的過程當中
[00:01:26.720 --> 00:01:28.480]  你就會發覺
[00:01:28.480 --> 00:01:30.760]  為什麼會這麼不同呢
[00:01:30.760 --> 00:01:32.720]  即是你結了婚的時候
[00:01:32.720 --> 00:01:34.240]  你又有過來人
[00:01:34.240 --> 00:01:35.960]  很多時候
[00:01:35.960 --> 00:01:40.680]  我覺得這是神很特別的一個設計
[00:01:40.680 --> 00:01:42.400]  我看到我自己也是一樣
[00:01:42.400 --> 00:01:45.600]  我看到有些結了婚的大兄姐妹
[00:01:45.600 --> 00:01:46.480]  也是一樣
[00:01:46.480 --> 00:01:49.280]  很多時候你的配偶是和你的性格
[00:01:49.280 --> 00:01:53.080]  是又未去到完全不同
[00:01:53.080 --> 00:01:55.400]  但是很多方面是會
[00:01:55.400 --> 00:01:57.480]  你是一方面 她是另一方面
[00:01:57.480 --> 00:01:59.400]  不知道你有沒有留意
[00:01:59.400 --> 00:02:02.720]  這個不是你說選錯了
[00:02:02.720 --> 00:02:04.040]  絕對不是這樣
[00:02:04.040 --> 00:02:08.760]  而是因為神就是要讓我們看到
[00:02:08.760 --> 00:02:11.160]  其實我們每個人都是很獨特的
[00:02:11.160 --> 00:02:13.680]  但是我們每個人都是不夠的
[00:02:13.680 --> 00:02:15.520]  我們每個人的性格
[00:02:15.520 --> 00:02:19.120]  好像需要另一邊來幫助
[00:02:19.120 --> 00:02:22.600]  來彌補 去配搭
[00:02:22.600 --> 00:02:24.640]  這樣才會得到完美
[00:02:24.640 --> 00:02:25.840]  所以有時候
[00:02:25.840 --> 00:02:27.640]  講一些題外話
[00:02:27.640 --> 00:02:30.320]  即是夫妻吵架的時候
[00:02:30.320 --> 00:02:32.640]  就說她真的和我很不同
[00:02:32.640 --> 00:02:36.320]  真是不知道那時候是不是選錯了
[00:02:36.320 --> 00:02:38.640]  我就告訴你
[00:02:38.640 --> 00:02:40.240]  不同就必然是
[00:02:40.240 --> 00:02:41.800]  就不是你選錯
[00:02:41.800 --> 00:02:46.840]  而是神安排你們一起互相可以配搭
[00:02:46.840 --> 00:02:50.960]  這個就是最美好的一個安排
[00:02:50.960 --> 00:02:54.840]  好了 說回這個正題
[00:02:54.840 --> 00:02:57.520]  一開始的時候就是
[00:02:57.520 --> 00:02:58.720]  我想說一點就是
[00:02:58.720 --> 00:03:02.920]  天國是有它的多元性的
[00:03:02.920 --> 00:03:06.320]  天國是給不同的人
[00:03:06.320 --> 00:03:10.520]  可以盡其量在你的不同當中
