
[00:00:00.000 --> 00:00:02.000]  剛才所說的經文
[00:00:02.000 --> 00:00:06.000]  其實是來自保羅西教會的一封信
[00:00:06.000 --> 00:00:12.000]  保羅西書是要處理教會受異端衝擊
[00:00:12.000 --> 00:00:14.000]  這個問題
[00:00:14.000 --> 00:00:16.000]  十二節開始
[00:00:16.000 --> 00:00:18.000]  就是所謂
[00:00:18.000 --> 00:00:20.000]  大家看到這經文
[00:00:20.000 --> 00:00:23.000]  這是承接上文的用語
[00:00:23.000 --> 00:00:25.000]  所以我們要看看
[00:00:25.000 --> 00:00:27.000]  究竟上文發生了什麼事
[00:00:27.000 --> 00:00:30.000]  保羅西書前面
[00:00:30.000 --> 00:00:32.000]  在第二章
[00:00:32.000 --> 00:00:36.000]  原來給我們看到
[00:00:36.000 --> 00:00:41.000]  雖然保羅西信徒是信主的群體
[00:00:41.000 --> 00:00:45.000]  但仍然熱衷於當時的哲學學說
[00:00:45.000 --> 00:00:47.000]  相信人間的傳統
[00:00:47.000 --> 00:00:49.000]  世上的學說
[00:00:49.000 --> 00:00:52.000]  以為用詩意的敬拜
[00:00:52.000 --> 00:00:57.000]  至表的謙卑、苦待、己薪
[00:00:57.000 --> 00:00:59.000]  靠自己的規條
[00:00:59.000 --> 00:01:05.000]  靠自己的方法去守所謂的條例
[00:01:05.000 --> 00:01:08.000]  也研究了一些理論
[00:01:08.000 --> 00:01:11.000]  認為這樣就可以對付肉體的情慾
[00:01:11.000 --> 00:01:14.000]  所以保羅要教正他們的方向
[00:01:14.000 --> 00:01:15.000]  提醒他們
[00:01:15.000 --> 00:01:17.000]  人間的哲學
[00:01:17.000 --> 00:01:19.000]  學說傳統
[00:01:19.000 --> 00:01:21.000]  這些不是真正的美德
[00:01:21.000 --> 00:01:25.000]  只有在基督裡面才有真理
[00:01:25.000 --> 00:01:27.000]  為什麼呢?
[00:01:27.000 --> 00:01:30.000]  因為神本性一切的豐盛
[00:01:30.000 --> 00:01:32.000]  都有形有體的
[00:01:32.000 --> 00:01:34.000]  住在基督耶穌裡面
[00:01:34.000 --> 00:01:36.000]  更重要的是什麼呢?
[00:01:36.000 --> 00:01:38.000]  你們都在祂裡面
[00:01:38.000 --> 00:01:41.000]  已經成為豐盛
[00:01:41.000 --> 00:01:44.000]  什麼意思呢?
[00:01:44.000 --> 00:01:47.000]  今天第三段經文
[00:01:47.000 --> 00:01:48.000]  一開始的時候
[00:01:48.000 --> 00:01:50.000]  保羅說什麼呢?
[00:01:50.000 --> 00:01:53.000]  所以你們既然是神的選民
[00:01:53.000 --> 00:01:57.000]  聖潔蒙愛的人
[00:01:57.000 --> 00:01:59.000]  保羅稱他們是神的選民
[00:01:59.000 --> 00:02:01.000]  聖潔蒙愛的人是說什麼呢?
[00:02:01.000 --> 00:02:03.000]  其實提醒他們
[00:02:03.000 --> 00:02:07.000]  你們已經在基督裡面了
[00:02:07.000 --> 00:02:09.000]  神的選民是什麼人呢?
[00:02:09.000 --> 00:02:11.000]  就是神所揀選的
[00:02:11.000 --> 00:02:14.000]  呼召出來的人
[00:02:14.000 --> 00:02:18.000]  聖潔就是神從這個世界
[00:02:18.000 --> 00:02:21.000]  分別出來屬於神的人
[00:02:21.000 --> 00:02:27.000]  蒙愛是尚過主恩的滋味
[00:02:27.000 --> 00:02:30.000]  被神所愛的人
[00:02:30.000 --> 00:02:35.000]  所以保羅說什麼呢?
[00:02:35.000 --> 00:02:38.000]  其實你們已經在基督裡面了
[00:02:38.000 --> 00:02:40.000]  不假外求
[00:02:40.000 --> 00:02:44.000]  不需要再去找人間的傳統
[00:02:44.000 --> 00:02:47.000]  跟隨世上的學說
[00:02:47.000 --> 00:02:49.000]  不僅如此
[00:02:49.000 --> 00:02:52.000]  既然你們是屬於神的
[00:02:52.000 --> 00:02:54.000]  聖潔蒙愛的人
[00:02:54.000 --> 00:02:57.000]  你們已經在享受神的愛
[00:02:57.000 --> 00:02:59.000]  你知道什麼是愛
[00:02:59.000 --> 00:03:03.000]  所以就要穿上
[00:03:03.000 --> 00:03:08.000]  憐憫、欠缺、溫柔、忍耐這些
[00:03:08.000 --> 00:03:10.000]  或者說到這些
[00:03:10.000 --> 00:03:12.000]  一點一點列出來的
[00:03:12.000 --> 00:03:14.000]  很多人都以為
[00:03:14.000 --> 00:03:16.000]  又是一連串的教條
[00:03:16.000 --> 00:03:18.000]  要怎樣要怎樣
[00:03:18.000 --> 00:03:20.000]  或者說
[00:03:20.000 --> 00:03:23.000]  這些聽慣聽熟的
[00:03:23.000 --> 00:03:26.000]  道德清單沒有什麼特別
[00:03:26.000 --> 00:03:28.000]  其實通通都不是
[00:03:28.000 --> 00:03:30.000]  這些是什麼?
[00:03:30.000 --> 00:03:32.000]  這些其實就是
[00:03:32.000 --> 00:03:36.000]  耶穌生命所呈現出來的封聖
[00:03:36.000 --> 00:03:40.000]  都是神的本質和屬性的具體呈現
[00:03:40.000 --> 00:03:44.000]  耶穌就是這樣對我們的
[00:03:44.000 --> 00:03:48.000]  所以剛才說神本性一切的封聖
[00:03:48.000 --> 00:03:51.000]  都是有形有體的
[00:03:51.000 --> 00:03:54.000]  住在基督裡面
[00:03:54.000 --> 00:03:58.000]  因為基督就是神的本體的呈現
[00:03:58.000 --> 00:04:02.000]  所以憐憫、欠缺、溫柔、忍耐這些
[00:04:02.000 --> 00:04:06.000]  就是呈現出來的形和體
[00:04:06.000 --> 00:04:09.000]  是很具體的
[00:04:09.000 --> 00:04:12.000]  我們都是基督徒
[00:04:12.000 --> 00:04:15.000]  都是神的選民
[00:04:15.000 --> 00:04:18.000]  都是聖潔無愛的人
[00:04:18.000 --> 00:04:21.000]  如果真真正正信了耶穌
[00:04:21.000 --> 00:04:24.000]  我們的生命會和耶穌相連
[00:04:24.000 --> 00:04:29.000]  產生了葡萄樹和枝枝的關係
[00:04:29.000 --> 00:04:32.000]  都會經歷過
[00:04:32.000 --> 00:04:36.000]  耶穌的憐憫、恩賜
[00:04:36.000 --> 00:04:38.000]  都體會到
[00:04:38.000 --> 00:04:41.000]  耶穌的謙虛、溫柔、忍耐
[00:04:41.000 --> 00:04:46.000]  所以我不需要逐一作定二聖的討論
[00:04:46.000 --> 00:04:51.000]  很久用「穿上」這個詞很有意思
[00:04:51.000 --> 00:04:55.000]  就是憐憫、恩賜、謙虛、溫柔、忍耐
[00:04:55.000 --> 00:04:58.000]  這些屬靈的質素
[00:04:58.000 --> 00:05:01.000]  不是我們本身有的
[00:05:01.000 --> 00:05:05.000]  我們是被耶穌這樣對待過
[00:05:05.000 --> 00:05:08.000]  我們吸收了耶穌對我們的憐憫、恩賜
[00:05:08.000 --> 00:05:11.000]  溫柔、忍耐
[00:05:11.000 --> 00:05:14.000]  透過我們全盤的領受
[00:05:14.000 --> 00:05:17.000]  和因典和實踐
[00:05:17.000 --> 00:05:22.000]  內化成為我們生命的一部份
[00:05:22.000 --> 00:05:25.000]  這就是「穿上」
[00:05:25.000 --> 00:05:29.000]  不是背了這一連串的名詞
[00:05:29.000 --> 00:05:32.000]  才會說出來
[00:05:32.000 --> 00:05:34.000]  基督的道理
[00:05:34.000 --> 00:05:38.000]  不像「高臨多的信徒」那樣
[00:05:38.000 --> 00:05:40.000]  頌上的學說
[00:05:40.000 --> 00:05:43.000]  哲學是用來研究討論的
[00:05:43.000 --> 00:05:49.000]  其實神的旨意從來不是離地的抽象理論
[00:05:49.000 --> 00:05:51.000]  祂對我們要求
[00:05:51.000 --> 00:05:56.000]  耶穌祂自己已經做了一次先
[00:05:56.000 --> 00:05:59.000]  而且做在我們身上
[00:05:59.000 --> 00:06:02.000]  我們都領受過、經驗過
[00:06:02.000 --> 00:06:05.000]  這是道地,是具體的,是可以跟隨的
[00:06:05.000 --> 00:06:08.000]  所以耶穌說什麼呢?
[00:06:08.000 --> 00:06:10.000]  「我心裡柔和謙卑」
[00:06:10.000 --> 00:06:14.000]  「你們要負我厄,學我養色」
[00:06:14.000 --> 00:06:17.000]  耶穌所說的道
[00:06:17.000 --> 00:06:20.000]  是祂自己走過的
[00:06:20.000 --> 00:06:24.000]  我們是可以跟著來走的
[00:06:24.000 --> 00:06:26.000]  所以基督徒的道德
[00:06:26.000 --> 00:06:29.000]  不是靠守什麼規條
[00:06:29.000 --> 00:06:31.000]  講什麼理論
[00:06:31.000 --> 00:06:36.000]  而是跟著耶穌照做就可以了
[00:06:36.000 --> 00:06:38.000]  很具體的
[00:06:38.000 --> 00:06:41.000]  正因為基督的道理是如此道地
[00:06:41.000 --> 00:06:44.000]  保羅跟著十四節說什麼?
[00:06:44.000 --> 00:06:46.000]  十三節說什麼?
[00:06:46.000 --> 00:06:50.000]  就是將這些美德
[00:06:50.000 --> 00:06:54.000]  應用在信徒的處境當中
[00:06:54.000 --> 00:06:57.000]  信徒群體
[00:06:57.000 --> 00:07:01.000]  說如果有人跟那個人發生嫌隙
[00:07:01.000 --> 00:07:02.000]  就怎樣呢?
[00:07:02.000 --> 00:07:05.000]  「彼此容忍,彼此饒恕」
[00:07:05.000 --> 00:07:08.000]  「和修本」亦是「彼此容忍」
[00:07:08.000 --> 00:07:12.000]  我覺得廣東話可能有點誤會
[00:07:12.000 --> 00:07:15.000]  因為「容忍」有限度
[00:07:15.000 --> 00:07:17.000]  但是新漢語也很好
[00:07:17.000 --> 00:07:20.000]  「彼此寬容」
[00:07:20.000 --> 00:07:22.000]  在現實生活中
[00:07:22.000 --> 00:07:24.000]  試想想
[00:07:24.000 --> 00:07:28.000]  當人跟理所當然衝突
[00:07:28.000 --> 00:07:29.000]  有嫌隙
[00:07:29.000 --> 00:07:31.000]  面左左的時候
[00:07:31.000 --> 00:07:34.000]  一般都覺得是別人的問題
[00:07:34.000 --> 00:07:36.000]  我們可以數一百樣
[00:07:36.000 --> 00:07:40.000]  別人怎樣去妖魔化對方
[00:07:40.000 --> 00:07:43.000]  然後自己扮這個受害者
[00:07:43.000 --> 00:07:44.000]  但是
[00:07:44.000 --> 00:07:47.000]  保羅看得很準
[00:07:47.000 --> 00:07:50.000]  他看到人與人的接觸
[00:07:50.000 --> 00:07:53.000]  是互動的
[00:07:53.000 --> 00:07:56.000]  當摩擦嫌隙出現了
[00:07:56.000 --> 00:08:00.000]  一定不是單方面的問題
[00:08:00.000 --> 00:08:02.000]  是不是?
[00:08:02.000 --> 00:08:03.000]  保羅不是說
[00:08:03.000 --> 00:08:06.000]  有嫌隙就找長老去調停
[00:08:06.000 --> 00:08:10.000]  找牧者去斷定誰對誰錯
[00:08:10.000 --> 00:08:12.000]  他是說什麼呢?
[00:08:12.000 --> 00:08:15.000]  要「彼此容忍」
[00:08:15.000 --> 00:08:16.000]  「彼此寬容」
[00:08:16.000 --> 00:08:18.000]  「彼此饒恕」
[00:08:18.000 --> 00:08:22.000]  是雙方都要做的事
[00:08:22.000 --> 00:08:23.000]  作為基督徒
[00:08:23.000 --> 00:08:26.000]  為什麼要「寬容」要「饒恕」?
[00:08:26.000 --> 00:08:27.000]  就是說
[00:08:27.000 --> 00:08:30.000]  因為我們都夢過神愛
[00:08:30.000 --> 00:08:32.000]  是被神恩待過
[00:08:32.000 --> 00:08:37.000]  饒恕過的實際的受惠者
[00:08:37.000 --> 00:08:39.000]  正常來說
[00:08:39.000 --> 00:08:41.000]  作為一個基督徒
[00:08:41.000 --> 00:08:44.000]  我們都會經歷過認罪
[00:08:44.000 --> 00:08:48.000]  經歷過神的饒恕赦免
[00:08:48.000 --> 00:08:50.000]  得出救恩
[00:08:50.000 --> 00:08:52.000]  而且蒙神的恩典
[00:08:52.000 --> 00:08:55.000]  享受到神的愛
[00:08:55.000 --> 00:08:56.000]  而且
[00:08:56.000 --> 00:08:59.000]  我們每天都仍然在得罪上帝
[00:08:59.000 --> 00:09:02.000]  都不斷經歷著
[00:09:02.000 --> 00:09:05.000]  神的饒恕
[00:09:05.000 --> 00:09:08.000]  我們的主對我們是「寬容」
[00:09:08.000 --> 00:09:10.000]  是「饒恕」
[00:09:10.000 --> 00:09:14.000]  我們很不好意思對別人這麼苛刻
[00:09:14.000 --> 00:09:16.000]  保羅不是說
[00:09:16.000 --> 00:09:18.000]  饒恕是一種美德
