
[00:00:00.000 --> 00:00:02.880]  今個月的主題是人之初
[00:00:02.880 --> 00:00:05.680]  講到聖經裏面
[00:00:05.680 --> 00:00:10.200]  最初上帝創造人的時候的一些記載
[00:00:10.200 --> 00:00:13.240]  讓我們看看這些記載裏面對我們的生命
[00:00:13.240 --> 00:00:15.720]  對我們基督徒的成長有什麼幫助
[00:00:15.720 --> 00:00:18.000]  我們來看看今天的訊息
[00:00:18.000 --> 00:00:19.760]  創世紀六章一至九節
[00:00:19.760 --> 00:00:25.640]  上個星期我們講了之後發生的羅夏方舟的記載
[00:00:25.640 --> 00:00:30.120]  但是之前發生這一段的歷史
[00:00:30.120 --> 00:00:32.880]  上帝要我們學什麼功課
[00:00:32.880 --> 00:00:34.920]  創世紀六章一至九節
[00:00:34.920 --> 00:00:37.400]  修本經文請聽我讀出
[00:00:37.400 --> 00:00:41.360]  當人開始在地上增多又生女兒的時候
[00:00:41.360 --> 00:00:44.680]  上帝的兒子們看見人的女子美貌
[00:00:44.680 --> 00:00:47.680]  就隨意挑選取來為妻
[00:00:47.680 --> 00:00:50.280]  而又說人既屬乎血氣
[00:00:50.280 --> 00:00:53.280]  我的靈就不永遠住在她裏面
[00:00:53.280 --> 00:00:57.720]  然而她的年歲還可到一百二十年
[00:00:57.720 --> 00:00:59.720]  那時候有個人在地上
[00:00:59.720 --> 00:01:03.120]  後來也有上帝的兒子們和人的女子們
[00:01:03.120 --> 00:01:04.720]  交合生了孩子
[00:01:04.720 --> 00:01:08.880]  那些人就是古代的勇士有名的人物
[00:01:08.880 --> 00:01:11.680]  而又說見人在地上最大惡極
[00:01:11.680 --> 00:01:15.560]  終日心裏所想的盡都是惡事
[00:01:15.560 --> 00:01:18.720]  而又說就因做人在地上感到遺憾
[00:01:18.720 --> 00:01:19.920]  心中憂傷
[00:01:19.920 --> 00:01:23.120]  而又說我要把所做的人和走獸
[00:01:23.120 --> 00:01:25.720]  爬行動物以及天空的飛鳥
[00:01:25.720 --> 00:01:27.520]  都從地面上除滅
[00:01:27.520 --> 00:01:30.400]  因為我做了他們感到遺憾
[00:01:30.400 --> 00:01:33.400]  只有羅亞在而又說眼前蒙恩
[00:01:33.400 --> 00:01:35.800]  這是羅亞的後代
[00:01:35.800 --> 00:01:39.120]  羅亞是個異人
[00:01:39.120 --> 00:01:42.120]  在他的世代中是個完全人
[00:01:42.120 --> 00:01:46.200]  羅亞與上帝同行
[00:01:46.200 --> 00:01:48.680]  我們活在Bay Area
[00:01:48.680 --> 00:01:52.600]  在某些方面是很有福氣的
[00:01:52.600 --> 00:01:56.120]  因為去年年尾的時候
[00:01:56.120 --> 00:01:58.360]  一本雜誌叫做休閒雜誌
[00:01:58.360 --> 00:02:06.440]  就選了三藩市龍灣區是最佳居住的城市
[00:02:06.440 --> 00:02:08.240]  為什麼呢
[00:02:08.240 --> 00:02:10.960]  你看完細節就會知道
[00:02:10.960 --> 00:02:15.280]  因為三藩市裏面有很多路邊公園
[00:02:15.280 --> 00:02:18.320]  你可以坐下來喝咖啡跟人聊天
[00:02:18.320 --> 00:02:20.000]  走路的時候可以坐下來
[00:02:20.000 --> 00:02:22.760]  當然我們覺得是吸塵
[00:02:22.760 --> 00:02:24.840]  但是有些人喜歡
[00:02:24.840 --> 00:02:27.920]  外來的人來到很方便
[00:02:27.920 --> 00:02:29.840]  不止這樣還有第二個原因
[00:02:29.840 --> 00:02:32.480]  就是Progressive Politics
[00:02:32.480 --> 00:02:35.880]  進步的寬鬆的法律
[00:02:35.880 --> 00:02:38.800]  殺人不用坐牢等等
[00:02:38.800 --> 00:02:39.640]  當然不是
[00:02:39.640 --> 00:02:43.120]  還有第三樣東西就是
[00:02:43.120 --> 00:02:45.280]  Quality Weed
[00:02:45.280 --> 00:02:49.360]  這個很有質素的大麻
[00:02:49.360 --> 00:02:54.000]  在全國三藩市出名的大麻
[00:02:54.000 --> 00:02:58.080]  是有質素的高質素的
[00:02:58.080 --> 00:03:00.960]  所以全國人民都走過來
[00:03:00.960 --> 00:03:03.960]  品嘗我們高質素的大麻
[00:03:03.960 --> 00:03:06.120]  當然你知加州種植
[00:03:06.120 --> 00:03:08.480]  水果也好農產品也好
[00:03:08.480 --> 00:03:11.200]  都是比質素好
[00:03:11.200 --> 00:03:16.560]  所以很多人就轉行去種大麻
[00:03:16.560 --> 00:03:19.400]  我認識一些餐館業的
[00:03:19.400 --> 00:03:23.800]  比出來做漢獲還好
[00:03:23.800 --> 00:03:24.920]  賺多點錢
[00:03:24.920 --> 00:03:26.560]  而且是合法的
[00:03:26.560 --> 00:03:28.720]  現在加州裏面我們都知道
[00:03:28.720 --> 00:03:32.320]  全部都是去年年尾的時候
[00:03:32.320 --> 00:03:34.960]  你見到的加州的學府
[00:03:34.960 --> 00:03:36.400]  全世界
[00:03:36.400 --> 00:03:39.880]  如果你上去看US News & World Report
[00:03:39.880 --> 00:03:41.640]  Best University
[00:03:41.640 --> 00:03:44.120]  一年十月份的一個
[00:03:44.120 --> 00:03:47.480]  當然要看你怎樣去評價
[00:03:47.480 --> 00:03:48.480]  你見到的就是
[00:03:48.480 --> 00:03:52.360]  加州裏面頭十大的學府
[00:03:52.360 --> 00:03:53.760]  全世界
[00:03:53.760 --> 00:03:54.920]  在灣區
[00:03:54.920 --> 00:03:56.040]  我們都佔了兩間
[00:03:56.040 --> 00:03:57.040]  大家都知是哪兩間
[00:03:57.040 --> 00:04:00.600]  Stanford和UC Berkeley
[00:04:00.600 --> 00:04:02.840]  而在灣區裏面
[00:04:02.840 --> 00:04:04.720]  在當中也有很多
[00:04:04.720 --> 00:04:09.160]  都是在高技術領域裏面工作
[00:04:09.160 --> 00:04:10.560]  高技術領域
[00:04:10.560 --> 00:04:17.400]  亦都是賺錢在全美國裏面是首屈一指
[00:04:17.400 --> 00:04:19.880]  如果你打算移民去奧斯丁的話
[00:04:19.880 --> 00:04:22.760]  或者LA的話
[00:04:22.760 --> 00:04:24.560]  那些工資當然沒有這裏那麼好
[00:04:24.560 --> 00:04:27.480]  但亦都是有另外一面的
[00:04:27.480 --> 00:04:29.600]  我們知識都很龐大
[00:04:29.600 --> 00:04:31.280]  我們都看到
[00:04:31.280 --> 00:04:35.400]  在加州裏面財富無得頂
[00:04:35.400 --> 00:04:37.640]  如果在三藩市裏面
[00:04:37.640 --> 00:04:41.640]  一萬人左右就有一個是Billionaire
[00:04:41.640 --> 00:04:43.640]  千萬富翁
[00:04:43.640 --> 00:04:46.360]  如果你在某些公司做的
[00:04:46.360 --> 00:04:48.360]  加上股票都差不多
[00:04:48.360 --> 00:04:50.360]  或者都不止
[00:04:50.360 --> 00:04:54.360]  財富是豐盛
[00:04:54.360 --> 00:04:56.760]  幾年前有個研究已經說
[00:04:56.760 --> 00:04:58.960]  有五位數字一年的收入
[00:04:58.960 --> 00:05:01.680]  我們已經叫低收入人士
[00:05:01.680 --> 00:05:03.120]  特別在現在
[00:05:03.120 --> 00:05:07.040]  灣區那些物價飛漲
[00:05:07.040 --> 00:05:10.040]  我昨天都跟同工說
[00:05:10.040 --> 00:05:12.920]  去Costco兩年前
[00:05:12.920 --> 00:05:16.400]  Pandemic之前去買廁紙
[00:05:16.400 --> 00:05:18.400]  都是12.99元
[00:05:18.400 --> 00:05:19.920]  你去Costco買你知
[00:05:19.920 --> 00:05:23.120]  我負責家裏所有的家務
[00:05:23.120 --> 00:05:26.000]  煮飯買Grocery全部都是我的
[00:05:26.000 --> 00:05:28.760]  看著它漲價兩年
[00:05:28.760 --> 00:05:32.960]  我昨天去Costco看17元
[00:05:32.960 --> 00:05:38.760]  你說那些不單止是食物等等
[00:05:38.760 --> 00:05:41.720]  這是我們面對的一個
[00:05:41.720 --> 00:05:45.880]  豐盛的一個地區
[00:05:45.880 --> 00:05:47.880]  但是當我們看這些的時候
[00:05:47.880 --> 00:05:51.000]  繁華的背後也都有一些代價
[00:05:51.000 --> 00:05:54.480]  或者一些負面的事情去發生
[00:05:54.480 --> 00:05:56.600]  當我們看見這些場面的時候
[00:05:56.600 --> 00:05:59.440]  大家電視機或者上網都看過
[00:05:59.440 --> 00:06:02.560]  真的觸目驚心
[00:06:02.560 --> 00:06:06.200]  看到這些百多二百人
[00:06:06.200 --> 00:06:10.440]  聯群結隊的去拿東西
[00:06:10.440 --> 00:06:12.760]  我們不可以說搶
[00:06:12.760 --> 00:06:16.040]  因為還不夠數目
[00:06:16.040 --> 00:06:18.040]  只是去小偷而已
[00:06:18.040 --> 00:06:23.400]  但是見到那些護衛員被人噴胡椒噴霧
[00:06:23.400 --> 00:06:24.920]  那些罪案
[00:06:24.920 --> 00:06:27.680]  其實最難過的就是
[00:06:27.680 --> 00:06:30.120]  你看到的就是兇殺案
[00:06:30.120 --> 00:06:32.120]  越來越多
[00:06:32.120 --> 00:06:36.880]  上個禮拜一直聽新聞
[00:06:36.880 --> 00:06:38.880]  差不多每天
[00:06:38.880 --> 00:06:41.720]  在美國裡面都有一些轟動的
[00:06:41.720 --> 00:06:43.720]  兇殺案
[00:06:43.720 --> 00:06:45.720]  無論紐約
[00:06:45.720 --> 00:06:48.760]  那個華人女子被推下去
[00:06:48.760 --> 00:06:50.760]  這個火車軌
[00:06:50.760 --> 00:06:52.760]  剪掉
[00:06:52.760 --> 00:06:55.800]  或者兩個警察
[00:06:55.800 --> 00:06:57.800]  被伏擊
[00:06:57.800 --> 00:06:59.800]  打死
[00:06:59.800 --> 00:07:02.400]  又或者
[00:07:02.400 --> 00:07:04.400]  在加州
[00:07:04.400 --> 00:07:08.160]  在公開的陽光底下
[00:07:08.160 --> 00:07:11.520]  一個女子被殺死
[00:07:11.520 --> 00:07:16.040]  又或者一個在公路上巡邏的警察
[00:07:16.040 --> 00:07:18.040]  被伏擊
[00:07:18.040 --> 00:07:20.040]  打死死亡
[00:07:20.040 --> 00:07:22.040]  在灣區裡面
[00:07:22.040 --> 00:07:24.040]  正在屋鄰一個城市
[00:07:24.040 --> 00:07:26.040]  去年有134人
[00:07:26.040 --> 00:07:28.040]  死於兇殺案
[00:07:30.400 --> 00:07:32.400]  不用三天有一個人
[00:07:32.400 --> 00:07:34.400]  被殺死
[00:07:34.400 --> 00:07:37.680]  我們的罪案是不斷的
[00:07:37.680 --> 00:07:41.680]  你看看你怎樣去定義
[00:07:41.680 --> 00:07:45.080]  如果你看三人市的數字
[00:07:45.080 --> 00:07:47.800]  很多罪案都是很低的
[00:07:47.800 --> 00:07:51.600]  小偷案就高度飆升
[00:07:51.600 --> 00:07:57.120]  因為很多東西都不再定義為暴行
[00:07:57.120 --> 00:07:59.120]  定義為小偷的案件
[00:08:00.000 --> 00:08:02.400]  所以很多住在當中的
[00:08:02.400 --> 00:08:04.400]  鄧影姊妹面對的就是
[00:08:04.400 --> 00:08:06.400]  這種驚恐
[00:08:06.400 --> 00:08:09.360]  很多人都想搬走
[00:08:09.360 --> 00:08:12.600]  離開三藩市的地方
[00:08:12.600 --> 00:08:14.600]  其中一樣
[00:08:14.600 --> 00:08:16.600]  我去年
[00:08:16.600 --> 00:08:18.600]  12月8號
[00:08:18.600 --> 00:08:22.320]  2021年的情況就是
[00:08:22.320 --> 00:08:25.960]  三藩市一個月裡面
[00:08:25.960 --> 00:08:29.920]  有三千宗報了案的
[00:08:29.920 --> 00:08:31.920]  打爛汽車玻璃
[00:08:31.920 --> 00:08:35.120]  Car break in
[00:08:35.120 --> 00:08:40.480]  平均每天100宗以上
[00:08:40.480 --> 00:08:42.480]  我不知道在當中有多少鄧影姊妹
[00:08:42.480 --> 00:08:44.480]  你自己或你認識的人
[00:08:44.480 --> 00:08:49.040]  是被人打爛過汽車玻璃
[00:08:49.040 --> 00:08:51.040]  請舉舉手
[00:08:51.040 --> 00:08:53.040]  不少吧
[00:08:53.040 --> 00:08:55.040]  我預備這篇信息的時候
[00:08:55.040 --> 00:08:57.040]  12月尾
[00:08:57.040 --> 00:08:59.040]  聖誕節新年
[00:08:59.040 --> 00:09:01.040]  我的大女兒
[00:09:01.040 --> 00:09:03.040]  她是
