
[00:00:00.000 --> 00:00:01.300]  回到聖經
[00:00:01.300 --> 00:00:04.000]  聖命紀第五章第十六節
[00:00:04.000 --> 00:00:05.900]  我們一同來念只有一節的聖經
[00:00:05.900 --> 00:00:06.600]  來
[00:00:06.600 --> 00:00:10.800]  當造耶和華你神所吩咐的孝敬父母
[00:00:10.800 --> 00:00:12.100]  使你得福
[00:00:12.100 --> 00:00:16.700]  並使你的日子在耶和華你神所賜你的地上
[00:00:16.700 --> 00:00:18.000]  得以長久
[00:00:18.000 --> 00:00:19.700]  我們就讀到這裡
[00:00:19.700 --> 00:00:20.600]  今天是母親節
[00:00:20.600 --> 00:00:23.700]  首先在這裡恭賀在座每一位母親
[00:00:23.700 --> 00:00:25.900]  母親節非常非常非常快樂
[00:00:25.900 --> 00:00:28.300]  Amen
[00:00:28.300 --> 00:00:32.400]  母親對我們每一個人來講都是最偉大的
[00:00:32.400 --> 00:00:36.900]  因為母親常常是最疼愛我們的那一位
[00:00:36.900 --> 00:00:42.700]  而且在我們生命當中是最直接影響我們生命的人
[00:00:42.700 --> 00:00:46.000]  我相信我們中間做父親的都有這樣的經驗
[00:00:46.000 --> 00:00:49.400]  平常我們跟孩子們其實也處得蠻不錯的
[00:00:49.400 --> 00:00:51.500]  稱得上是buddy buddy
[00:00:51.500 --> 00:00:54.000]  但一旦孩子受到委屈
[00:00:54.000 --> 00:00:57.200]  他一定奔向母親的懷裡去
[00:00:57.200 --> 00:00:58.200]  不是嗎
[00:00:58.200 --> 00:00:59.300]  為什麼呢
[00:00:59.300 --> 00:01:03.800]  因為媽媽是最能夠了解他們的委屈的
[00:01:03.800 --> 00:01:08.500]  媽媽也最能夠聆聽他們心裡的感覺
[00:01:08.500 --> 00:01:13.000]  也只有媽媽最能夠安慰他們心中的創傷
[00:01:13.000 --> 00:01:18.500]  所以難怪孩子們對母親永遠有一種依附感
[00:01:18.500 --> 00:01:23.600]  因為母親就代表著一種生命中的安慰
[00:01:23.600 --> 00:01:24.900]  難怪有人說
[00:01:24.900 --> 00:01:29.700]  神賜母親給我們就是要藉著母親的愛
[00:01:29.700 --> 00:01:31.700]  讓我們明白神的愛
[00:01:31.700 --> 00:01:32.600]  Amen
[00:01:32.600 --> 00:01:35.700]  所以今天在慶祝母親節的時候
[00:01:35.700 --> 00:01:39.500]  一方面是來感謝母親的愛
[00:01:39.500 --> 00:01:42.000]  另一方面我們也再一次來思想
[00:01:42.000 --> 00:01:47.200]  聖經裡面有關於孝敬父母的這樣一個教導
[00:01:47.200 --> 00:01:49.100]  首先我們第一點要來看的是
[00:01:49.100 --> 00:01:51.200]  孝敬父母是神的誡命
[00:01:51.200 --> 00:01:55.700]  跟你們說孝敬父母是神的誡命
[00:01:55.700 --> 00:01:58.000]  你知道我們平常很少想到說
[00:01:58.000 --> 00:02:01.100]  孝敬父母是神的誡命
[00:02:01.100 --> 00:02:03.400]  而且是神所賜給我們
[00:02:03.400 --> 00:02:08.300]  最重要一個十誡當中的其中一條誡命
[00:02:08.300 --> 00:02:09.500]  剛才我們讀了經文
[00:02:09.500 --> 00:02:13.300]  聖經第五章十六節很清楚的告訴我們說
[00:02:13.300 --> 00:02:19.100]  當造耶和華你神所吩咐的孝敬父母
[00:02:19.100 --> 00:02:23.400]  很多時候我們以為孝敬父母是我們的選擇
[00:02:23.400 --> 00:02:24.900]  方便的時候孝敬一下
[00:02:24.900 --> 00:02:27.500]  不方便以後再說吧
[00:02:27.500 --> 00:02:30.800]  但神的話卻不是這樣講的
[00:02:30.800 --> 00:02:33.600]  神沒有說當你方便的時候
[00:02:33.600 --> 00:02:35.700]  請你孝順一下
[00:02:35.700 --> 00:02:39.800]  神也沒有說當你跟父母關係好的時候
[00:02:39.800 --> 00:02:41.000]  請你孝敬一下
[00:02:41.000 --> 00:02:42.300]  沒有
[00:02:42.300 --> 00:02:44.600]  神乃是很清楚的對我們說
[00:02:44.600 --> 00:02:50.900]  當造的耶和華你神的吩咐孝敬父母
[00:02:50.900 --> 00:02:56.300]  這是神所給人一條非常清楚的誡命
[00:02:56.300 --> 00:02:58.300]  既然是神的誡命
[00:02:58.300 --> 00:03:01.800]  那我們就應當時常來遵行
[00:03:01.800 --> 00:03:03.400]  不是嗎
[00:03:03.400 --> 00:03:06.400]  我們看見神的誡命是我們時常遵守
[00:03:06.400 --> 00:03:08.600]  不是說你方便的時候遵守一下
[00:03:08.600 --> 00:03:10.100]  不方便就算了
[00:03:10.100 --> 00:03:13.600]  有時遵守有時不遵守
[00:03:13.600 --> 00:03:15.400]  就好像不可殺人
[00:03:15.400 --> 00:03:16.700]  請問不可殺人
[00:03:16.700 --> 00:03:19.800]  你可以有時遵守有時不遵守嗎
[00:03:19.800 --> 00:03:21.000]  不可能的
[00:03:21.000 --> 00:03:24.300]  神的誡命不是你有時遵守有時不遵守
[00:03:24.300 --> 00:03:27.900]  神的誡命是我們要時常遵守的
[00:03:27.900 --> 00:03:29.600]  無論你方便與否
[00:03:29.600 --> 00:03:31.600]  無論你喜歡與否
[00:03:31.600 --> 00:03:35.200]  神的誡命是我們需要來遵行
[00:03:35.200 --> 00:03:36.900]  所以從兩方面我們來思想這個誡命
[00:03:36.900 --> 00:03:37.600]  第一個
[00:03:37.600 --> 00:03:43.300]  我們看見這是一條介於神與人之間的誡命
[00:03:43.300 --> 00:03:46.800]  你知道十誡分為兩部分
[00:03:46.800 --> 00:03:52.100]  第一部分前四條是講到我們跟神的關係
[00:03:52.100 --> 00:03:54.300]  後面部分有六條
[00:03:54.300 --> 00:03:56.800]  是講到我們與人的關係
[00:03:56.800 --> 00:04:01.200]  而孝敬父母剛剛好在第五條
[00:04:01.200 --> 00:04:03.800]  剛剛好是在我們與神的關係
[00:04:03.800 --> 00:04:08.600]  跟我們與人的關係最中間這一條誡命
[00:04:08.600 --> 00:04:09.500]  換句話說
[00:04:09.500 --> 00:04:14.000]  孝敬父母是一條我們要與神建立關係的
[00:04:14.000 --> 00:04:18.300]  一個非常重要的一個管道跟連結
[00:04:18.300 --> 00:04:21.500]  因為一個孝敬父母的人
[00:04:21.500 --> 00:04:24.700]  一定在生活每一個關口上
[00:04:24.700 --> 00:04:27.400]  一定懂得來順從神的
[00:04:27.400 --> 00:04:28.600]  Amen
[00:04:28.600 --> 00:04:30.200]  一個孝敬父母的人
[00:04:30.200 --> 00:04:34.200]  一定是一個很容易去順服神的人
[00:04:34.200 --> 00:04:36.500]  反過來說一個順服神的人
[00:04:36.500 --> 00:04:39.100]  一定也在生活每一件事情上
[00:04:39.100 --> 00:04:42.400]  也懂得遵行神的旨意來孝敬父母
[00:04:42.400 --> 00:04:43.700]  Amen
[00:04:43.700 --> 00:04:47.100]  當然當我們講到孝敬的時候
[00:04:47.100 --> 00:04:49.400]  我的意思不是叫你去盲從
[00:04:49.400 --> 00:04:53.900]  聖經所講到的孝敬其實是有尊重的意思
[00:04:53.900 --> 00:04:57.100]  有尊榮的意思在裡面
[00:04:57.100 --> 00:04:59.500]  為什麼要尊重父母呢
[00:04:59.500 --> 00:05:01.700]  第二點因為我們的生命
[00:05:01.700 --> 00:05:05.100]  是藉著我們的父母而來的
[00:05:05.100 --> 00:05:08.000]  今天無論你怎麼看你的人生
[00:05:08.000 --> 00:05:09.700]  你覺得你人生是苦
[00:05:09.700 --> 00:05:12.500]  或是很順利很快樂
[00:05:12.500 --> 00:05:14.800]  無論你怎麼看你的人生
[00:05:14.800 --> 00:05:18.500]  生命的本身都是寶貴的
[00:05:18.500 --> 00:05:19.200]  Amen
[00:05:19.200 --> 00:05:24.300]  跟人說生命本身是寶貴的跟他說
[00:05:24.300 --> 00:05:28.300]  想想看在你一生的人生當中
[00:05:28.300 --> 00:05:32.700]  你能夠享受神所創造的大自然
[00:05:32.700 --> 00:05:36.700]  你能夠享受神所賜給你的親情友情
[00:05:36.700 --> 00:05:41.500]  你能夠在一生當中認識這位創造你的真神
[00:05:41.500 --> 00:05:43.100]  明白神的心意
[00:05:43.100 --> 00:05:47.600]  更能夠在生活當中經歷神諸般的恩典
[00:05:47.600 --> 00:05:50.200]  而甚至有一天你離開這個世界
[00:05:50.200 --> 00:05:54.100]  你能夠是與神永遠同在一起
[00:05:54.100 --> 00:05:57.000]  這何等寶貴的恩典
[00:05:57.000 --> 00:06:00.700]  應得住生命是值得活的
[00:06:00.700 --> 00:06:01.900]  Amen
[00:06:01.900 --> 00:06:03.400]  為這個緣故
[00:06:03.400 --> 00:06:05.800]  我們要尊重我們的父母
[00:06:05.800 --> 00:06:10.700]  因為我們的生命的確是藉著他們而來的
[00:06:10.700 --> 00:06:12.700]  而我們所做的一切事情
[00:06:12.700 --> 00:06:14.600]  都要盡我們所能力的
[00:06:14.600 --> 00:06:17.000]  要來尊榮他們
[00:06:17.000 --> 00:06:18.100]  所以我們看見
[00:06:18.100 --> 00:06:20.900]  這個誡命是一個神與人之間的誡命
[00:06:20.900 --> 00:06:22.200]  第二個我們要看見
[00:06:22.200 --> 00:06:24.200]  其實這個誡命也是一個
[00:06:24.200 --> 00:06:28.600]  神對人的關係的第一條誡命
[00:06:28.600 --> 00:06:29.200]  很有意思
[00:06:29.200 --> 00:06:33.500]  神對人的第一個誡命不是說不可殺人
[00:06:33.500 --> 00:06:35.800]  神給我們對人的關係第一個誡命
[00:06:35.800 --> 00:06:37.900]  不是說不可偷盜
[00:06:37.900 --> 00:06:41.800]  反而是孝敬父母
[00:06:41.800 --> 00:06:43.000]  可見的第二點
[00:06:43.000 --> 00:06:47.200]  家庭才是整個社會結構的基礎
[00:06:47.200 --> 00:06:48.700]  Amen
[00:06:48.700 --> 00:06:51.200]  家庭的秩序對了
[00:06:51.200 --> 00:06:53.800]  這個社會就有秩序
[00:06:53.800 --> 00:06:56.200]  社會就能夠穩定
[00:06:56.200 --> 00:07:00.600]  今天當我們看見現在整個美國的亂象
[00:07:00.600 --> 00:07:03.000]  很多人常說這是因為政治的問題
[00:07:03.000 --> 00:07:04.700]  有人說這是社會的問題
[00:07:04.700 --> 00:07:06.300]  有人說是種族問題
[00:07:06.300 --> 00:07:08.900]  其實歸根結底
[00:07:08.900 --> 00:07:11.500]  這是家庭的問題
[00:07:11.500 --> 00:07:14.600]  家庭的根基若毀壞了
[00:07:14.600 --> 00:07:19.300]  社會國家就不可能能夠穩定跟平安
[00:07:19.300 --> 00:07:20.000]  所以我們看見
[00:07:20.000 --> 00:07:22.600]  神何等看重這條誡命
[00:07:22.600 --> 00:07:25.100]  我在說孝敬父母這條誡命
[00:07:25.100 --> 00:07:30.100]  是神對人的關係的誡命的第一條
[00:07:30.100 --> 00:07:31.700]  何等的重要
[00:07:31.700 --> 00:07:33.500]  我們要看重孝敬父母
[00:07:33.500 --> 00:07:37.700]  是神所給我們一個非常清楚的命令
[00:07:37.700 --> 00:07:38.600]  Amen
[00:07:38.600 --> 00:07:39.600]  第二
[00:07:39.600 --> 00:07:41.800]  孝敬父母使你得福
