
[00:00:00.000 --> 00:00:03.000]  我們繼續看老家福音的訊息
[00:00:03.000 --> 00:00:11.000]  第七章最後這段就說到一位很特別的姊妹
[00:00:11.000 --> 00:00:19.000]  這個照很多聖經的研究都認為是獨特的記載
[00:00:19.000 --> 00:00:23.000]  雖然在其他方書都有類似的記載
[00:00:23.000 --> 00:00:25.000]  不過就不應該是同一件事
[00:00:25.000 --> 00:00:30.000]  這是一個老家特別的記錄
[00:00:30.000 --> 00:00:35.000]  我用這個題目 蒙恩人 什麼?
[00:00:35.000 --> 00:00:38.000]  英愛主 蒙恩人 是不是?
[00:00:38.000 --> 00:00:41.000]  蒙恩人是不是應該愛主? 真的是吧?
[00:00:41.000 --> 00:00:44.000]  在這幅圖畫裏面你看到
[00:00:44.000 --> 00:00:47.000]  我相信這個故事應該不會很陌生
[00:00:47.000 --> 00:00:50.000]  我們讀過聖經和類似的記載
[00:00:50.000 --> 00:00:51.000]  在其他方書都有
[00:00:51.000 --> 00:00:58.000]  所以我們應該都很認識到當時耶穌是被邀請去一個宴席
[00:00:58.000 --> 00:01:00.000]  這個是一個法利賽人
[00:01:00.000 --> 00:01:02.000]  當時的宗教領袖
[00:01:02.000 --> 00:01:07.000]  這些都是其實神所愛的
[00:01:07.000 --> 00:01:11.000]  可惜他們離開了神一些的心意
[00:01:11.000 --> 00:01:14.000]  但是耶穌沒有遠離他們
[00:01:14.000 --> 00:01:16.000]  祂也是去到他們當中
[00:01:16.000 --> 00:01:21.000]  來向他們去教導真理
[00:01:21.000 --> 00:01:25.000]  來傳揚神的救恩和慈愛
[00:01:25.000 --> 00:01:30.000]  在這個家裏面有一個主人叫西門
[00:01:30.000 --> 00:01:32.000]  他也是法利賽人
[00:01:32.000 --> 00:01:34.000]  但是這個故事在這裏看見
[00:01:34.000 --> 00:01:36.000]  我們在這幅圖畫裏也看到
[00:01:36.000 --> 00:01:39.000]  其實誰是蒙恩的人?
[00:01:39.000 --> 00:01:41.000]  誰是蒙恩人?
[00:01:43.000 --> 00:01:46.000]  所有都是蒙恩的人
[00:01:46.000 --> 00:01:49.000]  所以其實神私恩給我們每一個
[00:01:49.000 --> 00:01:54.000]  包括了這些在圖畫上面就是這個故事的主角們
[00:01:54.000 --> 00:01:56.000]  或者是他們的人物
[00:01:56.000 --> 00:01:59.000]  但是誰是愛主呢?
[00:01:59.000 --> 00:02:01.000]  誰是愛主呢?
[00:02:01.000 --> 00:02:04.000]  這個其實不是瑪利亞
[00:02:04.000 --> 00:02:07.000]  是一個叫有罪的婦人
[00:02:07.000 --> 00:02:13.000]  我們看到這幅圖畫也表示出誰是愛主呢?
[00:02:13.000 --> 00:02:15.000]  就是這個女人
[00:02:15.000 --> 00:02:21.000]  換句話說不是所有人
[00:02:21.000 --> 00:02:23.000]  所有人都是蒙恩
[00:02:23.000 --> 00:02:26.000]  不過愛主的人就不是所有的人
[00:02:26.000 --> 00:02:30.000]  在這個故事裏面突出的就是這個女人
[00:02:30.000 --> 00:02:33.000]  大英姊妹,我們是不是蒙恩畫?
[00:02:33.000 --> 00:02:35.000]  我們都是蒙恩的,是不是?
[00:02:35.000 --> 00:02:37.000]  但是你是不是愛主呢?
[00:02:37.000 --> 00:02:43.000]  蒙恩人應該什麼?
[00:02:43.000 --> 00:02:45.000]  應該愛主
[00:02:45.000 --> 00:02:48.000]  如果蒙恩人卻不愛主
[00:02:48.000 --> 00:02:53.000]  保羅就說他真的很鄭重地說
[00:02:53.000 --> 00:02:54.000]  《哥倫多前書》
[00:02:54.000 --> 00:02:57.000]  他說「若有人不愛主」
[00:02:57.000 --> 00:02:58.000]  那又怎樣?
[00:02:58.000 --> 00:03:00.000]  知道下一句是什麼嗎?
[00:03:00.000 --> 00:03:03.000]  「這人是可咒可助敵」
[00:03:04.000 --> 00:03:05.000]  所以換句話說
[00:03:05.000 --> 00:03:09.000]  我們蒙恩的人是應該愛主的
[00:03:09.000 --> 00:03:11.000]  但是很可惜
[00:03:11.000 --> 00:03:12.000]  現實告訴我們
[00:03:12.000 --> 00:03:13.000]  今天我們也看到
[00:03:13.000 --> 00:03:16.000]  不是每一個蒙恩的人都愛主
[00:03:16.000 --> 00:03:18.000]  求神幫助我們
[00:03:18.000 --> 00:03:21.000]  就能夠在這個姊妹身上學習
[00:03:21.000 --> 00:03:24.000]  成為一個跟她一樣
[00:03:24.000 --> 00:03:29.000]  都是蒙恩卻又愛主的人
[00:03:31.000 --> 00:03:34.000]  我們一起讀一讀聖經的記載
[00:03:34.000 --> 00:03:37.000]  由三十六節到五十節
[00:03:37.000 --> 00:03:38.000]  總共有十三節的經文
[00:03:38.000 --> 00:03:39.000]  我們慢慢讀出
[00:03:39.000 --> 00:03:43.000]  順便我解釋一下其中一些的背景
[00:03:43.000 --> 00:03:47.000]  我們來看路加第七章三十六節
[00:03:47.000 --> 00:03:48.000]  我們請讀
[00:03:48.000 --> 00:03:53.000]  有一個法利菜人請耶穌和他吃飯
[00:03:53.000 --> 00:03:58.000]  耶穌就到法利菜人家裡去坐席
[00:03:59.000 --> 00:04:02.000]  這裡我留意這個坐席
[00:04:02.000 --> 00:04:06.000]  你就知道當時他們坐在這些延席的時候
[00:04:06.000 --> 00:04:08.000]  不是像今天我們這樣坐的
[00:04:08.000 --> 00:04:09.000]  大家可能也聽過
[00:04:09.000 --> 00:04:11.000]  或者有時看過有些電影
[00:04:11.000 --> 00:04:14.000]  或者有些圖片
[00:04:14.000 --> 00:04:17.000]  我們知道當時他們有些矮的桌子
[00:04:17.000 --> 00:04:19.000]  所以他們沒有椅子
[00:04:19.000 --> 00:04:20.000]  怎樣坐?
[00:04:20.000 --> 00:04:22.000]  就是靠在那裡
[00:04:22.000 --> 00:04:25.000]  然後好像半臥式那樣
[00:04:25.000 --> 00:04:27.000]  用手托著那個桌子
[00:04:27.000 --> 00:04:29.000]  腳向後伸
[00:04:29.000 --> 00:04:33.000]  所以你發覺當要高耶穌的腳的時候
[00:04:33.000 --> 00:04:35.000]  就不用捐到桌子底
[00:04:35.000 --> 00:04:37.000]  他在旁邊就可以做到
[00:04:37.000 --> 00:04:40.000]  所以我們知道這個坐席就是這個意思
[00:04:40.000 --> 00:04:43.000]  大家圍著一幫人一同享受這個延席
[00:04:43.000 --> 00:04:46.000]  大家是半臥式的
[00:04:46.000 --> 00:04:47.000]  腳是向後的
[00:04:47.000 --> 00:04:48.000]  這樣來坐席
[00:04:48.000 --> 00:04:50.000]  我們繼續讀下去
[00:04:50.000 --> 00:04:52.000]  三十七節請讀
[00:04:52.000 --> 00:04:55.000]  那城裡有一個女人
[00:04:55.000 --> 00:04:57.000]  是個罪人
[00:04:57.000 --> 00:05:00.000]  知道耶穌在法利塞人
[00:05:00.000 --> 00:05:01.000]  家裡坐席
[00:05:01.000 --> 00:05:05.000]  就拿著聖香高的玉瓶
[00:05:05.000 --> 00:05:07.000]  所以這裡記載
[00:05:07.000 --> 00:05:09.000]  沒有她的名字
[00:05:09.000 --> 00:05:11.000]  不過這個人特別的地方
[00:05:11.000 --> 00:05:14.000]  就是記載她的身份是一個什麼?
[00:05:14.000 --> 00:05:15.000]  是一個罪人
[00:05:15.000 --> 00:05:19.000]  今天我們說我們每一個都是什麼?
[00:05:19.000 --> 00:05:21.000]  每一個都是罪人
[00:05:21.000 --> 00:05:24.000]  所以我們可以去跟她認識一下
[00:05:24.000 --> 00:05:28.000]  感受到這個女人的情況
[00:05:28.000 --> 00:05:33.000]  她知道耶穌在法利塞人的家裡坐席
[00:05:33.000 --> 00:05:34.000]  她沒有被邀請
[00:05:34.000 --> 00:05:38.000]  因為當時在巴斯坦的情況是開放的
[00:05:38.000 --> 00:05:41.000]  那些房子很多都是打通的
[00:05:41.000 --> 00:05:44.000]  很多時候這些延席的時候
[00:05:44.000 --> 00:05:46.000]  其他人都可以進去
[00:05:46.000 --> 00:05:48.000]  就算未必可以一起參與延席
[00:05:48.000 --> 00:05:50.000]  但是都可以觀察
[00:05:50.000 --> 00:05:52.000]  可以成為當中的一份子
[00:05:52.000 --> 00:05:55.000]  所以這個女人就去到這個地方
[00:05:55.000 --> 00:05:57.000]  帶著什麼?
[00:05:57.000 --> 00:06:01.000]  帶著香高的玉瓶
[00:06:01.000 --> 00:06:07.000]  有一些聖經背景的研究
[00:06:07.000 --> 00:06:10.000]  就認為這個香高
[00:06:10.000 --> 00:06:13.000]  就是今天我們一些香水、香料
[00:06:13.000 --> 00:06:14.000]  就是香高
[00:06:14.000 --> 00:06:17.000]  就是很值錢的
[00:06:17.000 --> 00:06:20.000]  而當時有一個估計
[00:06:20.000 --> 00:06:23.000]  大概就是普通人工資
[00:06:23.000 --> 00:06:25.000]  普通人的年資
[00:06:25.000 --> 00:06:28.000]  一年的人工這麼多錢
[00:06:28.000 --> 00:06:29.000]  那你想想
[00:06:29.000 --> 00:06:31.000]  如果今天你自己一年人工大概多少錢
[00:06:31.000 --> 00:06:33.000]  平均人工多少錢
[00:06:33.000 --> 00:06:35.000]  那個玉瓶很貴的
[00:06:35.000 --> 00:06:38.000]  幾萬美元
[00:06:38.000 --> 00:06:41.000]  所以這個是當時很罕有的一種東西
[00:06:41.000 --> 00:06:44.000]  而是一個很昂貴的東西
[00:06:44.000 --> 00:06:47.000]  好 我們看38節
[00:06:47.000 --> 00:06:50.000]  站在耶穌背後
[00:06:50.000 --> 00:06:52.000]  靠著祂的腳鋒
[00:06:52.000 --> 00:06:54.000]  眼淚濕了耶穌的腳
[00:06:54.000 --> 00:06:57.000]  就用自己的頭髮擦乾
[00:06:57.000 --> 00:07:00.000]  又用嘴連連親祂的腳
[00:07:00.000 --> 00:07:02.000]  把香高抹上
[00:07:02.000 --> 00:07:07.000]  請問這裡有多少個動作?
[00:07:07.000 --> 00:07:11.000]  第一就是哭
[00:07:11.000 --> 00:07:14.000]  眼淚濕了耶穌的腳
[00:07:14.000 --> 00:07:17.000]  第二是用頭髮擦乾
[00:07:17.000 --> 00:07:23.000]  第三是連連親耶穌的腳
[00:07:23.000 --> 00:07:25.000]  真的是不容易的舉動
[00:07:25.000 --> 00:07:27.000]  也是很謙卑的舉動
[00:07:27.000 --> 00:07:31.000]  最後就是將香高抹上
[00:07:31.000 --> 00:07:37.000]  你都認為耶穌背受一切最尊貴的東西
[00:07:37.000 --> 00:07:42.000]  這幾個動作就帶來一個很清楚的行動
[00:07:42.000 --> 00:07:44.000]  這種愛主的行動
[00:07:44.000 --> 00:07:46.000]  39節我們繼續讀
[00:07:46.000 --> 00:07:47.000]  請讀
[00:07:47.000 --> 00:07:50.000]  請耶穌的法利賽人看見這事
[00:07:50.000 --> 00:07:51.000]  心裡說
[00:07:51.000 --> 00:07:53.000]  這人若是先知
[00:07:53.000 --> 00:07:56.000]  必知道我他的是誰
[00:07:56.000 --> 00:07:59.000]  是個怎樣的女人
[00:07:59.000 --> 00:08:01.000]  乃是個罪人
[00:08:01.000 --> 00:08:02.000]  是個怎樣的女人
[00:08:02.000 --> 00:08:05.000]  明顯是每個人都知道的那種罪
[00:08:05.000 --> 00:08:08.000]  他不是暗暗地犯罪
[00:08:08.000 --> 00:08:10.000]  人人都知道他
[00:08:10.000 --> 00:08:12.000]  所以有一些研究認為
[00:08:12.000 --> 00:08:16.000]  他當時應該是做妓女
[00:08:16.000 --> 00:08:19.000]  就是一些不正經的女士
[00:08:19.000 --> 00:08:22.000]  而事實上再加上這種背後的意思
[00:08:22.000 --> 00:08:24.000]  就是他道德不好
[00:08:24.000 --> 00:08:28.000]  他是為了錢放棄自己的尊嚴等等
[00:08:28.000 --> 00:08:32.000]  所以是一個眾所皆知
[00:08:32.000 --> 00:08:34.000]  都不用人說
[00:08:34.000 --> 00:08:36.000]  如果耶穌就算不認識他
[00:08:36.000 --> 00:08:40.000]  他才知道他是一個罪人
[00:08:40.000 --> 00:08:42.000]  他是一個多麼不好的人
[00:08:42.000 --> 00:08:44.000]  耶穌對他說
[00:08:44.000 --> 00:08:45.000]  40節
[00:08:45.000 --> 00:08:49.000]  西門我有句話要對你說
[00:08:49.000 --> 00:08:50.000]  西門說
[00:08:50.000 --> 00:08:52.000]  夫子請說
[00:08:52.000 --> 00:08:56.000]  所以這裡就是指法利賽人
[00:08:56.000 --> 00:08:59.000]  請耶穌吃飯的主人叫什麼名字
[00:08:59.000 --> 00:09:01.000]  叫西門
[00:09:01.000 --> 00:09:03.000]  混淆的地方就是這裡
[00:09:03.000 --> 00:09:06.000]  其他福音書都有記載類似的事
[00:09:06.000 --> 00:09:09.000]  就是有一個女人
[00:09:09.000 --> 00:09:11.000]  在約翰福音就清楚了
[00:09:11.000 --> 00:09:12.000]  說到是瑪利亞
[00:09:12.000 --> 00:09:15.000]  所以剛才有些弟姐妹說到瑪利亞
[00:09:15.000 --> 00:09:17.000]  但是瑪利亞我們知道
[00:09:17.000 --> 00:09:22.000]  就是在耶穌差不多去到耶路撒冷之前
[00:09:22.000 --> 00:09:23.000]  最後一周
[00:09:23.000 --> 00:09:25.000]  在百大利發生的事
[00:09:25.000 --> 00:09:27.000]  但是這個記載很明顯
[00:09:27.000 --> 00:09:28.000]  就是在耶穌早期的時候
[00:09:28.000 --> 00:09:31.000]  所以應該就不是同一件事
[00:09:31.000 --> 00:09:33.000]  現在他沒有說到是百大利
[00:09:33.000 --> 00:09:36.000]  另外一個記載
[00:09:36.000 --> 00:09:40.000]  另外一個記載就是說到西門
[00:09:40.000 --> 00:09:41.000]  又是說到西門
[00:09:41.000 --> 00:09:43.000]  所以有人誤會
[00:09:43.000 --> 00:09:45.000]  以為這個可能就是那件事
[00:09:45.000 --> 00:09:48.000]  所以我們要明白
[00:09:48.000 --> 00:09:50.000]  其實西門在當時來說
[00:09:50.000 --> 00:09:52.000]  是一個很普遍的名字
[00:09:52.000 --> 00:09:56.000]  所以剛好在其他一次的機會
[00:09:56.000 --> 00:09:58.000]  也有一個叫西門的
[00:09:58.000 --> 00:10:00.000]  請耶穌去他家
[00:10:00.000 --> 00:10:04.000]  但是相信因為這件事發生的時間
[00:10:04.000 --> 00:10:06.000]  以及他的行動
[00:10:06.000 --> 00:10:08.000]  因為其他沒有記載
[00:10:08.000 --> 00:10:10.000]  他用頭髮來抹耶穌的腳
[00:10:10.000 --> 00:10:13.000]  沒有用眼淚來洗耶穌的腳等等
[00:10:13.000 --> 00:10:16.000]  所以就認為這件是路加
[00:10:16.000 --> 00:10:18.000]  特別記載另一件事件
[00:10:18.000 --> 00:10:21.000]  這個我們可以留意到
[00:10:21.000 --> 00:10:23.000]  我們稍為了解
[00:10:23.000 --> 00:10:26.000]  這次要看看他們的對話
[00:10:26.000 --> 00:10:28.000]  這個是耶穌和西門的對話
[00:10:28.000 --> 00:10:30.000]  西門我有句話要對你說
[00:10:30.000 --> 00:10:32.000]  西門說夫子請說
[00:10:32.000 --> 00:10:33.000]  什麼呢?四十一節
[00:10:33.000 --> 00:10:34.000]  我們一起讀好不好?請讀
[00:10:34.000 --> 00:10:39.000]  耶穌說:一個債主有兩個人欠他的債
[00:10:39.000 --> 00:10:42.000]  一個欠五十兩銀子
[00:10:42.000 --> 00:10:45.000]  一個欠五兩銀子
[00:10:45.000 --> 00:10:48.000]  因為他們無力償還
[00:10:48.000 --> 00:10:50.000]  債主就開恩
[00:10:50.000 --> 00:10:53.000]  免了他們兩個人的債
[00:10:53.000 --> 00:10:57.000]  這兩個人哪一個更愛他呢?
[00:10:57.000 --> 00:11:00.000]  意思是當他這兩個人
[00:11:00.000 --> 00:11:02.000]  應該哪一個更愛主呢?
[00:11:02.000 --> 00:11:06.000]  即是說他蒙的恩和他的反應
[00:11:06.000 --> 00:11:09.000]  你覺得哪一個應該更愛主呢?
[00:11:09.000 --> 00:11:11.000]  所以這裏又交代了一點
[00:11:11.000 --> 00:11:13.000]  兩個人欠債
[00:11:13.000 --> 00:11:15.000]  一個欠多少?五十兩
