
[00:00:00.000 --> 00:00:02.900]  好,那就繼續跟大家講《彼得前書》
[00:00:02.900 --> 00:00:07.900]  我們看到《彼得前書》第四章裏面提到耶穌基督會再回來
[00:00:07.900 --> 00:00:11.240]  大家知道昨天竟然有一塊隕石
[00:00:11.240 --> 00:00:14.200]  跌了下去烏克蘭的地方裏面
[00:00:14.200 --> 00:00:17.200]  有千多人的地帶去受傷
[00:00:17.200 --> 00:00:19.400]  我很大的感受,特別在這個星期裏面
[00:00:19.400 --> 00:00:23.700]  人的生命隨時可能呢,是會沒有的
[00:00:23.700 --> 00:00:26.700]  就是我在想什麼叫人定勝天呢?
[00:00:26.700 --> 00:00:30.700]  你是完全不知道有一個這麼大的隕石跌下來的時候
[00:00:30.700 --> 00:00:33.200]  有時候你是無法逃避的
[00:00:33.200 --> 00:00:37.200]  就是閉門加女座,但可能是禍從天上來
[00:00:37.200 --> 00:00:40.200]  但我們有沒有好的準備呢?
[00:00:40.200 --> 00:00:43.700]  《彼得前書》第四章裏面提到耶穌回來
[00:00:43.700 --> 00:00:46.200]  裏面有三個提醒
[00:00:46.200 --> 00:00:48.700]  跟大家分享過這三個提醒
[00:00:48.700 --> 00:00:52.700]  和《馬太福音》二十五章三個的比喻
[00:00:52.700 --> 00:00:55.200]  這三個比喻是耶穌自己親自講的
[00:00:55.200 --> 00:00:57.700]  是叫我們怎樣準備迎接主回來
[00:00:57.700 --> 00:01:00.200]  是完全的相對的
[00:01:00.200 --> 00:01:02.700]  第一個比喻就是講那十個童女的比喻
[00:01:02.700 --> 00:01:03.700]  大家都很熟悉了
[00:01:03.700 --> 00:01:06.700]  有五個人就聰明,預備多一點的油
[00:01:06.700 --> 00:01:08.700]  所以新郎來的時候
[00:01:08.700 --> 00:01:10.700]  雖然來晚了,仍然可以來
[00:01:10.700 --> 00:01:12.700]  但是去等到新郎來
[00:01:12.700 --> 00:01:15.700]  那就是教導我們原來怎樣呢?
[00:01:15.700 --> 00:01:17.700]  媽媽叫我近鳥,所以我們要怎樣呢?
[00:01:17.700 --> 00:01:21.700]  謹慎自守,警醒禱告
[00:01:21.700 --> 00:01:23.700]  當我們不斷去祈禱的時候
[00:01:23.700 --> 00:01:25.700]  能夠好好的來親近神
[00:01:25.700 --> 00:01:28.700]  第二個比喻就是綿羊的比喻
[00:01:28.700 --> 00:01:30.700]  我回到前面那一章
[00:01:30.700 --> 00:01:33.700]  那個綿羊比喻就是有些好的綿羊
[00:01:33.700 --> 00:01:35.700]  和一些不好的山羊
[00:01:35.700 --> 00:01:39.700]  原來怎樣被稱為好的綿羊呢?
[00:01:39.700 --> 00:01:41.700]  就是關心有需要的人
[00:01:41.700 --> 00:01:42.700]  在這個比喻裏面說到
[00:01:42.700 --> 00:01:44.700]  我口渴,你給我水喝
[00:01:44.700 --> 00:01:47.700]  我沒衣服穿,你給我衣服穿
[00:01:47.700 --> 00:01:49.700]  原來當他做在一個小子身上的時候
[00:01:49.700 --> 00:01:51.700]  就得到祝福
[00:01:51.700 --> 00:01:53.700]  所以彼得也教導我們
[00:01:53.700 --> 00:01:55.700]  他說其次最要緊的
[00:01:55.700 --> 00:01:57.700]  就是要切實相愛
[00:01:57.700 --> 00:01:59.700]  因為愛能遮掩很多的罪
[00:01:59.700 --> 00:02:02.700]  就是教導要實在的來相愛
[00:02:02.700 --> 00:02:06.700]  第三個比喻和我們今天的訊息是一致的
[00:02:06.700 --> 00:02:10.700]  就是按財來去接受那個錢
[00:02:10.700 --> 00:02:12.700]  然後去做事
[00:02:12.700 --> 00:02:14.700]  有一個人領五千兩銀子
[00:02:14.700 --> 00:02:16.700]  有一個領二千兩,有一個領一千兩
[00:02:16.700 --> 00:02:19.700]  就是今天我們所看的經文第四章第十到第十一節
[00:02:19.700 --> 00:02:21.700]  我們要去忠心服侍
[00:02:21.700 --> 00:02:23.700]  我們再回溫
[00:02:23.700 --> 00:02:25.700]  萬物結局近的時候
[00:02:25.700 --> 00:02:28.700]  我們個人性的就是要謹慎自守
[00:02:28.700 --> 00:02:30.700]  警醒禱告
[00:02:30.700 --> 00:02:32.700]  然後我們群體性的就是怎樣?
[00:02:32.700 --> 00:02:34.700]  就是要切實相愛
[00:02:34.700 --> 00:02:35.700]  彼此的接納
[00:02:35.700 --> 00:02:36.700]  不發怨言
[00:02:36.700 --> 00:02:38.700]  互相的去守望
[00:02:38.700 --> 00:02:40.700]  領人去歸正
[00:02:40.700 --> 00:02:43.700]  這些是對上那兩個月所講的訊息
[00:02:43.700 --> 00:02:46.700]  大家可以在網上聽聽
[00:02:46.700 --> 00:02:49.700]  今天我們看第三方面,最後一方面就是
[00:02:49.700 --> 00:02:51.700]  我們要去忠心服侍神
[00:02:51.700 --> 00:02:55.700]  我們先讀彼得前書第四章第十和第十一節
[00:02:55.700 --> 00:02:57.700]  就是我們今天要看的經文
[00:02:57.700 --> 00:02:59.700]  我們一起讀出這兩節的經文
[00:02:59.700 --> 00:03:03.700]  個人要照所得的恩賜彼此服侍
[00:03:03.700 --> 00:03:06.700]  助神百般恩賜的好管家
[00:03:06.700 --> 00:03:08.700]  若有講道的
[00:03:08.700 --> 00:03:10.700]  要按著神的聖言講
[00:03:10.700 --> 00:03:12.700]  若有服侍人的
[00:03:12.700 --> 00:03:15.700]  要按著神所賜的力量服侍
[00:03:15.700 --> 00:03:20.700]  叫神在凡事上因耶穌基督得榮耀
[00:03:20.700 --> 00:03:23.700]  原來榮耀、權能都是他的
[00:03:23.700 --> 00:03:25.700]  直到永永遠遠
[00:03:25.700 --> 00:03:26.700]  阿們
[00:03:26.700 --> 00:03:27.700]  彼得提醒我們
[00:03:27.700 --> 00:03:32.700]  原來我們每一個人都需要好好的忠心的來服侍我們的神
[00:03:32.700 --> 00:03:37.700]  個人要照所得的恩賜來帶去忠心的服侍
[00:03:37.700 --> 00:03:40.700]  恩賜這個字是怎樣解呢?
[00:03:40.700 --> 00:03:43.700]  其實恩賜就是禮物的意思
[00:03:43.700 --> 00:03:47.700]  我的孩子的英文名其實是來自希臘文的
[00:03:47.700 --> 00:03:48.700]  就是恩賜
