
[00:00:00.000 --> 00:00:04.480]  我們繼續講《耶利米哀歌》這本書
[00:00:04.480 --> 00:00:07.040]  很感謝Lee和Cindy
[00:00:07.040 --> 00:00:08.200]  幫我們選的歌
[00:00:08.200 --> 00:00:13.360]  跟我今天講的主題非常相合
[00:00:13.360 --> 00:00:15.360]  非常吻合
[00:00:15.360 --> 00:00:17.920]  我們說《耶利米哀歌》
[00:00:17.920 --> 00:00:22.880]  其實不單止是一部講出猶太人
[00:00:22.880 --> 00:00:24.720]  如何被滅國
[00:00:24.720 --> 00:00:26.520]  如何聖殿被毀
[00:00:26.520 --> 00:00:29.240]  城牆被毀的慘劇
[00:00:29.240 --> 00:00:33.600]  而我們見到《耶利米哀歌》裏面五章的書
[00:00:33.600 --> 00:00:35.840]  每一章都有一個主題
[00:00:35.840 --> 00:00:39.040]  告訴我們如何靠着五步
[00:00:39.040 --> 00:00:41.800]  能夠踏出憂鬱黑暗
[00:00:41.800 --> 00:00:45.080]  能夠面對我們的苦難
[00:00:45.080 --> 00:00:47.240]  第一點在第一章我們說
[00:00:47.240 --> 00:00:48.640]  要面對現實
[00:00:48.640 --> 00:00:51.440]  要接受我們的現實
[00:00:51.440 --> 00:00:53.600]  如果一個人在苦難當中
[00:00:53.600 --> 00:00:54.880]  他不接受現實
[00:00:54.880 --> 00:00:56.200]  不面對現實
[00:00:56.200 --> 00:00:59.360]  他是不可能能夠走出來
[00:00:59.360 --> 00:01:01.560]  第二章我們講到
[00:01:01.560 --> 00:01:06.200]  是神的主權使這些災難臨到我們身上
[00:01:06.200 --> 00:01:08.720]  就像剛纔的詩歌所講
[00:01:08.720 --> 00:01:14.000]  但是神也是鼓勵我們來向祂申訴
[00:01:14.000 --> 00:01:18.280]  我們要將我們的苦難傾心如水來講給神聽
[00:01:18.280 --> 00:01:20.600]  才能夠康復
[00:01:20.600 --> 00:01:22.160]  上一次跟大家講
[00:01:22.160 --> 00:01:26.240]  我們不要只看着自己的苦難轉牛角尖
[00:01:26.240 --> 00:01:27.560]  走不出來
[00:01:27.560 --> 00:01:29.120]  我們要仰望神
[00:01:29.120 --> 00:01:31.720]  將我們的注意力放在神的身上
[00:01:31.720 --> 00:01:34.320]  才能夠走出來
[00:01:34.320 --> 00:01:37.480]  今天又有個什麼信息呢?很有趣
[00:01:37.480 --> 00:01:41.480]  我叫它《論光定罪,迎門節哀》
[00:01:41.480 --> 00:01:43.160]  等一下我們就會見到
[00:01:43.160 --> 00:01:47.280]  爲什麼我給它一個這麼特別的題目
[00:01:47.280 --> 00:01:49.600]  我們說《耶利米哀歌》其實
[00:01:49.600 --> 00:01:52.760]  結構是非常非常精妙
[00:01:52.760 --> 00:01:54.480]  非常獨特
[00:01:54.480 --> 00:01:59.240]  五章書有五個字母詩
[00:01:59.240 --> 00:02:02.240]  我們很多神學家,很多聖經學者
[00:02:02.240 --> 00:02:04.560]  都說第五章沒有字母詩
[00:02:04.560 --> 00:02:05.960]  我不同意
[00:02:05.960 --> 00:02:10.040]  第五章有個小型變相的字母詩
[00:02:10.040 --> 00:02:13.360]  但其餘都是字母詩
[00:02:13.360 --> 00:02:16.840]  但每一首字母詩都有少許不同
[00:02:16.840 --> 00:02:20.080]  我們說到第一章這個字母詩
[00:02:20.080 --> 00:02:23.240]  就是根據猶太人的
[00:02:23.240 --> 00:02:27.880]  這個希伯來文的字母來做編排
[00:02:27.880 --> 00:02:30.800]  由Eleph到Beth到Gimel
[00:02:30.800 --> 00:02:32.400]  一路這樣排下來
[00:02:32.400 --> 00:02:35.280]  去到第十六第十七個字母
[00:02:35.280 --> 00:02:37.320]  就是Iron和Pay
[00:02:37.320 --> 00:02:39.800]  兩個字母調轉了
[00:02:39.800 --> 00:02:44.200]  在第二第三第四章是Pay走先過Iron
[00:02:44.200 --> 00:02:47.800]  但在第一章Iron走先過Pay
[00:02:47.800 --> 00:02:53.360]  所以一個懂得希伯來文的讀者
[00:02:53.360 --> 00:02:55.560]  一看就知道有些問題
[00:02:55.560 --> 00:02:59.640]  就會將注意力放在第十六和第十七節
[00:02:59.640 --> 00:03:01.240]  兩節的經文
[00:03:01.240 --> 00:03:04.400]  帶出來的信息就是我們要面對現實
[00:03:04.400 --> 00:03:06.280]  接受現實
[00:03:06.280 --> 00:03:09.520]  第二章有什麼瑕疵
[00:03:09.520 --> 00:03:11.520]  有什麼不同的地方
[00:03:11.520 --> 00:03:13.360]  第二章沒有瑕疵
[00:03:13.360 --> 00:03:16.120]  因爲第二章的主角是講到神
[00:03:16.120 --> 00:03:20.560]  神自己來到懲罰猶大
[00:03:20.560 --> 00:03:23.000]  神是執行他的文約
[00:03:23.000 --> 00:03:26.600]  所以神是有主權來到懲罰猶大
[00:03:26.600 --> 00:03:28.840]  所以第二章是沒有瑕疵的
[00:03:28.840 --> 00:03:30.720]  是講到神
[00:03:30.720 --> 00:03:32.440]  神是沒有瑕疵的
[00:03:32.440 --> 00:03:35.640]  你說我們怎麼知道經文的重心在哪裏
[00:03:35.640 --> 00:03:38.080]  剛剛讀完第一章的猶太
[00:03:38.080 --> 00:03:40.520]  懂得希伯來文的猶太人
[00:03:40.520 --> 00:03:43.840]  就會將注意力放在第十六和第十七節
[00:03:43.840 --> 00:03:47.080]  看次序兩個字母有沒有調轉
[00:03:47.080 --> 00:03:48.800]  而帶出來的經文
[00:03:48.800 --> 00:03:52.560]  就是神應驗了他古時所命定
[00:03:52.560 --> 00:03:54.880]  就是他執行了他的文約
[00:03:54.880 --> 00:03:58.520]  古時所命定的就是他和猶太人的文約
[00:03:58.520 --> 00:04:01.560]  你們守約是會得到祝福
[00:04:01.560 --> 00:04:05.240]  你們違約的話就會得到咒詔
[00:04:05.240 --> 00:04:07.800]  而的確猶太人是頻頻違約
[00:04:07.800 --> 00:04:10.400]  所以咒詔臨到他們的身上
[00:04:10.400 --> 00:04:14.120]  但是神也准許猶太人來向他申訴
[00:04:14.120 --> 00:04:18.000]  甚至是鼓勵他們要他們傾心如水
[00:04:18.000 --> 00:04:22.360]  上一次第三章我說有什麼特別的地方
[00:04:22.360 --> 00:04:25.080]  就是那個字母詩
[00:04:25.080 --> 00:04:27.680]  是有六十六節的經文
[00:04:27.680 --> 00:04:32.320]  在一章二章四章五章都只有二十二節
[00:04:32.320 --> 00:04:35.440]  因爲希伯來文是有二十二個字母
[00:04:35.440 --> 00:04:39.360]  但是第三章每一個字母出現三次
[00:04:39.360 --> 00:04:41.240]  所以有六十六節
[00:04:41.240 --> 00:04:42.760]  如果你看的話
[00:04:42.760 --> 00:04:45.920]  中間第三章就好像一座高山一樣
[00:04:45.920 --> 00:04:47.920]  有六十六句經文
[00:04:47.920 --> 00:04:51.040]  如果你把它放在一邊
[00:04:51.040 --> 00:04:55.400]  就好像一個首尾結構
[00:04:55.400 --> 00:04:59.080]  中間第三章是特別多經文
[00:04:59.080 --> 00:05:02.200]  特別多章節
[00:05:02.200 --> 00:05:03.440]  所以我們知道
[00:05:03.440 --> 00:05:07.120]  重心在首尾結構的最中心
[00:05:07.120 --> 00:05:10.600]  就是三章二十二至三十三節
[00:05:10.600 --> 00:05:12.280]  帶出來的一個信息
[00:05:12.280 --> 00:05:14.320]  就是我們要仰望神
[00:05:14.320 --> 00:05:16.760]  不要只是自己鑽牛角尖
[00:05:16.760 --> 00:05:19.200]  因爲神是憐憫信實
[00:05:19.200 --> 00:05:20.800]  他是拯救的神
[00:05:20.800 --> 00:05:23.480]  他甚至是管教的神
[00:05:23.480 --> 00:05:25.160]  我上次也說過
[00:05:25.160 --> 00:05:28.680]  爲什麼神的管教給我們有希望
[00:05:28.680 --> 00:05:31.320]  因爲神所愛的兒女
[00:05:31.320 --> 00:05:32.640]  當我們犯罪的時候
[00:05:32.640 --> 00:05:34.560]  他一定會管教
[00:05:34.560 --> 00:05:36.280]  所以當他管教我們的時候
[00:05:36.280 --> 00:05:38.640]  我們知道神沒放棄我們
[00:05:38.640 --> 00:05:41.280]  所以給我們有很大的希望
[00:05:41.280 --> 00:05:42.840]  他也是公義
[00:05:42.840 --> 00:05:44.320]  這個就是第三章
[00:05:44.320 --> 00:05:46.160]  我們要仰望神
[00:05:46.160 --> 00:05:50.600]  今天第四章的字母詩又有什麼不同呢
[00:05:50.600 --> 00:05:51.280]  很奇怪
[00:05:51.280 --> 00:05:52.960]  你看第一章第二章
[00:05:52.960 --> 00:05:56.360]  每一節都有三句經文
[00:05:56.360 --> 00:05:59.760]  第三章每一節只有一句
[00:05:59.760 --> 00:06:05.440]  但是同一個字母重複出現三次
[00:06:05.440 --> 00:06:10.320]  所以第一第二第三章都是六十六六十六六十六句
[00:06:10.320 --> 00:06:11.920]  你除以二十二
[00:06:11.920 --> 00:06:13.560]  三句經文
[00:06:13.560 --> 00:06:14.720]  一二三
[00:06:14.720 --> 00:06:16.600]  都是三
[00:06:16.600 --> 00:06:20.640]  所以第四章開始不同了
[00:06:20.640 --> 00:06:23.120]  一節的經文只有兩句
[00:06:23.120 --> 00:06:26.560]  這個就是第四章特別的地方
[00:06:26.560 --> 00:06:29.400]  那我們怎麼找出經文重心呢
[00:06:29.400 --> 00:06:33.400]  你在第四章想找三句的經文
[00:06:33.400 --> 00:06:34.520]  你找不到
[00:06:34.520 --> 00:06:36.240]  一節只有兩句
[00:06:36.240 --> 00:06:41.000]  但我們可以將注意力放在用詞字眼
[00:06:41.000 --> 00:06:45.880]  有沒有用詞字眼重複出現兩次出現
[00:06:45.880 --> 00:06:48.080]  這個就是我們要留意的
[00:06:48.080 --> 00:06:51.320]  如果有字眼頻頻兩次出現
[00:06:51.320 --> 00:06:54.080]  這個就是第四章的瑕疵
[00:06:54.080 --> 00:06:56.920]  我們就要將注意力放在那裏
[00:06:56.920 --> 00:07:00.880]  我們一起來看看第四章說些什麼
[00:07:00.880 --> 00:07:04.160]  在哀歌的四章一至十節
[00:07:04.160 --> 00:07:06.720]  是講到人民的罪
[00:07:06.720 --> 00:07:08.640]  他們離開了神
[00:07:08.640 --> 00:07:11.520]  我們見到在經文裏
[00:07:11.520 --> 00:07:15.240]  頻頻提到街上、市口上
[00:07:15.240 --> 00:07:21.600]  是形容耶路撒冷城裏所發生的慘劇
[00:07:21.600 --> 00:07:26.440]  在第四章一開始又用到和解這個字
[00:07:26.440 --> 00:07:31.000]  我們說一章、二章、四章開始都是和解
[00:07:31.000 --> 00:07:33.400]  和解就是Acha這個字
[00:07:33.400 --> 00:07:35.120]  原文的希伯來文
[00:07:35.120 --> 00:07:38.680]  就是一個嘆息語
[00:07:38.680 --> 00:07:41.040]  這個其實可以說是
[00:07:41.040 --> 00:07:44.480]  耶利米愛國希伯來文的書名
[00:07:44.480 --> 00:07:47.760]  就是Acha 嘆息
[00:07:47.760 --> 00:07:50.800]  在第一章和解出現的時候
[00:07:50.800 --> 00:07:52.120]  一開始說
[00:07:52.120 --> 00:07:54.920]  本來人煙綢繆的一個城市
[00:07:54.920 --> 00:07:56.440]  和解會變成
[00:07:56.440 --> 00:08:00.280]  耶利米先知要獨自一個人坐在那裏
[00:08:00.280 --> 00:08:01.800]  這是第一章
[00:08:01.800 --> 00:08:06.120]  第二章是和解爲什麼神會發怒
[00:08:06.120 --> 00:08:08.040]  第三章沒有和解
[00:08:08.040 --> 00:08:11.000]  但是第四章又有和解
[00:08:11.000 --> 00:08:14.480]  和解本來金漆輝煌的聖殿
[00:08:14.480 --> 00:08:17.840]  現在變成了頹緩敗瓦
[00:08:17.840 --> 00:08:19.640]  這個我上次也講過
[00:08:19.640 --> 00:08:23.440]  好像許冠傑的那首《浪子心聲》
[00:08:23.440 --> 00:08:26.160]  金屋都變成敗瓦
[00:08:26.160 --> 00:08:29.640]  本來這個聖殿金碧輝煌
[00:08:29.640 --> 00:08:31.880]  現在變成頹緩敗瓦
[00:08:31.880 --> 00:08:33.960]  隨街都是爛石頭
[00:08:33.960 --> 00:08:37.040]  這些本來是聖殿的牆
[00:08:37.040 --> 00:08:43.080]  現在變成了破碎的石頭
[00:08:43.080 --> 00:08:44.920]  你說破碎的石頭
[00:08:44.920 --> 00:08:47.240]  這些本來是包着金的
[00:08:47.240 --> 00:08:48.880]  聖殿的牆
[00:08:48.880 --> 00:08:52.080]  你說包着金的牆打碎了變成石頭
[00:08:52.080 --> 00:08:53.200]  不就發達了
[00:08:53.200 --> 00:08:54.680]  執到金
[00:08:54.680 --> 00:08:57.440]  有的都被巴比倫的士兵執了
[00:08:57.440 --> 00:08:58.560]  沒有的了
[00:08:58.560 --> 00:09:00.640]  只剩下碎石頭
[00:09:00.640 --> 00:09:03.120]  其實這裏我可以說
