
[00:00:00.000 --> 00:00:02.000]  頂尖門晚安
[00:00:02.000 --> 00:00:04.000]  歡迎大家回來了
[00:00:04.000 --> 00:00:06.000]  上個禮拜大家有沒有回來呢
[00:00:06.000 --> 00:00:08.000]  不知道 好像當中有些人回來 有些人沒有回來
[00:00:08.000 --> 00:00:10.000]  上個禮拜其實我們邀請了
[00:00:10.000 --> 00:00:12.000]  嘉欣牧師
[00:00:12.000 --> 00:00:13.000]  如果你有回來應該知道
[00:00:13.000 --> 00:00:15.000]  你來到我們當中分享
[00:00:15.000 --> 00:00:17.000]  我其實聽完去哪裡 我覺得挺好
[00:00:17.000 --> 00:00:19.000]  他提醒我們
[00:00:19.000 --> 00:00:21.000]  其實我們這幫人其實是一個
[00:00:21.000 --> 00:00:23.000]  充滿軟弱
[00:00:23.000 --> 00:00:25.000]  在跟隨主的道路裡面
[00:00:25.000 --> 00:00:27.000]  我們經常都是那些
[00:00:27.000 --> 00:00:29.000]  回來覆去的一些人
[00:00:29.000 --> 00:00:31.000]  但是很慶幸的是
[00:00:31.000 --> 00:00:33.000]  我們相信的那個上帝是一個
[00:00:33.000 --> 00:00:35.000]  令到我們 應該這樣說
[00:00:35.000 --> 00:00:37.000]  我們相信的那個上帝是
[00:00:37.000 --> 00:00:39.000]  他自己本身是一個有
[00:00:39.000 --> 00:00:41.000]  機會心動又有行動的神
[00:00:41.000 --> 00:00:43.000]  所以呢 我們只是需要
[00:00:43.000 --> 00:00:45.000]  在他面前
[00:00:45.000 --> 00:00:47.000]  承認自己的軟弱
[00:00:47.000 --> 00:00:49.000]  那我們就可以很確實地去經歷
[00:00:49.000 --> 00:00:51.000]  天父那個很有行動的愛
[00:00:51.000 --> 00:00:53.000]  而事隔一個星期
[00:00:53.000 --> 00:00:55.000]  我們再回來
[00:00:55.000 --> 00:00:57.000]  這個叫做財疏學淺
[00:00:57.000 --> 00:00:59.000]  的一個系列
[00:00:59.000 --> 00:01:01.000]  不知道大家還記得財疏學淺的解釋是什麼
[00:01:01.000 --> 00:01:03.000]  我們繼續說
[00:01:03.000 --> 00:01:05.000]  就是有關於我們認識自己的能力
[00:01:05.000 --> 00:01:07.000]  就是我們的能力
[00:01:07.000 --> 00:01:09.000]  我們的財降的這個題目
[00:01:09.000 --> 00:01:11.000]  這個系列的第一講
[00:01:11.000 --> 00:01:13.000]  其實阿松的分享裡面
[00:01:13.000 --> 00:01:15.000]  他已經提到 我們很盼望的這個系列
[00:01:15.000 --> 00:01:17.000]  為什麼叫財疏學淺
[00:01:17.000 --> 00:01:19.000]  就是很想邀請姐妹去學一下
[00:01:19.000 --> 00:01:21.000]  如何梳理好自己的財降
[00:01:21.000 --> 00:01:23.000]  能力 繼而學習
[00:01:23.000 --> 00:01:25.000]  如何將這些能力財降
[00:01:25.000 --> 00:01:27.000]  可以實踐出來
[00:01:27.000 --> 00:01:29.000]  去成為這個世界的一些祝福
[00:01:29.000 --> 00:01:31.000]  去影響其他人的生命
[00:01:31.000 --> 00:01:33.000]  讓人在我們的生命裡面
[00:01:33.000 --> 00:01:35.000]  看到耶穌
[00:01:35.000 --> 00:01:37.000]  認識福音
[00:01:37.000 --> 00:01:39.000]  那麼在阿松的信息裡面
[00:01:39.000 --> 00:01:41.000]  其實提到我們要做兩件事
[00:01:41.000 --> 00:01:43.000]  第一件事就是說 我們要操練我們的
[00:01:43.000 --> 00:01:45.000]  競拳 我們要去升級
[00:01:45.000 --> 00:01:47.000]  以致我們可以有一個足夠的
[00:01:47.000 --> 00:01:49.000]  競拳的生命
[00:01:49.000 --> 00:01:51.000]  去到更好地發揮
[00:01:51.000 --> 00:01:53.000]  上帝賜給我們的那些財降和能力
[00:01:53.000 --> 00:01:55.000]  他又提到的
[00:01:55.000 --> 00:01:57.000]  第二件事就是叫我們不要小看
[00:01:57.000 --> 00:01:59.000]  我們自己 經常都覺得自己
[00:01:59.000 --> 00:02:01.000]  不夠資格
[00:02:01.000 --> 00:02:03.000]  去成為其他人的
[00:02:03.000 --> 00:02:05.000]  榜樣 去鼓勵我們
[00:02:05.000 --> 00:02:07.000]  反而我們要努力地發揮
[00:02:07.000 --> 00:02:09.000]  恩賜 要嘗試
[00:02:09.000 --> 00:02:11.000]  對自己有一些更高的要求
[00:02:11.000 --> 00:02:13.000]  要學一下怎樣
[00:02:13.000 --> 00:02:15.000]  不斷地長進 在我們
[00:02:15.000 --> 00:02:17.000]  生命的不同範疇裡面
[00:02:17.000 --> 00:02:19.000]  嘗試多走一步
[00:02:19.000 --> 00:02:21.000]  他在說 鼓勵我們要追求
[00:02:21.000 --> 00:02:23.000]  進步
[00:02:23.000 --> 00:02:25.000]  從整個分享聽完
[00:02:25.000 --> 00:02:27.000]  我就很簡單地總結 大家應該都覺得很正面
[00:02:27.000 --> 00:02:29.000]  又說到操練 又說到進步
[00:02:29.000 --> 00:02:31.000]  他說的是
[00:02:31.000 --> 00:02:33.000]  大家去運用
[00:02:33.000 --> 00:02:35.000]  上帝恩賜的
[00:02:35.000 --> 00:02:37.000]  賜給我們的財降上面
[00:02:37.000 --> 00:02:39.000]  那些應該要做的事
[00:02:39.000 --> 00:02:41.000]  或者是一個怎樣
[00:02:41.000 --> 00:02:43.000]  有一種怎樣的態度
[00:02:43.000 --> 00:02:45.000]  我今天說的呢 就正正相反
[00:02:45.000 --> 00:02:47.000]  可能我個人沒有去那麼正面
[00:02:47.000 --> 00:02:49.000]  是的 他個人比較正面 大家都知道
[00:02:49.000 --> 00:02:51.000]  是的 我想跟大家
[00:02:51.000 --> 00:02:53.000]  去探討的呢 就是究竟
[00:02:53.000 --> 00:02:55.000]  今天我們的
[00:02:55.000 --> 00:02:57.000]  生活裡面 或者我們的生命裡面
[00:02:57.000 --> 00:02:59.000]  其實有沒有一些什麼
[00:02:59.000 --> 00:03:01.000]  觀念 是影響
[00:03:01.000 --> 00:03:03.000]  我們去
[00:03:03.000 --> 00:03:05.000]  發揮上帝賜給我們的
[00:03:05.000 --> 00:03:07.000]  那個恩賜和能力
[00:03:07.000 --> 00:03:09.000]  不過開始前先讓我們一同
[00:03:09.000 --> 00:03:11.000]  祈禱嘛
[00:03:11.000 --> 00:03:13.000]  上帝多謝你 多謝你
[00:03:13.000 --> 00:03:15.000]  你在你的話裡面
[00:03:15.000 --> 00:03:17.000]  每去到預備查經
[00:03:17.000 --> 00:03:19.000]  或者預備講道的時候
[00:03:19.000 --> 00:03:21.000]  我都覺得你的說話是很寶貴
[00:03:21.000 --> 00:03:23.000]  也都很豐富 以致在裡面
[00:03:23.000 --> 00:03:25.000]  每次去看的時候都有很多
[00:03:25.000 --> 00:03:27.000]  不同的想法 所以神我求你
[00:03:27.000 --> 00:03:29.000]  繼續去祝福我們 當我們今天一齊
[00:03:29.000 --> 00:03:31.000]  和一班弟兄姊妹去到你的面前
[00:03:31.000 --> 00:03:33.000]  去聽你的說話的時候
[00:03:33.000 --> 00:03:35.000]  懸上帝你的說話就一次去到
[00:03:35.000 --> 00:03:37.000]  入到我們每個人的生命當中
[00:03:37.000 --> 00:03:39.000]  入到我們的心裡面
[00:03:39.000 --> 00:03:41.000]  以致我們去到
[00:03:41.000 --> 00:03:43.000]  願意有一個回應
[00:03:43.000 --> 00:03:45.000]  願意去聽得明白你所講的教導
[00:03:45.000 --> 00:03:47.000]  多謝您聽我們的吐褲教
[00:03:47.000 --> 00:03:49.000]  托奉耶穌
[00:03:49.000 --> 00:03:51.000]  今天選了一段
[00:03:51.000 --> 00:03:53.000]  經文就是彼得
[00:03:53.000 --> 00:03:55.000]  前書的四章
[00:03:55.000 --> 00:03:57.000]  七至十一節
[00:03:57.000 --> 00:03:59.000]  邀請大家一起讀
[00:03:59.000 --> 00:04:01.000]  好
[00:04:01.000 --> 00:04:03.000]  我們一二三一起讀
[00:04:03.000 --> 00:04:05.000]  一二三
[00:04:05.000 --> 00:04:07.000]  萬物的結局近了
[00:04:07.000 --> 00:04:09.000]  所以你們要謹慎
[00:04:09.000 --> 00:04:11.000]  自守 謹慎禱告
[00:04:11.000 --> 00:04:13.000]  最要緊的事
[00:04:13.000 --> 00:04:15.000]  是要切實相愛
[00:04:15.000 --> 00:04:17.000]  因為愛能遮掩許多的罪
[00:04:17.000 --> 00:04:19.000]  你們要互相款待
[00:04:19.000 --> 00:04:21.000]  不發怨言
[00:04:21.000 --> 00:04:23.000]  各人要照所得的恩賜
[00:04:23.000 --> 00:04:25.000]  彼此服侍
[00:04:25.000 --> 00:04:27.000]  作上帝百般恩賜的
[00:04:27.000 --> 00:04:29.000]  好管家
[00:04:29.000 --> 00:04:31.000]  若有講道的
[00:04:31.000 --> 00:04:33.000]  要按照上帝的聖言講
[00:04:33.000 --> 00:04:35.000]  若有服侍人的
[00:04:35.000 --> 00:04:37.000]  要按照上帝所賜的力量
[00:04:37.000 --> 00:04:39.000]  服侍 叫上帝在凡事上
[00:04:39.000 --> 00:04:41.000]  因耶穌基督得榮耀
[00:04:41.000 --> 00:04:43.000]  原來榮耀
[00:04:43.000 --> 00:04:45.000]  權能都是他的
[00:04:45.000 --> 00:04:47.000]  直到永遠永遠
[00:04:47.000 --> 00:04:49.000]  阿們
[00:04:49.000 --> 00:04:51.000]  好 先講這段經文
[00:04:51.000 --> 00:04:53.000]  讓我簡單地交代
[00:04:53.000 --> 00:04:55.000]  彼得前書的一些背景
[00:04:55.000 --> 00:04:57.000]  彼得前書
[00:04:57.000 --> 00:04:59.000]  其實就很明顯
[00:04:59.000 --> 00:05:01.000]  是仕途彼得寫的
[00:05:01.000 --> 00:05:03.000]  他寫信的日期大概就在
[00:05:03.000 --> 00:05:05.000]  主後的六十四年至六十八年
[00:05:05.000 --> 00:05:07.000]  收信人是什麼呢
[00:05:07.000 --> 00:05:09.000]  就是分散在這個
[00:05:09.000 --> 00:05:11.000]  你看到什麼本都 加拿大
[00:05:11.000 --> 00:05:13.000]  都是一些地方來的
[00:05:13.000 --> 00:05:15.000]  一些不同的地方裡面
[00:05:15.000 --> 00:05:17.000]  寄居的一些信徒
[00:05:17.000 --> 00:05:19.000]  那裡的教會
[00:05:19.000 --> 00:05:21.000]  而他寫信的目的
