
[00:00:00.000 --> 00:00:03.000]  我們再一起祈禱,再一起讓夢主
[00:00:30.000 --> 00:00:34.000]  將平安、將安慰、將恩慈賜下
[00:00:34.000 --> 00:00:39.000]  祢更加恩待我們,賜予我們永恆的基業
[00:00:39.000 --> 00:00:44.000]  是我們心裏未曾想到,眼睛未曾看見
[00:00:44.000 --> 00:00:49.000]  但卻是祢為我們存留的榮耀的基業
[00:00:49.000 --> 00:00:52.000]  主我們在祢面前獻上感謝
[00:00:52.000 --> 00:00:55.000]  亦再一次在祢面前禱告祢
[00:00:55.000 --> 00:01:00.000]  求祢幫助我們,不單單在祢面前領受救恩
[00:01:00.000 --> 00:01:04.000]  更加領受祢要給我們豐盛的生命
[00:01:04.000 --> 00:01:07.000]  求祢激勵我們,吸引我們的心
[00:01:07.000 --> 00:01:10.000]  去得到祢要給我們的豐富
[00:01:10.000 --> 00:01:13.000]  以致我們不會輕視祢給我們的
[00:01:13.000 --> 00:01:19.000]  我們都能夠去尋求有完全的得著
[00:01:19.000 --> 00:01:21.000]  求主施恩,當我們今天再次打開聖經
[00:01:21.000 --> 00:01:23.000]  思想祢的說話的時候
[00:01:23.000 --> 00:01:27.000]  求親愛的聖靈在當中引導我們的心靈
[00:01:27.000 --> 00:01:29.000]  有指教我們
[00:01:29.000 --> 00:01:34.000]  我們仰望祢,奉耶穌聖名祈禱,阿們
[00:01:34.000 --> 00:01:39.000]  我們一起看聖經的《菲律賓書》第三章
[00:01:39.000 --> 00:01:43.000]  我們剛才讀過的第十二節經文的開始
[00:01:43.000 --> 00:01:46.000]  今天聖經我們提及
[00:01:46.000 --> 00:01:51.000]  「去得主基督,要我得著的」
[00:01:51.000 --> 00:01:54.000]  保羅說到他自己有一個目標
[00:01:54.000 --> 00:01:57.000]  要去得著耶穌基督
[00:01:57.000 --> 00:02:01.000]  而他就說他要竭力地去得著
[00:02:01.000 --> 00:02:03.000]  竭力去尋求得著
[00:02:03.000 --> 00:02:07.000]  但他又說到他自己不是已經完全
[00:02:07.000 --> 00:02:11.000]  他只不過是竭力地去追求得著
[00:02:11.000 --> 00:02:13.000]  所以我們開始的時候就思想
[00:02:13.000 --> 00:02:15.000]  究竟神給我們的
[00:02:15.000 --> 00:02:18.000]  是不是一個完全的救恩
[00:02:18.000 --> 00:02:20.000]  是不是未得完全呢
[00:02:20.000 --> 00:02:24.000]  究竟是完全還是不是完全呢
[00:02:24.000 --> 00:02:28.000]  當聖經裡面說到主耶穌的救恩的時候
[00:02:28.000 --> 00:02:31.000]  我們會記得聖經在部落書第十章提到
[00:02:31.000 --> 00:02:36.000]  因為主耶穌祂一次獻上自己成為祭品
[00:02:36.000 --> 00:02:38.000]  為我們釘死在十字架上
[00:02:38.000 --> 00:02:43.000]  就叫那些人得以成成
[00:02:43.000 --> 00:02:47.000]  而且領受神給我們永遠的完全
[00:02:47.000 --> 00:02:52.000]  聖經提到我們所領受的救恩是完全的救恩
[00:02:52.000 --> 00:02:55.000]  因為主耶穌一次的待贖
[00:02:55.000 --> 00:02:58.000]  就叫我們永遠完全
[00:02:58.000 --> 00:03:00.000]  但是在聖經所讀的經文
[00:03:00.000 --> 00:03:02.000]  剛才讀的第十二節
[00:03:02.000 --> 00:03:06.000]  保羅就說他不是已經完全
[00:03:06.000 --> 00:03:08.000]  好像有矛盾
[00:03:08.000 --> 00:03:10.000]  究竟是不是完全呢
[00:03:10.000 --> 00:03:12.000]  沒錯,聖經應許給我們
[00:03:12.000 --> 00:03:17.000]  就是神賜我們的恩惠是完全的恩惠
[00:03:17.000 --> 00:03:20.000]  是完全的救恩
[00:03:20.000 --> 00:03:24.000]  這是神給我們一種生命的屬靈的地位
[00:03:24.000 --> 00:03:26.000]  我們成為了神的兒女
[00:03:26.000 --> 00:03:30.000]  我們已經領受神給我們永恆的應許
[00:03:30.000 --> 00:03:33.000]  但是在那個地位上
[00:03:33.000 --> 00:03:38.000]  我們仍然未曾在屬靈的實質上得獎
[00:03:38.000 --> 00:03:44.000]  或者一個簡單的例子就是一個國家有一個國君
[00:03:44.000 --> 00:03:50.000]  他會將他的國位傳給自己的兒子
[00:03:50.000 --> 00:03:52.000]  因此在兒子很小的時候
[00:03:52.000 --> 00:03:54.000]  他被稱為治君
[00:03:54.000 --> 00:03:58.000]  他將會承受這個君王的身份
[00:03:58.000 --> 00:04:02.000]  但是當他未曾到一個成熟的情況
[00:04:02.000 --> 00:04:06.000]  某個年紀未曾達到這個年齡的時候
[00:04:06.000 --> 00:04:11.000]  他在過程當中學習很多有關於一個君廷的禮儀
[00:04:11.000 --> 00:04:16.000]  或者是他預備自己來承接這個位份
[00:04:16.000 --> 00:04:20.000]  但是直到他去到一個成熟的階段
[00:04:20.000 --> 00:04:23.000]  他才成為了真正的國君
[00:04:23.000 --> 00:04:26.000]  雖然他未曾去到那個階段
[00:04:26.000 --> 00:04:30.000]  但是他已經清楚知道有一個這樣的目標
[00:04:30.000 --> 00:04:33.000]  也知道有這個準備
[00:04:33.000 --> 00:04:37.000]  我們已經是應許了給他
[00:04:37.000 --> 00:04:41.000]  當我們講到聖經裡面提及神給我們的應許的時候
[00:04:41.000 --> 00:04:46.000]  大家會立時想起聖經裡面很多時候說應許之地
[00:04:46.000 --> 00:04:49.000]  最多時候在哪裡說?
[00:04:49.000 --> 00:04:52.000]  在舊約聖經約書亞記
[00:04:52.000 --> 00:04:56.000]  約書亞當他去到神給他們的應許之地的時候
[00:04:56.000 --> 00:05:00.000]  他們就領受神給很多很多的土地
[00:05:00.000 --> 00:05:03.000]  但是後來一段長的日子之後
[00:05:03.000 --> 00:05:06.000]  當約書亞他年紀老邁
[00:05:06.000 --> 00:05:08.000]  神就跟約書亞說
[00:05:08.000 --> 00:05:12.000]  祂說你們還有許多未得之地
[00:05:12.000 --> 00:05:14.000]  很多地土神已經給了他們
[00:05:14.000 --> 00:05:16.000]  但是他們未曾去得到
[00:05:16.000 --> 00:05:18.000]  所以神就說你憑著信心
[00:05:18.000 --> 00:05:22.000]  按著我吩咐先將這些土地分開
[00:05:22.000 --> 00:05:25.000]  來分別去給不同的支派
[00:05:25.000 --> 00:05:28.000]  大家記得聖經這一段的故事
[00:05:28.000 --> 00:05:31.000]  因此約書亞就憑信將整個土地
[00:05:31.000 --> 00:05:34.000]  來分割開不同的地段
[00:05:34.000 --> 00:05:37.000]  分別給很多不同的支派
[00:05:37.000 --> 00:05:39.000]  然後他就請很多的以色列人
[00:05:39.000 --> 00:05:42.000]  一起來跟他們講
[00:05:42.000 --> 00:05:44.000]  他說神已經將土地賜給你們
[00:05:44.000 --> 00:05:48.000]  你們仍然膽言不去領受
[00:05:48.000 --> 00:05:51.000]  要到何時呢?
[00:05:51.000 --> 00:05:53.000]  沒錯神已經給他們有應許
[00:05:53.000 --> 00:05:54.000]  你們放膽去
[00:05:54.000 --> 00:05:56.000]  因此約書亞說你們要剛強壯膽
[00:05:56.000 --> 00:06:00.000]  去得到你們要得的應許之地
[00:06:00.000 --> 00:06:03.000]  已經神應許了要給你們
[00:06:03.000 --> 00:06:04.000]  各位弟兄姊妹
[00:06:04.000 --> 00:06:07.000]  當我們想到應許的時候
[00:06:07.000 --> 00:06:10.000]  我們知道神已經將這個地位賜給我們
[00:06:10.000 --> 00:06:12.000]  是祂已經清楚講明
[00:06:12.000 --> 00:06:16.000]  祂要將祂全部的恩典賜給人
[00:06:16.000 --> 00:06:19.000]  但是人不願意去得到的時候
[00:06:19.000 --> 00:06:24.000]  他永遠停留在一個緊緊得救的情況裡面
[00:06:24.000 --> 00:06:28.000]  而未能夠得到神給我們傳授的恩典
[00:06:28.000 --> 00:06:30.000]  所以當保羅講到
[00:06:30.000 --> 00:06:33.000]  他說我不是已經得著了
[00:06:33.000 --> 00:06:35.000]  但是在第十二節他就說
[00:06:35.000 --> 00:06:38.000]  我是竭力追求
[00:06:38.000 --> 00:06:40.000]  好使我可以得著
[00:06:40.000 --> 00:06:43.000]  基督耶穌要我得著的
[00:06:43.000 --> 00:06:45.000]  是要竭力去追求
[00:06:45.000 --> 00:06:47.000]  表示一種很迫切
[00:06:47.000 --> 00:06:48.000]  很殷勤
[00:06:48.000 --> 00:06:49.000]  很主動
[00:06:49.000 --> 00:06:51.000]  不斷地去尋求
[00:06:51.000 --> 00:06:53.000]  要得到的一種態度
[00:06:53.000 --> 00:06:55.000]  然後他就說要得到什麼呢?
[00:06:55.000 --> 00:06:59.000]  得著基督耶穌要我得著的
[00:06:59.000 --> 00:07:02.000]  就這樣聽這句話好像有點難理解
[00:07:02.000 --> 00:07:03.000]  什麼叫得著
[00:07:03.000 --> 00:07:06.000]  耶穌基督要我得著的呢?
[00:07:06.000 --> 00:07:08.000]  如果再用另一個角度去理解
[00:07:08.000 --> 00:07:09.000]  正正意思是說
[00:07:09.000 --> 00:07:12.000]  主耶穌已經得著我們了
[00:07:12.000 --> 00:07:14.000]  當我們願意信靠耶穌的時候
[00:07:14.000 --> 00:07:16.000]  上帝得著我們
[00:07:16.000 --> 00:07:19.000]  但是我們未曾得著主
[00:07:19.000 --> 00:07:22.000]  或者說未曾完全的得著主
[00:07:22.000 --> 00:07:24.000]  主得著我們了
[00:07:24.000 --> 00:07:26.000]  我們未曾完全的得著主
[00:07:26.000 --> 00:07:29.000]  所以你記得聖經上面
[00:07:29.000 --> 00:07:31.000]  在第三章前面
[00:07:31.000 --> 00:07:33.000]  保羅就不斷強調一件事情
[00:07:33.000 --> 00:07:37.000]  我要得著什麼為自保?
[00:07:37.000 --> 00:07:40.000]  得著耶穌基督為自保
[00:07:40.000 --> 00:07:44.000]  或者說認識主耶穌基督為自保
[00:07:44.000 --> 00:07:46.000]  他人生的目標就是
[00:07:46.000 --> 00:07:50.000]  讓他能夠可以與主完全的聯合
[00:07:50.000 --> 00:07:52.000]  他能夠可以得著耶穌基督
[00:07:52.000 --> 00:07:54.000]  在他的生命裡面
[00:07:54.000 --> 00:07:59.000]  我們有些時候會聽收音機
[00:07:59.000 --> 00:08:01.000]  現在很多都已經固定了電台
[00:08:01.000 --> 00:08:03.000]  很容易就聽到
[00:08:03.000 --> 00:08:05.000]  但是很多時候我們過去的經歷
[00:08:05.000 --> 00:08:09.000]  或者可能一些要過去的舊的收音機
[00:08:09.000 --> 00:08:12.000]  會容易一點明白
[00:08:12.000 --> 00:08:15.000]  你要去調教那個頻道
[00:08:15.000 --> 00:08:19.000]  你才會接收到那個電台的聲音
[00:08:19.000 --> 00:08:21.000]  我記得以前當我這樣做的時候
[00:08:21.000 --> 00:08:23.000]  要很小心調
[00:08:23.000 --> 00:08:26.000]  因為調過了又接收得不好
[00:08:26.000 --> 00:08:29.000]  調不夠那些聲音會很沙
[00:08:29.000 --> 00:08:31.000]  會有很多雜聲
[00:08:31.000 --> 00:08:34.000]  但是有一次調到很準確的時候
[00:08:34.000 --> 00:08:38.000]  就會聽見很清晰的播出的聲音
[00:08:38.000 --> 00:08:40.000]  我是想說
[00:08:40.000 --> 00:08:43.000]  當生命一直向神調準
[00:08:43.000 --> 00:08:48.000]  去順從耶穌基督給我們生命的指引
[00:08:48.000 --> 00:08:50.000]  在向準主的時候
[00:08:50.000 --> 00:08:53.000]  是一步一步的完全的得著耶穌基督
[00:08:53.000 --> 00:08:57.000]  去聽從祂 去明白 去認識祂
[00:08:57.000 --> 00:08:59.000]  也都能夠跟從祂
[00:08:59.000 --> 00:09:01.000]  所以你看回聖經上面
[00:09:01.000 --> 00:09:03.000]  你再看回上面
[00:09:03.000 --> 00:09:06.000]  在保羅所強調的一種追求
[00:09:06.000 --> 00:09:09.000]  第十節 第三章第十節說
[00:09:09.000 --> 00:09:12.000]  使我認識基督和祂復活的大能
[00:09:12.000 --> 00:09:15.000]  並且在祂所受的苦上有份
[00:09:15.000 --> 00:09:18.000]  受祂所受的死
[00:09:18.000 --> 00:09:22.000]  這樣我也許可以從死人中復活
[00:09:22.000 --> 00:09:26.000]  保羅說的是一條十字架的道路
[00:09:26.000 --> 00:09:27.000]  這條十字架的道路
[00:09:27.000 --> 00:09:29.000]  就是當人要跟隨耶穌的時候
[00:09:29.000 --> 00:09:31.000]  要得著耶穌基督的時候
[00:09:31.000 --> 00:09:35.000]  他是樂意來去順從主
[00:09:35.000 --> 00:09:36.000]  主耶穌十字架的道路
[00:09:36.000 --> 00:09:39.000]  就是順從上帝對他的心意
[00:09:39.000 --> 00:09:42.000]  按神的指引來去生活
[00:09:42.000 --> 00:09:46.000]  甚至付上代價 甚至會受苦
[00:09:46.000 --> 00:09:48.000]  因此十字架的道路
[00:09:48.000 --> 00:09:52.000]  就是願意去順從耶穌基督的道路
[00:09:52.000 --> 00:09:54.000]  凡是按照祂的心意來生活
[00:09:54.000 --> 00:09:56.000]  也都在過程裏面
[00:09:56.000 --> 00:10:00.000]  就算受苦 也都不介意付出代價
[00:10:00.000 --> 00:10:04.000]  要能夠可以跟隨著耶穌基督來生活
[00:10:04.000 --> 00:10:08.000]  在過程當中來得著基督
[00:10:08.000 --> 00:10:09.000]  在這個過程裏面
[00:10:09.000 --> 00:10:11.000]  保羅說我自己不是以為我得著了
[00:10:11.000 --> 00:10:14.000]  但我去竭力 我去竭力去得著
[00:10:14.000 --> 00:10:17.000]  耶穌基督要我得著的
[00:10:17.000 --> 00:10:19.000]  去得著 祂要我得著的
[00:10:19.000 --> 00:10:25.000]  是我人生一個最首要的要求
[00:10:25.000 --> 00:10:26.000]  大家再看下去
[00:10:26.000 --> 00:10:27.000]  但有些時候發覺
[00:10:27.000 --> 00:10:32.000]  保羅說有些試探會阻礙了追求
[00:10:32.000 --> 00:10:37.000]  大家請看第十八節
[00:10:37.000 --> 00:10:39.000]  在第十八節裏面提到
[00:10:39.000 --> 00:10:42.000]  他們的結局是滅亡
[00:10:42.000 --> 00:10:43.000]  第十八節
