
[00:00:00.000 --> 00:00:03.160]  今天是我自己說祈禱的最後一篇
[00:00:03.160 --> 00:00:06.560]  是講到密室的禱告
[00:00:06.560 --> 00:00:08.360]  耶穌基督在聖殿裡
[00:00:08.360 --> 00:00:10.000]  在祂潔淨聖殿的時候
[00:00:10.000 --> 00:00:13.360]  祂就責備那群在聖殿裡做買賣的人
[00:00:13.360 --> 00:00:17.000]  祂說我的殿應該是禱告的殿
[00:00:17.000 --> 00:00:19.160]  祂引用《倚創亞書》的經文
[00:00:19.160 --> 00:00:21.880]  祂說我的殿是禱告的殿
[00:00:21.880 --> 00:00:22.680]  英文來說
[00:00:22.680 --> 00:00:26.560]  祂說我的殿叫做House of Prayer
[00:00:26.560 --> 00:00:30.200]  是禱告的房屋
[00:00:30.200 --> 00:00:31.640]  今天我們在香港
[00:00:31.640 --> 00:00:32.440]  每一次說
[00:00:32.440 --> 00:00:36.240]  香港人對於房屋是不會明白的
[00:00:36.240 --> 00:00:38.400]  我們明白什麼叫做單位
[00:00:38.400 --> 00:00:40.320]  我們知道有個單位
[00:00:40.320 --> 00:00:42.000]  我們已經是感謝天父
[00:00:42.000 --> 00:00:43.520]  今天我們能夠有四面牆
[00:00:43.520 --> 00:00:44.320]  有個屋頂
[00:00:44.320 --> 00:00:45.640]  能夠保護著我們
[00:00:45.640 --> 00:00:47.280]  能夠在當中去安息
[00:00:47.280 --> 00:00:48.960]  可以去安享生活
[00:00:48.960 --> 00:00:50.400]  已經是感謝神
[00:00:50.400 --> 00:00:53.160]  以致我們不明白什麼叫做House
[00:00:53.160 --> 00:00:54.320]  當然我們看電視
[00:00:54.320 --> 00:00:54.960]  看電影
[00:00:54.960 --> 00:00:56.200]  看美國的電影
[00:00:56.200 --> 00:00:58.200]  你會看到很多大的房屋
[00:00:58.200 --> 00:00:59.880]  我們開始了解
[00:00:59.880 --> 00:01:02.160]  耶穌說House of Prayer
[00:01:02.160 --> 00:01:04.280]  因為耶穌說到House of Prayer
[00:01:04.280 --> 00:01:05.560]  於是我就開始想
[00:01:05.560 --> 00:01:08.760]  怎樣藉著這句聖經
[00:01:08.760 --> 00:01:12.320]  去演繹什麼叫做禱告
[00:01:12.320 --> 00:01:14.040]  我不是說我們不懂祈禱
[00:01:14.040 --> 00:01:15.560]  今天我們每個人都懂祈禱
[00:01:15.560 --> 00:01:19.040]  但我們怎樣在祈禱的房屋裡
[00:01:19.040 --> 00:01:21.040]  更深去了解
[00:01:21.040 --> 00:01:22.760]  幫助我們明白
[00:01:22.760 --> 00:01:27.640]  祈禱並不是單單是信徒要做的
[00:01:27.640 --> 00:01:29.840]  一些信仰的行為
[00:01:29.840 --> 00:01:31.520]  不是單單是要做的
[00:01:31.520 --> 00:01:32.680]  我們是要祈禱的
[00:01:32.680 --> 00:01:35.360]  因為祈禱是上帝給我們一個
[00:01:35.360 --> 00:01:37.120]  最重要的武器
[00:01:37.120 --> 00:01:39.240]  去抵擋任何的試探
[00:01:39.240 --> 00:01:42.120]  而是我希望能夠透過這個House
[00:01:42.120 --> 00:01:45.040]  這個House是要被建立的
[00:01:45.040 --> 00:01:47.600]  當我們明白什麼叫House of Prayer的時候
[00:01:47.600 --> 00:01:49.600]  怎樣去建立我們的人生
[00:01:49.600 --> 00:01:51.920]  成為一個禱告的人生
[00:01:51.920 --> 00:01:54.880]  不是說單單是一個禱告的行動
[00:01:54.880 --> 00:01:56.080]  是一個信仰的行動
[00:01:56.080 --> 00:01:57.920]  而是一個禱告的人生
[00:01:57.920 --> 00:02:00.920]  所以我第一篇道就說
[00:02:00.920 --> 00:02:02.400]  我們要祈禱
[00:02:02.400 --> 00:02:06.720]  是將我們的憂慮拋給神
[00:02:06.720 --> 00:02:08.920]  不是只是交給神
[00:02:08.920 --> 00:02:11.160]  而是拋給神
[00:02:11.160 --> 00:02:13.240]  彼得慈書第五章第七節
[00:02:13.240 --> 00:02:16.760]  我們說我們將憂慮拋給神
[00:02:16.760 --> 00:02:18.080]  你拋給荷莫斯
[00:02:18.080 --> 00:02:19.800]  荷莫斯未必接得到
[00:02:19.800 --> 00:02:23.560]  但你拋給耶穌 耶穌一定接得到
[00:02:23.560 --> 00:02:26.560]  耶穌會顧念著我們所有的憂慮
[00:02:26.560 --> 00:02:29.080]  無論你的憂慮是大還是小
[00:02:29.080 --> 00:02:31.200]  無論我們的憂慮可能被人笑
[00:02:31.200 --> 00:02:32.200]  有沒有搞錯
[00:02:32.200 --> 00:02:33.680]  叫的士都要祈禱嗎
[00:02:33.680 --> 00:02:34.520]  都不奇怪
[00:02:34.520 --> 00:02:36.440]  一會兒我們都開始憂慮
[00:02:36.440 --> 00:02:38.000]  元老崇拜去哪裡吃飯呢
[00:02:38.000 --> 00:02:38.920]  我們就祈禱
[00:02:38.920 --> 00:02:40.080]  上帝可能給你一個名字
[00:02:40.080 --> 00:02:42.000]  去那邊吃飯 都不奇怪
[00:02:42.000 --> 00:02:42.760]  甚至你說
[00:02:42.760 --> 00:02:43.720]  我很想去那邊吃飯
[00:02:43.720 --> 00:02:44.840]  哎呀 忘記訂位了
[00:02:44.840 --> 00:02:46.960]  你馬上祈禱主 你給我有位置
[00:02:46.960 --> 00:02:47.960]  OK
[00:02:47.960 --> 00:02:49.240]  這個是你的憂慮
[00:02:49.240 --> 00:02:50.800]  你拋給祂
[00:02:50.800 --> 00:02:52.280]  同樣 耶穌說
[00:02:52.280 --> 00:02:54.040]  有時在我們人生裏面
[00:02:54.040 --> 00:02:55.440]  真的祈禱不了
[00:02:55.440 --> 00:02:57.080]  真的去到很幽暗的時候
[00:02:57.080 --> 00:02:57.880]  祈禱不了
[00:02:57.880 --> 00:02:58.440]  我就說
[00:02:58.440 --> 00:03:02.560]  不如我們嘗試背了主禱文給祂
[00:03:02.560 --> 00:03:05.080]  當我們最不想祈禱的時候
[00:03:05.080 --> 00:03:07.480]  好像去到一個時候
[00:03:07.480 --> 00:03:10.760]  我們真是很黑暗的一個環境裏
[00:03:10.760 --> 00:03:15.360]  哇 神要我們迫自己用主禱文來宣告
[00:03:15.360 --> 00:03:18.760]  因為主禱文是耶穌教我們祈禱的一個禱文
[00:03:18.760 --> 00:03:21.600]  我們可以用主禱文來向上低 來呼求
[00:03:21.600 --> 00:03:22.960]  我們在天上的父
[00:03:22.960 --> 00:03:24.760]  願人都尊祢的名為聖
[00:03:24.760 --> 00:03:26.360]  願祢的國降臨
[00:03:26.360 --> 00:03:28.200]  願祢的旨意行在地上
[00:03:28.200 --> 00:03:29.440]  如同行在天上
[00:03:29.440 --> 00:03:30.760]  背了它
[00:03:30.760 --> 00:03:32.400]  在你最不想祈禱的時候
[00:03:32.400 --> 00:03:35.720]  你迫自己用主禱文來祈禱
[00:03:35.720 --> 00:03:38.200]  當然 我們在一些宗派裏面
[00:03:38.200 --> 00:03:40.000]  他們有一些祈禱書
[00:03:40.000 --> 00:03:40.920]  有時我們會覺得
[00:03:40.920 --> 00:03:43.320]  哎呀 宗派為甚麼這麼悶
[00:03:43.320 --> 00:03:45.080]  祈禱都不是憑感動
[00:03:45.080 --> 00:03:49.240]  是憑著一本書去讀祈禱
[00:03:49.240 --> 00:03:50.520]  但是弟兄姊妹 我經常都說
[00:03:50.520 --> 00:03:53.080]  我們不要批評別人的宗教的傳統
[00:03:53.080 --> 00:03:54.640]  或者宗教的方式
[00:03:54.640 --> 00:03:56.280]  因為他們每一個禱文
[00:03:56.280 --> 00:03:58.960]  其實是他們的神學觀
[00:03:58.960 --> 00:04:00.800]  他們對於祈禱的觀點
[00:04:00.800 --> 00:04:02.560]  很多時候是透過這些禱文
[00:04:02.560 --> 00:04:05.480]  來講給他們的信徒知道
[00:04:05.480 --> 00:04:09.000]  所以我們不要即時去批評別人的做法
[00:04:09.000 --> 00:04:10.880]  好像我們的做法是憑感動
[00:04:10.880 --> 00:04:12.720]  別人的做法好像拿著一本東西
[00:04:12.720 --> 00:04:13.800]  都不是憑感動
[00:04:13.800 --> 00:04:15.720]  好像我們比別人威風
[00:04:15.720 --> 00:04:16.760]  絕對不是
[00:04:16.760 --> 00:04:19.880]  我相信我們要欣賞不同的宗派
[00:04:19.880 --> 00:04:21.040]  不同的傳統
[00:04:21.040 --> 00:04:23.680]  不同的傳統模式
[00:04:23.680 --> 00:04:25.120]  來去欣賞別人
[00:04:25.120 --> 00:04:28.800]  可能別人的做法比我們更優勝
[00:04:28.800 --> 00:04:30.240]  當然去到最後一課
[00:04:30.240 --> 00:04:32.720]  我就說了 上一次禱讀
[00:04:32.720 --> 00:04:35.480]  我們怎樣用聖經本身的經文
[00:04:35.480 --> 00:04:39.480]  成為了我們祈禱的一個內容
[00:04:39.480 --> 00:04:42.120]  我不是說只是拿著一本聖經
[00:04:42.120 --> 00:04:44.120]  把經接背了
[00:04:44.120 --> 00:04:45.960]  就等於是一個禱文
[00:04:45.960 --> 00:04:47.320]  我們有時也會的
[00:04:47.320 --> 00:04:48.040]  我們很多時候說
[00:04:48.040 --> 00:04:49.760]  那些人祈禱真的很好聽
[00:04:49.760 --> 00:04:51.960]  把聖經由創世紀培導到啟示獄
[00:04:51.960 --> 00:04:53.040]  真的很好聽
[00:04:53.040 --> 00:04:54.720]  我不是只是這樣說
[00:04:54.720 --> 00:04:57.360]  這個禱讀不是說我們把聖經背了
[00:04:57.360 --> 00:04:58.680]  然後把它們放在一起
[00:04:58.680 --> 00:04:59.880]  就叫做禱讀
[00:04:59.880 --> 00:05:00.760]  禱讀就是說
[00:05:00.760 --> 00:05:02.080]  當你用一節聖經
[00:05:02.080 --> 00:05:03.960]  而不是用那些牧者的一節聖經
[00:05:03.960 --> 00:05:06.680]  你怎樣透過這節聖經在禱告當中
[00:05:06.680 --> 00:05:08.560]  來發揮你對上帝
[00:05:08.560 --> 00:05:10.720]  是我的牧者的那種生命
[00:05:10.720 --> 00:05:13.720]  那種期待和那份感恩
[00:05:13.720 --> 00:05:15.720]  以致我們禱讀
[00:05:15.720 --> 00:05:18.120]  耶和華是我的牧者
[00:05:18.120 --> 00:05:19.320]  你怎樣去關心我
[00:05:19.320 --> 00:05:20.640]  怎樣成為了我的牧者
[00:05:20.640 --> 00:05:22.320]  你昨天怎樣去照顧我
[00:05:22.320 --> 00:05:23.200]  成為一個牧者
[00:05:23.200 --> 00:05:24.720]  我能夠將感恩
[00:05:24.720 --> 00:05:25.720]  將讚美
[00:05:25.720 --> 00:05:27.200]  將我們的認罪
[00:05:27.200 --> 00:05:29.800]  透過一節聖經來講出來
[00:05:29.800 --> 00:05:31.720]  今天我們去到最後
[00:05:31.720 --> 00:05:34.320]  最後就是密室的祈禱
[00:05:34.320 --> 00:05:36.120]  我相信大家也可能猜到
[00:05:36.120 --> 00:05:37.120]  密室的祈禱
[00:05:37.120 --> 00:05:39.720]  我們在說哪一間房間
[00:05:39.720 --> 00:05:43.320]  就是睡房
[00:05:43.320 --> 00:05:45.920]  睡房理應
[00:05:45.920 --> 00:05:46.920]  我要這樣說
[00:05:46.920 --> 00:05:50.320]  睡房理應是我們這麼多個房間當中
[00:05:50.320 --> 00:05:52.120]  我們在那個房間
[00:05:52.120 --> 00:05:54.120]  最內的一個房間
[00:05:54.120 --> 00:05:55.320]  大家信不信
[00:05:55.320 --> 00:05:57.120]  你睡覺如果睡八個小時
[00:05:57.120 --> 00:05:58.120]  你就在八個小時
[00:05:58.120 --> 00:05:59.120]  在哪裡
[00:05:59.120 --> 00:05:59.920]  在睡房
[00:05:59.920 --> 00:06:01.320]  除非你跟老婆吵架
[00:06:01.320 --> 00:06:02.120]  如果老婆說
[00:06:02.120 --> 00:06:02.720]  出外睡
[00:06:02.720 --> 00:06:04.320]  那不就去艇上睡
[00:06:04.320 --> 00:06:06.120]  那不就沒話說了
[00:06:06.120 --> 00:06:06.920]  正常來說
[00:06:06.920 --> 00:06:10.920]  你一定在睡房的時間是最長
[00:06:10.920 --> 00:06:11.920]  在睡房那邊
[00:06:11.920 --> 00:06:13.120]  但是很有趣
[00:06:13.120 --> 00:06:14.720]  你最多時間在睡房
[00:06:14.720 --> 00:06:16.920]  但其實你不是很多時候
[00:06:16.920 --> 00:06:18.920]  需要佈置睡房
[00:06:18.920 --> 00:06:20.120]  是挺漂亮的
[00:06:20.120 --> 00:06:21.120]  不需要
[00:06:21.120 --> 00:06:23.120]  但紙巾有張舒服的什麼
[00:06:23.120 --> 00:06:24.120]  床
[00:06:24.120 --> 00:06:26.120]  紙巾是舒服的枕頭
[00:06:26.120 --> 00:06:27.520]  所以現在的廣告
[00:06:27.520 --> 00:06:29.520]  買床褥廣告真的很過癮
[00:06:29.520 --> 00:06:30.520]  吸血殭屍
[00:06:30.520 --> 00:06:31.920]  去到床褥
[00:06:31.920 --> 00:06:33.120]  馬上不吸了
[00:06:33.120 --> 00:06:34.320]  有一個間諜
[00:06:34.320 --> 00:06:36.720]  一腳掉到床上
[00:06:36.720 --> 00:06:37.520]  馬上睡著了
[00:06:37.520 --> 00:06:38.920]  這個床褥
[00:06:38.920 --> 00:06:41.520]  令到你可以安睡八個小時
[00:06:41.520 --> 00:06:42.520]  挺好的
[00:06:42.520 --> 00:06:43.920]  現在還有些枕頭
[00:06:43.920 --> 00:06:44.920]  太空枕
