
[00:00:00.000 --> 00:00:04.000]  古語有話「有憑自遠方來」
[00:00:04.000 --> 00:00:06.000]  下一個是什麼?
[00:00:06.000 --> 00:00:08.000]  很開心,是嗎?
[00:00:08.000 --> 00:00:11.000]  但是,沒有錯,是真的
[00:00:11.000 --> 00:00:14.000]  好像今天在香港,如果有些朋友遠道
[00:00:14.000 --> 00:00:17.000]  在外國回來探親
[00:00:17.000 --> 00:00:19.000]  來到你那裡作客
[00:00:19.000 --> 00:00:21.000]  一段時間沒有見
[00:00:21.000 --> 00:00:23.000]  你很歡喜快樂地接待
[00:00:23.000 --> 00:00:25.000]  當然,我們朋友相聚
[00:00:25.000 --> 00:00:27.000]  我們也很歡喜快樂地見面
[00:00:27.000 --> 00:00:29.000]  有時間去彼此的接待
[00:00:29.000 --> 00:00:35.000]  但是,有時因為要接待朋友
[00:00:35.000 --> 00:00:37.000]  本來是一件快樂的事情
[00:00:37.000 --> 00:00:38.000]  開心的事情
[00:00:38.000 --> 00:00:41.000]  但是,如果過分地操心
[00:00:41.000 --> 00:00:45.000]  過分地成為了很大的壓力
[00:00:45.000 --> 00:00:48.000]  就反而壞了一件事情
[00:00:48.000 --> 00:00:50.000]  又加添了自己很多的煩惱
[00:00:50.000 --> 00:00:53.000]  剛才主席徐君平執事
[00:00:53.000 --> 00:00:55.000]  和我們讀這段經文
[00:00:55.000 --> 00:00:57.000]  相信大家都很熟悉
[00:00:57.000 --> 00:01:00.000]  是說耶穌和門徒到伯大利
[00:01:00.000 --> 00:01:03.000]  去探訪一個家庭
[00:01:03.000 --> 00:01:08.000]  就是瑪大、瑪利亞和拉薩路的家庭
[00:01:08.000 --> 00:01:11.000]  當耶穌基督來到村莊的時候
[00:01:11.000 --> 00:01:13.000]  這個也是他熟悉的家庭
[00:01:13.000 --> 00:01:17.000]  當然,以這個姐姐瑪大為首
[00:01:17.000 --> 00:01:20.000]  主動去歡迎耶穌基督和門徒
[00:01:20.000 --> 00:01:22.000]  來到家裡面作客
[00:01:22.000 --> 00:01:25.000]  去盡了一個主人的身份
[00:01:25.000 --> 00:01:28.000]  準備了去接待耶穌基督
[00:01:28.000 --> 00:01:32.000]  著力地在服侍耶穌基督的事情裡
[00:01:32.000 --> 00:01:35.000]  但是在過程裡搞得自己一頭煙
[00:01:35.000 --> 00:01:39.000]  更加怒氣自己家人沒有幫忙
[00:01:39.000 --> 00:01:42.000]  最後還要埋怨耶穌坐視不理
[00:01:42.000 --> 00:01:44.000]  本來一件開心的事情
[00:01:44.000 --> 00:01:46.000]  搞得氣氛這麼僵硬
[00:01:46.000 --> 00:01:48.000]  搞得變成這樣的情景
[00:01:48.000 --> 00:01:51.000]  其實都挺尷尬
[00:01:51.000 --> 00:01:57.000]  或者本來的原意都失去了
[00:01:57.000 --> 00:01:59.000]  最慘的更加是
[00:01:59.000 --> 00:02:02.000]  當耶穌回應瑪大的時候
[00:02:02.000 --> 00:02:05.000]  更加感覺到
[00:02:05.000 --> 00:02:12.000]  這個客人好像沒有受落主人家瑪大的做法
[00:02:12.000 --> 00:02:14.000]  反而他在欣賞
[00:02:14.000 --> 00:02:19.000]  沒有怎麼招呼人家的妹妹瑪利亞
[00:02:19.000 --> 00:02:22.000]  究竟問題發生在哪裡呢?
[00:02:22.000 --> 00:02:26.000]  今天我就盼望從瑪大的身上
[00:02:26.000 --> 00:02:30.000]  我們都看一下問題發生在哪裡
[00:02:30.000 --> 00:02:33.000]  傳統來說我們會看一段經文
[00:02:33.000 --> 00:02:36.000]  就會放在教會裡面的侍奉
[00:02:36.000 --> 00:02:38.000]  教會裡面有些人熱心侍奉
[00:02:38.000 --> 00:02:40.000]  有些人只是聽到不侍奉
[00:02:40.000 --> 00:02:43.000]  或者有些人聽到又侍奉等等
[00:02:43.000 --> 00:02:47.000]  但是今天希望大家先有個前設
[00:02:47.000 --> 00:02:49.000]  我去講的時候
[00:02:49.000 --> 00:02:54.000]  不是放在教會裡面的一個場景
[00:02:54.000 --> 00:02:56.000]  因為我也覺得
[00:02:56.000 --> 00:02:59.000]  耶穌基督在這段經文裡面
[00:02:59.000 --> 00:03:03.000]  很主要是讓我們看到
[00:03:03.000 --> 00:03:06.000]  當路加他寫出來的時候
[00:03:06.000 --> 00:03:11.000]  怎樣讓瑪大在一個這樣的光景裡面
[00:03:11.000 --> 00:03:13.000]  自己裡面的問題
[00:03:13.000 --> 00:03:17.000]  能夠帶到去接待耶穌裡面爆發出來
[00:03:17.000 --> 00:03:20.000]  跟著耶穌怎樣去醫治去幫助他
[00:03:20.000 --> 00:03:22.000]  一個這樣的過程去看
[00:03:22.000 --> 00:03:25.000]  耶穌基督對我們的幫助
[00:03:25.000 --> 00:03:28.000]  去看耶穌基督同樣可能在我們身上
[00:03:28.000 --> 00:03:31.000]  都會發生今天好像瑪大這樣的光景
[00:03:31.000 --> 00:03:33.000]  這樣的情況的時候
[00:03:33.000 --> 00:03:36.000]  怎樣可以在當中得到醫治得到幫助
[00:03:36.000 --> 00:03:39.000]  不過另一個的先使聲明
[00:03:39.000 --> 00:03:40.000]  先講一件事
[00:03:40.000 --> 00:03:42.000]  這裡不是針對姐妹
[00:03:42.000 --> 00:03:45.000]  是弟兄姐妹都需要聽的
[00:03:45.000 --> 00:03:48.000]  雖然主角是在講瑪大
[00:03:48.000 --> 00:03:51.000]  但是不是在針對一個姐妹
[00:03:51.000 --> 00:03:53.000]  或者是針對姐妹們
[00:03:53.000 --> 00:03:55.000]  更加弟兄姐妹要聽
[00:03:55.000 --> 00:03:57.000]  也不只是基督徒要聽
[00:03:57.000 --> 00:04:00.000]  在座有未信主的都適合聽
[00:04:00.000 --> 00:04:02.000]  因為實際上在今天
[00:04:02.000 --> 00:04:06.000]  特別在香港這個生活這麼大壓力
[00:04:06.000 --> 00:04:10.000]  好像生活在一個壓力煲底下的生活
[00:04:10.000 --> 00:04:12.000]  工作也好家庭也好
[00:04:12.000 --> 00:04:14.000]  各方也好社會也好
[00:04:14.000 --> 00:04:17.000]  好像很多方面的壓力來到我們身上
[00:04:17.000 --> 00:04:20.000]  我們都會感受到很多這樣的抑壓在裡面
[00:04:20.000 --> 00:04:22.000]  都感受到很多的情緒在裡面
[00:04:22.000 --> 00:04:24.000]  都有時候好像瑪大一樣
[00:04:24.000 --> 00:04:25.000]  一觸即發
[00:04:25.000 --> 00:04:28.000]  所以今天的分享
[00:04:28.000 --> 00:04:30.000]  今天的宣講
[00:04:30.000 --> 00:04:35.000]  都是能夠幫助所有的人
[00:04:35.000 --> 00:04:39.000]  首先我們看一下瑪大是一個什麼樣的人
[00:04:39.000 --> 00:04:42.000]  當然我們可能因為這個經文
[00:04:42.000 --> 00:04:46.000]  裡面還有瑪麗亞
[00:04:46.000 --> 00:04:49.000]  當然這班門徒我們好像隱形看不到他們
[00:04:49.000 --> 00:04:52.000]  一個對比就會看到
[00:04:52.000 --> 00:04:55.000]  當然是性格上的問題
[00:04:55.000 --> 00:04:58.000]  你看到瑪大比較主動
[00:04:58.000 --> 00:04:59.000]  瑪麗亞比較被動
[00:04:59.000 --> 00:05:02.000]  瑪大比較積極
[00:05:02.000 --> 00:05:07.000]  瑪麗亞比較安靜
[00:05:07.000 --> 00:05:09.000]  但是我們都知道
[00:05:09.000 --> 00:05:13.000]  中國人說一樣米養百樣人
[00:05:13.000 --> 00:05:15.000]  每個人都有不同的性格
[00:05:15.000 --> 00:05:16.000]  不同的情況
[00:05:16.000 --> 00:05:19.000]  當然你要從這段經文裡面來看
[00:05:19.000 --> 00:05:22.000]  或者是從他們的技術
[00:05:22.000 --> 00:05:23.000]  其實聖經裡面
[00:05:23.000 --> 00:05:25.000]  如果技術耶穌基督坦的家庭
[00:05:25.000 --> 00:05:26.000]  起碼有三次
[00:05:26.000 --> 00:05:30.000]  當個別在瑪麗亞也有一些其他的經文
[00:05:30.000 --> 00:05:33.000]  都會看到他們兩姐妹的性格很不相同
[00:05:33.000 --> 00:05:36.000]  甚至好像很相反
[00:05:36.000 --> 00:05:39.000]  但是當然性格上的不同
[00:05:39.000 --> 00:05:41.000]  都有表達上的不同
[00:05:41.000 --> 00:05:43.000]  那個好像瑪大
[00:05:43.000 --> 00:05:45.000]  你會感覺到他比較
[00:05:45.000 --> 00:05:47.000]  做事好像很快手
[00:05:47.000 --> 00:05:49.000]  做事很有責任感
[00:05:49.000 --> 00:05:50.000]  一力承擔
[00:05:50.000 --> 00:05:53.000]  但是又容易很暴躁
[00:05:53.000 --> 00:05:57.000]  很容易有很多壓力積聚在一起
[00:05:57.000 --> 00:05:59.000]  你會看到這些情況
[00:05:59.000 --> 00:06:01.000]  但是我覺得
[00:06:01.000 --> 00:06:02.000]  我們去看的時候
[00:06:02.000 --> 00:06:03.000]  要了解他們的家庭
[00:06:03.000 --> 00:06:05.000]  了解他們的情景
[00:06:05.000 --> 00:06:10.000]  聖經裡面一路提及到他們的家庭裡面
[00:06:10.000 --> 00:06:12.000]  只講到三個人
[00:06:12.000 --> 00:06:14.000]  就是他們三姐弟
[00:06:14.000 --> 00:06:15.000]  就是瑪大
[00:06:15.000 --> 00:06:17.000]  瑪麗亞和埃薩路
[00:06:17.000 --> 00:06:20.000]  似乎一路都沒有提及到他們的父母
[00:06:20.000 --> 00:06:21.000]  很多聖經學者都相信
[00:06:21.000 --> 00:06:24.000]  他們的父母已經不在他們中間
[00:06:24.000 --> 00:06:28.000]  意思就是說他們可能已經離世了
[00:06:28.000 --> 00:06:32.000]  可能他們年輕的時候已經離開了世界
[00:06:32.000 --> 00:06:36.000]  以至瑪大是一個長女
[00:06:36.000 --> 00:06:39.000]  他們要去照顧家庭
[00:06:39.000 --> 00:06:43.000]  再看看其他家庭的成員
[00:06:43.000 --> 00:06:45.000]  這個埃薩路
[00:06:45.000 --> 00:06:47.000]  你的印象是怎樣的?
[00:06:47.000 --> 00:06:57.000]  我會印象他是一個身體很孱弱的年輕人
[00:06:57.000 --> 00:07:01.000]  因為埃薩路可能身體不太好
[00:07:01.000 --> 00:07:05.000]  從小身體都不太好
[00:07:05.000 --> 00:07:11.000]  後來都知道因為病重的緣故離開了世界
[00:07:11.000 --> 00:07:14.000]  但是感恩耶穌基督使他復活過來
