
[00:00:00.000 --> 00:00:03.260]  今晚會和大家探討一個問題
[00:00:03.260 --> 00:00:06.420]  現在我們叫做「欣典時代」
[00:00:06.420 --> 00:00:09.520]  我們是不是還要遵守律法呢?
[00:00:09.520 --> 00:00:13.180]  律法的功用又在哪裡呢?
[00:00:13.180 --> 00:00:17.960]  在我們來大去聽這個茶經的時候
[00:00:17.960 --> 00:00:21.400]  今晚我們都會看回這首歌
[00:00:21.400 --> 00:00:26.720]  上一次我們就說到一些盧卜
[00:00:26.720 --> 00:00:30.840]  其實他們在主人家裏面做了六年
[00:00:30.840 --> 00:00:33.760]  就可以得到釋放的
[00:00:33.760 --> 00:00:35.940]  發覺有很多無良僱主
[00:00:35.940 --> 00:00:39.400]  在香港很多食肆酒樓倒閉
[00:00:39.400 --> 00:00:42.260]  但是這些僱主自己很有錢
[00:00:42.260 --> 00:00:47.400]  但是竟然會去剝削這些勞工
[00:00:47.400 --> 00:00:49.960]  拖延他們的薪金
[00:00:49.960 --> 00:00:52.780]  特別那些建造業工人有汗出
[00:00:52.780 --> 00:00:54.380]  就沒有糧出
[00:00:54.380 --> 00:00:57.100]  我就會和大家從聖經裏面
[00:00:57.100 --> 00:01:00.220]  來大去看回這個信仰
[00:01:00.220 --> 00:01:02.260]  怎麼看待這些事情
[00:01:02.260 --> 00:01:03.840]  神是很重視勞工
[00:01:03.840 --> 00:01:05.940]  重視這些階層的
[00:01:05.940 --> 00:01:08.500]  今天引申下去就會看到
[00:01:08.500 --> 00:01:12.940]  我們現今活在一個社會裏面
[00:01:12.940 --> 00:01:16.080]  我們經常講求是一個很自由的社會
[00:01:16.080 --> 00:01:18.220]  我們要追求自由平等
[00:01:18.220 --> 00:01:20.720]  我們每一個人都不甘心
[00:01:20.720 --> 00:01:22.920]  被一些東西束綁著
[00:01:22.920 --> 00:01:26.180]  其實特別是我來講
[00:01:26.180 --> 00:01:30.300]  我是很不喜歡被一些規條去規範著
[00:01:30.300 --> 00:01:32.240]  但是真正的自由
[00:01:32.240 --> 00:01:35.800]  是不是就要擺脫一切的枷鎖呢
[00:01:35.800 --> 00:01:38.100]  特別是擺脫律法呢
[00:01:38.100 --> 00:01:40.720]  而在我們信念裏面
[00:01:40.720 --> 00:01:43.020]  我們現在怎樣可以得罪拯救
[00:01:43.020 --> 00:01:44.640]  我們不是靠行為
[00:01:44.640 --> 00:01:48.080]  不是靠遵守那些規條而得救的
[00:01:48.080 --> 00:01:50.300]  我們是因信稱義
[00:01:50.300 --> 00:01:52.140]  因為我相信主耶穌基督
[00:01:52.140 --> 00:01:53.940]  祂的救贖 我們是罪人
[00:01:53.940 --> 00:01:55.160]  我們肯承自己的罪
[00:01:55.160 --> 00:01:56.600]  我們就得罪拯救
[00:01:56.600 --> 00:01:59.560]  我們是不需要來守律法的
[00:01:59.560 --> 00:02:01.620]  很清楚聖經裏面怎樣講
[00:02:01.620 --> 00:02:05.900]  我們先看羅馬書第三章第28節
[00:02:05.900 --> 00:02:07.680]  所以我們看定了
[00:02:07.680 --> 00:02:09.640]  人稱義是因著信
[00:02:09.640 --> 00:02:11.800]  不在乎遵行律法
[00:02:11.800 --> 00:02:15.160]  很清楚講到我們今天得著這個拯救
[00:02:15.160 --> 00:02:16.720]  因為我們的相信
[00:02:16.720 --> 00:02:18.320]  我們被稱為義
[00:02:18.320 --> 00:02:19.220]  稱義是什麼呢
[00:02:19.220 --> 00:02:20.940]  不是我們真的有好東西
[00:02:20.940 --> 00:02:22.120]  我們仍然是一個罪人
[00:02:22.120 --> 00:02:23.880]  但是神不再計算我們的罪惡
[00:02:23.880 --> 00:02:25.060]  所以稱我們為義
[00:02:25.060 --> 00:02:27.980]  原來不是在乎我們遵行律法
[00:02:27.980 --> 00:02:31.940]  好了 我們再看加拉大書第三章第11節
[00:02:31.940 --> 00:02:35.440]  沒有一個人靠著律法在神面前稱義
[00:02:35.440 --> 00:02:36.780]  這是明顯的
[00:02:36.780 --> 00:02:37.980]  因為經常說
[00:02:37.980 --> 00:02:40.100]  義人必因信得心
[00:02:40.100 --> 00:02:42.340]  沒有一個人可以來大陸
[00:02:42.340 --> 00:02:44.400]  靠著守律法稱義人
[00:02:44.400 --> 00:02:46.600]  因為很多條律法
[00:02:46.600 --> 00:02:48.660]  有哪一個人可以說
[00:02:48.660 --> 00:02:52.060]  他沒有觸犯過那些法律
[00:02:52.060 --> 00:02:56.620]  只要你觸犯了一條的法律
[00:02:56.620 --> 00:02:58.220]  就是一條這麼多
[00:02:58.220 --> 00:03:00.520]  但是你就已經是一個罪人了
[00:03:00.520 --> 00:03:03.320]  所以沒有一個人可以在神面前稱義
[00:03:03.320 --> 00:03:05.860]  我們說可能會被抓的
[00:03:05.860 --> 00:03:07.820]  你不是沒有犯法
[00:03:07.820 --> 00:03:10.000]  只不過你是沒有被抓的
[00:03:10.000 --> 00:03:11.440]  最簡單舉個例子
[00:03:11.440 --> 00:03:14.780]  我們沒有依交通規則來大陸過馬路
[00:03:14.780 --> 00:03:17.320]  其實已經觸犯了法律了
[00:03:17.320 --> 00:03:19.180]  所以經常說
[00:03:19.180 --> 00:03:21.560]  義人必因信得心
[00:03:21.560 --> 00:03:24.900]  特別現在我們被稱為「恩典時代」
[00:03:24.900 --> 00:03:26.800]  是耶穌已經拯救了我們
[00:03:26.800 --> 00:03:28.620]  我們活在神的恩典之中
[00:03:28.620 --> 00:03:30.420]  現在不是律法時代
[00:03:30.420 --> 00:03:32.160]  所以我遵守律法的時候
[00:03:32.160 --> 00:03:33.920]  就好像有問題了
[00:03:33.920 --> 00:03:36.660]  我們來看看保羅怎麼說
[00:03:36.660 --> 00:03:39.500]  加拉大書第三章第10節
[00:03:39.500 --> 00:03:41.620]  凡以行律法為本的
[00:03:41.620 --> 00:03:43.320]  都是被奏助的
[00:03:43.320 --> 00:03:49.220]  因為經上記著凡不常照律法書上所寄一切之事去行的
[00:03:49.220 --> 00:03:50.860]  就被奏助
[00:03:50.860 --> 00:03:52.800]  這裡是很清楚的說
[00:03:52.800 --> 00:03:55.960]  今天原來律法是被奏助的
[00:03:55.960 --> 00:03:57.620]  為什麼呢?
[00:03:57.620 --> 00:04:01.160]  如果你以為靠著律法去遵守
[00:04:01.160 --> 00:04:03.760]  那你就可以得著這個拯救
[00:04:03.760 --> 00:04:05.720]  這個是絕對錯誤的
[00:04:05.720 --> 00:04:08.260]  那我們怎麼正確去解釋
[00:04:08.260 --> 00:04:10.600]  還有怎麼去面對律法呢?
[00:04:10.600 --> 00:04:13.600]  今晚主要就是探討這件事
[00:04:13.600 --> 00:04:17.920]  首先看看律法有什麼功用
[00:04:17.920 --> 00:04:20.820]  羅馬書三章第20節
[00:04:20.820 --> 00:04:24.500]  所以凡有血起的沒有一個因行律法
