
[00:00:00.000 --> 00:00:02.240]  今天這個訊息
[00:00:02.240 --> 00:00:06.720]  昨天在醫院崇拜也有分享過
[00:00:06.720 --> 00:00:09.400]  昨天簡單一點 今天可能豐富一點
[00:00:09.400 --> 00:00:13.160]  但是昨天的名字有點不同
[00:00:13.160 --> 00:00:14.360]  今天的名字叫甚麼
[00:00:14.360 --> 00:00:15.840]  定個台遊
[00:00:15.840 --> 00:00:19.640]  我和我媽來的 叫定個台遊
[00:00:19.640 --> 00:00:21.720]  為甚麼叫定個台遊 我也不知道
[00:00:21.720 --> 00:00:24.080]  台遊很害怕的 所以叫定個台遊
[00:00:24.080 --> 00:00:26.880]  這些典故我也不知道是怎樣來的
[00:00:26.880 --> 00:00:30.520]  我想問一下大家 你害怕甚麼
[00:00:30.520 --> 00:00:32.040]  你最害怕甚麼
[00:00:32.040 --> 00:00:35.320]  最害怕病
[00:00:35.320 --> 00:00:39.480]  張伯母你是甚麼 你最害怕甚麼
[00:00:39.480 --> 00:00:41.440]  我最害怕走錯路
[00:00:41.440 --> 00:00:46.040]  走錯路 很多人害怕的東西都不同的
[00:00:46.040 --> 00:00:48.800]  很多人會害怕天災
[00:00:48.800 --> 00:00:54.320]  地震 行雷閃電那些
[00:00:54.320 --> 00:00:58.640]  有人害怕黑 誰怕黑的 很怕黑的
[00:00:58.640 --> 00:01:00.400]  先不要感謝
[00:01:00.400 --> 00:01:04.560]  有人害怕鬼 有人害怕鬼的
[00:01:04.560 --> 00:01:09.440]  哇 真好 有主在這裡不用害怕
[00:01:09.440 --> 00:01:13.840]  總之很多人都有不同的東西害怕
[00:01:13.840 --> 00:01:14.840]  那還要害怕甚麼
[00:01:14.840 --> 00:01:17.920]  昨天在醫院崇拜有一個說很大聲
[00:01:17.920 --> 00:01:19.880]  很害怕甚麼呢 我害怕沒錢
[00:01:19.880 --> 00:01:24.480]  我害怕沒錢 沒錢也是會害怕的
[00:01:24.480 --> 00:01:27.840]  前兩星期有一宗新聞就是這樣
[00:01:27.840 --> 00:01:31.720]  有一個警察 女警
[00:01:31.720 --> 00:01:33.240]  即是一個師姐
[00:01:33.240 --> 00:01:35.680]  她應該畢業了沒多久
[00:01:35.680 --> 00:01:39.560]  她出去逛街 大家知不知道甚麼是逛街
[00:01:39.560 --> 00:01:45.360]  即是巡邏 穿著制服的 逛街
[00:01:45.360 --> 00:01:51.200]  走到銅鑼灣摩頓台 大家知不知道摩頓台在哪
[00:01:51.200 --> 00:01:55.320]  即是中央圖書館附近 即是銅鑼灣維園附近
[00:01:55.320 --> 00:01:58.040]  你知道那裡有很多樹
[00:01:58.040 --> 00:02:06.640]  走著走著突然有一隻黑色的蟲蟲飛到她的手上
[00:02:06.640 --> 00:02:10.840]  這隻蟲蟲不單止降落在她的手上
[00:02:10.840 --> 00:02:15.960]  還很大膽犯了一項罪 你知道是甚麼罪嗎
[00:02:15.960 --> 00:02:17.520]  就是襲警
[00:02:17.520 --> 00:02:22.640]  她咬了這位師姐的手指一口
[00:02:22.640 --> 00:02:27.560]  這位師姐很痛 叫喊救命
[00:02:27.560 --> 00:02:30.960]  報紙是這樣說的 我抄報紙的這幾句
[00:02:30.960 --> 00:02:34.760]  師姐嚇得驚叫失色
[00:02:34.760 --> 00:02:37.720]  在旁同袍 見狀急忙協助
[00:02:37.720 --> 00:02:41.560]  即是旁邊可能有個師兄 有個攬的警
[00:02:41.560 --> 00:02:45.160]  為行兇惡蟲 已不知所蹤
[00:02:45.160 --> 00:02:49.040]  期間 師姐已因受驚過度
[00:02:49.040 --> 00:02:55.680]  淚灑當場 情緒未能平復
[00:02:55.680 --> 00:02:58.960]  大家都會笑的 不知道聽到這樣的描述會笑
[00:02:58.960 --> 00:03:02.080]  我想笑的原因是甚麼呢
[00:03:02.080 --> 00:03:09.360]  為何一位師姐被蟲蟲咬會這麼害怕
[00:03:09.360 --> 00:03:12.040]  我和大家分享這段花邊新聞
[00:03:12.040 --> 00:03:13.480]  其中一樣是
[00:03:13.480 --> 00:03:16.680]  就算我們平日很英明神武
[00:03:16.680 --> 00:03:22.040]  很毫勇鬥狠 都有害怕的時候
[00:03:22.040 --> 00:03:23.640]  第二樣想說的是
[00:03:23.640 --> 00:03:30.880]  我們每一個人都會有害怕的事和害怕的時候
[00:03:30.880 --> 00:03:34.600]  剛才問你害怕甚麼 你有沒有想到你害怕甚麼
[00:03:34.600 --> 00:03:38.160]  都有的 不過可能不敢說
[00:03:38.160 --> 00:03:41.320]  剛才Heidi跟我們讀了一段經文
[00:03:41.320 --> 00:03:45.320]  經文不是很長 是講耶穌
[00:03:45.320 --> 00:03:49.200]  講耶穌其中一個出名的神蹟
[00:03:49.200 --> 00:03:52.000]  就是在水上行
[00:03:52.000 --> 00:03:54.040]  或者我們叫耶穌「里海」
[00:03:54.040 --> 00:03:59.400]  「里」字的意思是「鞋」或者是「腳」的意思
[00:03:59.400 --> 00:04:02.200]  也就是說耶穌在海上行
[00:04:02.200 --> 00:04:06.720]  其實不是海 應該是湖 當時是加里里湖
[00:04:06.720 --> 00:04:08.800]  當然我們經常看耶穌的故事
[00:04:08.800 --> 00:04:12.440]  都會著眼於神蹟的部分
[00:04:12.440 --> 00:04:15.920]  就是說神蹟是多麼威風 多麼厲害
[00:04:15.920 --> 00:04:19.400]  說祂能夠在水上行
[00:04:19.400 --> 00:04:21.960]  但卻沒有留意其他部分
[00:04:21.960 --> 00:04:23.600]  今天我想大家想想
[00:04:23.600 --> 00:04:27.520]  或者多看其他部分在這個事件裡面
[00:04:27.520 --> 00:04:30.640]  我想大家想想在我們人生的歷程當中
[00:04:30.640 --> 00:04:33.760]  如果你60歲就60年
[00:04:33.760 --> 00:04:35.240]  你20歲就20年
[00:04:35.240 --> 00:04:37.440]  你30歲就30年
[00:04:37.440 --> 00:04:42.440]  在這個歷程當中你有多少的不順利
[00:04:42.440 --> 00:04:44.320]  不如意
[00:04:44.320 --> 00:04:46.320]  不開心
[00:04:46.320 --> 00:04:53.760]  你不用再說了 說不完的
[00:04:53.760 --> 00:04:57.240]  我要你想而已 不是要你說
[00:04:57.240 --> 00:04:59.760]  想想 想想
[00:04:59.760 --> 00:05:01.760]  很多的
[00:05:01.760 --> 00:05:05.560]  通常我們想這些的時候
[00:05:05.560 --> 00:05:08.520]  不如意的東西就會湧出來
[00:05:08.520 --> 00:05:11.800]  有些什麼不如意的東西
[00:05:11.800 --> 00:05:14.080]  例如失業
[00:05:14.080 --> 00:05:15.280]  經濟出問題
[00:05:15.280 --> 00:05:17.120]  昨天那個男士說
[00:05:17.120 --> 00:05:19.520]  沒錢 我最怕就是沒錢
[00:05:19.520 --> 00:05:22.440]  你試過拿著提款卡去銀行按
[00:05:22.440 --> 00:05:24.400]  是按到錢出來沒有
[00:05:24.400 --> 00:05:26.840]  是沒錢按
[00:05:26.840 --> 00:05:28.280]  我就試過了
[00:05:28.280 --> 00:05:31.240]  只剩下80元
[00:05:31.240 --> 00:05:34.960]  但是你要按100元才能按到
[00:05:34.960 --> 00:05:37.160]  那就找人放30元進去
[00:05:37.160 --> 00:05:39.840]  你就可以按到100元出來
[00:05:39.840 --> 00:05:41.880]  我試過的
[00:05:41.880 --> 00:05:44.120]  失戀
[00:05:44.120 --> 00:05:45.400]  婚姻家庭出現問題
[00:05:45.400 --> 00:05:49.160]  人際關係出現問題
[00:05:49.160 --> 00:05:51.680]  這些都很困擾我們
[00:05:51.680 --> 00:05:55.040]  但怎麼都不夠一件事那麼有殺傷力
[00:05:55.040 --> 00:05:57.120]  你猜是什麼
[00:05:57.120 --> 00:05:58.560]  如果那件事出問題
[00:05:58.560 --> 00:06:00.480]  你就 嘩
[00:06:00.480 --> 00:06:02.440]  猜到是什麼嗎
[00:06:02.440 --> 00:06:04.800]  昨天我說在醫院
[00:06:04.800 --> 00:06:07.280]  就是健康出問題
[00:06:07.280 --> 00:06:08.440]  如果健康出問題
[00:06:08.440 --> 00:06:10.200]  你會怎樣
[00:06:10.200 --> 00:06:17.640]  你會很擔心
[00:06:17.640 --> 00:06:22.560]  如果你身體無緣無故出現一些異常的情況
[00:06:22.560 --> 00:06:25.280]  你會怎樣
[00:06:25.280 --> 00:06:28.360]  譬如你明天起床
[00:06:28.360 --> 00:06:30.880]  你發現為什麼有一隻眼睛看不到東西
[00:06:30.880 --> 00:06:32.000]  你會怎樣
[00:06:32.000 --> 00:06:33.680]  或者你明天起床
[00:06:33.680 --> 00:06:35.600]  為什麼有一隻手動不了
[00:06:35.600 --> 00:06:37.760]  你會怎樣
[00:06:37.760 --> 00:06:39.320]  通常
[00:06:39.320 --> 00:06:40.960]  開頭出現這些問題
[00:06:40.960 --> 00:06:41.880]  你就會告訴自己
[00:06:41.880 --> 00:06:43.240]  沒事的
[00:06:43.240 --> 00:06:43.920]  看看怎樣
[00:06:43.920 --> 00:06:45.360]  可能一會兒就沒事了
[00:06:45.360 --> 00:06:46.520]  可能是這樣的
[00:06:46.520 --> 00:06:47.440]  不要嚇自己
[00:06:47.440 --> 00:06:48.640]  盡量不要去看醫生
[00:06:48.640 --> 00:06:49.480]  為什麼
[00:06:49.480 --> 00:06:51.520]  因為你怕面對
[00:06:51.520 --> 00:06:53.440]  但如果情況持續
[00:06:53.440 --> 00:06:54.200]  你就沒有辦法
[00:06:54.200 --> 00:06:56.000]  你都要去看醫生
[00:06:56.000 --> 00:06:57.600]  多數看醫生的時候
[00:06:57.600 --> 00:06:59.840]  醫生都會幫你檢查
[00:06:59.840 --> 00:07:01.720]  或者做一些化驗
[00:07:01.720 --> 00:07:03.280]  然後怎樣
[00:07:03.280 --> 00:07:05.400]  你就等報告
[00:07:05.400 --> 00:07:08.960]  這些等的時間是很辛苦的
[00:07:08.960 --> 00:07:10.480]  我昨天都有講這個經驗
[00:07:10.480 --> 00:07:13.040]  但我就試過了
[00:07:13.040 --> 00:07:15.920]  我記得我剛剛出來工作沒多久
[00:07:15.920 --> 00:07:17.200]  有一個時間我發覺
[00:07:17.200 --> 00:07:19.040]  為什麼我經常傷風
[00:07:19.040 --> 00:07:20.840]  好像不好
[00:07:20.840 --> 00:07:22.520]  傷風不好會怎樣
[00:07:22.520 --> 00:07:24.960]  經常好像有鼻塞
[00:07:24.960 --> 00:07:26.920]  經常有鼻涕
[00:07:26.920 --> 00:07:27.680]  經常不好的
[00:07:27.680 --> 00:07:30.680]  好像吃了藥好像還有一點
[00:07:30.680 --> 00:07:32.840]  好像不好
[00:07:32.840 --> 00:07:37.080]  就好像剛才那樣
[00:07:37.080 --> 00:07:38.480]  覺得自己沒事的
[00:07:38.480 --> 00:07:38.920]  沒事的
[00:07:38.920 --> 00:07:39.680]  不要嚇自己
[00:07:39.680 --> 00:07:40.800]  沒事的
[00:07:40.800 --> 00:07:43.800]  但後來覺得不是
[00:07:43.800 --> 00:07:45.560]  不對勁
[00:07:45.560 --> 00:07:49.160]  當時公司有醫療保險
[00:07:49.160 --> 00:07:53.760]  然後就提起心肝去看醫生
[00:07:53.760 --> 00:07:55.680]  醫生一看
[00:07:55.680 --> 00:07:58.640]  通常你告訴他有事就看哪裡
[00:07:58.640 --> 00:08:01.320]  所以很重要你怎樣告訴醫生
[00:08:01.320 --> 00:08:04.480]  你告訴他有事就看哪裡
[00:08:04.480 --> 00:08:06.000]  他們看了鼻子
[00:08:06.000 --> 00:08:08.520]  就說你的鼻子裡面
[00:08:08.520 --> 00:08:13.760]  好像有些不正常的組織
[00:08:13.760 --> 00:08:16.480]  如果你聽到你會怎樣
[00:08:16.480 --> 00:08:18.240]  你怕什麼
[00:08:18.240 --> 00:08:20.040]  怕什麼
[00:08:20.040 --> 00:08:21.960]  大家都是一樣
[00:08:21.960 --> 00:08:23.960]  我也是這樣怕
[00:08:23.960 --> 00:08:27.080]  一聽見就非常不開心
[00:08:27.080 --> 00:08:30.600]  然後就拿一個鉗子
[00:08:30.600 --> 00:08:31.880]  就伸在鼻子那裡
[00:08:31.880 --> 00:08:32.680]  很深
[00:08:32.680 --> 00:08:36.160]  然後就鉗一些組織出來
[00:08:36.160 --> 00:08:38.920]  去驗
[00:08:38.920 --> 00:08:40.600]  通常等幾天
[00:08:40.600 --> 00:08:41.640]  兩三天左右
[00:08:41.640 --> 00:08:45.480]  那兩三天會怎樣過
[00:08:45.480 --> 00:08:46.960]  是啊
[00:08:46.960 --> 00:08:47.800]  度日如年
[00:08:47.800 --> 00:08:50.400]  還有你會想很多事
[00:08:50.400 --> 00:08:52.560]  如果真是要
[00:08:52.560 --> 00:08:54.680]  癌症要怎樣醫治
[00:08:54.680 --> 00:08:56.680]  如果是要電
[00:08:56.680 --> 00:08:57.920]  割
[00:08:57.920 --> 00:08:58.640]  化療
[00:08:58.640 --> 00:08:59.760]  想很多事
[00:08:59.760 --> 00:09:01.360]  然後又怎樣
[00:09:01.360 --> 00:09:02.480]  過往又怎樣
[00:09:02.480 --> 00:09:04.280]  想很多事
[00:09:04.280 --> 00:09:07.320]  最終感謝著一種沒事的
[00:09:07.320 --> 00:09:08.240]  那時候沒事
[00:09:08.240 --> 00:09:10.200]  我都不知道沒事的
[00:09:10.200 --> 00:09:14.920]  所以剛才我說的那段過程
[00:09:14.920 --> 00:09:16.800]  我都經歷過
[00:09:16.800 --> 00:09:18.200]  很害怕
[00:09:18.200 --> 00:09:21.320]  很害怕
[00:09:21.320 --> 00:09:22.880]  但今天的故事裡面
[00:09:22.880 --> 00:09:24.880]  門徒害怕的是什麼呢
[00:09:24.880 --> 00:09:26.880]  是因為耶穌
[00:09:26.880 --> 00:09:29.720]  看到耶穌在水上面走
[00:09:29.720 --> 00:09:31.000]  根據經文說
[00:09:31.000 --> 00:09:33.320]  門徒以為耶穌是什麼
[00:09:33.320 --> 00:09:35.360]  是鬼
[00:09:35.360 --> 00:09:36.320]  以為門徒是
[00:09:36.320 --> 00:09:37.600]  耶穌是鬼
[00:09:37.600 --> 00:09:38.840]  所以很害怕
[00:09:38.840 --> 00:09:40.640]  事實是很正常的
[00:09:40.640 --> 00:09:42.120]  我們經常說
[00:09:42.120 --> 00:09:44.240]  聽到有人說鬼故
[00:09:44.240 --> 00:09:46.960]  其中一個最常出現的情節是什麼呢
[00:09:46.960 --> 00:09:47.960]  你聽到一些同學
[00:09:47.960 --> 00:09:50.080]  以前讀書的同學說
[00:09:50.080 --> 00:09:50.920]  或者現在「心機」
[00:09:50.920 --> 00:09:53.400]  是不是「心機」有個節目經常說鬼故
[00:09:53.400 --> 00:09:55.200]  好像是新城台
[00:09:55.200 --> 00:09:56.080]  不知道是什麼台
[00:09:56.080 --> 00:09:56.760]  經常說鬼故
[00:09:56.760 --> 00:09:59.160]  那些人打去說都很慶賀
[00:09:59.160 --> 00:10:01.440]  說鬼故說得很像
