
[00:00:00.000 --> 00:00:01.240]  大興師妹,平安
[00:00:01.240 --> 00:00:02.480]  平安
[00:00:02.480 --> 00:00:04.920]  當我預備今天的講道時候
[00:00:04.920 --> 00:00:07.760]  我都在想他講什麼經文
[00:00:07.760 --> 00:00:12.600]  我腦海裡就想起他想講保羅書信
[00:00:12.600 --> 00:00:17.120]  很想去講一些對大興師妹的勸勉的說話
[00:00:17.120 --> 00:00:21.680]  腦裡就很快閃到菲勒比書
[00:00:21.680 --> 00:00:25.680]  因為在眾多的使徒保羅建立的教會裡
[00:00:25.680 --> 00:00:29.800]  他跟菲勒比教會的關係是最深厚的
[00:00:29.800 --> 00:00:32.120]  在菲勒比書當你去看的時候
[00:00:32.120 --> 00:00:36.120]  其實很多地方都看到他跟菲勒比教會的
[00:00:36.120 --> 00:00:39.080]  大興師妹之間的那種情誼
[00:00:39.080 --> 00:00:44.080]  菲勒比教會是保羅第二次宣教旅程的時候去建立的
[00:00:44.080 --> 00:00:47.240]  如果你看回《使徒行傳》第十六章
[00:00:47.240 --> 00:00:49.800]  你看到那段經文
[00:00:49.800 --> 00:00:52.160]  十六章,六至十五節
[00:00:52.160 --> 00:00:54.480]  保羅看到一個馬其頓異象
[00:00:54.480 --> 00:00:57.960]  於是他就前往馬其頓的駐防城
[00:00:57.960 --> 00:00:59.600]  就是菲勒比城
[00:00:59.600 --> 00:01:00.840]  在那裡傳道
[00:01:00.840 --> 00:01:04.200]  他就在河邊帶了一些婦女信主
[00:01:04.200 --> 00:01:06.200]  而其中一個就是呂底亞
[00:01:06.200 --> 00:01:09.680]  她是賣紫色布匹的呂商人
[00:01:09.680 --> 00:01:14.520]  信了主之後就開始了菲勒比的教會
[00:01:14.520 --> 00:01:16.680]  在保羅的傳道生涯裡
[00:01:16.680 --> 00:01:21.720]  他沒有從其他的教會去收一些宣教的經費
[00:01:21.720 --> 00:01:25.280]  甚至他曾經拒絕了哥倫多教會的奉獻
[00:01:25.280 --> 00:01:28.160]  因為他們的動機不純正
[00:01:28.160 --> 00:01:33.640]  唯有是菲勒比教會一直供應保羅的生活需要
[00:01:33.640 --> 00:01:35.400]  以及宣教的經費
[00:01:35.400 --> 00:01:41.560]  可以看到保羅和菲勒比之間的關係是很親密的
[00:01:41.560 --> 00:01:43.280]  說了這麼久
[00:01:43.280 --> 00:01:45.320]  說為什麼我今天選擇菲勒比書
[00:01:45.320 --> 00:01:49.040]  其實就是很想去表達自己的心聲
[00:01:49.040 --> 00:01:53.720]  其實就好像我和大家的關係
[00:01:53.720 --> 00:01:57.200]  都是建立了很深厚的感情
[00:01:57.200 --> 00:01:59.680]  今天的經文三章十二至十六節
[00:01:59.680 --> 00:02:02.640]  也是我自己對自己的提醒
[00:02:02.640 --> 00:02:05.680]  也是很想和大家分享的經文
[00:02:05.680 --> 00:02:07.920]  一起來互勉
[00:02:07.920 --> 00:02:11.520]  十二節我們一開始去看
[00:02:11.520 --> 00:02:12.440]  十二節他說
[00:02:12.440 --> 00:02:14.920]  「這不是說我已經得著了」
[00:02:14.920 --> 00:02:16.640]  「已經完全了」
[00:02:16.640 --> 00:02:18.440]  那麼只看這句的時候
[00:02:18.440 --> 00:02:19.600]  我們不知道他在說什麼
[00:02:19.600 --> 00:02:21.360]  我們一定要看回上文
[00:02:21.360 --> 00:02:24.560]  就是究竟他還沒有得著什麼
[00:02:24.560 --> 00:02:27.240]  上文第三章四至六節
[00:02:27.240 --> 00:02:30.680]  這裡其實是說保羅的出身是怎樣的
[00:02:30.680 --> 00:02:32.560]  就是由第四節開始
[00:02:32.560 --> 00:02:34.440]  他就說他的出身
[00:02:34.440 --> 00:02:37.640]  因為當時的一些反對保羅的人
[00:02:37.640 --> 00:02:40.520]  就是說一些敵對保羅的人
[00:02:40.520 --> 00:02:43.080]  他覺得他們可以靠肉體
[00:02:43.080 --> 00:02:45.120]  就是說靠他們自己的出身
[00:02:45.120 --> 00:02:46.560]  或者他們的能力
[00:02:46.560 --> 00:02:47.760]  保羅就反駁說
[00:02:47.760 --> 00:02:49.480]  其實如果要靠肉體的時候
[00:02:49.480 --> 00:02:52.360]  他就更加有這個資格
[00:02:52.360 --> 00:02:55.880]  因為第五節說他是受割禮
[00:02:55.880 --> 00:02:58.800]  就是按照猶太人的傳統
[00:02:58.800 --> 00:03:01.000]  出生之後第八天受割禮
[00:03:01.000 --> 00:03:03.480]  他是變亞敏茲派的人
[00:03:03.480 --> 00:03:07.120]  是純種的以色列人或者希伯來人
[00:03:07.120 --> 00:03:09.240]  還有他對宗教很熱心
[00:03:09.240 --> 00:03:11.360]  就是當他還沒有認識耶穌的時候
[00:03:11.360 --> 00:03:15.600]  他以為自己的熱心就去逼迫教會
[00:03:15.600 --> 00:03:17.040]  而在律法上面
[00:03:17.040 --> 00:03:19.080]  他也是無可指責
[00:03:19.080 --> 00:03:22.440]  就是他可以做律法的這些要求
[00:03:22.440 --> 00:03:23.720]  用現在的說法
[00:03:23.720 --> 00:03:27.400]  他其實就是當時在宗教的領域裡面
[00:03:27.400 --> 00:03:30.040]  他是精英分子
[00:03:30.040 --> 00:03:31.400]  他是人生勝利組
[00:03:31.400 --> 00:03:32.960]  是沒得輸的
[00:03:32.960 --> 00:03:35.160]  但是他也不靠這些出身
[00:03:35.160 --> 00:03:38.000]  或者他這些成就而誇口
[00:03:38.000 --> 00:03:41.720]  相反他覺得這些是視為糞土
[00:03:41.720 --> 00:03:43.160]  如果他要靠肉體的時候
[00:03:43.160 --> 00:03:44.880]  就是靠他自己的能力
[00:03:44.880 --> 00:03:46.760]  或者靠父蔭
[00:03:46.760 --> 00:03:48.480]  他不是靠著神的話
[00:03:48.480 --> 00:03:51.600]  其實這些東西是沒意思的
[00:03:51.600 --> 00:03:55.840]  但是保羅說他也不是可以完全得著基督
[00:03:55.840 --> 00:03:59.120]  意思就是說他不是去到靈性的頂峰
[00:03:59.120 --> 00:04:02.560]  可以自己自封為神人
[00:04:02.560 --> 00:04:06.160]  所以保羅說他不是靠自己的肉體
[00:04:06.160 --> 00:04:08.480]  而是靠著基督
[00:04:08.480 --> 00:04:11.360]  第十二節我們剛才去讀過經文
[00:04:11.360 --> 00:04:15.200]  十二十三節這裡得著這個字出現了四次
[00:04:15.200 --> 00:04:16.880]  是兩節的經文裡面
[00:04:16.880 --> 00:04:18.560]  原文也有一點點不同的
[00:04:18.560 --> 00:04:20.560]  我們也會慢慢去看看
[00:04:20.560 --> 00:04:21.840]  第一個的得著
[00:04:21.840 --> 00:04:23.200]  十二節第一個的得著
[00:04:23.200 --> 00:04:25.280]  這個字的意思是解「領受」
[00:04:25.280 --> 00:04:28.080]  就是他是去領受基督
[00:04:28.080 --> 00:04:31.280]  領受就不是自己賺回來的
[00:04:31.280 --> 00:04:33.040]  不是憑實力的
[00:04:33.040 --> 00:04:34.720]  是好像一份的禮物
[00:04:34.720 --> 00:04:36.640]  一份的恩賜那樣
[00:04:36.640 --> 00:04:38.640]  什麼叫做領受基督
[00:04:38.640 --> 00:04:39.920]  或者得著基督呢
[00:04:39.920 --> 00:04:42.320]  我們還是要看回上文
[00:04:42.320 --> 00:04:43.760]  我們接著看下去
[00:04:43.760 --> 00:04:45.520]  八節到十一節
[00:04:45.520 --> 00:04:48.240]  我們一起去讀這段經文
[00:04:48.240 --> 00:04:49.760]  不但如此
[00:04:49.760 --> 00:04:53.200]  我已把萬事當作是有損的
[00:04:53.200 --> 00:04:57.520]  因我已認識我主耶穌為至寶
[00:04:57.520 --> 00:05:00.400]  我為他已經丟棄萬事
[00:05:00.400 --> 00:05:01.840]  看作糞土
[00:05:01.840 --> 00:05:03.760]  為要贏得基督
[00:05:03.760 --> 00:05:06.160]  並且得已在他裡面
[00:05:06.160 --> 00:05:09.440]  不是有自己因律法而得的義
[00:05:09.440 --> 00:05:11.840]  而是有信基督的義
[00:05:11.840 --> 00:05:15.840]  就是基於信 從上帝而來的義
[00:05:15.840 --> 00:05:17.600]  使我認識基督
[00:05:17.600 --> 00:05:20.000]  知道他復活的大能
[00:05:20.000 --> 00:05:23.040]  並且知道和他一同受苦
[00:05:23.040 --> 00:05:24.720]  效法他的死
[00:05:24.720 --> 00:05:28.400]  或許我也得已從死人中復活
[00:05:28.400 --> 00:05:29.680]  剛才說到
[00:05:29.680 --> 00:05:32.800]  雖然他的出生是人生勝利組
[00:05:32.800 --> 00:05:35.120]  但他看這些萬事
[00:05:35.120 --> 00:05:39.280]  剛才說他的成就都是有損的
[00:05:39.280 --> 00:05:42.560]  他以認識基督耶穌為至寶
[00:05:42.560 --> 00:05:45.600]  這就是說他為了要贏得基督
[00:05:45.600 --> 00:05:47.440]  就是得著基督的意思
[00:05:47.440 --> 00:05:50.000]  但甚麼是得著基督呢?
[00:05:50.000 --> 00:05:51.760]  在第九節開始
[00:05:51.760 --> 00:05:53.760]  我們看見得著基督
[00:05:53.760 --> 00:05:56.400]  其實是說幾樣東西
[00:05:56.400 --> 00:05:58.960]  不單止是保羅自己
[00:05:58.960 --> 00:06:02.640]  是基督徒在他的歷程中
[00:06:02.640 --> 00:06:04.480]  第一個層面就是
[00:06:04.480 --> 00:06:07.200]  他從上帝而來的義
[00:06:07.200 --> 00:06:09.440]  意思就是他在信主那一刻
[00:06:09.440 --> 00:06:11.360]  他已經被稱為義
[00:06:11.360 --> 00:06:13.600]  羅馬書中的重心
[00:06:13.600 --> 00:06:15.120]  說到因信稱義
[00:06:15.120 --> 00:06:17.920]  就是上帝在我們的身份
[00:06:17.920 --> 00:06:19.680]  地位上我們被稱為義
[00:06:19.680 --> 00:06:20.960]  這是一次過的
[00:06:20.960 --> 00:06:24.160]  我們信主的時候已經發生
[00:06:24.160 --> 00:06:27.200]  第二就是自從從死人中復活
[00:06:27.200 --> 00:06:29.200]  這就是去到末後
[00:06:29.200 --> 00:06:31.840]  主耶穌再來的時候發生
[00:06:31.840 --> 00:06:33.840]  是將來的盼望
[00:06:33.840 --> 00:06:35.040]  這也是一次過的
[00:06:35.040 --> 00:06:38.080]  就是我們將來等候主再來的時候
[00:06:38.080 --> 00:06:39.840]  在中間這個過程的裏面
[00:06:39.840 --> 00:06:42.640]  保羅就說我們是和基督聯合
[00:06:42.640 --> 00:06:44.960]  體驗祂復活的大能
[00:06:44.960 --> 00:06:46.640]  以及和祂一起受苦
[00:06:46.640 --> 00:06:48.000]  效法祂的死
[00:06:48.000 --> 00:06:49.840]  這個就不是一次過
[00:06:49.840 --> 00:06:52.560]  這個是一個持續的過程
[00:06:52.560 --> 00:06:55.440]  如果說我們地位上被稱義
[00:06:55.440 --> 00:06:56.960]  是我們信主那一刻
[00:06:56.960 --> 00:06:59.360]  我們等候主再來的時候
[00:06:59.360 --> 00:07:01.760]  是末後我們身體復活
[00:07:01.760 --> 00:07:04.400]  在我們現在地上的日子裏面
[00:07:04.400 --> 00:07:08.400]  其實我們就是正在經歷和基督的聯合
[00:07:08.400 --> 00:07:12.080]  這也是保羅祂自己在祂的傳道生涯裏面
[00:07:12.080 --> 00:07:17.040]  他經歷的就是面對著很多的迫迫
[00:07:17.040 --> 00:07:19.200]  和主一起受苦
[00:07:19.200 --> 00:07:22.320]  但是同時他也體驗到
[00:07:22.320 --> 00:07:24.320]  耶穌基督那份的大能
[00:07:24.320 --> 00:07:26.960]  所以他和主之間的關係
[00:07:26.960 --> 00:07:29.200]  是不斷的成長
[00:07:29.200 --> 00:07:30.720]  所以保羅就說其實
[00:07:30.720 --> 00:07:35.520]  他不是說自己完全得著
[00:07:35.520 --> 00:07:39.680]  打個比喻就好像一個男孩和一個女孩
[00:07:39.680 --> 00:07:41.600]  開始拍拖
[00:07:41.600 --> 00:07:42.800]  由最初認識
[00:07:42.800 --> 00:07:45.680]  接著到關係越來越親密
[00:07:45.680 --> 00:07:49.520]  中間可能也經歷過很多的甜酸苦辣
[00:07:49.520 --> 00:07:51.680]  可能也會有吵架的時候
[00:07:51.680 --> 00:07:53.520]  有甜蜜的時候
[00:07:53.520 --> 00:07:55.760]  但是一天未求婚成功
