
[00:00:00.000 --> 00:00:02.660]  好,我們先低頭祈禱
[00:00:02.660 --> 00:00:06.560]  神聖天父,我們感謝祢是我們的恩典
[00:00:06.560 --> 00:00:09.920]  讓我們在主日的清晨有生命氣息
[00:00:09.920 --> 00:00:11.600]  可以來這裡敬拜祢
[00:00:11.600 --> 00:00:13.300]  學習祢的華語
[00:00:13.300 --> 00:00:14.760]  求聖靈幫助我們
[00:00:14.760 --> 00:00:17.840]  做一個有智慧的人
[00:00:17.840 --> 00:00:20.480]  能夠跟隨主、敬畏主
[00:00:20.480 --> 00:00:22.460]  奉耶穌基督的名,祈禱
[00:00:22.460 --> 00:00:23.460]  阿們
[00:00:23.460 --> 00:00:29.680]  今天開始,我們會用六個星期的時間
[00:00:29.680 --> 00:00:33.760]  從真言書學習做智慧人
[00:00:33.760 --> 00:00:38.520]  智慧人不是單單有知識的人
[00:00:38.520 --> 00:00:41.140]  雖然在真言書裡面
[00:00:41.140 --> 00:00:45.020]  智慧和知識有時是同義詞
[00:00:45.020 --> 00:00:48.960]  不過其實智慧人
[00:00:48.960 --> 00:00:52.880]  可以說是會運用知識的人
[00:00:52.880 --> 00:00:58.920]  很多人大概聽過我們中國古時的故事
[00:00:58.920 --> 00:01:01.520]  有一個叫司馬光
[00:01:01.520 --> 00:01:05.400]  他因為有一個小孩掉進水裡
[00:01:05.400 --> 00:01:10.600]  他就用石頭打破水缸去救那個小孩
[00:01:10.600 --> 00:01:15.840]  石頭可以打破水缸
[00:01:15.840 --> 00:01:17.360]  是知識
[00:01:17.360 --> 00:01:20.040]  有人掉進水裡
[00:01:20.040 --> 00:01:23.800]  如果不盡快把他救出來
[00:01:23.800 --> 00:01:27.200]  那個人會被淹死
[00:01:27.200 --> 00:01:29.080]  這也是知識
[00:01:29.080 --> 00:01:32.560]  馬上用石頭把水缸打破
[00:01:32.560 --> 00:01:37.120]  而不是去找人來救掉掉進水缸的人
[00:01:37.120 --> 00:01:39.240]  這就是智慧
[00:01:39.240 --> 00:01:43.640]  現代人很喜歡追求成功
[00:01:43.640 --> 00:01:45.080]  不斷努力讀書
[00:01:45.080 --> 00:01:48.960]  多拿幾張文憑來自我增值
[00:01:48.960 --> 00:01:52.800]  但其實有了文憑、有了知識
[00:01:52.800 --> 00:01:56.440]  不一定保證人會成功
[00:01:56.440 --> 00:01:59.120]  中國古人有句話說
[00:01:59.120 --> 00:02:03.480]  「一命二運三風水,四積陰德五讀書」
[00:02:03.480 --> 00:02:05.000]  就是說
[00:02:05.000 --> 00:02:10.720]  有很多令人成功的因素
[00:02:10.720 --> 00:02:14.840]  不是人可以控制得到的
[00:02:14.840 --> 00:02:19.120]  古代猶太人想不想成功?
[00:02:19.120 --> 00:02:22.080]  想,他們也想成功
[00:02:22.080 --> 00:02:26.720]  但他們更加著重追求智慧
[00:02:26.720 --> 00:02:31.640]  是一種生活上可以實踐的智慧
[00:02:31.640 --> 00:02:33.840]  讓我們看兩節經文
[00:02:33.840 --> 00:02:37.080]  看看他們對智慧的重視
[00:02:37.080 --> 00:02:39.080]  在《浸魚書》四章七節說
[00:02:39.080 --> 00:02:42.200]  追求智慧是最設要的
[00:02:42.200 --> 00:02:46.000]  人生第一大事不是找女孩子、男朋友
[00:02:46.000 --> 00:02:48.000]  不是追求成功
[00:02:48.000 --> 00:02:50.400]  追求智慧
[00:02:50.400 --> 00:02:54.200]  要用你所有的一切換取見識
[00:02:54.200 --> 00:02:56.120]  這一節很有趣
[00:02:56.120 --> 00:02:57.920]  二十三、二十三
[00:02:57.920 --> 00:02:59.560]  《針研》二十三、二十三
[00:02:59.560 --> 00:03:02.200]  他說真理、智慧、學問、見識
[00:03:02.200 --> 00:03:04.480]  都值得你去買
[00:03:04.480 --> 00:03:06.480]  千萬不可賣
[00:03:06.480 --> 00:03:12.040]  我們開始說《針研》學習智慧
[00:03:12.040 --> 00:03:18.200]  我想到我真的要非常慎重提醒和警告大家一下
[00:03:20.200 --> 00:03:23.120]  因為我幾年前讀過一篇文章
[00:03:23.120 --> 00:03:27.960]  是一位美國牧師所說的
[00:03:27.960 --> 00:03:33.240]  他說現在來教會的人
[00:03:33.240 --> 00:03:36.960]  往往對港獨的期望是怎樣的呢?
[00:03:36.960 --> 00:03:38.480]  不知道是否代表大家
[00:03:38.480 --> 00:03:42.560]  不過這肯定是代表美國很多教會的會友
[00:03:42.560 --> 00:03:46.440]  他們期望聽到是會挑戰我的思想
[00:03:46.440 --> 00:03:48.320]  安慰我的心靈
[00:03:48.320 --> 00:03:52.280]  但不要改變我的生活方式
[00:03:52.280 --> 00:03:54.360]  說到真的要這樣
[00:03:54.360 --> 00:03:56.080]  Intellectual challenging
[00:03:56.080 --> 00:03:58.160]  Emotionally comforting
[00:03:58.160 --> 00:04:01.280]  But won't change my way of living
[00:04:01.280 --> 00:04:04.960]  如果有人聽完之後
[00:04:04.960 --> 00:04:08.720]  你們是不準備改變生活方式的話
[00:04:08.720 --> 00:04:12.240]  我真的要建議你慎重考慮
[00:04:12.240 --> 00:04:16.160]  未來五個星期不要來教會
[00:04:16.160 --> 00:04:20.360]  因為《針研》所說的智慧是要實踐的
[00:04:20.360 --> 00:04:23.960]  你把知識放在一旁是沒有用的
[00:04:23.960 --> 00:04:25.720]  其實我每次說完聖經
[00:04:25.720 --> 00:04:31.440]  都會挑戰大家去改變思想行為或者生活方式
[00:04:31.440 --> 00:04:33.880]  但如果有人是全心準備好了
[00:04:33.880 --> 00:04:35.000]  道理就接受
[00:04:35.000 --> 00:04:36.560]  態度就照舊
[00:04:36.560 --> 00:04:39.480]  我行我素
[00:04:39.480 --> 00:04:43.880]  聽《針研》真的特別有危險
[00:04:43.880 --> 00:04:47.240]  可能會令你的自我形象低落
[00:04:47.240 --> 00:04:50.480]  嚴重一點可能會情緒抑鬱
[00:04:50.480 --> 00:04:53.600]  因為《針研》一章七節說
[00:04:53.600 --> 00:04:59.000]  愚蠢的人輕視智慧也不願意學習
[00:04:59.000 --> 00:05:02.520]  可能有些人來敬拜都自覺聰明
[00:05:02.520 --> 00:05:06.600]  有一個很好的自我形象
[00:05:06.600 --> 00:05:08.480]  聽了《針研》之後才發現
[00:05:08.480 --> 00:05:14.360]  原來自己不去實踐就變成愚蠢
[00:05:14.360 --> 00:05:18.560]  可能會失去良好的自我形象
[00:05:18.560 --> 00:05:21.520]  如果導致你有抑鬱症的話
[00:05:21.520 --> 00:05:24.200]  教會是不負責的
[00:05:24.200 --> 00:05:25.520]  我提醒了你
[00:05:25.520 --> 00:05:26.560]  我都不負責
[00:05:26.560 --> 00:05:31.280]  你有抑鬱症不要來賴我
[00:05:31.280 --> 00:05:37.720]  不過如果有人願意順從《針研》的教導
[00:05:37.720 --> 00:05:41.200]  就會有相反的效果
[00:05:41.200 --> 00:05:43.160]  本來是愚蠢的
[00:05:43.160 --> 00:05:46.480]  都會變成有智慧
[00:05:46.480 --> 00:05:49.120]  我當然希望大家做過智慧人
[00:05:49.120 --> 00:05:53.320]  因此今天的講題就是做過智慧人
[00:05:53.320 --> 00:05:58.440]  在《針研》一章一節說
[00:05:58.440 --> 00:06:04.800]  大衛的兒子以色列王所羅門的針研
[00:06:04.800 --> 00:06:08.880]  這句說話很容易給我們一個錯覺
[00:06:08.880 --> 00:06:16.080]  以為《針研》就是所羅門王所說的智慧格言
[00:06:16.080 --> 00:06:22.400]  事實上《針研》裡面有幾個不同的作者
[00:06:22.400 --> 00:06:26.000]  比如《針研》三十章提到
[00:06:26.000 --> 00:06:30.800]  雅基的兒子阿古爾的針研
[00:06:30.800 --> 00:06:33.680]  在三十一章一至九節那一段
[00:06:33.680 --> 00:06:41.800]  一開始提到利姆伊勒王的母親對王的訓言
[00:06:41.800 --> 00:06:47.200]  我相信這段聖經大概是女性智慧的作品
[00:06:47.200 --> 00:06:52.760]  被收入聖經裡面的唯一一段經文
[00:06:52.760 --> 00:06:55.880]  此外還有另外一類的作者
[00:06:55.880 --> 00:06:58.160]  一般沒有記錄名字
[00:06:58.160 --> 00:07:04.160]  但將他們稱為智慧人或智者
[00:07:04.160 --> 00:07:07.720]  由於我們只會很選擇性地說六次《針研》
[00:07:07.720 --> 00:07:13.920]  我先將《針研》書的大綱說給大家知道
[00:07:13.920 --> 00:07:17.240]  幫助大家如果有興趣追求更多的智慧
[00:07:17.240 --> 00:07:20.760]  自己回家好好研讀《針研》的話
[00:07:20.760 --> 00:07:24.120]  的時候不會覺得太混亂
[00:07:24.120 --> 00:07:28.280]  《針研》大概可以這樣分類
[00:07:28.280 --> 00:07:33.960]  首先第一章一至七節是一個引言
[00:07:33.960 --> 00:07:36.760]  開場白
[00:07:36.760 --> 00:07:39.720]  然後有很大段的經文
[00:07:39.720 --> 00:07:42.560]  一章八節至九章十八節
[00:07:42.560 --> 00:07:45.720]  提到認識智慧的價值
[00:07:45.720 --> 00:07:47.960]  其實在整本《針研》裡面
[00:07:47.960 --> 00:07:52.040]  這一段結構性是很強的
[00:07:52.040 --> 00:07:54.360]  除了這一段之外 其他的《針研》
[00:07:54.360 --> 00:07:56.720]  可以說是一些格言
[00:07:56.720 --> 00:08:01.080]  將它們收集放在一起
[00:08:01.080 --> 00:08:04.560]  第三段開始就是第十章至第二十九章
[00:08:04.560 --> 00:08:08.120]  這裡就是生活智慧的格言錄
[00:08:08.120 --> 00:08:11.600]  所以這裡你不看上文下理
[00:08:11.600 --> 00:08:13.440]  也沒什麼大相關的
[00:08:13.440 --> 00:08:16.880]  因為它的格言拿出來就可以用了
[00:08:16.880 --> 00:08:21.200]  在這個格言錄的選輯裡面
[00:08:21.200 --> 00:08:24.040]  首先有一段是《所羅門針研》
[00:08:24.040 --> 00:08:25.800]  我稱之為上集
[00:08:25.800 --> 00:08:29.000]  由十章一節到二十二章十六節
[00:08:29.000 --> 00:08:31.760]  然後就有智慧人的《針研》
[00:08:31.760 --> 00:08:35.000]  不是所羅門說的
[00:08:35.000 --> 00:08:37.840]  是其他智慧人的《針研》上集
[00:08:37.840 --> 00:08:41.920]  由二十二章十七節到二十四章二十二節
[00:08:41.920 --> 00:08:44.560]  然後還有兩段
[00:08:44.560 --> 00:08:47.040]  就是《所羅門針研》的下集
[00:08:47.040 --> 00:08:50.600]  二十四章四十三至三十四節
[00:08:50.600 --> 00:08:54.160]  再有一段是智慧人的《針研》下集
[00:08:54.160 --> 00:08:56.920]  二十五章一節到二十九章二十七節
[00:08:56.920 --> 00:08:59.680]  然後去到第四大段
[00:08:59.680 --> 00:09:02.800]  就是阿古爾的《智慧文集》
[00:09:02.800 --> 00:09:06.920]  再有利姆伊勒母親的《智慧之言》
[00:09:06.920 --> 00:09:09.120]  最後一段可以說是結語
[00:09:09.120 --> 00:09:12.440]  那裡描寫一個賢慧的妻子
[00:09:12.440 --> 00:09:14.440]  其實是一首詩
[00:09:14.440 --> 00:09:17.720]  就是完結了整本的《針研》書
[00:09:17.720 --> 00:09:22.400]  大概可以這樣分析
