
[00:00:00.000 --> 00:00:03.280]  各位訂正並平安
[00:00:03.280 --> 00:00:10.400]  昨天我收到在中國內地的教會傳給我們一幅賀詞
[00:00:10.400 --> 00:00:12.800]  賀詞裏面寫了兩句說話
[00:00:12.800 --> 00:00:16.200]  他說「忠於六十六卷」
[00:00:16.200 --> 00:00:19.400]  大家知道聖經六十六卷
[00:00:19.400 --> 00:00:26.000]  然後「忠心六十六年 何不孫」
[00:00:26.000 --> 00:00:31.800]  是六十六年 今天大家知道是教會唐慶六十六週年的紀念
[00:00:31.800 --> 00:00:36.000]  我想回到六十六年多 我當時還未在
[00:00:36.000 --> 00:00:39.000]  但是我們有很多的紀錄讓我們知道
[00:00:39.000 --> 00:00:44.000]  當時在調景嶺一些宣導聖經學校的神學生
[00:00:44.000 --> 00:00:48.600]  他們是翻山越嶺來到北角這個地方
[00:00:48.600 --> 00:00:54.200]  來到海皮很多街頭戶外的報道
[00:00:54.200 --> 00:00:57.400]  然後他們帶領了一些人信主
[00:00:57.400 --> 00:01:01.800]  而成為了北角宣導會的基礎
[00:01:01.800 --> 00:01:07.400]  你說不用翻山越嶺 可以搭地鐵過來
[00:01:07.400 --> 00:01:11.000]  六十六年之前調景嶺的地方被稱為「方圓」
[00:01:11.000 --> 00:01:13.200]  是一個很偏僻的地方
[00:01:13.200 --> 00:01:15.400]  他們的確付上很大代價
[00:01:15.400 --> 00:01:18.600]  很辛勞地才能來到這個地區
[00:01:18.600 --> 00:01:21.600]  在我們中間見證上帝
[00:01:21.600 --> 00:01:25.200]  因為他們的勞苦 我們今天領受恩惠
[00:01:25.200 --> 00:01:30.400]  你和我在其中領受神的救恩和栽培
[00:01:30.400 --> 00:01:33.600]  六十六年不短的時間
[00:01:33.600 --> 00:01:36.800]  因此今天很值得我們一齊感恩
[00:01:36.800 --> 00:01:39.400]  為我們的家獻上祝福
[00:01:39.400 --> 00:01:42.400]  也祝福我們身邊的弟兄姊妹
[00:01:42.400 --> 00:01:45.200]  所以我也想大家再一次彼此祝福
[00:01:45.200 --> 00:01:49.400]  為神給你的屬靈的家感謝上帝
[00:01:49.400 --> 00:01:52.400]  我們剛才的金句有句說話說到
[00:01:52.400 --> 00:01:54.400]  「必靠祂歡喜」 好嗎?
[00:01:54.400 --> 00:01:56.400]  那你不如和你那邊的弟兄姊妹說
[00:01:56.400 --> 00:01:57.800]  「好弟兄 好姊妹」
[00:01:57.800 --> 00:02:01.800]  「你必靠主耶穌歡喜快樂」
[00:02:01.800 --> 00:02:17.400]  北宣家弟兄姊妹生日快樂
[00:02:17.400 --> 00:02:19.400]  我們也一齊感謝神
[00:02:19.400 --> 00:02:22.400]  神在我們中間的奇妙工作
[00:02:22.400 --> 00:02:24.400]  我們中間也有很多弟兄姊妹
[00:02:24.400 --> 00:02:27.400]  在教會一段頗長的時間
[00:02:27.400 --> 00:02:29.400]  不如你多說一句
[00:02:29.400 --> 00:02:31.400]  你告訴你旁邊的弟兄姊妹
[00:02:31.400 --> 00:02:34.400]  「我來了北宣家多久了?」
[00:02:34.400 --> 00:02:36.400]  你記不記得?
[00:02:36.400 --> 00:02:38.400]  你告訴他們
[00:02:47.400 --> 00:02:49.400]  我們繼續在神的面前
[00:02:49.400 --> 00:02:51.400]  繼續領受祂恩惠
[00:02:51.400 --> 00:02:53.400]  我來北宣家
[00:02:53.400 --> 00:02:55.400]  我不會告訴你多少年
[00:02:55.400 --> 00:02:58.400]  我十四歲開始來北宣家
[00:02:58.400 --> 00:03:00.400]  十四歲開始來北宣家
[00:03:00.400 --> 00:03:02.400]  十四歲開始來北宣家
[00:03:02.400 --> 00:03:04.400]  十四歲開始來北宣家
[00:03:04.400 --> 00:03:06.400]  十四歲開始來北宣家
[00:03:06.400 --> 00:03:08.400]  十四歲開始來北宣家
[00:03:08.400 --> 00:03:10.400]  十四歲開始來北宣家
[00:03:10.400 --> 00:03:12.400]  十四歲開始來北宣家
[00:03:12.400 --> 00:03:14.400]  十四歲開始來北宣家
[00:03:14.400 --> 00:03:16.400]  十四歲開始來北宣家
[00:03:16.400 --> 00:03:18.400]  十四歲開始來北宣家
[00:03:18.400 --> 00:03:22.400]  神讓我在這個大家庭當中
[00:03:22.400 --> 00:03:24.400]  蒙受太多恩惠
[00:03:24.400 --> 00:03:26.400]  我們常常感謝祂
[00:03:26.400 --> 00:03:28.400]  我們一起再祈禱
[00:03:28.400 --> 00:03:34.400]  因主我們同心
[00:03:34.400 --> 00:03:36.400]  獻上我們心中的感恩
[00:03:36.400 --> 00:03:39.400]  主在過去的人生裡面
[00:03:39.400 --> 00:03:41.400]  祢引領我們認識祢
[00:03:41.400 --> 00:03:43.400]  主我們知道
[00:03:43.400 --> 00:03:45.400]  是出於祢的揀選
[00:03:45.400 --> 00:03:48.400]  我們才能夠可以順靠祢
[00:03:48.400 --> 00:03:51.400]  主今天我們想回到過去
[00:03:51.400 --> 00:03:53.400]  祢怎樣帶領我們認識祢
[00:03:53.400 --> 00:03:55.400]  祢怎樣透過教會
[00:03:55.400 --> 00:03:58.400]  讓我們能夠在其中得到成長
[00:03:58.400 --> 00:03:59.400]  得到關懷
[00:03:59.400 --> 00:04:00.400]  得到幫助
[00:04:00.400 --> 00:04:04.400]  主一切都是出於祢自己的恩典
[00:04:04.400 --> 00:04:06.400]  主我們今天同心在祢面前
[00:04:06.400 --> 00:04:08.400]  也都很願意將自己
[00:04:08.400 --> 00:04:10.400]  奉獻在主的手中
[00:04:10.400 --> 00:04:12.400]  求主讓我們的生命
[00:04:12.400 --> 00:04:14.400]  都能夠可以見證祢
[00:04:14.400 --> 00:04:16.400]  按著祢對我們的心意
[00:04:16.400 --> 00:04:19.400]  我們能夠在自己所身處的環境裡面
[00:04:19.400 --> 00:04:22.400]  也都去講述祢自己的慈愛
[00:04:22.400 --> 00:04:25.400]  去讓更多人都能夠領受
[00:04:25.400 --> 00:04:27.400]  祢這份奇妙的愛
[00:04:27.400 --> 00:04:30.400]  主我們在祢面前歌頌祢
[00:04:30.400 --> 00:04:31.400]  讚美祢
[00:04:31.400 --> 00:04:33.400]  因為祢的名配得上
[00:04:33.400 --> 00:04:36.400]  是祢自己無條件的
[00:04:36.400 --> 00:04:38.400]  引領我們領受祢的救恩
[00:04:38.400 --> 00:04:40.400]  因此教導我們
[00:04:40.400 --> 00:04:42.400]  學習無條件的
[00:04:42.400 --> 00:04:44.400]  也都去施出去
[00:04:44.400 --> 00:04:46.400]  叫別人都因為我們
[00:04:46.400 --> 00:04:48.400]  都同樣可以蒙恩
[00:04:48.400 --> 00:04:50.400]  主今次我們一起思想到
[00:04:50.400 --> 00:04:52.400]  祢所吩咐我們的大使命
[00:04:52.400 --> 00:04:54.400]  我們祈求天上的主帶領我們
[00:04:54.400 --> 00:04:56.400]  讓我們在祢的恩典裡面
[00:04:56.400 --> 00:04:58.400]  我們深刻的領受
[00:04:58.400 --> 00:05:00.400]  也都領受力量
[00:05:00.400 --> 00:05:01.400]  也都去遵行
[00:05:01.400 --> 00:05:03.400]  聽我們祈禱
[00:05:03.400 --> 00:05:05.400]  奉耶穌聖名祈求
[00:05:05.400 --> 00:05:06.400]  阿門
[00:05:06.400 --> 00:05:08.400]  我們揭開聖經
[00:05:08.400 --> 00:05:10.400]  《馬太福音》第28章
[00:05:10.400 --> 00:05:12.400]  我們一起來再思想
[00:05:12.400 --> 00:05:14.400]  聖經所說的大使命
[00:05:14.400 --> 00:05:21.400]  我們都會很清楚留意到
[00:05:21.400 --> 00:05:22.400]  聖經裡面講述
[00:05:22.400 --> 00:05:24.400]  當主耶穌復活之後
[00:05:24.400 --> 00:05:26.400]  吩咐門徒一件事情
[00:05:26.400 --> 00:05:30.400]  就是叫他們在不同的地方
[00:05:30.400 --> 00:05:32.400]  作主的見證
[00:05:32.400 --> 00:05:36.400]  我們是有一個很重要的使命在身
[00:05:36.400 --> 00:05:39.400]  就是我們成為耶穌基督的見證
[00:05:40.400 --> 00:05:42.400]  所以你發覺在教會裡面
[00:05:42.400 --> 00:05:43.400]  我們常常說
[00:05:43.400 --> 00:05:47.400]  教會就是耶穌基督在地上的代表
[00:05:47.400 --> 00:05:50.400]  我們代表著主耶穌
[00:05:50.400 --> 00:05:54.400]  在地上繼續祂的工作
[00:05:54.400 --> 00:05:56.400]  去見證主耶穌
[00:05:56.400 --> 00:05:58.400]  所以當你讀到聖經的時候
[00:05:58.400 --> 00:05:59.400]  聖經講到大使命
[00:05:59.400 --> 00:06:02.400]  正正是因為上帝要讓教會
[00:06:02.400 --> 00:06:05.400]  能夠完成作祂見證的目標
[00:06:05.400 --> 00:06:07.400]  所以賜下大使命
[00:06:08.400 --> 00:06:10.400]  讓大使命能夠幫助我們
[00:06:10.400 --> 00:06:13.400]  可以更清晰自己的方向
[00:06:13.400 --> 00:06:17.400]  認定這是教會的目的
[00:06:17.400 --> 00:06:19.400]  或者說存在的目的
[00:06:19.400 --> 00:06:21.400]  是要作主的見證
[00:06:21.400 --> 00:06:23.400]  進行大使命
[00:06:23.400 --> 00:06:27.400]  以至能夠成全神對教會的心意
[00:06:27.400 --> 00:06:30.400]  所以今天當我們讀到這段經文
[00:06:30.400 --> 00:06:32.400]  是我們常常都會讀的
[00:06:32.400 --> 00:06:34.400]  但我們要再次深刻知道
[00:06:34.400 --> 00:06:37.400]  這是神給我們的託付
[00:06:37.400 --> 00:06:41.400]  而你和我是必須來去遵從
[00:06:41.400 --> 00:06:44.400]  在第十八章第十六節裡面
[00:06:44.400 --> 00:06:46.400]  一開始就講到
[00:06:46.400 --> 00:06:48.400]  十一個門徒往加利利去
