
[00:00:00.000 --> 00:00:02.000]  耶穌已經復活了
[00:00:02.000 --> 00:00:05.440]  墳墓那塊石
[00:00:05.440 --> 00:00:07.920]  阻擋不了耶穌的復活
[00:00:07.920 --> 00:00:13.200]  所以疫情也阻擋不了我們對主的敬拜
[00:00:13.200 --> 00:00:16.240]  歡迎每一個在網上
[00:00:16.240 --> 00:00:18.240]  或者在很遙遠的地方
[00:00:18.240 --> 00:00:20.880]  和我們一起敬拜的弟兄姊妹
[00:00:20.880 --> 00:00:22.880]  我們先一起低頭祈禱
[00:00:29.040 --> 00:00:31.040]  主祢是復活的主
[00:00:31.040 --> 00:00:34.160]  萬室要向祢跪拜
[00:00:34.160 --> 00:00:37.840]  萬口要來稱頌祢
[00:00:37.840 --> 00:00:44.960]  願祢今早幫助我們更深的認識祢
[00:00:44.960 --> 00:00:49.040]  讓我們知道祢是復活的主
[00:00:49.040 --> 00:00:51.680]  也是我們生命的主
[00:00:51.680 --> 00:00:54.480]  奉耶穌基督的聖名
[00:00:58.240 --> 00:01:00.240]  我是楊漢義
[00:01:00.240 --> 00:01:03.920]  有些人認識我
[00:01:03.920 --> 00:01:05.920]  有些人不認識我
[00:01:05.920 --> 00:01:09.360]  回到豐盛生命堂很久
[00:01:09.360 --> 00:01:12.320]  我想你應該也認識我
[00:01:12.320 --> 00:01:19.840]  但如果你在最近五至七年左右回來
[00:01:19.840 --> 00:01:22.640]  有可能你不認識我
[00:01:22.640 --> 00:01:26.480]  我希望豐盛生命堂裏面
[00:01:27.120 --> 00:01:30.480]  有更多人不認識我
[00:01:30.480 --> 00:01:32.480]  好不好?
[00:01:32.480 --> 00:01:34.480]  有更多人不認識我
[00:01:34.480 --> 00:01:37.120]  因為你是新回來才不認識我
[00:01:37.120 --> 00:01:39.120]  如果你想認識我
[00:01:39.120 --> 00:01:41.120]  你再來找我吧
[00:01:41.120 --> 00:01:45.120]  《楊福音》十一章二十五節
[00:01:45.120 --> 00:01:47.120]  耶穌祂自己介紹
[00:01:47.120 --> 00:01:49.120]  復活在我
[00:01:49.120 --> 00:01:51.120]  生命也在我
[00:01:51.120 --> 00:01:53.120]  如果照原文的翻譯
[00:01:53.120 --> 00:01:57.120]  我是復活和生命
[00:01:57.120 --> 00:01:59.120]  這是耶穌的自我介紹
[00:01:59.120 --> 00:02:01.120]  所以我把我的卡片
[00:02:01.120 --> 00:02:05.120]  和耶穌的卡片放在一起
[00:02:05.120 --> 00:02:09.120]  耶穌就是復活和生命
[00:02:09.120 --> 00:02:11.120]  你不認識我
[00:02:11.120 --> 00:02:13.120]  沒什麼大不了
[00:02:13.120 --> 00:02:15.120]  不過如果你不認識
[00:02:15.120 --> 00:02:17.120]  這位復活和生命的主
[00:02:17.120 --> 00:02:19.120]  就麻煩了
[00:02:19.120 --> 00:02:21.120]  我盼望你能夠對他
[00:02:21.120 --> 00:02:25.120]  有更深的認識
[00:02:25.120 --> 00:02:29.120]  《約翰福音》第十一章
[00:02:29.120 --> 00:02:31.120]  記載
[00:02:31.120 --> 00:02:33.120]  《約翰福音》裏面
[00:02:33.120 --> 00:02:35.120]  七個神蹟
[00:02:35.120 --> 00:02:37.120]  最後一個
[00:02:37.120 --> 00:02:39.120]  耶穌使拉撒路復活
[00:02:39.120 --> 00:02:41.120]  這七個神蹟
[00:02:41.120 --> 00:02:45.120]  是約翰精心挑選
[00:02:45.120 --> 00:02:47.120]  為了介紹
[00:02:47.120 --> 00:02:53.120]  耶穌到底是一個怎樣的主
[00:02:53.120 --> 00:02:57.120]  所以叫拉撒路復活的神蹟
[00:02:57.120 --> 00:03:01.120]  是和應耶穌的自我宣告
[00:03:01.120 --> 00:03:05.120]  我就是復活和生命
[00:03:05.120 --> 00:03:07.120]  所以我們要看的經文
[00:03:07.120 --> 00:03:09.120]  不單單是剛才所讀
[00:03:09.120 --> 00:03:11.120]  十一章二十五至二十七節
[00:03:11.120 --> 00:03:13.120]  我們會看十一章
[00:03:13.120 --> 00:03:17.120]  甚至超過十一章的經文
[00:03:17.120 --> 00:03:21.120]  拉撒路住在巴大尼
[00:03:21.120 --> 00:03:25.120]  是馬大瑪利亞的兄弟
[00:03:25.120 --> 00:03:27.120]  拉撒路病了
[00:03:27.120 --> 00:03:29.120]  聖經沒有記載
[00:03:29.120 --> 00:03:31.120]  拉撒路患的是甚麼病
[00:03:31.120 --> 00:03:33.120]  病了多久
[00:03:33.120 --> 00:03:37.120]  因為這些都不是重點
[00:03:37.120 --> 00:03:39.120]  所以不記
[00:03:39.120 --> 00:03:41.120]  一個人病
[00:03:41.120 --> 00:03:45.120]  當然全家都會面對痛苦掙扎
[00:03:45.120 --> 00:03:49.120]  馬大瑪利亞看著他的弟弟
[00:03:49.120 --> 00:03:51.120]  一直的病
[00:03:51.120 --> 00:03:53.120]  亦都不好
[00:03:53.120 --> 00:03:55.120]  所以他們很心急
[00:03:55.120 --> 00:03:57.120]  或者已經看過醫生
[00:03:57.120 --> 00:03:59.120]  都沒有辦法
[00:03:59.120 --> 00:04:01.120]  他們就找耶穌
[00:04:01.120 --> 00:04:05.120]  因為耶穌不是經常去他們那裡
[00:04:05.120 --> 00:04:07.120]  他派人去找耶穌
[00:04:07.120 --> 00:04:13.120]  耶穌說「主啊,你所愛的人病了」
[00:04:13.120 --> 00:04:17.120]  耶穌收到一個訊息
[00:04:17.120 --> 00:04:21.120]  不過耶穌沒有即時去拉撒路那裡
[00:04:21.120 --> 00:04:25.120]  反而耶穌說了一句很奇怪的話
[00:04:25.120 --> 00:04:31.120]  「這病不至於死,而是為了神的榮耀
[00:04:31.120 --> 00:04:35.120]  為了使神的兒子得榮耀」
[00:04:35.120 --> 00:04:39.120]  「這病不至於死」
[00:04:39.120 --> 00:04:41.120]  其實如果我們看經文
[00:04:41.120 --> 00:04:43.120]  我們推測到
[00:04:43.120 --> 00:04:47.120]  當耶穌收到一個訊息的時候
[00:04:47.120 --> 00:04:51.120]  可能拉撒路已經死了
[00:04:51.120 --> 00:04:55.120]  因為聖經告訴我們
[00:04:55.120 --> 00:04:59.120]  當時我們不知道耶穌在那裡
[00:04:59.120 --> 00:05:01.120]  但當耶穌去到伯大利
[00:05:01.120 --> 00:05:03.120]  見馬大瑪利亞的時候
[00:05:03.120 --> 00:05:07.120]  拉撒路已經在墳墓裡四天
[00:05:07.120 --> 00:05:09.120]  聖經告訴我們
[00:05:09.120 --> 00:05:11.120]  耶穌在那裡留了兩天
[00:05:11.120 --> 00:05:17.120]  所以估計那些人走了一天到耶穌那裡
[00:05:17.120 --> 00:05:19.120]  耶穌留了兩天
[00:05:19.120 --> 00:05:23.120]  然後耶穌和門徒走了一天到伯大利
[00:05:23.120 --> 00:05:24.120]  就是四天
[00:05:24.120 --> 00:05:27.120]  所以當耶穌收到這個訊息的時候
[00:05:27.120 --> 00:05:31.120]  這群人從出發到耶穌那裡
[00:05:31.120 --> 00:05:34.120]  拉撒路已經死了
[00:05:34.120 --> 00:05:36.120]  但當拉撒路死了
[00:05:36.120 --> 00:05:39.120]  耶穌知道
[00:05:39.120 --> 00:05:43.120]  耶穌說「這病不至於死」
[00:05:43.120 --> 00:05:47.120]  這是什麼意思呢?
[00:05:47.120 --> 00:05:50.120]  在《約翰福音》第九章
[00:05:50.120 --> 00:05:52.120]  耶穌行了另外一個神蹟
[00:05:52.120 --> 00:05:55.120]  就是叫一個失明的人
[00:05:55.120 --> 00:05:58.120]  能夠重見光明
[00:05:58.120 --> 00:06:00.120]  就是當他們走在路上的時候
[00:06:00.120 --> 00:06:02.120]  門徒看到一個失明的人
[00:06:02.120 --> 00:06:05.120]  門徒就問耶穌
[00:06:05.120 --> 00:06:09.120]  耶穌這個人失明是什麼原因呢?
[00:06:09.120 --> 00:06:12.120]  是不是這個人犯了罪
[00:06:12.120 --> 00:06:14.120]  還是他的父母犯罪
[00:06:14.120 --> 00:06:18.120]  以致他失明呢?
[00:06:18.120 --> 00:06:21.120]  這是我們很多時候有的想法
[00:06:21.120 --> 00:06:24.120]  一定是他做錯了一些事
[00:06:24.120 --> 00:06:26.120]  有報應
[00:06:26.120 --> 00:06:29.120]  所以他是天生失明
[00:06:29.120 --> 00:06:31.120]  但耶穌怎麼回答門徒呢?
[00:06:31.120 --> 00:06:36.120]  耶穌說不是他犯罪
[00:06:36.120 --> 00:06:38.120]  也不是他的父母犯罪
[00:06:38.120 --> 00:06:41.120]  而是要在一個人的身上
[00:06:41.120 --> 00:06:45.120]  顯出神的作為
[00:06:45.120 --> 00:06:49.120]  這就是當耶穌醫治一個失明的人的時候
[00:06:49.120 --> 00:06:51.120]  耶穌這麼說
[00:06:51.120 --> 00:06:57.120]  而在十一章對拉撒路也是一樣
