
[00:00:00.000 --> 00:00:01.240]  各位聽眾晚安
[00:00:01.240 --> 00:00:08.280]  今天是這個星期九年曆第一個節日
[00:00:08.280 --> 00:00:09.280]  將臨期
[00:00:09.280 --> 00:00:15.080]  將臨期是由聖誕節之前的第四個星期日開始
[00:00:15.080 --> 00:00:18.200]  到十二月二十四日的平安夜
[00:00:18.200 --> 00:00:21.080]  當中包括了四個主日
[00:00:21.080 --> 00:00:25.840]  將臨的意思是彌臨或是駕臨
[00:00:25.840 --> 00:00:27.960]  對於我們基督徒來說
[00:00:28.320 --> 00:00:32.480]  指的是主耶穌基督榮耀在臨的日子
[00:00:32.480 --> 00:00:34.760]  當祂再來的時候
[00:00:34.760 --> 00:00:37.280]  祂會帶來審判和拯救
[00:00:37.280 --> 00:00:43.880]  有些教會通常在將臨期會放一個將臨花環
[00:00:43.880 --> 00:00:46.240]  上面有五枝蠟燭
[00:00:46.240 --> 00:00:47.800]  三枝是紫色
[00:00:47.800 --> 00:00:49.400]  一枝是粉紅色
[00:00:49.400 --> 00:00:51.400]  中間有一枝是白色
[00:00:51.400 --> 00:00:55.120]  每個星期會點一枝
[00:00:55.920 --> 00:00:58.760]  第一個主日所點的是一枝紫色的蠟燭
[00:00:58.760 --> 00:01:00.760]  叫做盼望之燭
[00:01:00.760 --> 00:01:03.680]  第二個主日點的都是紫色
[00:01:03.680 --> 00:01:05.160]  是信心之燭
[00:01:05.160 --> 00:01:09.280]  第三個主日點的第三枝是粉紅色的
[00:01:09.280 --> 00:01:11.320]  是喜樂之燭
[00:01:11.320 --> 00:01:15.600]  而第四個主日所點的第四枝蠟燭
[00:01:15.600 --> 00:01:16.960]  是紫色
[00:01:16.960 --> 00:01:18.400]  是和平之燭
[00:01:18.400 --> 00:01:23.920]  中間那枝白色會在平安夜晚燃點
[00:01:24.520 --> 00:01:28.280]  象徵著耶穌基督成為世界的光
[00:01:28.280 --> 00:01:30.200]  臨到我們中間
