
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣導會北角堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:34.000]  心願如《仕途行傳》二十章三十二節下所說,這道能建立你們,叫你們和一切承聖的人同得基業。
[00:00:54.000 --> 00:00:58.000]  今天當我們打開你的話語的時候,求主引導我們的心靈
[00:00:58.000 --> 00:01:06.000]  實在你也都知道我們各人的心,你知道我們需要聆聽你聖靈給我們有怎樣的提醒
[00:01:06.000 --> 00:01:13.000]  你都很清楚我們整個群體,我們在宣教的學習上面,我們需要怎樣成長
[00:01:13.000 --> 00:01:23.000]  求主就藉著你的說話,特別在這幾個禮拜裡面,我們一同學習的時刻,你更多的去到成為我們的幫助
[00:01:23.000 --> 00:01:28.000]  我們同心仰望的禱告奉耶穌基督的名字,阿們
[00:01:28.000 --> 00:01:35.000]  踏入九月就是差傳月,所以接下來這幾個禮拜,三個禮拜都會說差傳的訊息
[00:01:35.000 --> 00:01:40.000]  然後到最後一個禮拜應該就會再回到《曾言書》的總結
[00:01:40.000 --> 00:01:47.000]  今天我們的主題叫做《禱告讓主明高舉》
[00:01:47.000 --> 00:01:52.000]  我們會特別藉著剛才所讀的一段聖經思想
[00:01:52.000 --> 00:01:56.000]  我們在差傳的學習上面,特別是在禱告上面
[00:01:56.000 --> 00:02:01.000]  我們怎樣去到重視上帝給我們的使命
[00:02:01.000 --> 00:02:10.000]  我們說禱告的時間就是很重要,禱告跟我們基督徒的生活可以說是分不開
[00:02:10.000 --> 00:02:13.000]  很劃缺的,我猜大家每天都會禱告,是吧?
[00:02:13.000 --> 00:02:19.000]  或多或少,是吧?教會來說,每一個聚會幾乎都一定會有禱告
[00:02:19.000 --> 00:02:24.000]  所以那個關係跟我們的信仰是非常密切
[00:02:24.000 --> 00:02:32.000]  而教會本身,當教會成立的時候,就是那些門徒一起聚集
[00:02:32.000 --> 00:02:37.000]  在當中他們去到祈禱,教會就這樣開始
[00:02:37.000 --> 00:02:44.000]  教會的擴展後來就藉著他們得著聖靈的恩賜,可以傳揚福音
[00:02:44.000 --> 00:02:49.000]  就像神蹟其事一樣,令到很多很多的人信主
[00:02:49.000 --> 00:02:54.000]  這個復興其實之前是什麼?起點就是禱告
[00:02:54.000 --> 00:02:57.000]  禱告跟教會是分不開的
[00:02:57.000 --> 00:03:01.000]  而當耶穌去到潔淨聖殿的時候
[00:03:01.000 --> 00:03:05.000]  祂就引述了《宇創也書》裡面說:
[00:03:05.000 --> 00:03:10.000]  「經上記著,我的殿要稱為禱告的殿」
[00:03:10.000 --> 00:03:17.000]  就是所羅門王興建的聖殿
[00:03:17.000 --> 00:03:26.000]  這個聖殿除了代替了古代會幕的憲制之餘
[00:03:26.000 --> 00:03:31.000]  其實還有特別強調祂是一個禱告的殿
[00:03:31.000 --> 00:03:38.000]  這個功能其實在舊約會幕的時候是比較少強調
[00:03:38.000 --> 00:03:43.000]  祂特別強調這個殿是讓人去禱告的
[00:03:43.000 --> 00:03:46.000]  我們剛才所讀的經文就是
[00:03:46.000 --> 00:03:49.000]  在這個獻殿的儀式裡面
[00:03:49.000 --> 00:03:54.000]  所羅門王帶領著全會眾去祈禱
[00:03:54.000 --> 00:03:58.000]  在剛才所讀的大家大概會感覺到
[00:03:58.000 --> 00:04:02.000]  是很多次去求饒或去垂聽禱告
[00:04:02.000 --> 00:04:08.000]  垂聽凡是向這個聖殿所發出的禱告
[00:04:08.000 --> 00:04:12.000]  因為這個方向表示人是向饒華禱告
[00:04:12.000 --> 00:04:15.000]  是要專心依靠饒華
[00:04:15.000 --> 00:04:20.000]  然後結果就是讓主的名被高舉
[00:04:20.000 --> 00:04:24.000]  所以我會說這個禱告的殿
[00:04:24.000 --> 00:04:28.000]  就是榮耀上主的基地
[00:04:28.000 --> 00:04:35.000]  甚至我會說其實禱告本身就是榮耀上主的基礎
[00:04:35.000 --> 00:04:38.000]  甚至在這裡說也是一個基地
[00:04:38.000 --> 00:04:41.000]  說到祈禱的時間
[00:04:41.000 --> 00:04:44.000]  可能不同的文化是有不同的
[00:04:44.000 --> 00:04:49.000]  當時所羅門王帶領全會眾的祈禱
[00:04:49.000 --> 00:04:53.000]  就不像是我今天這樣主席和我這樣
[00:04:53.000 --> 00:04:58.000]  有個抗音器所以仍然可以很輕聲
[00:04:58.000 --> 00:05:00.000]  大家聽得很清楚
[00:05:00.000 --> 00:05:02.000]  所羅門王要很大聲
[00:05:02.000 --> 00:05:06.000]  然後才可以去到讓會眾可以聽得到
[00:05:06.000 --> 00:05:10.000]  實際上不同的文化對祈禱的感覺是不同的
[00:05:10.000 --> 00:05:14.000]  我們華人教會的頂尖會都是比較含蓄的
[00:05:14.000 --> 00:05:17.000]  如果主席請大家
[00:05:17.000 --> 00:05:21.000]  這一節請大家用祈禱的聲音唱
[00:05:21.000 --> 00:05:23.000]  大家通常會有什麼反應
[00:05:23.000 --> 00:05:25.000]  小聲地唱
[00:05:25.000 --> 00:05:29.000]  或者我們廣東話說用喉嚨定的聲音唱
[00:05:29.000 --> 00:05:33.000]  因為這就是我們平時和上帝祈禱的習慣
[00:05:33.000 --> 00:05:36.000]  祈禱和天父說的
[00:05:36.000 --> 00:05:39.000]  如果一起祈禱不要吵著隔壁就更小聲
[00:05:39.000 --> 00:05:41.000]  所以用喉嚨定
[00:05:41.000 --> 00:05:44.000]  不過根據我的經驗
[00:05:44.000 --> 00:05:47.000]  去過韓國的教會參觀
[00:05:47.000 --> 00:05:51.000]  有時候在短宣泰北去經歷
[00:05:51.000 --> 00:05:55.000]  如果主席叫大家用祈禱的聲音唱
[00:05:55.000 --> 00:05:57.000]  會是高聲唱
[00:05:57.000 --> 00:06:00.000]  因為他們平時的祈禱都是高聲的祈禱
[00:06:00.000 --> 00:06:02.000]  很多時候在贊美的祈禱裡
[00:06:02.000 --> 00:06:06.000]  是高聲一起去到眾贊主
[00:06:06.000 --> 00:06:08.000]  這是他們的性格他們的氣質
[00:06:08.000 --> 00:06:13.000]  這只是我們信徒不同文化裡
[00:06:13.000 --> 00:06:16.000]  不同性格的表現而已
[00:06:16.000 --> 00:06:18.000]  沒錯大聲祈禱
[00:06:18.000 --> 00:06:20.000]  眾贊的祈禱
[00:06:20.000 --> 00:06:22.000]  可以很清楚地去到
[00:06:22.000 --> 00:06:24.000]  明顯地說我就是
[00:06:24.000 --> 00:06:26.000]  這個祈禱是榮耀神
[00:06:26.000 --> 00:06:28.000]  不過如果反過來
[00:06:28.000 --> 00:06:31.000]  榮耀神是否一定要用這種方式
[00:06:31.000 --> 00:06:33.000]  是否一定要很大聲
[00:06:33.000 --> 00:06:35.000]  或者說高舉主明
[00:06:35.000 --> 00:06:39.000]  是否一定要用很宏偉的禱告內容
[00:06:39.000 --> 00:06:42.000]  或者氣氛
[00:06:42.000 --> 00:06:45.000]  我就會說其實高舉主明
