
[00:00:00.000 --> 00:00:02.840]  但今日我們會有個品格的主日
[00:00:02.840 --> 00:00:06.000]  因為過往小朋友教了很多年
[00:00:06.000 --> 00:00:09.760]  我們都在想其實是否已經足夠
[00:00:09.760 --> 00:00:10.800]  家長你有沒有想過
[00:00:10.800 --> 00:00:13.000]  如果你只是三、四日
[00:00:13.000 --> 00:00:14.520]  想起一個品格型
[00:00:14.520 --> 00:00:17.040]  然後你的小朋友就變成很好品格
[00:00:17.040 --> 00:00:20.040]  會不會有些真的妄想了
[00:00:20.040 --> 00:00:25.520]  事實上品格是一個長期的工程
[00:00:25.520 --> 00:00:26.840]  就算你每一個禮拜日
[00:00:26.840 --> 00:00:28.640]  帶你的小朋友回教會
[00:00:28.640 --> 00:00:30.840]  你清心去想一想
[00:00:30.840 --> 00:00:32.840]  只有一個半小時
[00:00:32.840 --> 00:00:35.320]  然後扣下他們玩遊戲、上廁所
[00:00:35.320 --> 00:00:36.840]  唱歌的時間
[00:00:36.840 --> 00:00:39.000]  他真的能夠聽到神的話語
[00:00:39.000 --> 00:00:41.320]  得到聽書教學的時間
[00:00:41.320 --> 00:00:43.440]  的確真的不是很多
[00:00:43.440 --> 00:00:44.440]  所以你問我
[00:00:44.440 --> 00:00:46.600]  如果你真的想我們的下一代
[00:00:46.600 --> 00:00:49.000]  能夠有真的好的品格的時候
[00:00:49.000 --> 00:00:51.120]  某程度來說最重要的
[00:00:51.120 --> 00:00:53.240]  仍然都是家庭教育
[00:00:53.240 --> 00:00:54.280]  所以跟隔壁那個說
[00:00:54.280 --> 00:00:57.160]  其實你教才是最重要的
[00:00:57.160 --> 00:00:59.120]  中堂的弟兄姊妹
[00:00:59.120 --> 00:01:01.680]  很多都是我們兒童教會的家長
[00:01:01.680 --> 00:01:02.920]  但我覺得品格
[00:01:02.920 --> 00:01:05.160]  其實都不只是小朋友應該要學的
[00:01:05.160 --> 00:01:07.160]  因為如果大人沒有品
[00:01:07.160 --> 00:01:09.680]  小朋友是很難有品的
[00:01:09.680 --> 00:01:11.360]  今年我們選了一個
[00:01:11.360 --> 00:01:15.760]  比較艱深的品格去講
[00:01:15.760 --> 00:01:17.240]  因為近這一兩年
[00:01:17.240 --> 00:01:19.680]  我們發覺整個世界很動盪
[00:01:19.680 --> 00:01:21.200]  還有很多時候
[00:01:21.200 --> 00:01:23.560]  我們傳統認為良好的價值觀
[00:01:23.560 --> 00:01:26.120]  開始被人很多動搖
[00:01:26.120 --> 00:01:28.720]  就算我們說基督教界內
[00:01:28.720 --> 00:01:30.920]  看很多東西都會有很多不同
[00:01:30.920 --> 00:01:32.760]  就是不同款式的聲音
[00:01:32.760 --> 00:01:34.560]  所以我們今年的主題
[00:01:34.560 --> 00:01:36.840]  就是堅守戒線
[00:01:36.840 --> 00:01:39.360]  希望小朋友能夠從小
[00:01:39.360 --> 00:01:41.880]  能夠去認識清楚自己是什麼
[00:01:41.880 --> 00:01:43.720]  然後他應該去堅定
[00:01:43.720 --> 00:01:45.560]  守他自己的戒線
[00:01:45.560 --> 00:01:47.600]  無論他是一個男生還是一個女生
[00:01:47.600 --> 00:01:49.200]  他應該要誠實
[00:01:49.200 --> 00:01:50.360]  他應該要良善
[00:01:50.360 --> 00:01:52.640]  其實都需要一個很堅持的態度
[00:01:52.640 --> 00:01:54.880]  所以我們有兩個輔助的品格是會講的
[00:01:54.880 --> 00:01:58.400]  第一個我講的就是叫做忠誠盡責
[00:01:58.400 --> 00:02:01.760]  一個人為什麼他能夠堅守戒線
[00:02:01.760 --> 00:02:05.440]  其實很在乎他對於他自己的角色和身份
[00:02:05.440 --> 00:02:08.080]  是不是真的清晰和真的去認定
[00:02:08.080 --> 00:02:10.120]  今天星期天大家為什麼不睡覺
[00:02:10.120 --> 00:02:11.240]  為什麼不去旅行
[00:02:11.240 --> 00:02:13.680]  為什麼你要來這裡聚會呢
[00:02:13.680 --> 00:02:15.120]  其實是因為我們都尊重
[00:02:15.120 --> 00:02:17.360]  我們自己基督徒的身份
[00:02:17.360 --> 00:02:20.000]  我們很認清楚我們自己的角色
[00:02:20.000 --> 00:02:22.840]  我們需要回來親近我們的神
[00:02:22.840 --> 00:02:25.440]  同樣我們只是堅持自己
[00:02:25.440 --> 00:02:26.600]  而不懂得和別人相處
[00:02:26.600 --> 00:02:27.920]  都是很大的困難
[00:02:27.920 --> 00:02:29.520]  所以我們都不想我們的小朋友
[00:02:29.520 --> 00:02:30.960]  只是懂得投訴
[00:02:30.960 --> 00:02:31.840]  說別人不好
[00:02:31.840 --> 00:02:33.680]  所以我們有另一個輔助品格
[00:02:33.680 --> 00:02:36.320]  就是講的尊重和包容
[00:02:36.320 --> 00:02:37.400]  所以簡單來說
[00:02:37.400 --> 00:02:38.640]  在整個主題裡面
[00:02:38.640 --> 00:02:42.160]  我們教的是一個對自己的戒線
[00:02:42.160 --> 00:02:44.720]  認清楚自己是一個什麼樣的人
[00:02:44.720 --> 00:02:47.360]  然後我們都要教導小朋友
[00:02:47.360 --> 00:02:51.520]  學習去尊重和去認識其他的人
[00:02:51.520 --> 00:02:53.760]  所以在整個主題裡面
[00:02:53.760 --> 00:02:55.680]  態度是很重要的
[00:02:55.680 --> 00:02:57.040]  很多時候我們都知道
[00:02:57.040 --> 00:02:58.960]  什麼是對和不對
[00:02:58.960 --> 00:03:00.960]  家長會教 老師會教
[00:03:00.960 --> 00:03:01.960]  其實小朋友
[00:03:01.960 --> 00:03:03.920]  你問他心底裡知不知道呢
[00:03:03.920 --> 00:03:05.680]  其實很多時候他知道的
[00:03:05.680 --> 00:03:07.800]  不過問題是小朋友太小了
[00:03:07.800 --> 00:03:08.800]  他知道什麼是對
[00:03:08.800 --> 00:03:10.640]  但是為什麼他做得對呢
[00:03:10.640 --> 00:03:13.600]  他的確是需要大人的幫助
[00:03:13.600 --> 00:03:14.920]  所以在品格營裡面
[00:03:14.920 --> 00:03:18.280]  我們會將每一個細緻的品格
[00:03:18.280 --> 00:03:19.960]  都會和他們列出一些
[00:03:19.960 --> 00:03:21.040]  他可以做到的東西
[00:03:21.040 --> 00:03:23.160]  所以我們叫做有五個的我要
[00:03:23.160 --> 00:03:23.880]  簡單來說
[00:03:23.880 --> 00:03:25.440]  他要做什麼就做什麼
[00:03:25.440 --> 00:03:26.600]  我們希望他能夠有一個
[00:03:26.600 --> 00:03:28.320]  很清晰的指引
[00:03:28.320 --> 00:03:31.080]  以致到他可以慢慢地學出來
[00:03:31.080 --> 00:03:33.240]  但是態度能不能夠堅持呢
[00:03:33.240 --> 00:03:34.000]  很坦白
[00:03:34.000 --> 00:03:35.400]  他們在我們這裡這幾天
[00:03:35.400 --> 00:03:36.520]  都算是很乖的
[00:03:36.520 --> 00:03:38.480]  特別今年的小朋友
[00:03:38.480 --> 00:03:41.120]  可能都有些是來了兩次了
[00:03:41.120 --> 00:03:44.680]  所以和最初新生比較多的情況
[00:03:44.680 --> 00:03:45.840]  今年是很好做的了
[00:03:45.840 --> 00:03:47.560]  他們很乖 很聽話的了
[00:03:47.560 --> 00:03:49.040]  但是要堅守下去
[00:03:49.040 --> 00:03:51.960]  其實是要傳賴我們所有的家長的了
[00:03:51.960 --> 00:03:55.320]  因為回到你的家庭裡面
[00:03:55.320 --> 00:03:56.560]  他們是不是仍然可以
[00:03:56.560 --> 00:03:58.200]  那個界線是這麼清晰的呢
[00:03:58.200 --> 00:04:01.320]  還是那個界線已經被你們衝得很模糊呢
[00:04:01.320 --> 00:04:03.880]  同樣就是說他們可不可以堅持到
[00:04:03.880 --> 00:04:05.880]  是繼續做乖 做好的呢
[00:04:05.880 --> 00:04:07.840]  都要考大家的功力
[00:04:07.840 --> 00:04:09.560]  剛才我們讀過今週的金句
[00:04:09.560 --> 00:04:11.040]  我們選了的是在
[00:04:11.040 --> 00:04:12.760]  《針研》的三章第一節
[00:04:12.760 --> 00:04:14.120]  都希望這段經文
[00:04:14.120 --> 00:04:16.680]  都是成為我們自己的一個
[00:04:16.680 --> 00:04:18.400]  鼓勵和一個方向
[00:04:18.400 --> 00:04:19.280]  我們一起讀出來好不好
[00:04:19.280 --> 00:04:20.720]  1 2 3
[00:04:20.720 --> 00:04:23.760]  我而不要忘記我的法則
[00:04:23.760 --> 00:04:27.200]  我心要謹守我的誡命
[00:04:27.200 --> 00:04:30.720]  所以無論做小朋友 做大人 做基督徒
[00:04:30.720 --> 00:04:32.680]  我們做人其實真的很需要清楚
[00:04:32.680 --> 00:04:34.160]  知道自己的界線
[00:04:34.160 --> 00:04:35.480]  試問一下你上班
[00:04:35.480 --> 00:04:36.400]  第一件事你會問
[00:04:36.400 --> 00:04:38.880]  究竟我上班幾點 下班幾點
[00:04:38.880 --> 00:04:40.680]  星期幾是你的假期
[00:04:40.680 --> 00:04:42.560]  一年你有多少大假
[00:04:42.560 --> 00:04:44.960]  相信這些一定是你會問清楚
[00:04:44.960 --> 00:04:46.280]  因為不告訴你的時候
[00:04:46.280 --> 00:04:47.720]  你真的不知道怎樣上班的
[00:04:47.720 --> 00:04:49.240]  怎樣才叫準時
[00:04:49.240 --> 00:04:50.920]  怎樣才叫遲到呢
[00:04:50.920 --> 00:04:53.200]  同樣小朋友自小成長過裏面
[00:04:53.200 --> 00:04:54.400]  他第一樣東西學習的
[00:04:54.400 --> 00:04:56.120]  就是你家裏面的規矩
[00:04:56.120 --> 00:04:57.120]  甚麼是應該做
[00:04:57.120 --> 00:04:58.840]  甚麼是不應該做
[00:04:58.840 --> 00:04:59.920]  而我們做基督徒的
[00:04:59.920 --> 00:05:00.720]  很坦白
[00:05:00.720 --> 00:05:01.560]  我們的上帝
[00:05:01.560 --> 00:05:03.680]  亦都是一個很清晰的神
[00:05:03.680 --> 00:05:04.280]  很多人說
[00:05:04.280 --> 00:05:06.320]  哎呀 我不知道怎樣做得對與不對
[00:05:06.320 --> 00:05:08.280]  其實只要你細心來得及
[00:05:08.280 --> 00:05:10.320]  去研讀上帝的聖經
[00:05:10.320 --> 00:05:11.920]  你是不難知道
[00:05:11.920 --> 00:05:13.880]  上帝對我們的要求
[00:05:13.880 --> 00:05:15.160]  簡單這樣說
[00:05:15.160 --> 00:05:17.280]  十誡已經是很清晰的
[00:05:17.280 --> 00:05:18.600]  寫了在聖經裏面
[00:05:18.600 --> 00:05:20.440]  很多人都懂得背誦
[00:05:20.440 --> 00:05:23.120]  但是我們有沒有真是很切實的
[00:05:23.120 --> 00:05:25.360]  去實踐神的話
[00:05:25.360 --> 00:05:27.880]  在十誡裏面好好地遵守呢
