
[00:00:00.000 --> 00:00:02.000]  還要多謝你自己
[00:00:02.000 --> 00:00:05.000]  縱然我們看不到你的手
[00:00:05.000 --> 00:00:14.000]  但你每天依然帶著我們
[00:00:14.000 --> 00:00:16.000]  你讓我們看見
[00:00:16.000 --> 00:00:18.000]  這隻無形的手
[00:00:18.000 --> 00:00:20.000]  你的大能
[00:00:20.000 --> 00:00:22.000]  你的安慰
[00:00:22.000 --> 00:00:24.000]  你的撫摸
[00:00:24.000 --> 00:00:26.000]  你的祝福
[00:00:26.000 --> 00:00:28.000]  求著幫助我們
[00:00:28.000 --> 00:00:30.000]  縱然我們看不到
[00:00:30.000 --> 00:00:32.000]  這隻手
[00:00:32.000 --> 00:00:35.000]  但這一雙手是天賦的手
[00:00:35.000 --> 00:00:37.000]  它能夠對我們的生命
[00:00:37.000 --> 00:00:39.000]  有很多的鼓勵
[00:00:39.000 --> 00:00:41.000]  很多的祝福
[00:00:41.000 --> 00:00:43.000]  很多的指引
[00:00:43.000 --> 00:00:45.000]  求著托大我們
[00:00:45.000 --> 00:00:47.000]  在這個崇拜當中
[00:00:47.000 --> 00:00:49.000]  我們要看見你
[00:00:49.000 --> 00:00:51.000]  我們要看見你
[00:00:51.000 --> 00:00:53.000]  在我們當中
[00:00:57.000 --> 00:00:59.000]  讓你的愛
[00:00:59.000 --> 00:01:01.000]  來祝福我們
[00:01:01.000 --> 00:01:05.000]  聽我們的祈禱
[00:01:05.000 --> 00:01:07.000]  奉主名求
[00:01:07.000 --> 00:01:09.000]  Amen
[00:01:09.000 --> 00:01:11.000]  請坐
[00:01:11.000 --> 00:01:13.000]  其實今天下午
[00:01:13.000 --> 00:01:15.000]  我們同福的九龍東堂
[00:01:15.000 --> 00:01:17.000]  會有一個獻堂禮
[00:01:17.000 --> 00:01:19.000]  九龍東堂其實是開始了這幾年當中
[00:01:19.000 --> 00:01:21.000]  他們原本在三十樓的地方
[00:01:21.000 --> 00:01:23.000]  和三十一樓的地方
[00:01:23.000 --> 00:01:25.000]  但上帝給他們幾年前
[00:01:25.000 --> 00:01:27.000]  有一個感動
[00:01:27.000 --> 00:01:29.000]  他們說我們要為觀塘區
[00:01:29.000 --> 00:01:31.000]  來行區祈禱
[00:01:31.000 --> 00:01:33.000]  於是他們在祈禱那邊
[00:01:33.000 --> 00:01:35.000]  拍了很多照片
[00:01:35.000 --> 00:01:37.000]  拍了很多不同的角落
[00:01:37.000 --> 00:01:39.000]  關於觀塘的
[00:01:39.000 --> 00:01:41.000]  看到很多不同的需要
[00:01:41.000 --> 00:01:43.000]  突然之間將很多照片
[00:01:43.000 --> 00:01:45.000]  放在他們一個祈禱的牆上
[00:01:45.000 --> 00:01:47.000]  他們願意過去幾年
[00:01:47.000 --> 00:01:49.000]  一直為觀塘祈禱
[00:01:49.000 --> 00:01:51.000]  結果當他們去思考
[00:01:51.000 --> 00:01:53.000]  究竟上帝要不要他們
[00:01:53.000 --> 00:01:55.000]  他們去二樓
[00:01:55.000 --> 00:01:57.000]  你知道我們住屋企
[00:01:57.000 --> 00:01:59.000]  希望住越高
[00:01:59.000 --> 00:02:01.000]  越高景觀會好一點
[00:02:01.000 --> 00:02:03.000]  但教會其實是
[00:02:03.000 --> 00:02:05.000]  希望搬越低
[00:02:05.000 --> 00:02:07.000]  最好是地鋪
[00:02:07.000 --> 00:02:09.000]  走過去就見到教會
[00:02:09.000 --> 00:02:11.000]  所以他們一直祈禱
[00:02:11.000 --> 00:02:13.000]  究竟上帝讓他們去哪裏
[00:02:13.000 --> 00:02:15.000]  他們找了很多地方
[00:02:15.000 --> 00:02:17.000]  結果最後找到現在的地方
[00:02:17.000 --> 00:02:19.000]  當他們找到現在的地方
[00:02:19.000 --> 00:02:21.000]  他們心裏想看回那個祈禱牆
[00:02:21.000 --> 00:02:23.000]  看回祈禱牆
[00:02:23.000 --> 00:02:25.000]  看回很多的圖畫
[00:02:25.000 --> 00:02:27.000]  原來在兩年前
[00:02:27.000 --> 00:02:29.000]  在整幅祈禱牆
[00:02:29.000 --> 00:02:31.000]  那麼多的照片
[00:02:31.000 --> 00:02:33.000]  最中間那一張
[00:02:33.000 --> 00:02:35.000]  就是他們現在
[00:02:35.000 --> 00:02:37.000]  教會的地方
[00:02:37.000 --> 00:02:39.000]  將榮耀歸給耶穌
[00:02:39.000 --> 00:02:41.000]  神在兩年前
[00:02:41.000 --> 00:02:43.000]  已經讓他們知道這個地方
[00:02:43.000 --> 00:02:45.000]  是神的心意
[00:02:45.000 --> 00:02:47.000]  在職務營的手裏
[00:02:47.000 --> 00:02:49.000]  我說以師貼技
[00:02:49.000 --> 00:02:51.000]  我們看不到裏面的
[00:02:51.000 --> 00:02:53.000]  所有的主角
[00:02:53.000 --> 00:02:55.000]  有任何的所謂信仰的行動
[00:02:55.000 --> 00:02:57.000]  祈禱
[00:02:57.000 --> 00:02:59.000]  他們的禁食
[00:02:59.000 --> 00:03:01.000]  嚴格來說有人說禁食
[00:03:01.000 --> 00:03:03.000]  不一定是祈禱
[00:03:03.000 --> 00:03:05.000]  他們的披瑪蒙灰
[00:03:05.000 --> 00:03:07.000]  他們是悔改
[00:03:07.000 --> 00:03:09.000]  但是在禁食裏面
[00:03:09.000 --> 00:03:11.000]  我們不一定看到他的禱告
[00:03:11.000 --> 00:03:13.000]  縱然很多的信仰就說
[00:03:13.000 --> 00:03:15.000]  禁食應該和祈禱
[00:03:15.000 --> 00:03:17.000]  是在一起
[00:03:17.000 --> 00:03:19.000]  我們看到這隻無形的手
[00:03:19.000 --> 00:03:21.000]  同樣在不同的
[00:03:21.000 --> 00:03:23.000]  不同的時代裏
[00:03:23.000 --> 00:03:25.000]  他仍然做很多
[00:03:25.000 --> 00:03:27.000]  引領的工作
[00:03:27.000 --> 00:03:29.000]  這首詩歌提到
[00:03:29.000 --> 00:03:31.000]  這隻手一直在我們個人的
[00:03:31.000 --> 00:03:33.000]  孤單裏面
[00:03:33.000 --> 00:03:35.000]  我們軟弱裏面
[00:03:35.000 --> 00:03:37.000]  他在這裏
[00:03:37.000 --> 00:03:39.000]  但同樣在富哥裏面
[00:03:39.000 --> 00:03:41.000]  很特別最後兩個說話
[00:03:41.000 --> 00:03:43.000]  天父的手是大能的手
[00:03:43.000 --> 00:03:45.000]  只要你相信
[00:03:45.000 --> 00:03:47.000]  並耐心
[00:03:47.000 --> 00:03:49.000]  等候
[00:03:49.000 --> 00:03:51.000]  等候是我們香港人
[00:03:51.000 --> 00:03:53.000]  最難做的一件事
[00:03:53.000 --> 00:03:55.000]  但這首詩歌就說
[00:03:55.000 --> 00:03:57.000]  只要你相信
[00:03:57.000 --> 00:03:59.000]  並耐心的等候
[00:03:59.000 --> 00:04:01.000]  他所作的事情
[00:04:01.000 --> 00:04:03.000]  是超出我們的
[00:04:03.000 --> 00:04:05.000]  所想所求
[00:04:05.000 --> 00:04:07.000]  這首詩歌給我們很大的提醒
[00:04:07.000 --> 00:04:09.000]  以斯帖給我們很大的提醒
[00:04:09.000 --> 00:04:11.000]  就是看到我們的神
[00:04:11.000 --> 00:04:13.000]  其實他不只是
[00:04:13.000 --> 00:04:15.000]  在我們個人裏面
[00:04:15.000 --> 00:04:17.000]  他作帶領
[00:04:17.000 --> 00:04:19.000]  其實我們看到這個手
[00:04:19.000 --> 00:04:21.000]  在上帝整個歷史裏面
[00:04:21.000 --> 00:04:23.000]  都有他的帶領
[00:04:23.000 --> 00:04:25.000]  所以我們看到
[00:04:25.000 --> 00:04:27.000]  每一個時間上帝容許一些事情
[00:04:27.000 --> 00:04:29.000]  發生在不同的時間裏面
[00:04:29.000 --> 00:04:31.000]  我們原來再
[00:04:31.000 --> 00:04:33.000]  看深一層
[00:04:33.000 --> 00:04:35.000]  都有他的旨意在當中
[00:04:35.000 --> 00:04:37.000]  剛才我說過
[00:04:37.000 --> 00:04:39.000]  神很體寵誰
[00:04:39.000 --> 00:04:41.000]  我
[00:04:41.000 --> 00:04:43.000]  我就是體寵我
[00:04:43.000 --> 00:04:45.000]  神很體寵隔壁那個
[00:04:45.000 --> 00:04:47.000]  所以今天上帝
[00:04:47.000 --> 00:04:49.000]  擺你坐在隔壁那個人
[00:04:49.000 --> 00:04:51.000]  其實神也很體寵他
[00:04:51.000 --> 00:04:53.000]  所以剛好
[00:04:53.000 --> 00:04:55.000]  隔壁那個你不認識的
[00:04:55.000 --> 00:04:57.000]  可能你不認識的
[00:04:57.000 --> 00:04:59.000]  你也跟那個不認識的
[00:04:59.000 --> 00:05:01.000]  笑一笑
[00:05:01.000 --> 00:05:03.000]  我相信真的
[00:05:03.000 --> 00:05:05.000]  以斯帖記很有趣
[00:05:05.000 --> 00:05:07.000]  當然我們要看整個以斯帖記
[00:05:07.000 --> 00:05:09.000]  看到神這隻無形的手
[00:05:09.000 --> 00:05:11.000]  今天我的分題裏面
[00:05:11.000 --> 00:05:13.000]  就說他是帶領的主
[00:05:13.000 --> 00:05:15.000]  有三樣東西
[00:05:15.000 --> 00:05:17.000]  我們看到神怎樣去帶領
[00:05:17.000 --> 00:05:19.000]  第一
[00:05:19.000 --> 00:05:21.000]  我們從歷史去看到
[00:05:21.000 --> 00:05:23.000]  神這隻無形的手
[00:05:23.000 --> 00:05:25.000]  一直在帶領
[00:05:25.000 --> 00:05:27.000]  很明顯我們很多時候
[00:05:27.000 --> 00:05:29.000]  回想整個聖經
[00:05:29.000 --> 00:05:31.000]  由創世紀神創造天地萬物之後
[00:05:31.000 --> 00:05:33.000]  去到第十二章
[00:05:33.000 --> 00:05:35.000]  神就揀選了阿伯拉罕
[00:05:35.000 --> 00:05:37.000]  大家都很熟的
[00:05:37.000 --> 00:05:39.000]  神跟阿伯拉罕立了一個約
[00:05:39.000 --> 00:05:41.000]  這個約就是稱之為
[00:05:41.000 --> 00:05:43.000]  一個很特別的阿伯拉罕約
[00:05:43.000 --> 00:05:45.000]  就是萬國萬民都要因
[00:05:45.000 --> 00:05:47.000]  阿伯拉罕而得福
[00:05:47.000 --> 00:05:49.000]  很明顯
[00:05:49.000 --> 00:05:51.000]  這是一個很重要的約
[00:05:51.000 --> 00:05:53.000]  當然我們傳福音的時候
[00:05:53.000 --> 00:05:55.000]  我們很多時候面對很多的難題
[00:05:55.000 --> 00:05:57.000]  其實傳福音的人問問題
[00:05:57.000 --> 00:05:59.000]  很多時候做牧師都回答不了
[00:05:59.000 --> 00:06:01.000]  你不要以為牧師一定回答得到
[00:06:01.000 --> 00:06:03.000]  因為很多時候有人會問我
[00:06:03.000 --> 00:06:05.000]  牧師啊
[00:06:05.000 --> 00:06:07.000]  為什麼世上不揀中國人呢?
[00:06:07.000 --> 00:06:09.000]  為什麼要揀猶太人呢?
[00:06:09.000 --> 00:06:11.000]  如果揀中國人就好了
[00:06:11.000 --> 00:06:13.000]  我們傳福音就不用揀了
[00:06:13.000 --> 00:06:15.000]  因為已經揀了我們
[00:06:15.000 --> 00:06:17.000]  我們是選民
[00:06:17.000 --> 00:06:19.000]  但是為什麼要揀阿伯拉罕
[00:06:19.000 --> 00:06:21.000]  所以很多時候要傳福音給中國人的時候
[00:06:21.000 --> 00:06:23.000]  基督教是洋教
[00:06:23.000 --> 00:06:25.000]  很多人說洋教
[00:06:25.000 --> 00:06:27.000]  我們要有自己
[00:06:27.000 --> 00:06:29.000]  傳統文化的宗教
[00:06:29.000 --> 00:06:31.000]  我懶得講什麼教
[00:06:31.000 --> 00:06:33.000]  就是說我要傳統文化
[00:06:33.000 --> 00:06:35.000]  為什麼神不揀中國人呢?
[00:06:35.000 --> 00:06:37.000]  當然我們說笑話的時候
[00:06:37.000 --> 00:06:39.000]  我們很多時候說
[00:06:39.000 --> 00:06:41.000]  神當然不揀中國人
[00:06:41.000 --> 00:06:43.000]  如果揀了中國人
[00:06:43.000 --> 00:06:45.000]  中國人一定會不被試探
[00:06:45.000 --> 00:06:47.000]  因為什麼試探神
[00:06:47.000 --> 00:06:49.000]  就是蛇
[00:06:49.000 --> 00:06:51.000]  我們中國人一見到一條蛇
[00:06:51.000 --> 00:06:53.000]  吃蛇羹
[00:06:53.000 --> 00:06:55.000]  把皮變成皮帶
[00:06:55.000 --> 00:06:57.000]  蛇都玩完
[00:06:57.000 --> 00:06:59.000]  所以變成不揀中國人
[00:06:59.000 --> 00:07:01.000]  我們說笑
[00:07:01.000 --> 00:07:03.000]  我們看整個以色列的歷史那邊
[00:07:03.000 --> 00:07:05.000]  從創世紀
[00:07:05.000 --> 00:07:07.000]  十二章一直打後
[00:07:07.000 --> 00:07:09.000]  不要說十二章
[00:07:09.000 --> 00:07:11.000]  從第四章開始打後
[00:07:11.000 --> 00:07:13.000]  其實猶太人整個的歷史那邊
[00:07:13.000 --> 00:07:15.000]  他們並不好過
[00:07:15.000 --> 00:07:17.000]  其實我們中國人的護照
[00:07:17.000 --> 00:07:19.000]  其實比美國護照好
[00:07:19.000 --> 00:07:21.000]  中國人的護照沒有什麼人會害你的
[00:07:21.000 --> 00:07:23.000]  美國人的護照隨時要小心一點
[00:07:23.000 --> 00:07:25.000]  為什麼呢?
[00:07:25.000 --> 00:07:27.000]  我們看整個猶太人
[00:07:27.000 --> 00:07:29.000]  從創世紀開始
[00:07:29.000 --> 00:07:31.000]  去到最嚴峻的時候
[00:07:31.000 --> 00:07:33.000]  就是所羅門之後
[00:07:33.000 --> 00:07:35.000]  所羅門之後
[00:07:35.000 --> 00:07:37.000]  國家一分為裂
[00:07:37.000 --> 00:07:39.000]  國家分裂其實並不好過
[00:07:39.000 --> 00:07:41.000]  去到一個北角以色列
[00:07:41.000 --> 00:07:43.000]  南角猶太
[00:07:43.000 --> 00:07:45.000]  北角以色列沒有出現過一個好的皇帝
[00:07:45.000 --> 00:07:47.000]  所以在
[00:07:47.000 --> 00:07:49.000]  主前722年
[00:07:49.000 --> 00:07:51.000]  就由亞述滅了
[00:07:51.000 --> 00:07:53.000]  北角以色列
[00:07:53.000 --> 00:07:55.000]  而這個亞述後來被巴比倫所滅
[00:07:55.000 --> 00:07:57.000]  於是去到主前
[00:07:57.000 --> 00:07:59.000]  586年巴比倫
[00:07:59.000 --> 00:08:01.000]  很強大就滅了亞述
[00:08:01.000 --> 00:08:03.000]  拿了北角的版圖
[00:08:03.000 --> 00:08:05.000]  又滅了南角猶太
[00:08:05.000 --> 00:08:07.000]  所以將猶太部分的人
[00:08:07.000 --> 00:08:09.000]  就被擄到
[00:08:09.000 --> 00:08:11.000]  巴比倫
[00:08:11.000 --> 00:08:13.000]  當然被擄到巴比倫之後
[00:08:13.000 --> 00:08:15.000]  巴比倫後就又被
[00:08:15.000 --> 00:08:17.000]  一個叫馬代波斯
[00:08:17.000 --> 00:08:19.000]  嚴格來說是被波斯
[00:08:19.000 --> 00:08:21.000]  所滅
[00:08:21.000 --> 00:08:23.000]  為什麼我們在整個歷史那邊
[00:08:23.000 --> 00:08:25.000]  很多時候都說馬代波斯
[00:08:25.000 --> 00:08:27.000]  好像是孿生兄弟
[00:08:27.000 --> 00:08:29.000]  其實馬代的名字
[00:08:29.000 --> 00:08:31.000]  在創世紀已經出現了
[00:08:31.000 --> 00:08:33.000]  所以很明顯馬代這個國
[00:08:33.000 --> 00:08:35.000]  其實創世紀有一個兒子叫馬代
[00:08:35.000 --> 00:08:37.000]  一直寓言成為一個
[00:08:37.000 --> 00:08:39.000]  馬代的國家
[00:08:39.000 --> 00:08:41.000]  這個國家一直以來都是浮浮沉沉
[00:08:41.000 --> 00:08:43.000]  浮浮沉沉
[00:08:43.000 --> 00:08:45.000]  以致到去到波斯的時候
[00:08:45.000 --> 00:08:47.000]  波斯王就不知道為什麼
[00:08:47.000 --> 00:08:49.000]  特別體寵馬代
[00:08:49.000 --> 00:08:51.000]  於是其實一國兩制
[00:08:51.000 --> 00:08:53.000]  並不是今天香港獨有
[00:08:53.000 --> 00:08:55.000]  在2000年代已經一國兩制
[00:08:55.000 --> 00:08:57.000]  就是波斯王就給馬代
[00:08:57.000 --> 00:08:59.000]  他自己所管的地方
[00:08:59.000 --> 00:09:01.000]  給他們有絕對的主權
[00:09:01.000 --> 00:09:03.000]  所以一國兩制都是抄聖經
[00:09:03.000 --> 00:09:05.000]  一國兩制就是抄聖經
[00:09:05.000 --> 00:09:07.000]  那個時候已經有一個一國兩制
[00:09:07.000 --> 00:09:09.000]  所以馬代波斯
[00:09:09.000 --> 00:09:11.000]  可以稱之為一個同義詞
[00:09:11.000 --> 00:09:13.000]  但馬代波斯的出現有什麼特別呢
[00:09:13.000 --> 00:09:15.000]  在整個歷史那邊
[00:09:15.000 --> 00:09:17.000]  我們看到無形的手
[00:09:17.000 --> 00:09:19.000]  去到馬代波斯
[00:09:19.000 --> 00:09:21.000]  這個古列王就下令給猶太人
[00:09:21.000 --> 00:09:23.000]  回歸回到耶路撒冷
[00:09:23.000 --> 00:09:25.000]  不是所有猶太人
[00:09:25.000 --> 00:09:27.000]  避開巴比倫去到波斯
[00:09:27.000 --> 00:09:29.000]  但也不是所有猶太人
[00:09:29.000 --> 00:09:31.000]  回到耶路撒冷
[00:09:31.000 --> 00:09:33.000]  所以當時有議事帖
[00:09:33.000 --> 00:09:35.000]  他說我不會回去
[00:09:35.000 --> 00:09:37.000]  末底改他沒有回去
[00:09:37.000 --> 00:09:39.000]  他仍然留在波斯所管治的
[00:09:39.000 --> 00:09:41.000]  版圖下面
[00:09:41.000 --> 00:09:43.000]  沒有回到耶路撒冷
[00:09:43.000 --> 00:09:45.000]  所以很明顯很多人移民到別處
[00:09:45.000 --> 00:09:47.000]  不一定回來的
[00:09:47.000 --> 00:09:49.000]  不一定回歸的
[00:09:49.000 --> 00:09:51.000]  有些人會避山根
[00:09:51.000 --> 00:09:53.000]  不想回歸香港
[00:09:53.000 --> 00:09:55.000]  但有些人又會回歸香港
[00:09:55.000 --> 00:09:57.000]  所以很有趣的
[00:09:57.000 --> 00:09:59.000]  這個世界日光之下真的沒有新事
[00:09:59.000 --> 00:10:01.000]  但去到馬代波斯之後
[00:10:01.000 --> 00:10:03.000]  接著有希臘
[00:10:03.000 --> 00:10:05.000]  一會兒我會說
[00:10:05.000 --> 00:10:07.000]  很明顯每一個朝代都有無形之手在當中
[00:10:07.000 --> 00:10:09.000]  但一方面
[00:10:09.000 --> 00:10:11.000]  為什麼神對選民
[00:10:11.000 --> 00:10:13.000]  有這麼多的困難
[00:10:13.000 --> 00:10:15.000]  這麼多的苦難
[00:10:15.000 --> 00:10:17.000]  因為在整個神學那邊
[00:10:17.000 --> 00:10:19.000]  出現了一個名詞很重要
[00:10:19.000 --> 00:10:21.000]  這個名詞特別是描述猶太人
[00:10:21.000 --> 00:10:23.000]  就是散居在
[00:10:23.000 --> 00:10:25.000]  不同地方的猶太人
[00:10:25.000 --> 00:10:27.000]  有獨有的一個神學名詞
[00:10:27.000 --> 00:10:29.000]  英文就是
[00:10:29.000 --> 00:10:31.000]  Diaspora
[00:10:31.000 --> 00:10:33.000]  Diaspora的直譯就是散居
[00:10:33.000 --> 00:10:35.000]  Diaspora的直譯就是散居
[00:10:35.000 --> 00:10:37.000]  當我們說Diaspora的時候
[00:10:37.000 --> 00:10:39.000]  在整個神學的觀點那邊
[00:10:39.000 --> 00:10:41.000]  一定是指散居在
[00:10:41.000 --> 00:10:43.000]  世界各地的猶太人
[00:10:43.000 --> 00:10:45.000]  為什麼神要逼他們
[00:10:45.000 --> 00:10:47.000]  逼他們
[00:10:47.000 --> 00:10:49.000]  因為猶太人本身來說
[00:10:49.000 --> 00:10:51.000]  是很內在的
[00:10:51.000 --> 00:10:53.000]  他們結婚都要選自己人
[00:10:53.000 --> 00:10:55.000]  但是去到一個被逼的時候
[00:10:55.000 --> 00:10:57.000]  去到散居在全世界的時候
[00:10:57.000 --> 00:10:59.000]  他沒辦法去維持
[00:10:59.000 --> 00:11:01.000]  這麼內在
[00:11:01.000 --> 00:11:03.000]  所以萬國萬民都要
[00:11:03.000 --> 00:11:05.000]  因猶太人而得福
[00:11:05.000 --> 00:11:07.000]  這個是聖經那邊的一個應許
[00:11:07.000 --> 00:11:09.000]  而阿伯拉罕很明顯
[00:11:09.000 --> 00:11:11.000]  阿伯拉罕是第一個移民的人
[00:11:11.000 --> 00:11:13.000]  他是領受了上帝的呼召
[00:11:13.000 --> 00:11:15.000]  他選擇了他
[00:11:15.000 --> 00:11:17.000]  他說你要離開本家
[00:11:17.000 --> 00:11:19.000]  你要去到我要你去的地方
[00:11:19.000 --> 00:11:21.000]  你要去到我要你去的地方
[00:11:21.000 --> 00:11:23.000]  所以他是第一代的
[00:11:23.000 --> 00:11:25.000]  所謂Diaspora的人
[00:11:25.000 --> 00:11:27.000]  他去到上帝要他去的地方
[00:11:27.000 --> 00:11:29.000]  他是第一個族長
[00:11:29.000 --> 00:11:31.000]  去到神要他去的地方
[00:11:31.000 --> 00:11:33.000]  所以很明顯
[00:11:33.000 --> 00:11:35.000]  當去到波斯時代
[00:11:35.000 --> 00:11:37.000]  我們說一個姑女
[00:11:37.000 --> 00:11:39.000]  一個猶太人的姑女
[00:11:39.000 --> 00:11:41.000]  居然在波斯
[00:11:41.000 --> 00:11:43.000]  可以做皇后
[00:11:43.000 --> 00:11:45.000]  絕對不是天時地利
[00:11:45.000 --> 00:11:47.000]  人和
[00:11:47.000 --> 00:11:49.000]  一定有背後無形的手
[00:11:49.000 --> 00:11:51.000]  我們會更加詳細去看
[00:11:51.000 --> 00:11:53.000]  這個無形的手
[00:11:53.000 --> 00:11:55.000]  怎樣令到這個皇后
