
[00:00:00.000 --> 00:00:04.360]  母親節是很多人很重視
[00:00:04.360 --> 00:00:06.720]  很想去紀念的
[00:00:06.720 --> 00:00:10.000]  因為在人類的情感世界裏面
[00:00:10.000 --> 00:00:18.160]  媽媽總是給我們有很多情感上的滿足
[00:00:18.160 --> 00:00:20.280]  生活上的照顧
[00:00:20.280 --> 00:00:25.400]  我想是很難忘的
[00:00:25.400 --> 00:00:27.800]  今天我們要看的這段經文
[00:00:27.800 --> 00:00:33.640]  都是在說耶穌怎樣來滿足我們的需要
[00:00:33.640 --> 00:00:39.280]  選擇這段經文是有些原因和背景的
[00:00:39.280 --> 00:00:41.840]  一方面這段日子
[00:00:41.840 --> 00:00:45.440]  這兩個月我們有一個焦點主題
[00:00:45.440 --> 00:00:47.640]  就是在說神的憐憫
[00:00:47.640 --> 00:00:49.680]  憐憫分享齊心志
[00:00:49.680 --> 00:00:52.120]  第三個季度
[00:00:52.120 --> 00:00:53.840]  因為神的憐憫
[00:00:53.840 --> 00:00:57.240]  我們學習分享我們所有的東西
[00:00:57.240 --> 00:00:59.360]  在這個世界裏面
[00:00:59.360 --> 00:01:00.800]  不知道大家同不同意
[00:01:00.800 --> 00:01:02.280]  其實這個世界
[00:01:02.280 --> 00:01:06.920]  你越分享你是越富有的
[00:01:06.920 --> 00:01:12.600]  好像大家還沒想得很清楚
[00:01:12.600 --> 00:01:15.840]  所以有很多人喜歡聽我讀凡的
[00:01:15.840 --> 00:01:17.800]  這樣真的好
[00:01:17.800 --> 00:01:20.240]  你真的會越來越富有
[00:01:20.240 --> 00:01:26.480]  這段經文說耶穌去行神蹟
[00:01:26.480 --> 00:01:27.560]  因此很多人
[00:01:27.560 --> 00:01:30.880]  無論是盲的、啞的、低的
[00:01:30.880 --> 00:01:32.720]  或者是慢大麻瘋的
[00:01:32.720 --> 00:01:36.640]  往往都會形容耶穌動了慈心
[00:01:36.640 --> 00:01:38.240]  就是祂動了慈心
[00:01:38.240 --> 00:01:41.200]  或者祂憐憫祂見到的人
[00:01:41.200 --> 00:01:44.360]  於是祂用一個不同的方法
[00:01:44.360 --> 00:01:47.040]  就將那個人治好
[00:01:47.040 --> 00:01:49.880]  神蹟常常都是伴隨著
[00:01:49.880 --> 00:01:53.880]  耶穌的慈心或者憐憫而發生的
[00:01:53.880 --> 00:01:54.960]  我數過
[00:01:54.960 --> 00:01:57.920]  在石方裏面起碼有八次的記錄
[00:01:57.920 --> 00:01:59.440]  跟醫治有關的
[00:01:59.440 --> 00:02:00.520]  神蹟的醫治有關的
[00:02:00.520 --> 00:02:03.320]  都是說耶穌憐憫或者是慈心
[00:02:03.320 --> 00:02:05.680]  這個形容是連在一起的
[00:02:05.680 --> 00:02:08.240]  慈心和憐憫在原文是同一個字
[00:02:08.240 --> 00:02:10.000]  就是說裏面的肺腑
[00:02:10.000 --> 00:02:11.720]  那種的movement 活動
[00:02:11.720 --> 00:02:13.040]  肺腑的活動
[00:02:13.040 --> 00:02:17.400]  這樣形容耶穌那份心償
[00:02:17.400 --> 00:02:22.000]  如果我們說憐憫分享齊心志
[00:02:22.000 --> 00:02:23.800]  憐憫要分享
[00:02:23.800 --> 00:02:27.560]  我想耶穌的憐憫我們絕無懷疑
[00:02:27.560 --> 00:02:29.000]  我想人裏面
[00:02:29.000 --> 00:02:30.680]  我和你之間
[00:02:30.680 --> 00:02:31.960]  都總會有些東西
[00:02:31.960 --> 00:02:35.000]  會觸動我們的憐憫之情
[00:02:35.000 --> 00:02:37.320]  中國人說七隱之心人皆有之
[00:02:37.320 --> 00:02:40.720]  這個好像一般普世的現象
[00:02:40.720 --> 00:02:41.520]  特別是耶穌的人
[00:02:41.520 --> 00:02:44.720]  我相信你會在某些處境
[00:02:44.720 --> 00:02:46.160]  某些的人物
[00:02:46.160 --> 00:02:47.800]  某些事件裏面
[00:02:47.800 --> 00:02:51.120]  你會觸動你那種憐憫的心
[00:02:51.120 --> 00:02:52.920]  有些人見到老人家
[00:02:52.920 --> 00:02:54.760]  裏面就會覺得
[00:02:54.760 --> 00:02:59.600]  很想和他們在一起
[00:02:59.600 --> 00:03:01.600]  罌粟就跌了一個
[00:03:01.600 --> 00:03:04.480]  他是一個很典型的例子
[00:03:04.480 --> 00:03:06.040]  有些人很喜歡細蚊仔
[00:03:06.040 --> 00:03:06.720]  見到他們
[00:03:06.720 --> 00:03:07.640]  無論是有趣的
[00:03:07.640 --> 00:03:08.800]  無論是不有趣的
[00:03:08.800 --> 00:03:11.240]  他都覺得裏面有一種很大的喜悅
[00:03:11.240 --> 00:03:12.800]  很想和他分享
[00:03:12.800 --> 00:03:13.680]  說話
[00:03:13.680 --> 00:03:14.560]  送禮物給他
[00:03:14.560 --> 00:03:15.240]  擁抱他
[00:03:15.240 --> 00:03:16.720]  抱他
[00:03:16.720 --> 00:03:19.840]  有些人是對弱勢社群
[00:03:19.840 --> 00:03:23.040]  特別有憐憫的心境
[00:03:23.040 --> 00:03:25.760]  我想可能你也有
[00:03:25.760 --> 00:03:26.800]  有些人多些
[00:03:26.800 --> 00:03:28.480]  或者有些人呈現得明顯些
[00:03:28.480 --> 00:03:29.720]  有些人少些
[00:03:29.720 --> 00:03:30.640]  或者不太是
[00:03:30.640 --> 00:03:31.840]  或者隱藏些
[00:03:31.840 --> 00:03:32.440]  無論如何
[00:03:32.440 --> 00:03:34.600]  我相信每一個信耶穌的人
[00:03:34.600 --> 00:03:36.840]  我們心目裏面總是或多或少
[00:03:36.840 --> 00:03:38.960]  都有一種憐憫之情
[00:03:38.960 --> 00:03:42.200]  特別如果我們經歷過神對我們的連述
[00:03:42.200 --> 00:03:43.720]  知道神請教我們
[00:03:43.720 --> 00:03:44.880]  我們蒙恩典
[00:03:44.880 --> 00:03:46.560]  我們得到這個救贖
[00:03:46.560 --> 00:03:49.120]  我們裏面總是會有一種憐憫
[00:03:49.120 --> 00:03:50.760]  有時你聽一些人分享見證
[00:03:50.760 --> 00:03:52.320]  有時你看一些報道
[00:03:52.320 --> 00:03:53.200]  看新聞
[00:03:53.200 --> 00:03:54.400]  或者你聽一些人說
[00:03:54.400 --> 00:03:56.000]  一眼見到一些情況
[00:03:56.000 --> 00:03:59.360]  可能都會觸發你那種憐憫的心懷
[00:03:59.360 --> 00:04:01.800]  如果耶穌的慈心和憐憫
[00:04:01.800 --> 00:04:05.520]  會導致祂行出神蹟
[00:04:05.520 --> 00:04:07.080]  我們
[00:04:07.080 --> 00:04:08.040]  屬耶穌的人
[00:04:08.040 --> 00:04:09.800]  如果我們有憐憫
[00:04:09.800 --> 00:04:11.640]  有慈心
[00:04:11.640 --> 00:04:13.120]  你猜會怎樣呢?
[00:04:13.120 --> 00:04:17.560]  會不會都能夠產生神蹟呢?
[00:04:17.560 --> 00:04:20.400]  這個是一個問題我裏面最近經常想
[00:04:20.400 --> 00:04:22.080]  第二就是
[00:04:22.080 --> 00:04:23.840]  我總是覺得我自己個人
[00:04:23.840 --> 00:04:27.280]  那份憐憫的心不是很豐富的
[00:04:27.280 --> 00:04:29.320]  我比較常理智一點
[00:04:29.320 --> 00:04:30.280]  所以就是說
[00:04:30.280 --> 00:04:32.200]  有些人覺得很感動的地方
[00:04:32.200 --> 00:04:34.640]  我會覺得都不是很感動
[00:04:34.640 --> 00:04:36.840]  有些人覺得那裏很感動
[00:04:36.840 --> 00:04:38.560]  我覺得不是嗎?
[00:04:38.560 --> 00:04:40.600]  那當然是有主觀的東西
[00:04:40.600 --> 00:04:42.040]  可能我被那些東西觸發
[00:04:42.040 --> 00:04:43.360]  他覺得不觸發
[00:04:43.360 --> 00:04:44.840]  那不要緊的
[00:04:44.840 --> 00:04:45.960]  我就想到一樣東西
[00:04:45.960 --> 00:04:50.240]  如果憐憫和慈心是一個重要的質素
[00:04:50.240 --> 00:04:54.160]  特別對於我們華想復仕的耶穌的人
[00:04:54.160 --> 00:04:57.640]  怎樣將這種憐憫或者是慈心
[00:04:57.640 --> 00:04:59.440]  將祂驅使
[00:04:59.440 --> 00:05:04.360]  或者將祂呈現出來
[00:05:04.360 --> 00:05:06.040]  以致能夠帶出一些果效
[00:05:06.040 --> 00:05:07.720]  是神喜悅的呢?
[00:05:07.720 --> 00:05:10.160]  不只是藏在心裏面的
[00:05:10.160 --> 00:05:11.600]  能夠將祂呈現出來
[00:05:11.600 --> 00:05:14.160]  這個是我最近想得多一點的
[00:05:14.160 --> 00:05:15.880]  今天我們看這篇經文
[00:05:15.880 --> 00:05:18.480]  看一篇我們都很熟悉的事件
[00:05:18.480 --> 00:05:21.960]  發覺這篇經文原來是同樣因為
[00:05:21.960 --> 00:05:26.480]  耶穌憐憫這個形容之下產生的
[00:05:26.480 --> 00:05:28.480]  我想透過這篇經文
[00:05:28.480 --> 00:05:32.000]  我們看看由憐憫去到神蹟的發生
[00:05:32.000 --> 00:05:34.520]  中間有三個過程
[00:05:34.520 --> 00:05:37.320]  這個神蹟很熟悉的
[00:05:37.320 --> 00:05:38.640]  吳炳議員
[00:05:38.640 --> 00:05:41.600]  我想全世界沒有哪個人
[00:05:41.600 --> 00:05:42.640]  不要說全世界
[00:05:42.640 --> 00:05:43.920]  我看這裏吧
[00:05:43.920 --> 00:05:45.680]  沒有哪個人沒聽過
[00:05:45.680 --> 00:05:48.960]  奇怪的是我翻看我的廣商記錄
[00:05:48.960 --> 00:05:50.240]  這二十多年的廣告
[00:05:50.240 --> 00:05:52.520]  都沒有試過說吳炳議員
[00:05:52.520 --> 00:05:53.920]  我覺得第一次而已
[00:05:53.920 --> 00:05:54.920]  真是的
[00:05:54.920 --> 00:05:56.320]  應該是
[00:05:56.320 --> 00:05:57.680]  正式地說
[00:05:57.680 --> 00:05:59.080]  也挺特別的
[00:05:59.080 --> 00:06:00.920]  頂得留到這麼後
[00:06:00.920 --> 00:06:01.720]  不要緊
[00:06:01.720 --> 00:06:02.520]  怎樣也好
[00:06:02.520 --> 00:06:03.840]  這次編排了這個
[00:06:03.840 --> 00:06:06.160]  我們就看看吧
