
[00:00:00.000 --> 00:00:04.800]  大約2019年我們教會有一個新的主題
[00:00:04.800 --> 00:00:09.680]  主題叫做「使命之神,使命之民」
[00:00:09.680 --> 00:00:10.880]  我們在這裏問
[00:00:10.880 --> 00:00:16.400]  究竟怎樣纔可以使一間歷史悠久的教會
[00:00:16.400 --> 00:00:20.920]  成爲一個以使命主導的羣體
[00:00:20.920 --> 00:00:22.880]  有人說很簡單
[00:00:22.880 --> 00:00:27.040]  只要做多一點使命的活動就可以了
[00:00:27.040 --> 00:00:31.240]  於是有人會說,其實你們教會也做了不少事情
[00:00:31.240 --> 00:00:33.160]  你們有雙福的午餐會
[00:00:33.160 --> 00:00:35.960]  又做短孫,又有Alpha Course
[00:00:35.960 --> 00:00:37.600]  又有五間樂序
[00:00:37.600 --> 00:00:40.360]  又有銅鑼灣的水深火熱等等
[00:00:40.360 --> 00:00:43.760]  只要將它們打碼上乘二
[00:00:43.760 --> 00:00:48.040]  自自然然你的教會就成爲一個使命的教會
[00:00:48.040 --> 00:00:50.480]  這是其中一個想法
[00:00:50.480 --> 00:00:52.480]  但也有人會說
[00:00:52.480 --> 00:00:56.320]  要建立一個真正的使命的羣體
[00:00:56.320 --> 00:01:02.040]  一定需要重點培育一個使命的人生
[00:01:02.040 --> 00:01:04.960]  我們不是做多一點活動
[00:01:04.960 --> 00:01:07.160]  而是每一個坐在這裏的人
[00:01:07.160 --> 00:01:10.960]  都要成爲一個帶着使命的人
[00:01:10.960 --> 00:01:14.840]  成爲一個使命的人生
[00:01:14.840 --> 00:01:16.600]  如果你要去選擇
[00:01:16.600 --> 00:01:19.000]  讓我們教會成爲一個使命的羣體
[00:01:19.000 --> 00:01:22.360]  你會選A,做多一點使命的活動
[00:01:22.360 --> 00:01:28.440]  還是B,去重點培訓使命的人生呢?
[00:01:28.440 --> 00:01:33.320]  很感謝上帝給我們主任牧師王牧師聰明智慧
[00:01:33.320 --> 00:01:35.240]  他選擇了B
[00:01:35.240 --> 00:01:39.800]  他知道真正要我們教會成爲一個使命的羣體
[00:01:39.800 --> 00:01:44.040]  必須要栽培我們每一個人有使命的人生
[00:01:44.040 --> 00:01:45.920]  爲什麼可以這麼說?
[00:01:45.920 --> 00:01:48.120]  因爲王牧師在《新言》裏面
[00:01:48.120 --> 00:01:51.400]  第一篇選給我們的經文
[00:01:51.400 --> 00:01:53.840]  不是講某些活動
[00:01:53.840 --> 00:01:56.200]  而是講一個很重要的人物
[00:01:56.200 --> 00:01:58.800]  講和你講使命人生
[00:01:58.800 --> 00:02:05.360]  今天的經文是《士徒行傳》第九章一至十九節
[00:02:05.360 --> 00:02:10.120]  我們在讀的是關於掃羅或者是保羅的故事
[00:02:10.120 --> 00:02:12.600]  掃羅是他的猶太人的名字
[00:02:12.600 --> 00:02:14.320]  而保羅是他羅馬人的名字
[00:02:14.320 --> 00:02:15.320]  都是同一個人
[00:02:15.320 --> 00:02:19.200]  我們在講掃羅保羅的迴轉
[00:02:19.200 --> 00:02:26.160]  王牧師的題目叫做《從偏行幾路到謙卑的迴轉》
[00:02:26.160 --> 00:02:30.840]  而我選擇了一個更具戲劇性的題目
[00:02:30.840 --> 00:02:35.800]  叫做《變種特工之狼人外轉》
[00:02:35.800 --> 00:02:37.200]  如果你喜歡看電影
[00:02:37.200 --> 00:02:39.280]  你應該知道我在想什麼
[00:02:39.280 --> 00:02:46.120]  我在想在2000年開始的一系列的超級英雄電影《X-Men》
[00:02:46.120 --> 00:02:50.040]  故事的主幹是講一羣有超能力的變種人
[00:02:50.040 --> 00:02:52.000]  他們如何去拯救地球
[00:02:52.000 --> 00:02:56.360]  而在故事當中有一個人叫做狼人
[00:02:56.360 --> 00:02:58.080]  狼人這個角色很特別
[00:02:58.080 --> 00:03:00.960]  他不是第一個變種人
[00:03:00.960 --> 00:03:02.960]  他不是第一個X-Men
[00:03:02.960 --> 00:03:06.640]  但是他是一個非常關鍵的人物
[00:03:06.640 --> 00:03:08.320]  狼人的出現
[00:03:08.320 --> 00:03:11.960]  團結了一羣新舊的變種人
[00:03:11.960 --> 00:03:17.160]  帶領統領X-Men變種人去保衛這個地球
[00:03:17.160 --> 00:03:19.400]  去拯救這個世界
[00:03:19.400 --> 00:03:22.720]  同樣當你去打開看《笑行傳》裏面
[00:03:22.720 --> 00:03:26.480]  你會發現掃羅不是第一個基督徒
[00:03:26.480 --> 00:03:30.040]  在掃羅之前已經有一羣其他的基督徒
[00:03:30.040 --> 00:03:31.640]  然而掃羅的出現
[00:03:31.640 --> 00:03:33.400]  掃羅的迴轉
[00:03:33.400 --> 00:03:34.600]  掃羅的加入
[00:03:34.600 --> 00:03:39.920]  大大推動了初期教會的福音使命
[00:03:39.920 --> 00:03:42.680]  今天我們要看的是掃羅的迴轉
[00:03:42.680 --> 00:03:46.000]  掃羅迴轉的故事
[00:03:46.000 --> 00:03:47.920]  我們要問這個人
[00:03:47.920 --> 00:03:48.840]  這個掃羅
[00:03:48.840 --> 00:03:51.640]  這個統領初期教會的掃羅
[00:03:51.640 --> 00:03:55.920]  是怎樣從一個兇悍的狼人
[00:03:55.920 --> 00:04:00.320]  變成爲一個天國的特工
[00:04:00.320 --> 00:04:02.680]  在大家一起思想保羅的時候
[00:04:02.680 --> 00:04:05.640]  對於很多基督徒都很容易犯一個錯誤
[00:04:05.640 --> 00:04:08.840]  錯誤就是覺得保羅和我們很遠
[00:04:08.840 --> 00:04:10.920]  覺得保羅是那個超級英雄
[00:04:10.920 --> 00:04:12.200]  他是那個超級英雄
[00:04:12.200 --> 00:04:17.200]  而我和你就是平平無奇的平民百姓
[00:04:17.200 --> 00:04:18.920]  保羅的工作是拯救世界
[00:04:18.920 --> 00:04:21.720]  你和我的工作是被他救
[00:04:21.720 --> 00:04:26.080]  如果你這樣想你就錯了
[00:04:26.080 --> 00:04:27.600]  我們很少去想
[00:04:27.600 --> 00:04:31.680]  其實我們和保羅是有血緣的關係
[00:04:31.680 --> 00:04:34.200]  因爲主耶穌基督的緣故
[00:04:34.200 --> 00:04:39.840]  其實我們和保羅是同一班人同一個樣子的
[00:04:39.840 --> 00:04:41.680]  我想你都記得
[00:04:41.680 --> 00:04:47.320]  我上個禮拜和你們講這個俄羅斯娃娃的故事
[00:04:47.320 --> 00:04:50.440]  我很喜歡這個俄羅斯娃娃的比喻
[00:04:50.440 --> 00:04:52.440]  你當最大的那個是耶穌基督
[00:04:52.440 --> 00:04:54.640]  當你打開新約聖經的時候
[00:04:54.640 --> 00:04:57.360]  每一本書都是在講什麼是基督徒
[00:04:57.360 --> 00:04:58.480]  誰是基督徒
[00:04:58.480 --> 00:04:59.720]  在基督裏
[00:04:59.720 --> 00:05:00.800]  In Christ Jesus
[00:05:00.800 --> 00:05:04.520]  在基督裏的就是叫基督徒
[00:05:04.520 --> 00:05:06.120]  你可不可以當我們
[00:05:06.120 --> 00:05:08.440]  我不知道你覺得你自己有多大多小
[00:05:08.440 --> 00:05:08.960]  不要緊
[00:05:08.960 --> 00:05:10.360]  但是重要的是
[00:05:10.360 --> 00:05:13.600]  其實你和耶穌基督是差不多的
[00:05:13.600 --> 00:05:14.640]  如果你和他不一樣
[00:05:14.640 --> 00:05:16.640]  那你根本就不是基督徒
[00:05:16.640 --> 00:05:19.720]  我們可以很微小
[00:05:19.720 --> 00:05:22.120]  但是其實我們和他
[00:05:22.120 --> 00:05:24.280]  是在分享同一樣的DNA
[00:05:24.280 --> 00:05:28.480]  有耶穌基督的血在我們生命裏面所留
[00:05:28.480 --> 00:05:33.200]  耶穌基督是天國裏面的頭生的兒子
[00:05:33.200 --> 00:05:35.520]  正所謂有其兄必有其弟
[00:05:35.520 --> 00:05:37.360]  如果主耶穌基督真是我們
[00:05:37.360 --> 00:05:39.240]  屬靈上的哥哥的話
[00:05:39.240 --> 00:05:41.080]  那應該我們和他差不多的樣子
[00:05:41.080 --> 00:05:42.760]  而保羅也是
[00:05:42.760 --> 00:05:46.720]  保羅也是我們屬靈裏面的兄弟
[00:05:46.720 --> 00:05:49.560]  可能保羅比我們大很多
[00:05:49.560 --> 00:05:50.920]  我們可能很微小
[00:05:50.920 --> 00:05:55.240]  但是我們和他是很相似
[00:05:55.240 --> 00:05:57.800]  甚至保羅自己都呼召我們
[00:05:57.800 --> 00:05:58.800]  叫我們效法他
[00:05:58.800 --> 00:06:00.120]  好像他效法耶穌一樣
[00:06:00.120 --> 00:06:02.200]  就是說你和我
[00:06:02.200 --> 00:06:04.120]  希望有時間
[00:06:04.120 --> 00:06:05.960]  當我們成長的過程裏面
[00:06:05.960 --> 00:06:07.720]  我們會越來越
[00:06:07.720 --> 00:06:09.720]  好像耶穌基督這樣的新娘
[00:06:09.720 --> 00:06:13.080]  好像保羅這樣的新娘
[00:06:13.080 --> 00:06:14.320]  這是我們的祈禱
[00:06:14.320 --> 00:06:17.240]  是我們的盼望
[00:06:17.240 --> 00:06:18.200]  因爲時間關係
[00:06:18.200 --> 00:06:21.360]  我今天只可以和你一起看三個片段
[00:06:21.360 --> 00:06:25.360]  三個狼人迴轉的片段
[00:06:25.360 --> 00:06:26.800]  我再次強調一件事
[00:06:26.800 --> 00:06:29.760]  這三個片段不是單單是講保羅
[00:06:29.760 --> 00:06:33.200]  這三個片段應該是講你和我
[00:06:33.200 --> 00:06:35.200]  生命改造的片段
[00:06:35.200 --> 00:06:38.120]  因爲我們和他是同一個家族
[00:06:38.120 --> 00:06:40.560]  我們和他是流着同一樣
[00:06:40.560 --> 00:06:42.240]  耶穌基督的補血
[00:06:42.240 --> 00:06:43.640]  這三個片段是什麼呢
[00:06:43.640 --> 00:06:45.240]  第一
[00:06:45.240 --> 00:06:47.120]  致依掃羅
[00:06:47.120 --> 00:06:49.040]  撲倒在地
[00:06:49.040 --> 00:06:51.360]  主你是誰
[00:06:51.360 --> 00:06:54.640]  第一個片段是講掃羅是一個怎樣的人
[00:06:54.640 --> 00:06:56.000]  他是一個致意的人
[00:06:56.000 --> 00:06:59.880]  而上帝使這個致意的掃羅
[00:06:59.880 --> 00:07:02.840]  謙卑地撲倒在地上
[00:07:02.840 --> 00:07:04.960]  最後掃羅沒辦法
[00:07:04.960 --> 00:07:06.760]  只可以呼喊一件事
[00:07:06.760 --> 00:07:08.560]  他說主啊
[00:07:08.560 --> 00:07:09.520]  你是誰
[00:07:09.520 --> 00:07:10.600]  這是第一個圖畫
[00:07:10.600 --> 00:07:13.680]  第二個片段是黑眼掃羅
[00:07:13.680 --> 00:07:15.440]  天光照射
[00:07:15.440 --> 00:07:17.040]  輪片掉下
[00:07:17.040 --> 00:07:18.000]  在第二個圖畫
[00:07:18.000 --> 00:07:18.920]  第二個片段裏面
[00:07:18.920 --> 00:07:22.400]  我們看到掃羅是一個黑眼的
[00:07:22.400 --> 00:07:24.080]  一個屬靈核子
[00:07:24.080 --> 00:07:27.360]  而上帝用他的天光照射着他
[00:07:27.360 --> 00:07:29.840]  最後使他輪片掉下
[00:07:29.840 --> 00:07:33.680]  終於可以看見第二個片段
[00:07:33.680 --> 00:07:35.560]  第三個片段
[00:07:35.560 --> 00:07:37.840]  硬頸的掃羅
[00:07:37.840 --> 00:07:40.480]  心受割離
[00:07:40.480 --> 00:07:42.800]  性靈施洗
[00:07:42.800 --> 00:07:45.120]  上帝利用主耶穌基督的福音
[00:07:45.120 --> 00:07:47.160]  使這個硬頸的撲羅
[00:07:47.160 --> 00:07:49.440]  心裏面受了他的割離
[00:07:49.440 --> 00:07:54.480]  最後他可以接受性靈的施洗
[00:07:54.480 --> 00:07:55.880]  如果你心水清的話
[00:07:55.880 --> 00:07:56.800]  你應該看到
[00:07:56.800 --> 00:08:01.000]  其實我這個大綱的時候
[00:08:01.000 --> 00:08:05.880]  是有一個紅燈、黃燈、綠燈的進程
[00:08:05.880 --> 00:08:07.760]  我們開始第一行
[00:08:07.760 --> 00:08:10.440]  看到撲羅或者掃羅
[00:08:10.440 --> 00:08:12.400]  他是一個死在黑暗中
[00:08:12.400 --> 00:08:15.720]  他是行走一個完全錯誤方向的人
[00:08:15.720 --> 00:08:18.920]  他在紅色的區域裏面
[00:08:18.920 --> 00:08:20.600]  接着在黃色的區域裏面
[00:08:20.600 --> 00:08:22.200]  上帝開始出手
[00:08:22.200 --> 00:08:26.160]  上帝出手截停掃羅的自殘
[00:08:26.160 --> 00:08:29.200]  掃羅在做一件事是在殘害他自己
[00:08:29.200 --> 00:08:29.880]  他不知道
[00:08:29.880 --> 00:08:32.680]  於是上帝出手要拯救他
[00:08:32.680 --> 00:08:33.960]  停止他的自殘
[00:08:33.960 --> 00:08:35.320]  讓他撲倒在地上
[00:08:35.320 --> 00:08:37.160]  讓天光照着他
[00:08:37.160 --> 00:08:40.360]  讓他的心可以接受上帝的割離
[00:08:40.360 --> 00:08:43.480]  以至他去到最後綠色的階段
[00:08:43.480 --> 00:08:46.200]  掃羅展開一個人生的一個新的因應
[00:08:46.200 --> 00:08:50.320]  他成爲一個使命的人生的開始
[00:08:50.320 --> 00:08:54.480]  所以由他叛逆到上帝出手
[00:08:54.480 --> 00:08:59.680]  到最後他成爲一個帶着使命的天國特工
[00:08:59.680 --> 00:09:02.000]  這是我們今天要看的故事
[00:09:02.000 --> 00:09:06.840]  我想和你一起開始看第一個片段
[00:09:06.840 --> 00:09:09.080]  《少行傳》第九章第一節這麼說
[00:09:09.080 --> 00:09:13.280]  掃羅不斷用威嚇、兇悍的口氣
[00:09:13.280 --> 00:09:15.800]  向主的門徒說話
[00:09:15.800 --> 00:09:18.240]  這是我們和修版的翻譯
[00:09:18.240 --> 00:09:21.680]  如果你去看和合本或者去看英文的時候
[00:09:21.680 --> 00:09:24.400]  他就不是兇悍的說話
[00:09:24.400 --> 00:09:27.600]  他說掃羅迎向主的門徒
[00:09:27.600 --> 00:09:30.320]  威嚇、兇殺的說話
[00:09:30.320 --> 00:09:32.200]  murder
[00:09:32.200 --> 00:09:36.200]  掃羅不是在做一些口頭上的恐嚇
[00:09:36.200 --> 00:09:40.480]  掃羅是直接想殺光所有的基督徒
[00:09:40.480 --> 00:09:43.480]  掃羅的目標不是嚇你
[00:09:43.480 --> 00:09:46.600]  掃羅的目標是要殺光你
[00:09:46.600 --> 00:09:54.880]  他的願望是要將地上所有的基督徒都除滅
[00:09:54.880 --> 00:10:01.880]  究竟掃羅和這些基督徒有什麼深仇大恨呢?
[00:10:01.880 --> 00:10:04.920]  究竟基督徒向掃羅做了什麼
[00:10:04.920 --> 00:10:10.000]  以致掃羅要殺死所有的基督徒呢?
[00:10:10.000 --> 00:10:15.080]  是不是基督徒真的殺了他的父母妻兒呢?
[00:10:15.080 --> 00:10:16.920]  好像不是
[00:10:16.920 --> 00:10:22.560]  爲什麼掃羅會這麼生氣呢?
[00:10:22.560 --> 00:10:26.960]  我想帶你去看在聖經裏面掃羅第一次的出現
[00:10:26.960 --> 00:10:29.880]  《少行傳》第七章
[00:10:29.880 --> 00:10:34.880]  《少行傳》第七章講到使提反殉道的故事
[00:10:34.880 --> 00:10:40.480]  最後那幾節這麼說:衆人聽見這些話使提反的見證
[00:10:40.480 --> 00:10:42.440]  極其惱怒
[00:10:42.440 --> 00:10:46.960]  把他推倒在城外用石頭打死他
[00:10:46.960 --> 00:10:51.480]  作見證的人把衣裳放在掃羅腳前
[00:10:51.480 --> 00:10:55.480]  掃羅也贊同處死
[00:10:55.480 --> 00:10:59.480]  這是整本聖經裏面掃羅第一次的出現
[00:10:59.480 --> 00:11:02.880]  這裏說掃羅沒有出手去打死使提反
[00:11:02.880 --> 00:11:07.800]  他只是在旁邊贊同處死
[00:11:07.800 --> 00:11:09.640]  他沒有機會去扔石頭
[00:11:09.640 --> 00:11:13.000]  可能是因爲他不夠班
[00:11:13.000 --> 00:11:15.920]  因爲你大概要從最年長的人開始
[00:11:15.920 --> 00:11:19.320]  而我們知道掃羅當時應該是挺年輕的
[00:11:19.320 --> 00:11:21.200]  可能三十出頭
[00:11:21.200 --> 00:11:26.000]  所以他沒有這樣的pay grade可以扔石
[00:11:26.000 --> 00:11:31.360]  但是他在旁邊做了一個令人毛骨悚然的動作
[00:11:31.360 --> 00:11:34.760]  他見着這個無辜的使提反被打死
