
[00:00:00.000 --> 00:00:01.280]  我和師母沒有合作過
[00:00:01.280 --> 00:00:03.840]  不過她剛剛令那首歌是天上的榮耀
[00:00:03.840 --> 00:00:06.160]  充滿我們的心
[00:00:06.160 --> 00:00:08.920]  今天我要講的題目就是
[00:00:08.920 --> 00:00:12.040]  仰望永遠的榮耀
[00:00:12.040 --> 00:00:14.720]  我們每一個基督徒都有這個福氣
[00:00:14.720 --> 00:00:17.360]  就是我們有天上的榮耀
[00:00:17.360 --> 00:00:20.200]  來引領我們的人生
[00:00:20.200 --> 00:00:23.920]  因為我們有一個最終的目的地
[00:00:23.920 --> 00:00:26.760]  昨天是陳炳長老的安息禮拜
[00:00:26.760 --> 00:00:30.720]  大家都有一些頂尖會來參加
[00:00:30.720 --> 00:00:34.120]  我們體會到人生來到終結的時候
[00:00:34.120 --> 00:00:37.760]  真是最重要的就是有天上的榮耀和賞賜
[00:00:37.760 --> 00:00:40.400]  如果我們今天不把握好好的機會
[00:00:40.400 --> 00:00:44.840]  我們就真是損失了神給我們的人生
[00:00:44.840 --> 00:00:47.080]  我們應該有的盼望
[00:00:47.080 --> 00:00:48.000]  我們感謝神
[00:00:48.000 --> 00:00:50.360]  我們來到彼得前書
[00:00:50.360 --> 00:00:52.280]  今天是最後一段
[00:00:52.280 --> 00:00:53.920]  第五章七至十四節
[00:00:53.920 --> 00:00:57.960]  是整本彼得前書的終結
[00:00:57.960 --> 00:01:00.440]  彼得一路都是這樣
[00:01:00.440 --> 00:01:04.760]  將我們的目光注視在永遠的榮耀那裏
[00:01:04.760 --> 00:01:07.080]  但同時間他又告訴我們
[00:01:07.080 --> 00:01:09.960]  現在我們等候永遠的榮耀之前
[00:01:09.960 --> 00:01:12.640]  最重要就是堅持到底
[00:01:12.640 --> 00:01:14.920]  不要功虧一簣
[00:01:14.920 --> 00:01:18.800]  我們知道很多事都是這樣
[00:01:18.800 --> 00:01:21.000]  不要最後功虧一簣
[00:01:21.000 --> 00:01:23.000]  因為一生的努力
[00:01:23.000 --> 00:01:27.440]  我們不想去到最後的時候卻是失落
[00:01:27.440 --> 00:01:29.240]  所以彼得去到最後的時候
[00:01:29.240 --> 00:01:32.600]  這段經文裏面再一次提醒我們
[00:01:32.600 --> 00:01:37.400]  我們要繼續守住我們要守的崗位
[00:01:37.400 --> 00:01:40.040]  和繼續守住我們的信心
[00:01:40.040 --> 00:01:41.200]  仰望各位
[00:01:41.200 --> 00:01:42.320]  叫我們信心
[00:01:42.320 --> 00:01:45.080]  創始成終的主
[00:01:45.080 --> 00:01:48.920]  所以我們上一季的天怒客之歌
[00:01:48.920 --> 00:01:53.680]  大家記得一路走天路的時候
[00:01:53.680 --> 00:01:56.400]  有兩個很明顯的標記
[00:01:56.400 --> 00:01:59.920]  第一個就是以前那個叫張望成
[00:01:59.920 --> 00:02:02.120]  脫離了張望成
[00:02:02.120 --> 00:02:04.520]  另外一個標記就是前面的目的地
[00:02:04.520 --> 00:02:06.640]  就是榮耀的天城
[00:02:06.640 --> 00:02:08.760]  那個就是目的地
[00:02:08.760 --> 00:02:10.960]  所以中間走天路
[00:02:10.960 --> 00:02:13.640]  其實不是亂走
[00:02:13.640 --> 00:02:15.520]  也不是無目的地走
[00:02:15.520 --> 00:02:20.040]  但是有一個最終的標竿就是永遠的榮耀
[00:02:20.040 --> 00:02:24.160]  彼得再一次提醒我們要向著永遠的榮耀
[00:02:24.160 --> 00:02:26.440]  仰望這個永遠的榮耀
[00:02:26.440 --> 00:02:28.680]  究竟在仰望永遠的榮耀
[00:02:28.680 --> 00:02:31.640]  到這段經文裏面提醒我們
[00:02:31.640 --> 00:02:35.560]  今天如何來到地上
[00:02:35.560 --> 00:02:36.800]  未去到天上
[00:02:36.800 --> 00:02:39.480]  但是我們有屬天探望的一群人
[00:02:39.480 --> 00:02:46.920]  如何得到主的幫助和提醒呢?
[00:02:46.920 --> 00:02:48.840]  我們來看看這段經文
[00:02:48.840 --> 00:02:51.760]  五章七至十四節
[00:02:51.760 --> 00:02:53.520]  最後一節
[00:02:53.520 --> 00:02:55.280]  我們同聲一起讀出來
[00:02:55.280 --> 00:02:57.720]  請大家一起讀
[00:02:57.720 --> 00:03:01.920]  你們要將一切的憂慮卸給上帝
[00:03:01.920 --> 00:03:04.480]  因為祂顧念你們
[00:03:04.480 --> 00:03:06.880]  務要謹守警醒
[00:03:06.880 --> 00:03:13.400]  因為你們的仇敵魔鬼如同嚎叫的獅子遍地遊行
[00:03:13.400 --> 00:03:16.120]  尋找可吞嚇的人
[00:03:16.120 --> 00:03:19.680]  你們要用堅固的信心抵抗他
[00:03:19.680 --> 00:03:23.720]  因為知道你們在世上的眾弟兄
[00:03:23.720 --> 00:03:27.400]  也是經歷這樣的苦難
[00:03:27.400 --> 00:03:28.480]  第十節
[00:03:28.480 --> 00:03:31.680]  那似諸般恩典的上帝
[00:03:31.680 --> 00:03:33.960]  曾在基督裡照你們
[00:03:33.960 --> 00:03:36.760]  得享祂永遠的榮耀
[00:03:36.760 --> 00:03:39.600]  等你們暫受苦難之後
[00:03:39.600 --> 00:03:42.400]  必要親自承傳你們
[00:03:42.400 --> 00:03:43.880]  堅固你們
[00:03:43.880 --> 00:03:46.400]  賜力量給你們
[00:03:46.400 --> 00:03:48.360]  願權能歸給祂
[00:03:48.360 --> 00:03:50.600]  直到永遠
[00:03:50.600 --> 00:03:51.800]  阿們
[00:03:51.800 --> 00:03:53.880]  我略略地寫了這信
[00:03:53.880 --> 00:03:58.360]  託我所看為忠心的兄弟西拉
[00:03:58.360 --> 00:04:00.000]  轉交你們
[00:04:00.000 --> 00:04:01.080]  勸勉你們
[00:04:01.080 --> 00:04:02.760]  要證明這恩
[00:04:02.760 --> 00:04:05.160]  是上帝的真恩
[00:04:05.160 --> 00:04:08.320]  你們務要在這恩上
[00:04:08.320 --> 00:04:10.080]  站立得住
[00:04:10.080 --> 00:04:12.120]  最後這兩節就是結束了
[00:04:12.120 --> 00:04:13.160]  在巴比倫
[00:04:13.160 --> 00:04:16.560]  願你們同蒙簡選的教會
[00:04:16.560 --> 00:04:17.800]  問你們安
