
[00:00:00.000 --> 00:00:02.000]  我們再次一起祈禱
[00:00:02.000 --> 00:00:04.000]  全能的主
[00:00:04.000 --> 00:00:08.000]  我們天上的父再次謝謝你的恩典
[00:00:08.000 --> 00:00:10.000]  你的奇妙
[00:00:10.000 --> 00:00:12.000]  你和我們同在
[00:00:12.000 --> 00:00:14.000]  無論在舊約
[00:00:14.000 --> 00:00:17.000]  或者新約的經文裡
[00:00:17.000 --> 00:00:20.000]  你真的這樣應許
[00:00:20.000 --> 00:00:23.000]  也真的這樣去實現
[00:00:23.000 --> 00:00:26.000]  你所講的說話
[00:00:26.000 --> 00:00:28.000]  從來沒有落空
[00:00:28.000 --> 00:00:30.000]  我們多謝你
[00:00:30.000 --> 00:00:32.000]  在這一切的事上
[00:00:32.000 --> 00:00:35.000]  我們能夠這樣跟從你
[00:00:35.000 --> 00:00:36.000]  認識你
[00:00:36.000 --> 00:00:38.000]  多謝你奉教救主
[00:00:38.000 --> 00:00:39.000]  耶穌基督的命
[00:00:39.000 --> 00:00:40.000]  阿們
[00:00:40.000 --> 00:00:47.000]  我最近聽到一個關於
[00:00:47.000 --> 00:00:51.000]  美國前總統的一個傳聞
[00:00:51.000 --> 00:00:55.000]  這個傳聞關於當時的副總統
[00:00:55.000 --> 00:00:58.000]  就成為了總統
[00:00:58.000 --> 00:01:01.000]  有一點點無端端做了總統
[00:01:01.000 --> 00:01:03.000]  這個人物叫做詹森
[00:01:03.000 --> 00:01:07.000]  如果大家是年輕一點的時候
[00:01:07.000 --> 00:01:09.000]  時時都要留意新聞
[00:01:09.000 --> 00:01:11.000]  經常都會聽到這個名字
[00:01:11.000 --> 00:01:15.000]  尤其是當時是越南
[00:01:15.000 --> 00:01:19.000]  北越那些打仗的時候
[00:01:19.000 --> 00:01:24.000]  美國的前總統叫做詹森
[00:01:24.000 --> 00:01:26.000]  在1960年的時候
[00:01:26.000 --> 00:01:28.000]  他正在考慮
[00:01:28.000 --> 00:01:32.000]  想去競選做總統
[00:01:32.000 --> 00:01:35.000]  但當時他有一個對手
[00:01:35.000 --> 00:01:38.000]  是他同一個黨裡面
[00:01:38.000 --> 00:01:41.000]  一個很強勁的對手
[00:01:41.000 --> 00:01:44.000]  究竟哪一個會跑出
[00:01:44.000 --> 00:01:46.000]  可以代表他們的黨
[00:01:46.000 --> 00:01:48.000]  去競選總統呢
[00:01:48.000 --> 00:01:53.000]  當時就非常熱鬧
[00:01:53.000 --> 00:01:59.000]  但最終當時他就沒有被提名
[00:01:59.000 --> 00:02:04.000]  去出線選總統
[00:02:04.000 --> 00:02:06.000]  他的對手就是
[00:02:06.000 --> 00:02:08.000]  約翰·甘迺迪
[00:02:08.000 --> 00:02:11.000]  也很出名的一個美國總統
[00:02:11.000 --> 00:02:14.000]  甘迺迪就跑出了
[00:02:14.000 --> 00:02:16.000]  被提名去競選總統
[00:02:16.000 --> 00:02:20.000]  而且真的就做了總統
[00:02:20.000 --> 00:02:23.000]  這個詹森做不到總統
[00:02:23.000 --> 00:02:29.000]  但還是和甘迺迪叮噹馬頭
[00:02:29.000 --> 00:02:32.000]  所以後來甘迺迪做了總統之後
[00:02:32.000 --> 00:02:36.000]  就選了詹森做他的副總統
[00:02:36.000 --> 00:02:38.000]  因為這麼出名的緣故
[00:02:38.000 --> 00:02:41.000]  大家都很留意這兩個人物
[00:02:41.000 --> 00:02:43.000]  但是傳聞就說
[00:02:43.000 --> 00:02:46.000]  為什麼詹森當時
[00:02:46.000 --> 00:02:50.000]  沒有被提名去國族
[00:02:50.000 --> 00:02:55.000]  真正去競選總統
[00:02:55.000 --> 00:02:58.000]  而變成甘迺迪呢
[00:02:58.000 --> 00:03:03.000]  聽說因為詹森的父親
[00:03:03.000 --> 00:03:06.000]  本來也做很大生意
[00:03:06.000 --> 00:03:08.000]  但是後來生意失敗
[00:03:08.000 --> 00:03:10.000]  破產什麼都沒有了
[00:03:10.000 --> 00:03:15.000]  詹森本來是富二代
[00:03:15.000 --> 00:03:18.000]  飲食無憂生活無憂
[00:03:18.000 --> 00:03:20.000]  但是突然間
[00:03:20.000 --> 00:03:22.000]  他父親什麼都沒有了
[00:03:22.000 --> 00:03:24.000]  也就是他什麼都沒有了
[00:03:24.000 --> 00:03:26.000]  上學的時候
[00:03:26.000 --> 00:03:29.000]  學校就給同學笑他
[00:03:29.000 --> 00:03:31.000]  本來是很威風的
[00:03:31.000 --> 00:03:34.000]  突然間什麼都沒有了
[00:03:34.000 --> 00:03:36.000]  所以他一路成長的時候
[00:03:36.000 --> 00:03:39.000]  可以叫做有一種陰影
[00:03:39.000 --> 00:03:42.000]  就覺得很恐懼
[00:03:42.000 --> 00:03:46.000]  會不會我無論有什麼成就
[00:03:46.000 --> 00:03:48.000]  好像我父親那樣
[00:03:48.000 --> 00:03:50.000]  突然間什麼都沒有了
[00:03:50.000 --> 00:03:53.000]  那種恐懼的心態
[00:03:53.000 --> 00:03:55.000]  影響到他
[00:03:55.000 --> 00:04:00.000]  甚至後來去國族總統的選舉
[00:04:00.000 --> 00:04:06.000]  都是籠罩了這種恐懼的感覺
[00:04:06.000 --> 00:04:09.000]  終於甘迺迪做了總統
[00:04:09.000 --> 00:04:11.000]  大家都知道後來甘迺迪
[00:04:11.000 --> 00:04:12.000]  發生什麼事了
[00:04:12.000 --> 00:04:14.000]  1963年的時候
[00:04:14.000 --> 00:04:15.000]  正在做總統
[00:04:15.000 --> 00:04:18.000]  但是就被人行刺了
[00:04:18.000 --> 00:04:20.000]  死了
[00:04:20.000 --> 00:04:22.000]  詹森是副總統
[00:04:22.000 --> 00:04:25.000]  很自然就突然間變了總統
[00:04:25.000 --> 00:04:29.000]  始終詹森都做了總統
[00:04:29.000 --> 00:04:33.000]  由1963年至69年
[00:04:33.000 --> 00:04:36.000]  就是他做了總統的時間
[00:04:36.000 --> 00:04:39.000]  但是原來一個這麼厲害的人
[00:04:39.000 --> 00:04:44.000]  都會因為過往的某些經歷
[00:04:44.000 --> 00:04:48.000]  無論是他家裡帶給他的經歷也好
[00:04:48.000 --> 00:04:49.000]  對於很多其他人
[00:04:49.000 --> 00:04:50.000]  甚至我們來說
[00:04:50.000 --> 00:04:52.000]  有時候是家裡的影響
[00:04:52.000 --> 00:04:53.000]  有時候不是家裡的影響
[00:04:53.000 --> 00:04:56.000]  有時候可能是我們自己上學
[00:04:56.000 --> 00:04:57.000]  讀書
[00:04:57.000 --> 00:04:58.000]  工作
[00:04:58.000 --> 00:05:00.000]  人際關係
[00:05:00.000 --> 00:05:04.000]  都帶來很多不同的感受
[00:05:04.000 --> 00:05:06.000]  在我們的心裡面
[00:05:06.000 --> 00:05:09.000]  尤其是這種恐懼感
[00:05:09.000 --> 00:05:11.000]  怕著會失敗
[00:05:11.000 --> 00:05:13.000]  怕著會做不到
[00:05:13.000 --> 00:05:15.000]  怕著會一事無成
[00:05:15.000 --> 00:05:18.000]  怕著就算做了之後
[00:05:18.000 --> 00:05:21.000]  都可能突然間會失敗
[00:05:21.000 --> 00:05:26.000]  突然間好像從天上掉了下來
[00:05:26.000 --> 00:05:28.000]  我們所謂爬得高
[00:05:28.000 --> 00:05:31.000]  爬得越高就跌得越重
[00:05:31.000 --> 00:05:32.000]  所以有時候
[00:05:32.000 --> 00:05:34.000]  我們都會被這種感覺
[00:05:34.000 --> 00:05:36.000]  限制了我們自己
[00:05:36.000 --> 00:05:38.000]  究竟我應該做
[00:05:38.000 --> 00:05:39.000]  還是不應該做呢
[00:05:39.000 --> 00:05:40.000]  我應該試
[00:05:40.000 --> 00:05:44.000]  還是不應該試呢
[00:05:44.000 --> 00:05:45.000]  其實聖經裡面
[00:05:45.000 --> 00:05:48.000]  都記載很多這樣的人物
[00:05:48.000 --> 00:05:49.000]  很多時候
[00:05:49.000 --> 00:05:51.000]  都是對自己
[00:05:51.000 --> 00:05:53.000]  很多的懷疑
[00:05:53.000 --> 00:05:56.000]  覺得自己不行
[00:05:56.000 --> 00:05:57.000]  就算摩西一個
[00:05:57.000 --> 00:06:00.000]  我們在聖經裡面認識的
[00:06:00.000 --> 00:06:03.000]  這樣屬靈的偉人
[00:06:03.000 --> 00:06:05.000]  我們一樣會看到
[00:06:05.000 --> 00:06:09.000]  其實他是很害怕的
[00:06:09.000 --> 00:06:11.000]  他曾經叱吒風雲
[00:06:11.000 --> 00:06:13.000]  在埃及的王國裡面
[00:06:13.000 --> 00:06:15.000]  是一人之下
[00:06:15.000 --> 00:06:16.000]  萬人之上
[00:06:16.000 --> 00:06:19.000]  是一個大元帥
[00:06:19.000 --> 00:06:21.000]  但是後來
[00:06:21.000 --> 00:06:23.000]  一些的經歷
[00:06:23.000 --> 00:06:24.000]  今天不詳細說了
[00:06:24.000 --> 00:06:26.000]  就令到他覺得
[00:06:26.000 --> 00:06:28.000]  是很懷疑自己
[00:06:28.000 --> 00:06:30.000]  所以當神呼召他的時候
[00:06:30.000 --> 00:06:33.000]  他就跟神說
[00:06:33.000 --> 00:06:34.000]  我是誰
[00:06:34.000 --> 00:06:35.000]  我不行的
[00:06:35.000 --> 00:06:37.000]  你找我哥哥吧
[00:06:37.000 --> 00:06:38.000]  他好一點
[00:06:38.000 --> 00:06:39.000]  我漏嘴的
[00:06:39.000 --> 00:06:40.000]  我不懂說話的
[00:06:40.000 --> 00:06:42.000]  你叫我去跟法老說這些
[00:06:42.000 --> 00:06:44.000]  我死定了
[00:06:44.000 --> 00:06:46.000]  不肯去
[00:06:46.000 --> 00:06:49.000]  連摩西都有這種恐懼
[00:06:49.000 --> 00:06:50.000]  原來是很真實的
[00:06:50.000 --> 00:06:51.000]  而且聖經的記載
[00:06:51.000 --> 00:06:53.000]  是很真實的
[00:06:53.000 --> 00:06:56.000]  我經常都很深的感受就是
[00:06:56.000 --> 00:06:58.000]  聖經說那些好東西
[00:06:58.000 --> 00:06:59.000]  來鼓勵我們
[00:06:59.000 --> 00:07:01.000]  聖經都會說那些記載
[00:07:01.000 --> 00:07:03.000]  那些不是那麼好
[00:07:03.000 --> 00:07:04.000]  不是那麼成功的東西
[00:07:04.000 --> 00:07:06.000]  來鼓勵我們
[00:07:06.000 --> 00:07:08.000]  但是真的很真實
[00:07:08.000 --> 00:07:11.000]  所以聖經不是亂寫的
[00:07:11.000 --> 00:07:13.000]  甚至基甸我們都覺得
[00:07:13.000 --> 00:07:15.000]  他是士師的時代
[00:07:15.000 --> 00:07:17.000]  一個偉大的領袖
[00:07:17.000 --> 00:07:19.000]  但是他一樣不肯
[00:07:19.000 --> 00:07:20.000]  神呼召他的時候
[00:07:20.000 --> 00:07:22.000]  他千方百計
[00:07:22.000 --> 00:07:25.000]  想很多不同的藉口出來
[00:07:25.000 --> 00:07:27.000]  說神你是不是真的要我
[00:07:27.000 --> 00:07:29.000]  我不是很行的
[00:07:29.000 --> 00:07:31.000]  不如我又試試這樣
[00:07:31.000 --> 00:07:33.000]  看看你是不是真的
[00:07:33.000 --> 00:07:35.000]  想了一些方法出來
[00:07:35.000 --> 00:07:37.000]  希望可以推搪
[00:07:37.000 --> 00:07:38.000]  不用做了
[00:07:38.000 --> 00:07:40.000]  神啊你找第二個
[00:07:40.000 --> 00:07:42.000]  甚至耶利米都是一樣
[00:07:42.000 --> 00:07:44.000]  甚至耶利米都說
[00:07:44.000 --> 00:07:46.000]  神啊我不是很懂說話的
[00:07:46.000 --> 00:07:47.000]  我又這麼年輕
[00:07:47.000 --> 00:07:51.000]  哪裡可以做到一些大事呢
[00:07:51.000 --> 00:07:53.000]  約那更加出名了
[00:07:53.000 --> 00:07:56.000]  神叫他去東他就去西
[00:07:56.000 --> 00:07:58.000]  坐船想逃跑
[00:07:58.000 --> 00:08:00.000]  很多這樣的例子
[00:08:00.000 --> 00:08:03.000]  上個月跟大家分享過尼希米
[00:08:03.000 --> 00:08:06.000]  尼希米就比較好一點
[00:08:06.000 --> 00:08:07.000]  不要那麼怕
[00:08:07.000 --> 00:08:10.000]  他真的很願意為神做事
[00:08:10.000 --> 00:08:14.000]  很願意為神的聖城耶路撒冷
[00:08:14.000 --> 00:08:17.000]  將自己投身下去
[00:08:17.000 --> 00:08:19.000]  他不單止有心做事
[00:08:19.000 --> 00:08:21.000]  他真的懂得怎樣祈禱
[00:08:21.000 --> 00:08:23.000]  懂得怎樣禁食
[00:08:23.000 --> 00:08:26.000]  懂得怎樣跟他那個老闆
[00:08:26.000 --> 00:08:28.000]  那個王去討論
[00:08:28.000 --> 00:08:32.000]  究竟怎樣才可以回去耶路撒冷
[00:08:32.000 --> 00:08:35.000]  重建城牆呢
[00:08:35.000 --> 00:08:37.000]  所以在尼希米的身上
[00:08:37.000 --> 00:08:40.000]  我們看到他那種的勇氣
[00:08:40.000 --> 00:08:42.000]  那種毅力
[00:08:42.000 --> 00:08:45.000]  就非常非常之似約書亞
[00:08:45.000 --> 00:08:49.000]  有那種的剛強壯膽
[00:08:49.000 --> 00:08:51.000]  又知道神和他同在
[00:08:51.000 --> 00:08:53.000]  我們剛才讀的經文
[00:08:53.000 --> 00:08:54.000]  兩次出現了
[00:08:54.000 --> 00:08:56.000]  神說我必與你同在
[00:08:56.000 --> 00:08:57.000]  與你同在
[00:08:57.000 --> 00:09:00.000]  都是我們很想有的經歷
[00:09:00.000 --> 00:09:02.000]  神和我們同在
[00:09:02.000 --> 00:09:06.000]  因為一直到新約主耶穌降生的時候
[00:09:06.000 --> 00:09:12.000]  甚至去到啟示錄最尾的時候
[00:09:12.000 --> 00:09:14.000]  都一樣是這幾個字
[00:09:14.000 --> 00:09:16.000]  神與你同在
[00:09:16.000 --> 00:09:19.000]  神與我同在
[00:09:19.000 --> 00:09:22.000]  所以無論在舊約遠古的時代
[00:09:22.000 --> 00:09:25.000]  一直直至到新約的時候
[00:09:25.000 --> 00:09:26.000]  神的同在
[00:09:26.000 --> 00:09:29.000]  都是一個這麼重要的應許
[00:09:29.000 --> 00:09:33.000]  都是一個給我們有力量的應許
[00:09:33.000 --> 00:09:36.000]  所以今天讀的經文裡面
[00:09:36.000 --> 00:09:37.000]  一開始
[00:09:37.000 --> 00:09:40.000]  第一第二節就是說
[00:09:40.000 --> 00:09:45.000]  摩西已經完成了他的歷史任務
[00:09:45.000 --> 00:09:47.000]  於是神就說
[00:09:47.000 --> 00:09:54.000]  要將他的使命交給約書亞
[00:09:54.000 --> 00:09:57.000]  當約書亞聽到這個消息的時候
[00:09:57.000 --> 00:09:59.000]  起碼他就沒有
[00:09:59.000 --> 00:10:02.000]  好像我們剛才所說的人物那樣
