
[00:00:00.000 --> 00:00:03.000]  多謝主的憐憫在我心靈裏面
[00:00:03.000 --> 00:00:06.000]  今日我們繼續會分享憐憫
[00:00:06.000 --> 00:00:09.000]  因為上年我們的尋求型主
[00:00:09.000 --> 00:00:11.000]  叫我們要去憐憫
[00:00:11.000 --> 00:00:12.000]  要學習憐憫
[00:00:12.000 --> 00:00:15.000]  所以今日的經文都是朝著這個方向
[00:00:15.000 --> 00:00:18.000]  我給一個題目就是憐憫的心
[00:00:18.000 --> 00:00:20.000]  感動一生
[00:00:20.000 --> 00:00:24.000]  即是讓我們心靈裏面有這種憐憫
[00:00:24.000 --> 00:00:28.000]  而且這種憐憫一直感動我們 觸動我們
[00:00:28.000 --> 00:00:31.000]  即是由我們信主或者由現在開始
[00:00:31.000 --> 00:00:34.000]  我們一直跟從著去到見主的面
[00:00:34.000 --> 00:00:37.000]  讓我們心裏面充滿這種憐憫
[00:00:37.000 --> 00:00:40.000]  充滿這種觸動
[00:00:40.000 --> 00:00:42.000]  求主幫我們
[00:00:42.000 --> 00:00:43.000]  今日經文
[00:00:43.000 --> 00:00:46.000]  路加香十章二十五至三十七節
[00:00:46.000 --> 00:00:49.000]  這段經文不難明白的
[00:00:49.000 --> 00:00:52.000]  一開宗明義已經聖經交代了
[00:00:52.000 --> 00:00:54.000]  有一個律法師
[00:00:54.000 --> 00:00:57.000]  即是現代來說他是教聖經的
[00:00:57.000 --> 00:01:00.000]  或者在信學院的老師教授
[00:01:00.000 --> 00:01:03.000]  或者在教會裏面我們教導的
[00:01:03.000 --> 00:01:05.000]  總之是很熟悉聖經的
[00:01:05.000 --> 00:01:07.000]  聖經講去試探耶穌
[00:01:07.000 --> 00:01:09.000]  祂問我做什麼
[00:01:09.000 --> 00:01:10.000]  我怎樣做
[00:01:10.000 --> 00:01:12.000]  我可以承受永生呢
[00:01:12.000 --> 00:01:14.000]  那耶穌有沒有直接回答他
[00:01:14.000 --> 00:01:15.000]  沒有
[00:01:15.000 --> 00:01:18.000]  你想想耶穌知不知道他的什麼動機
[00:01:18.000 --> 00:01:19.000]  當然知道
[00:01:19.000 --> 00:01:21.000]  所以耶穌反問他
[00:01:21.000 --> 00:01:24.000]  那你讀的聖經是怎樣講的
[00:01:24.000 --> 00:01:26.000]  他一講就講得出
[00:01:26.000 --> 00:01:28.000]  你要盡心盡性盡義盡力
[00:01:28.000 --> 00:01:29.000]  愛著這個神
[00:01:29.000 --> 00:01:31.000]  其次就是要愛靈死如己
[00:01:31.000 --> 00:01:33.000]  或者愛人如己
[00:01:33.000 --> 00:01:36.000]  耶穌說你答的對的
[00:01:36.000 --> 00:01:39.000]  你幾何行就必得永生
[00:01:39.000 --> 00:01:41.000]  你看到就這麼簡單
[00:01:41.000 --> 00:01:44.000]  這兩三句的對話
[00:01:44.000 --> 00:01:45.000]  其實這個律法師
[00:01:45.000 --> 00:01:47.000]  他真是很厲害的
[00:01:47.000 --> 00:01:48.000]  他將摩西五經
[00:01:48.000 --> 00:01:50.000]  將他的律法
[00:01:50.000 --> 00:01:51.000]  耶穌一問他
[00:01:51.000 --> 00:01:52.000]  他馬上就答得出
[00:01:52.000 --> 00:01:53.000]  而且答中
[00:01:53.000 --> 00:01:55.000]  而且答對的
[00:01:55.000 --> 00:01:56.000]  那你說他知不知道
[00:01:56.000 --> 00:01:57.000]  他懂不懂
[00:01:57.000 --> 00:01:58.000]  他是懂的
[00:01:58.000 --> 00:02:01.000]  而且是非常準確的
[00:02:01.000 --> 00:02:03.000]  但是耶穌說你照樣行吧
[00:02:03.000 --> 00:02:04.000]  這句話
[00:02:04.000 --> 00:02:05.000]  耶穌回應他
[00:02:05.000 --> 00:02:08.000]  真是別具意思
[00:02:08.000 --> 00:02:11.000]  因為律法師他知道
[00:02:11.000 --> 00:02:13.000]  但是他有沒有去行呢
[00:02:13.000 --> 00:02:14.000]  聖經說
[00:02:14.000 --> 00:02:17.000]  當時的以法利賽人做一個代表
[00:02:17.000 --> 00:02:19.000]  當時的宗教的情況
[00:02:19.000 --> 00:02:21.000]  信主或者是以色民
[00:02:21.000 --> 00:02:23.000]  他們的情況就是這樣
[00:02:23.000 --> 00:02:25.000]  宗教領袖那班人
[00:02:25.000 --> 00:02:27.000]  能說不能行
[00:02:27.000 --> 00:02:29.000]  聖經這樣說
[00:02:29.000 --> 00:02:32.000]  他們將蘭丹的擔子捆住一塊
[00:02:32.000 --> 00:02:34.000]  放在人家肩膊上
[00:02:34.000 --> 00:02:35.000]  不只是一個擔子
[00:02:35.000 --> 00:02:36.000]  還要綁在一塊
[00:02:36.000 --> 00:02:37.000]  很重的
[00:02:37.000 --> 00:02:38.000]  不是一個書包
[00:02:38.000 --> 00:02:40.000]  是幾個書包和行李箱
[00:02:40.000 --> 00:02:42.000]  放在人家肩膊上
[00:02:42.000 --> 00:02:45.000]  自己一隻手指都不動
[00:02:45.000 --> 00:02:48.000]  用這麼誇張的比喻
[00:02:48.000 --> 00:02:50.000]  爸爸媽媽不拿東西
[00:02:50.000 --> 00:02:52.000]  書包不是爸爸媽媽揹的
[00:02:52.000 --> 00:02:53.000]  是兒子揹的
[00:02:53.000 --> 00:02:55.000]  手指是小學生揹的
[00:02:55.000 --> 00:02:57.000]  連行李也是他揹的
[00:02:57.000 --> 00:02:59.000]  你有沒有見過這樣的景象
[00:02:59.000 --> 00:03:00.000]  外出有嗎
[00:03:00.000 --> 00:03:01.000]  有
[00:03:01.000 --> 00:03:03.000]  媽媽不拿是兒子拿
[00:03:03.000 --> 00:03:07.000]  你見過是媽媽拿的那些嗎
[00:03:07.000 --> 00:03:08.000]  你兒子拿的那些
[00:03:08.000 --> 00:03:10.000]  但他拿著你的背包
[00:03:10.000 --> 00:03:11.000]  拿著你的行李
[00:03:11.000 --> 00:03:12.000]  即是你去旅行
[00:03:12.000 --> 00:03:13.000]  兒子揹著
[00:03:13.000 --> 00:03:14.000]  拿著
[00:03:14.000 --> 00:03:16.000]  意思是他應該做的沒有做
[00:03:16.000 --> 00:03:17.000]  等等
[00:03:17.000 --> 00:03:19.000]  所以這裡說
[00:03:19.000 --> 00:03:21.000]  其實真是他答對的
[00:03:21.000 --> 00:03:22.000]  這一個
[00:03:22.000 --> 00:03:25.000]  我們生命裏面要承受永生
[00:03:25.000 --> 00:03:26.000]  你真是要去行
[00:03:26.000 --> 00:03:28.000]  現在有一個問題
[00:03:28.000 --> 00:03:30.000]  是不是我們真的行了律法
[00:03:30.000 --> 00:03:31.000]  就可以得永生呢
[00:03:31.000 --> 00:03:33.000]  如果你按聖經
[00:03:33.000 --> 00:03:34.000]  你可以這樣說
[00:03:34.000 --> 00:03:35.000]  是的
[00:03:35.000 --> 00:03:37.000]  如果你行得到的話
[00:03:37.000 --> 00:03:40.000]  盡心盡性盡意盡力
[00:03:40.000 --> 00:03:41.000]  愛人如己
[00:03:41.000 --> 00:03:42.000]  即是愛神愛人
[00:03:42.000 --> 00:03:44.000]  而且這個盡是說
[00:03:44.000 --> 00:03:46.000]  一直持續下去的
[00:03:46.000 --> 00:03:49.000]  即不是說我愛過了
[00:03:49.000 --> 00:03:51.000]  我盡情地愛了你一天
[00:03:51.000 --> 00:03:52.000]  可以了
[00:03:52.000 --> 00:03:54.000]  以後不用愛了
[00:03:54.000 --> 00:03:55.000]  我願意那一天
[00:03:55.000 --> 00:03:57.000]  我真是很愛你
[00:03:57.000 --> 00:03:58.000]  做什麼都可以
[00:03:58.000 --> 00:03:59.000]  結婚之後
[00:03:59.000 --> 00:04:02.000]  就是你愛我了
[00:04:02.000 --> 00:04:04.000]  這個聖經不是這樣說的
[00:04:04.000 --> 00:04:06.000]  即是剛才我們敬拜的師哥
[00:04:06.000 --> 00:04:07.000]  我一生
[00:04:07.000 --> 00:04:10.000]  即是說從我認識你開始
[00:04:10.000 --> 00:04:12.000]  我是直到見你的面
[00:04:12.000 --> 00:04:13.000]  直到我死那一天
[00:04:13.000 --> 00:04:15.000]  我是都會這樣做的
[00:04:15.000 --> 00:04:17.000]  所以按著這個標準
[00:04:17.000 --> 00:04:21.000]  基本上是沒有人可以靠律法
[00:04:21.000 --> 00:04:22.000]  行律法
[00:04:22.000 --> 00:04:24.000]  靠行為得救
[00:04:24.000 --> 00:04:25.000]  所以新約聖經說
[00:04:25.000 --> 00:04:27.000]  律法是一個指引
[00:04:27.000 --> 00:04:29.000]  引導我們去到神那裏
[00:04:29.000 --> 00:04:30.000]  去到基督那裏
[00:04:30.000 --> 00:04:31.000]  讓我們知道
[00:04:31.000 --> 00:04:34.000]  律法只是本是叫我們知罪
[00:04:34.000 --> 00:04:36.000]  叫我們知道我們自己有多麼軟弱
[00:04:36.000 --> 00:04:38.000]  有多少的限制
[00:04:38.000 --> 00:04:41.000]  我們就不能夠靠我們的行為
[00:04:41.000 --> 00:04:44.000]  我們就知道我們的生命是怎樣
[00:04:44.000 --> 00:04:46.000]  即是律法好像一塊鏡一樣
[00:04:46.000 --> 00:04:47.000]  照一照我們
[00:04:47.000 --> 00:04:48.000]  我們就知道
[00:04:48.000 --> 00:04:51.000]  原來我們距離神的標準有多遠
[00:04:51.000 --> 00:04:54.000]  越靠近就越知道自己行有多遠
[00:04:54.000 --> 00:04:57.000]  但耶穌在這裏為何沒有這樣說呢
[00:04:57.000 --> 00:04:58.000]  這裏沒有解釋
[00:04:58.000 --> 00:05:00.000]  不過極可能就是耶穌知道他
[00:05:00.000 --> 00:05:03.000]  他基本上不是想問這個問題
[00:05:03.000 --> 00:05:05.000]  他是想試探耶穌而已
[00:05:05.000 --> 00:05:07.000]  耶穌都不回答他
[00:05:07.000 --> 00:05:08.000]  你照樣走就行了
[00:05:08.000 --> 00:05:09.000]  你做吧
[00:05:09.000 --> 00:05:12.000]  你的問題最重要就是你沒有去走
[00:05:12.000 --> 00:05:14.000]  所以知道
[00:05:14.000 --> 00:05:18.000]  不會等於我們顯出一個行為
[00:05:18.000 --> 00:05:20.000]  而且一個正確的行為
[00:05:20.000 --> 00:05:21.000]  是沒有的
[00:05:21.000 --> 00:05:23.000]  所以這個是值得我們反省的
[00:05:23.000 --> 00:05:24.000]  我們都聽道聽很多
[00:05:24.000 --> 00:05:25.000]  我們知道很多
[00:05:25.000 --> 00:05:27.000]  而且我們懂得教人的
[00:05:27.000 --> 00:05:30.000]  小朋友不要發脾氣
[00:05:30.000 --> 00:05:32.000]  不要發脾氣
[00:05:32.000 --> 00:05:35.000]  跟老公在吵架
[00:05:35.000 --> 00:05:36.000]  在爭論
[00:05:36.000 --> 00:05:39.000]  其實我們知道
[00:05:39.000 --> 00:05:41.000]  但是是否有行為呢
[00:05:41.000 --> 00:05:42.000]  這段聖經給我們看到
[00:05:42.000 --> 00:05:43.000]  我們真的要值得留意
[00:05:43.000 --> 00:05:44.000]  是的
[00:05:44.000 --> 00:05:45.000]  知道很多東西
[00:05:45.000 --> 00:05:47.000]  求主給我們真正的走出來
[00:05:47.000 --> 00:05:49.000]  你照樣走
[00:05:49.000 --> 00:05:50.000]  不要問太多
[00:05:50.000 --> 00:05:51.000]  你知道
[00:05:51.000 --> 00:05:52.000]  你答對了
[00:05:52.000 --> 00:05:55.000]  你要走出來
[00:05:55.000 --> 00:05:58.000]  照計25至28節就停止了
[00:05:58.000 --> 00:06:02.000]  所以這個律法師真的不服氣
[00:06:02.000 --> 00:06:03.000]  我問你
[00:06:03.000 --> 00:06:04.000]  你又問我
[00:06:04.000 --> 00:06:05.000]  我回答了
[00:06:05.000 --> 00:06:06.000]  你們看我這樣做
[00:06:06.000 --> 00:06:09.000]  甚麼都沒有
[00:06:09.000 --> 00:06:10.000]  那你再問
[00:06:10.000 --> 00:06:12.000]  那誰是論者呢
[00:06:12.000 --> 00:06:13.000]  我問你耶穌
[00:06:13.000 --> 00:06:14.000]  誰是論者
[00:06:14.000 --> 00:06:15.000]  愛人如其客
[00:06:15.000 --> 00:06:16.000]  你問誰上帝
[00:06:16.000 --> 00:06:17.000]  不用了
[00:06:17.000 --> 00:06:18.000]  他知道以後說是
[00:06:18.000 --> 00:06:21.000]  他還在等那個彌賽亞
[00:06:21.000 --> 00:06:22.000]  誰是論者呢
[00:06:22.000 --> 00:06:23.000]  問這個話
[00:06:23.000 --> 00:06:25.000]  即是甚麼呢
[00:06:25.000 --> 00:06:27.000]  那條界線在哪裏呢
[00:06:27.000 --> 00:06:28.000]  告訴我
[00:06:28.000 --> 00:06:30.000]  老師做功課
[00:06:30.000 --> 00:06:31.000]  回家做功課
[00:06:31.000 --> 00:06:33.000]  老師做甚麼功課
[00:06:33.000 --> 00:06:35.000]  做哪一科
[00:06:35.000 --> 00:06:36.000]  做幾頁
[00:06:36.000 --> 00:06:37.000]  第二頁做第二頁
[00:06:37.000 --> 00:06:38.000]  你叫我回去做功課
[00:06:38.000 --> 00:06:40.000]  很多人害怕
[00:06:40.000 --> 00:06:42.000]  全部都要做
[00:06:42.000 --> 00:06:44.000]  當然問做哪裏
[00:06:44.000 --> 00:06:46.000]  洗碗洗幾頁
[00:06:46.000 --> 00:06:48.000]  洗我的還是洗你的
[00:06:48.000 --> 00:06:50.000]  爸爸你的你洗
[00:06:50.000 --> 00:06:51.000]  我洗
[00:06:51.000 --> 00:06:53.000]  自己顧自己
[00:06:53.000 --> 00:06:54.000]  他問清楚
[00:06:54.000 --> 00:06:57.000]  其實言下之意
[00:06:57.000 --> 00:06:59.000]  這個律法師問
[00:06:59.000 --> 00:07:01.000]  那條界線在哪裏
[00:07:01.000 --> 00:07:03.000]  我的責任去到哪裏
[00:07:03.000 --> 00:07:04.000]  這個不是我論者
[00:07:04.000 --> 00:07:05.000]  不用我理會
[00:07:05.000 --> 00:07:06.000]  這一科
[00:07:06.000 --> 00:07:07.000]  我只是做英文科
[00:07:07.000 --> 00:07:08.000]  數學科不用做
[00:07:08.000 --> 00:07:09.000]  中文科不用做
[00:07:09.000 --> 00:07:10.000]  只是做英文科
[00:07:10.000 --> 00:07:11.000]  做這幾頁
[00:07:11.000 --> 00:07:13.000]  我只是做這個
[00:07:13.000 --> 00:07:15.000]  他其實想這樣一個界定
[00:07:15.000 --> 00:07:17.000]  但大家看這個例子
[00:07:17.000 --> 00:07:19.000]  看完之後
[00:07:19.000 --> 00:07:21.000]  有沒有這個界定
[00:07:21.000 --> 00:07:23.000]  聖經怎樣說
[00:07:23.000 --> 00:07:25.000]  它說
[00:07:25.000 --> 00:07:26.000]  三十六節
[00:07:26.000 --> 00:07:27.000]  你想這三個人
[00:07:27.000 --> 00:07:30.000]  哪一個是樂在強度中的論者呢
[00:07:30.000 --> 00:07:32.000]  它說憐憫他
[00:07:32.000 --> 00:07:37.000]  我們先看這個例子
[00:07:37.000 --> 00:07:39.000]  耶穌說的這個例子是很特別
[00:07:39.000 --> 00:07:41.000]  他用的人物是很特別的
[00:07:41.000 --> 00:07:43.000]  這裏有四種人
[00:07:43.000 --> 00:07:46.000]  有一個就是受害者
[00:07:46.000 --> 00:07:47.000]  路過
[00:07:47.000 --> 00:07:48.000]  他說在哪裏呢
