
[00:00:00.000 --> 00:00:03.000]  所以今天我要特別扣過一段經我們來分享一下
[00:00:03.000 --> 00:00:06.000]  神怎麼來看這個生命的建造的部分
[00:00:06.000 --> 00:00:08.000]  因為我們需要成長
[00:00:08.000 --> 00:00:09.000]  所以我們來看一下
[00:00:09.000 --> 00:00:18.000]  就是彼得前書第二章四到五節
[00:00:18.000 --> 00:00:22.000]  彼得前書第二章第四節到第五節
[00:00:22.000 --> 00:00:29.000]  在新約聖經336頁
[00:00:29.000 --> 00:00:31.000]  找到我們一起來讀
[00:00:31.000 --> 00:00:32.000]  第四節來
[00:00:32.000 --> 00:00:36.000]  主乃活實固然是被人所棄的
[00:00:36.000 --> 00:00:39.000]  卻是被神所檢選所寶貴的
[00:00:39.000 --> 00:00:42.000]  你們來到主面前也就像活實
[00:00:42.000 --> 00:00:44.000]  被建造成為靈宮
[00:00:44.000 --> 00:00:46.000]  做聖傑的祭司
[00:00:46.000 --> 00:00:50.000]  藉著耶穌基督奉獻神所願的靈祭
[00:00:50.000 --> 00:00:53.000]  這段經文提到幾件事
[00:00:53.000 --> 00:00:54.000]  有一個很重要的事
[00:00:54.000 --> 00:00:55.000]  他提到主是活實
[00:00:55.000 --> 00:00:58.000]  等下我們來解釋一下什麼是活實
[00:00:58.000 --> 00:01:01.000]  第二個他也提到我們也可以是活實
[00:01:01.000 --> 00:01:03.000]  我們要來建造神所願
[00:01:03.000 --> 00:01:04.000]  神的靈宮
[00:01:04.000 --> 00:01:06.000]  然後我們要獻祭
[00:01:06.000 --> 00:01:08.000]  那這段經文跟成長有關係
[00:01:08.000 --> 00:01:09.000]  其實在第二章
[00:01:09.000 --> 00:01:12.000]  你讀第一節到第三節的時候
[00:01:12.000 --> 00:01:14.000]  你會發現他在講一件事
[00:01:14.000 --> 00:01:16.000]  他講一個基督的生命要改變
[00:01:16.000 --> 00:01:17.000]  怎麼改變呢
[00:01:17.000 --> 00:01:20.000]  我們要除去我們生命當中那些惡毒
[00:01:20.000 --> 00:01:22.000]  嫉妒那些罪
[00:01:22.000 --> 00:01:24.000]  我們要除去那些黑暗的勢力
[00:01:24.000 --> 00:01:28.000]  然後第二個你要愛慕純淨的靈奶
[00:01:28.000 --> 00:01:30.000]  所以你就會漸漸成長
[00:01:30.000 --> 00:01:32.000]  然後得救
[00:01:32.000 --> 00:01:36.000]  經歷神救贖的大功在我們身上彰顯
[00:01:36.000 --> 00:01:38.000]  所以你會發現其實聖經在告訴我們一件事
[00:01:38.000 --> 00:01:41.000]  其實個人生命是可以長大的
[00:01:41.000 --> 00:01:42.000]  你要把一些不好的
[00:01:42.000 --> 00:01:44.000]  不屬於我們的東西拿走
[00:01:44.000 --> 00:01:46.000]  然後要讓我們生命當中
[00:01:46.000 --> 00:01:48.000]  讓整個化充滿在裡面
[00:01:48.000 --> 00:01:50.000]  所以他第四節就開始告訴你說
[00:01:50.000 --> 00:01:52.000]  有一個另外一個途徑
[00:01:52.000 --> 00:01:54.000]  讓我們生命一個建造的途徑
[00:01:54.000 --> 00:01:58.000]  就是要看見原來我們在教會裡頭
[00:01:58.000 --> 00:02:01.000]  我們可以被建造起來
[00:02:01.000 --> 00:02:03.000]  那這是很重要的一件事
[00:02:03.000 --> 00:02:05.000]  所以我們先看這段經文有幾件
[00:02:05.000 --> 00:02:07.000]  我們要教導的事
[00:02:07.000 --> 00:02:10.000]  看之前我們先來讀這一段
[00:02:10.000 --> 00:02:11.000]  這是執意的經文
[00:02:11.000 --> 00:02:13.000]  就是從希臘文直接
[00:02:13.000 --> 00:02:15.000]  他是什麼字就把它翻出來
[00:02:15.000 --> 00:02:17.000]  然後把它稍微拼湊一下
[00:02:17.000 --> 00:02:18.000]  沒有經過修飾
[00:02:18.000 --> 00:02:19.000]  沒有經過調整
[00:02:19.000 --> 00:02:21.000]  但是他就是這樣的話
[00:02:21.000 --> 00:02:24.000]  他說親近那一位活石
[00:02:24.000 --> 00:02:26.000]  那我們就知道這是指的主
[00:02:26.000 --> 00:02:28.000]  他一方面被人棄絕
[00:02:28.000 --> 00:02:31.000]  另一方面在上帝面前是被檢選的
[00:02:31.000 --> 00:02:32.000]  珍貴的
[00:02:32.000 --> 00:02:35.000]  你們自己也正如活著的石頭
[00:02:35.000 --> 00:02:38.000]  你們被建造成屬靈的房子
[00:02:38.000 --> 00:02:40.000]  為了聖潔的祭司的職份
[00:02:40.000 --> 00:02:42.000]  藉由耶穌基督來獻上
[00:02:42.000 --> 00:02:46.000]  神可接納的靈的祭物
[00:02:46.000 --> 00:02:48.000]  所以這段經文其實很直接
[00:02:48.000 --> 00:02:50.000]  這個執意就比較直接一點
[00:02:50.000 --> 00:02:51.000]  就是可以告訴你說
[00:02:51.000 --> 00:02:54.000]  其實我們要來親近那一位活石
[00:02:54.000 --> 00:02:55.000]  那是什麼
[00:02:55.000 --> 00:02:56.000]  主要的部分
[00:02:56.000 --> 00:02:58.000]  這段經文其實來告訴一件事情
[00:02:58.000 --> 00:03:01.000]  就是我們需要來成長
[00:03:01.000 --> 00:03:03.000]  那我們成長要做什麼事呢
[00:03:03.000 --> 00:03:04.000]  我們需要來親近主
[00:03:04.000 --> 00:03:08.000]  所以請你跟隔壁說要來親近主
[00:03:08.000 --> 00:03:11.000]  生命的建造其實你會發現
[00:03:11.000 --> 00:03:13.000]  要來親近主
[00:03:13.000 --> 00:03:18.000]  讓你語言要變好變流利
[00:03:18.000 --> 00:03:22.000]  很簡單就是親近語言
[00:03:22.000 --> 00:03:23.000]  多講
[00:03:23.000 --> 00:03:26.000]  把你丟在那環境裡面你就會了
[00:03:26.000 --> 00:03:27.000]  所以其實我們生命成長
[00:03:27.000 --> 00:03:29.000]  最主要都不是從那邊來
[00:03:29.000 --> 00:03:32.000]  你看過多少書也不會讓你生命成長
[00:03:32.000 --> 00:03:34.000]  然後你學很多技藝
[00:03:34.000 --> 00:03:37.000]  有多少的執照證照
[00:03:37.000 --> 00:03:39.000]  也不會讓你生命成長
[00:03:39.000 --> 00:03:41.000]  生命成長只有一件事情
[00:03:41.000 --> 00:03:43.000]  你靈性怎麼成長呢
[00:03:43.000 --> 00:03:45.000]  跟主親近
[00:03:45.000 --> 00:03:48.000]  所以這裡提到我們怎麼跟主親近
[00:03:48.000 --> 00:03:50.000]  他先告訴我們主耶穌是活石
[00:03:50.000 --> 00:03:52.000]  什麼是活石
[00:03:52.000 --> 00:03:54.000]  我們從負面來想
[00:03:54.000 --> 00:03:56.000]  既然石頭有活的
[00:03:56.000 --> 00:03:58.000]  那石頭應該也有死的
[00:03:58.000 --> 00:04:02.000]  那什麼是死的石頭
[00:04:02.000 --> 00:04:04.000]  其實按照經文就可以了
[00:04:04.000 --> 00:04:05.000]  經文怎麼說呢
[00:04:05.000 --> 00:04:07.000]  他說主乃活石
[00:04:07.000 --> 00:04:09.000]  固然是被人所棄的
[00:04:09.000 --> 00:04:11.000]  卻是被神所檢選所寶貴的
[00:04:11.000 --> 00:04:13.000]  所以從這段經文很簡單
[00:04:13.000 --> 00:04:14.000]  什麼是死的石頭
[00:04:14.000 --> 00:04:17.000]  就是被棄絕的石頭
[00:04:17.000 --> 00:04:18.000]  不要的石頭
[00:04:18.000 --> 00:04:21.000]  就是在旁邊根本沒有人用處的石頭
[00:04:21.000 --> 00:04:23.000]  所以死的石頭的意思就是
[00:04:23.000 --> 00:04:25.000]  它是石頭沒有錯
[00:04:25.000 --> 00:04:28.000]  但是沒有用
[00:04:28.000 --> 00:04:30.000]  就算它是鑽石
[00:04:30.000 --> 00:04:33.000]  但是因為放在旁邊沒有用
[00:04:33.000 --> 00:04:34.000]  它沒有用出來
[00:04:34.000 --> 00:04:36.000]  它就沒有價值
[00:04:36.000 --> 00:04:38.000]  就在那裡
[00:04:38.000 --> 00:04:39.000]  是什麼
[00:04:39.000 --> 00:04:40.000]  是死的石頭
[00:04:40.000 --> 00:04:42.000]  所以其實他在表達一件事
[00:04:42.000 --> 00:04:44.000]  如果一個人的生命裡頭
[00:04:44.000 --> 00:04:47.000]  他沒有辦法被使用
[00:04:47.000 --> 00:04:49.000]  他沒有辦法被上帝所使用
[00:04:49.000 --> 00:04:51.000]  其實他是一個死的石頭
[00:04:51.000 --> 00:04:53.000]  不管是別人把他拋棄也好
[00:04:53.000 --> 00:04:54.000]  或他自我放棄也好
[00:04:54.000 --> 00:04:57.000]  但是他就是不能被使用的石頭
[00:04:57.000 --> 00:05:00.000]  但是聖經說耶穌是活石
[00:05:00.000 --> 00:05:01.000]  那個意思是什麼
[00:05:01.000 --> 00:05:05.000]  因為耶穌很有用
[00:05:05.000 --> 00:05:08.000]  你若知道耶穌的用處
[00:05:08.000 --> 00:05:09.000]  你就會覺得
[00:05:09.000 --> 00:05:11.000]  所以上帝怎麼那麼好用
[00:05:11.000 --> 00:05:12.000]  什麼意思呢
[00:05:12.000 --> 00:05:14.000]  因為我們沒有辦法
[00:05:14.000 --> 00:05:17.000]  面對我自己的罪
[00:05:17.000 --> 00:05:21.000]  我們可以裝扮得很整齊
[00:05:21.000 --> 00:05:24.000]  我們可以穿著很漂亮的衣服
[00:05:24.000 --> 00:05:26.000]  我們可以舉止高貴優雅
[00:05:26.000 --> 00:05:29.000]  我們可以講話談吐風趣幽默
[00:05:29.000 --> 00:05:31.000]  但你根本不敢隱藏一件事
[00:05:31.000 --> 00:05:34.000]  我們裡頭的罪
[00:05:34.000 --> 00:05:37.000]  那個可以粉飾
[00:05:37.000 --> 00:05:40.000]  可以讓別人好像看不見
[00:05:40.000 --> 00:05:43.000]  但是我們裡頭知道
[00:05:43.000 --> 00:05:46.000]  一個人很知道自己的光景
[00:05:46.000 --> 00:05:48.000]  有沒有罪自己知道
[00:05:48.000 --> 00:05:51.000]  只有耶穌可以來救我們的罪
[00:05:51.000 --> 00:05:53.000]  耶穌的用處就是在這裡
[00:05:53.000 --> 00:05:56.000]  幫助我們可以得救的機會
[00:05:56.000 --> 00:05:58.000]  他為我們死在死架上
[00:05:58.000 --> 00:06:00.000]  耶穌為什麼要來呢
[00:06:00.000 --> 00:06:03.000]  每到聖誕節我們會想一件事
[00:06:03.000 --> 00:06:05.000]  我們都過慣聖誕節了
[00:06:05.000 --> 00:06:06.000]  但是你有沒有想過
[00:06:06.000 --> 00:06:09.000]  耶穌為什麼要來呢
[00:06:09.000 --> 00:06:10.000]  耶穌來只有一個原因
[00:06:10.000 --> 00:06:13.000]  是因為我們人有罪
[00:06:13.000 --> 00:06:14.000]  如果人沒有罪
[00:06:14.000 --> 00:06:17.000]  耶穌不需要來的
[00:06:17.000 --> 00:06:18.000]  因為我們有罪
[00:06:18.000 --> 00:06:21.000]  而且我們罪還沒有辦法處理
[00:06:21.000 --> 00:06:24.000]  所以耶穌一定要來
[00:06:24.000 --> 00:06:25.000]  所以如果人有罪
[00:06:25.000 --> 00:06:26.000]  但是還可以處理
[00:06:26.000 --> 00:06:28.000]  那耶穌也不需要來
[00:06:28.000 --> 00:06:29.000]  可是因為人有罪
[00:06:29.000 --> 00:06:30.000]  但是人不能處理
[00:06:30.000 --> 00:06:31.000]  所以耶穌要來
[00:06:31.000 --> 00:06:33.000]  所以主耶穌是活死
[00:06:33.000 --> 00:06:34.000]  其實它代表一件事
[00:06:34.000 --> 00:06:36.000]  是主被上帝所守
[00:06:36.000 --> 00:06:37.000]  祂願意
[00:06:37.000 --> 00:06:39.000]  但是我們願不願意呢
[00:06:39.000 --> 00:06:40.000]  所以這裡提到
[00:06:40.000 --> 00:06:41.000]  既然主耶穌是活死
[00:06:41.000 --> 00:06:43.000]  那我們也可以像活死
[00:06:43.000 --> 00:06:44.000]  所以活死裡頭
[00:06:44.000 --> 00:06:46.000]  就有兩個
[00:06:46.000 --> 00:06:47.000]  耶穌的生命當中
[00:06:47.000 --> 00:06:49.000]  就有兩個經歷
[00:06:49.000 --> 00:06:51.000]  我們可以來思想
[00:06:51.000 --> 00:06:52.000]  而且我們有可能會
[00:06:52.000 --> 00:06:54.000]  面對這樣的經歷
[00:06:54.000 --> 00:06:55.000]  主乃活死
[00:06:55.000 --> 00:06:57.000]  固然是被人所棄了
[00:06:57.000 --> 00:06:58.000]  所以第一個經歷
[00:06:58.000 --> 00:07:00.000]  就是會失去眾人的眼光
[00:07:00.000 --> 00:07:02.000]  就是耶穌其實
[00:07:02.000 --> 00:07:03.000]  祂在地上的時候
[00:07:03.000 --> 00:07:07.000]  祂被人所棄
[00:07:07.000 --> 00:07:11.000]  祂的門徒出賣祂
[00:07:11.000 --> 00:07:15.000]  祂被人厭惡
[00:07:15.000 --> 00:07:17.000]  祂在地上的時候
[00:07:17.000 --> 00:07:19.000]  有人不喜歡祂
[00:07:19.000 --> 00:07:21.000]  有人拒絕祂
[00:07:21.000 --> 00:07:22.000]  其實好像我們在生命當中
[00:07:22.000 --> 00:07:24.000]  也是如此的
[00:07:24.000 --> 00:07:26.000]  我們不是每次都找到那些
[00:07:26.000 --> 00:07:30.000]  跟我們同心合一的人
[00:07:30.000 --> 00:07:31.000]  我們總是會找到一些人
[00:07:31.000 --> 00:07:34.000]  看你不順眼
[00:07:34.000 --> 00:07:35.000]  總是有些人覺得
[00:07:35.000 --> 00:07:37.000]  你怎麼動作那麼快
[00:07:37.000 --> 00:07:40.000]  或有人嫌你動作好慢
[00:07:40.000 --> 00:07:41.000]  你總是在生命當中
[00:07:41.000 --> 00:07:42.000]  你好像你做對的事情
[00:07:42.000 --> 00:07:44.000]  可是有人就是
[00:07:44.000 --> 00:07:48.000]  要來挑你的毛病
