
[00:00:00.000 --> 00:00:02.000]  各位聽眾姐妹們平安
[00:00:02.000 --> 00:00:05.480]  請問我們當中有多少人是棒球迷
[00:00:05.480 --> 00:00:07.480]  喜歡看棒球的可以揮揮手
[00:00:07.480 --> 00:00:13.240]  這個不是絕緻胡招啦
[00:00:13.240 --> 00:00:15.240]  只是問棒球迷而已
[00:00:15.240 --> 00:00:17.240]  我是喜歡看棒球的人啊
[00:00:17.240 --> 00:00:20.240]  如果你也是跟我一樣是棒球迷的話
[00:00:20.240 --> 00:00:22.240]  去年年底啊
[00:00:22.240 --> 00:00:24.240]  你一定是非常享受一個
[00:00:24.240 --> 00:00:26.240]  美國職棒這個
[00:00:26.240 --> 00:00:28.240]  World Series的一個饗宴
[00:00:28.240 --> 00:00:30.240]  這有人說是過去這幾十年來
[00:00:30.240 --> 00:00:32.240]  最精彩的戰役
[00:00:32.240 --> 00:00:34.240]  極具張力
[00:00:34.240 --> 00:00:36.240]  不但是到第七戰
[00:00:36.240 --> 00:00:38.240]  才分出勝負
[00:00:38.240 --> 00:00:40.240]  有一場還打了十八局
[00:00:40.240 --> 00:00:42.240]  才結束
[00:00:42.240 --> 00:00:44.240]  有人說一去參加一個十八局的比賽
[00:00:44.240 --> 00:00:46.240]  參加一場等於是看兩場
[00:00:46.240 --> 00:00:48.240]  聽說那一場
[00:00:48.240 --> 00:00:50.240]  好像到半夜凌晨
[00:00:50.240 --> 00:00:52.240]  才結束
[00:00:52.240 --> 00:00:54.240]  更精彩的是在第七戰的
[00:00:54.240 --> 00:00:56.240]  第十局還是第十一局
[00:00:56.240 --> 00:00:58.240]  有一個零點一秒
[00:00:58.240 --> 00:01:00.240]  的一個
[00:01:00.240 --> 00:01:02.240]  很爭議性的一個判決
[00:01:02.240 --> 00:01:04.240]  就是在一個本壘有一個觸殺
[00:01:04.240 --> 00:01:06.240]  Well
[00:01:06.240 --> 00:01:08.240]  這麼精彩的比賽
[00:01:08.240 --> 00:01:10.240]  裡面最火的一個人呢
[00:01:10.240 --> 00:01:12.240]  就是後來得到
[00:01:12.240 --> 00:01:14.240]  FINAL MVP的山本
[00:01:14.240 --> 00:01:16.240]  游昇啊
[00:01:16.240 --> 00:01:18.240]  他個子不高178公分
[00:01:18.240 --> 00:01:20.240]  但是在這棒球的
[00:01:20.240 --> 00:01:22.240]  最高殿堂的最高賽系
[00:01:22.240 --> 00:01:24.240]  他個人就
[00:01:24.240 --> 00:01:26.240]  包辦了四勝當中的
[00:01:26.240 --> 00:01:28.240]  三勝啊
[00:01:28.240 --> 00:01:30.240]  不可思議
[00:01:30.240 --> 00:01:32.240]  所以這個他後來說了一句名言
[00:01:32.240 --> 00:01:34.240]  所有棒球迷心中都被
[00:01:34.240 --> 00:01:36.240]  燃燒起來了
[00:01:36.240 --> 00:01:38.240]  他說什麼呢
[00:01:38.240 --> 00:01:40.240]  他用他有限的英文
[00:01:40.240 --> 00:01:42.240]  他就講了一句話
[00:01:42.240 --> 00:01:44.240]  Losing is not an option
[00:01:44.240 --> 00:01:46.240]  哇
[00:01:46.240 --> 00:01:48.240]  這句話太厲害了
[00:01:48.240 --> 00:01:50.240]  輸球不是一個選項
[00:01:50.240 --> 00:01:52.240]  弟兄姊妹
[00:01:52.240 --> 00:01:54.240]  我們是興起一支
[00:01:54.240 --> 00:01:56.240]  鼠神的大軍
[00:01:56.240 --> 00:01:58.240]  為什麼
[00:01:58.240 --> 00:02:00.240]  我們要興起鼠神的大軍呢
[00:02:00.240 --> 00:02:02.240]  為什麼你和我
[00:02:02.240 --> 00:02:04.240]  應該要參與在其中呢
[00:02:04.240 --> 00:02:06.240]  因為我們每一個人
[00:02:06.240 --> 00:02:08.240]  都是在一場極具
[00:02:08.240 --> 00:02:10.240]  張力的鼠鱗
[00:02:10.240 --> 00:02:12.240]  征戰之中
[00:02:12.240 --> 00:02:14.240]  Losing is not
[00:02:14.240 --> 00:02:16.240]  an option
[00:02:16.240 --> 00:02:18.240]  我們要選擇
[00:02:18.240 --> 00:02:20.240]  經歷鼠鱗
[00:02:20.240 --> 00:02:22.240]  征戰的得勝
[00:02:22.240 --> 00:02:24.240]  弟兄姊妹
[00:02:24.240 --> 00:02:26.240]  你的生命
[00:02:26.240 --> 00:02:28.240]  你的征戰都是極其寶貴的
[00:02:28.240 --> 00:02:30.240]  今天我們要來宣告
[00:02:30.240 --> 00:02:32.240]  Losing is not an option
[00:02:32.240 --> 00:02:34.240]  我們要一起來經歷
[00:02:34.240 --> 00:02:36.240]  鼠鱗征戰的得勝
[00:02:36.240 --> 00:02:38.240]  所以今天我們就一起來了解
[00:02:38.240 --> 00:02:40.240]  什麼是鼠鱗征戰
[00:02:40.240 --> 00:02:42.240]  並且如何來經歷
[00:02:42.240 --> 00:02:44.240]  鼠鱗征戰的得勝
[00:02:44.240 --> 00:02:46.240]  讓我們一起來念
[00:02:46.240 --> 00:02:48.240]  以佛所書六章十到二十節
[00:02:48.240 --> 00:02:50.240]  其中十二到十八節
