
[00:00:00.000 --> 00:00:04.100]  天父爸爸,我們來到這裏只有一個禱告
[00:00:04.100 --> 00:00:06.780]  就是我們願意一生學你的樣式
[00:00:06.780 --> 00:00:10.720]  願意我們單單能夠成為你喜悅的兒女就足夠
[00:00:10.720 --> 00:00:15.160]  以致我們渴望的是我們的生命能夠去彰顯神力的榮譽
[00:00:15.160 --> 00:00:18.680]  上主我求您的靈,今日繼續對我們每一個人說話
[00:00:18.680 --> 00:00:22.400]  帶領我們,我們一起去聽主你話語的時候
[00:00:22.400 --> 00:00:25.160]  你自己去讓我們明白你的心意
[00:00:25.160 --> 00:00:28.920]  以致我們的生命能夠讓你的話語去無助
[00:00:28.920 --> 00:00:31.720]  我們的生命能夠成為你閲立的生命
[00:00:31.720 --> 00:00:34.360]  多謝主帶領我們閲立我們的敬拜
[00:00:34.360 --> 00:00:38.120]  聽我們的祈禱,奉耶穌基督的名祈求,阿們
[00:00:38.120 --> 00:00:39.800]  請坐
[00:00:39.800 --> 00:00:40.920]  謝謝敬拜隊
[00:00:40.920 --> 00:00:45.240]  這次的講道的方向
[00:00:45.240 --> 00:00:48.120]  教會給的題目是關於紮根聖賢
[00:00:48.120 --> 00:00:49.920]  當我收到這個題目的時候
[00:00:49.920 --> 00:00:53.360]  我就知道很快要講的經文
[00:00:53.360 --> 00:00:56.480]  或者我想起的經文就是《猶大書》二十到二十一節
[00:00:56.480 --> 00:00:58.440]  有時候我們稱為一章二十到二十一節
[00:00:58.440 --> 00:00:59.760]  因為《猶大書》只有一章
[00:00:59.760 --> 00:01:03.280]  所以有時候我們就直接不說一章也可以了
[00:01:03.280 --> 00:01:05.120]  我為什麼想起這一節經文呢?
[00:01:05.120 --> 00:01:08.280]  這一節經文就是我三十八年前受浸的時候
[00:01:08.280 --> 00:01:10.000]  我教會的牧師
[00:01:10.000 --> 00:01:11.680]  教會送了一本聖經給我
[00:01:11.680 --> 00:01:17.400]  然後教會牧師親手將這一節經文寫在送給我的聖經上
[00:01:17.400 --> 00:01:21.120]  我沒有時間將聖經翻出來拍一張照片給大家
[00:01:21.120 --> 00:01:25.000]  但是那一節經文那時候就背了下來
[00:01:25.000 --> 00:01:28.920]  並且我覺得這一節經文是一生的受用
[00:01:28.920 --> 00:01:31.040]  並且一生要銘記的經文
[00:01:31.040 --> 00:01:34.240]  所以很想和大家先從這一節經文開始
[00:01:34.240 --> 00:01:36.240]  我們一起多一次
[00:01:36.240 --> 00:01:37.920]  預備開始
[00:01:37.920 --> 00:01:39.760]  親愛的弟兄
[00:01:39.760 --> 00:01:43.320]  你們卻要在至聖的真道上
[00:01:43.320 --> 00:01:44.800]  造就自己
[00:01:44.800 --> 00:01:47.080]  在聖靈裡禱告
[00:01:47.080 --> 00:01:50.520]  保守自己常在神的愛中
[00:01:50.520 --> 00:01:54.040]  仰望我們主耶穌基督的憐憫
[00:01:54.040 --> 00:01:55.520]  直到永生
[00:01:55.520 --> 00:01:57.800]  整段經文的中心是什麼呢?
[00:01:57.800 --> 00:01:59.800]  就是黃色那句告訴我們
[00:01:59.800 --> 00:02:02.800]  保守自己常在神的愛中
[00:02:02.800 --> 00:02:04.920]  什麼叫做保守自己常在神的愛中呢?
[00:02:04.920 --> 00:02:07.280]  原來你看到整個經文的上下
[00:02:07.280 --> 00:02:09.480]  有三件事你要去做
[00:02:09.480 --> 00:02:11.360]  甚至那個也是一個命令
[00:02:11.360 --> 00:02:13.360]  那三件事要做什麼呢?
[00:02:13.360 --> 00:02:16.560]  第一個在至聖的真道上造就自己
[00:02:16.560 --> 00:02:18.680]  第二個就是在聖靈裡祈禱
[00:02:18.680 --> 00:02:21.680]  第三個就是黃色下面那句
[00:02:21.680 --> 00:02:25.000]  要常常地仰望我們主耶穌基督的憐憫
[00:02:25.000 --> 00:02:27.000]  我覺得這一節經文很好
[00:02:27.000 --> 00:02:29.000]  待會我們有機會再讀多一次
[00:02:29.000 --> 00:02:32.520]  時間所限不能夠和大家去背金句
[00:02:32.520 --> 00:02:34.760]  但是我要很喜歡和大家背金句
[00:02:34.760 --> 00:02:36.760]  給你一個功課你回去背好嗎?
[00:02:36.760 --> 00:02:37.960]  你沒得選擇的
[00:02:37.960 --> 00:02:39.960]  你和隔壁說你一定要背這麼說
[00:02:39.960 --> 00:02:43.520]  因為神的話語就是我們的生命
[00:02:43.520 --> 00:02:46.080]  就是我們腳前的燈路上的光
[00:02:46.080 --> 00:02:46.960]  所以很寶貴
[00:02:46.960 --> 00:02:49.440]  請大家回去將這一節經文記下去
[00:02:49.440 --> 00:02:52.480]  今天我的講題就是用這一節經文的中心
[00:02:52.480 --> 00:02:53.640]  去成為題目
[00:02:53.640 --> 00:02:56.280]  就叫做「保守自己,願主憐憫」
[00:02:56.280 --> 00:03:00.200]  我會講十七到二十三節
[00:03:00.200 --> 00:03:02.760]  其實整個猶太書只有二十五節
[00:03:02.760 --> 00:03:05.840]  你就會發覺為什麼猶太書的作者
[00:03:05.840 --> 00:03:07.040]  去到最後的時候
[00:03:07.040 --> 00:03:09.080]  去這麼強調或者去吩咐
[00:03:09.080 --> 00:03:11.560]  你們要做剛才說的那幾件事
[00:03:11.560 --> 00:03:14.840]  以致保守你們自己在神的愛裡面
[00:03:14.840 --> 00:03:17.360]  原來猶太書一開始第三四節
[00:03:17.360 --> 00:03:19.040]  他就講明他寫書的目的
[00:03:19.040 --> 00:03:20.040]  很清楚
[00:03:20.040 --> 00:03:23.360]  他就說我一早就很想盡心盡力地寫信給你
[00:03:23.360 --> 00:03:24.280]  然後為什麼呢?
[00:03:24.280 --> 00:03:27.640]  為了真道去竭力去爭辯
[00:03:27.640 --> 00:03:30.480]  「真道」這個字其實是指信仰
[00:03:30.480 --> 00:03:32.200]  就是我們真實的信仰
[00:03:32.200 --> 00:03:33.920]  去做一些辯證
[00:03:33.920 --> 00:03:35.280]  做一些解說
[00:03:35.280 --> 00:03:36.480]  為什麼會這樣呢?
[00:03:36.480 --> 00:03:38.880]  然後第四節很清楚
[00:03:38.880 --> 00:03:39.880]  黃色的字
[00:03:39.880 --> 00:03:42.000]  原來他說到因為什麼?
[00:03:42.000 --> 00:03:45.000]  有些人偷著進來
[00:03:45.000 --> 00:03:46.000]  原來他就講到
[00:03:46.000 --> 00:03:48.080]  當時可能是在講教會
[00:03:48.080 --> 00:03:49.080]  或者未必去教會
[00:03:49.080 --> 00:03:50.080]  因為猶太書
[00:03:50.080 --> 00:03:52.800]  我也知道當時保羅的書信是傳閱在教會
[00:03:52.800 --> 00:03:56.120]  但也可能是在講一些個人的書信
[00:03:56.120 --> 00:03:57.120]  他看了也不要緊
[00:03:57.120 --> 00:03:59.240]  起碼就是指這個屬靈的群體
[00:03:59.240 --> 00:04:00.760]  或者我們生活裡面
[00:04:00.760 --> 00:04:02.040]  原來不自覺
[00:04:02.040 --> 00:04:05.720]  不覺不覺就有些人偷了進來我們的生命
[00:04:05.720 --> 00:04:06.720]  這個屬靈的群體
[00:04:06.720 --> 00:04:07.720]  甚至教會裡面
[00:04:07.720 --> 00:04:09.800]  就是做了一些破壞
[00:04:09.800 --> 00:04:13.120]  在有人偷著進來的時候
[00:04:13.120 --> 00:04:15.440]  這個專門再用紅色再講一次
[00:04:15.440 --> 00:04:16.320]  為什麼呢?
[00:04:16.320 --> 00:04:18.560]  就是因為這些人偷偷進來的時候
[00:04:18.560 --> 00:04:19.560]  我們不覺
[00:04:19.560 --> 00:04:21.720]  甚至我們其實難免
[00:04:21.720 --> 00:04:24.040]  因為基督徒處身在這個世界裡面
[00:04:24.040 --> 00:04:25.880]  我們就受到很多的影響
[00:04:25.880 --> 00:04:27.320]  但是我們不覺不覺
[00:04:27.320 --> 00:04:28.880]  甚至拿了這些影響
[00:04:28.880 --> 00:04:32.240]  這些價值就進到我們的生活當中
[00:04:32.240 --> 00:04:35.840]  留意他怎樣去形容這些偷著進來的人
