
[00:00:00.000 --> 00:00:03.320]  歡迎大家來到我們的週六崇拜
[00:00:03.320 --> 00:00:05.580]  非一般的時代
[00:00:05.580 --> 00:00:07.380]  非一般的崇拜
[00:00:07.380 --> 00:00:09.420]  如果你早兩個星期有在這裏
[00:00:09.420 --> 00:00:10.900]  你應該還記得
[00:00:10.900 --> 00:00:16.040]  那時候我講了一個與瘟疫有關的講章
[00:00:16.040 --> 00:00:18.340]  當時我講到的經文是
[00:00:18.340 --> 00:00:22.100]  《馬太福音》第六章九節至十三節
[00:00:22.100 --> 00:00:26.480]  是主耶穌基督在登山寶訓裏面的主土文
[00:00:26.480 --> 00:00:32.040]  講到的題目是「疑疫症蔓延,討告天父」
[00:00:32.040 --> 00:00:35.300]  今天我將會繼續講這個瘟疫
[00:00:35.300 --> 00:00:38.820]  也是用一個瘟疫的主題繼續講
[00:00:38.820 --> 00:00:43.440]  不過講的不是下集而是上集
[00:00:43.440 --> 00:00:48.820]  原因是因爲我想帶你回到登山寶訓的起頭
[00:00:48.820 --> 00:00:52.240]  剛纔Dennis幫我們讀的是
[00:00:52.240 --> 00:00:56.960]  《馬太福音》第四章第二十三至五章第十二節
[00:00:56.960 --> 00:01:01.000]  登山寶訓裏面的天國的八福
[00:01:01.000 --> 00:01:03.560]  我今天講到的題目是
[00:01:03.560 --> 00:01:08.240]  「死因憂福,尋見耶穌」
[00:01:08.240 --> 00:01:12.440]  我們開始看《馬太福音》第五章
[00:01:12.440 --> 00:01:14.460]  天國的八福
[00:01:14.460 --> 00:01:18.720]  「心靈貧窮的人有福了,因爲天國是他們的
[00:01:18.720 --> 00:01:23.100]  哀悼的人有福了,因爲他們必得安慰
[00:01:23.100 --> 00:01:27.880]  謙和的人有福了,因爲他們必承受土地
[00:01:27.880 --> 00:01:32.080]  飢餓無意的人有福了,因爲他們必得飽足
[00:01:32.080 --> 00:01:36.240]  憐憫人的人有福了,因爲他們必蒙憐憫
[00:01:36.240 --> 00:01:40.520]  清心的人有福了,因爲他們必見上帝
[00:01:40.520 --> 00:01:46.160]  替造和平的人有福了,因爲他們必稱爲上帝的兒子
[00:01:46.160 --> 00:01:52.040]  畏異受逼,包天人有福了,因爲天國是他們的」
[00:01:52.040 --> 00:01:54.600]  很多華人的基督徒都很喜歡八福
[00:01:54.600 --> 00:01:59.120]  尤其是過年的時候更加喜歡在這裏講八福
[00:01:59.120 --> 00:02:02.240]  但是八福的意義究竟是些什麼
[00:02:02.240 --> 00:02:07.640]  我們又怎樣去明白主耶穌基督所講的天國呢
[00:02:07.640 --> 00:02:10.560]  關於八福第一樣我想你看到的東西就是
[00:02:10.560 --> 00:02:14.680]  其實耶穌要給我們的不是八樣的福氣
[00:02:14.680 --> 00:02:18.320]  而是一個八合一的福氣
[00:02:18.320 --> 00:02:19.880]  我不知道你有沒有留意到
